IT_NO DIVIDENDS_RECIEVED SHARE_FIRMS SHARE_CONSTRUCTION_FIRMS SHARE_BANKS DIVIDENDS_RETAINED LIQUIDITY
1 2310.350000 2310.350000 0.000000 0.000000 0.000000 3310.350000
61 452.739012 452.739012 0.000000 0.000000 3307.261558 455.827454
121 0.000000 0.000000 0.000000 0.000000 444.186891 3.088442
181 4.725022 4.725022 0.000000 0.000000 0.000000 7.813463
241 39.186126 39.186126 0.000000 0.000000 6.481336 40.518253
301 63.198383 63.198383 0.000000 0.000000 4.813929 64.530510
361 182.447127 182.447127 0.000000 0.000000 7.508514 183.779254
421 1030.172500 1030.172500 0.000000 0.000000 182.518750 1031.433004
481 1543.630793 1543.630793 0.000000 0.000000 997.348220 1544.891297
541 2865.438400 2865.438400 0.000000 0.000000 1515.000000 2866.698904
601 3077.737069 3077.737069 0.000000 0.000000 2780.037500 3078.997573
661 3077.737069 3077.737069 0.000000 0.000000 3072.518750 3078.997573
721 3077.737069 3077.737069 0.000000 0.000000 3067.518750 3078.997573
781 3077.737069 3077.737069 0.000000 0.000000 2960.000000 3078.997573
841 1010.859844 1010.859844 0.000000 0.000000 3077.518750 1012.120348
901 1142.934267 1142.934267 0.000000 0.000000 995.000000 1144.194771
961 1136.591905 1136.591905 0.000000 0.000000 570.000000 1137.852409
1021 1142.934267 1142.934267 0.000000 0.000000 685.000000 1144.194771
1081 1134.861169 1134.861169 0.000000 0.000000 345.000000 1136.121673
1141 1142.934267 1142.934267 0.000000 0.000000 1120.000000 1144.194771
1201 1142.934267 1142.934267 0.000000 0.000000 735.000000 1144.194771
1261 1142.934267 1142.934267 0.000000 0.000000 60.000000 1144.194771
1321 1142.934267 1142.934267 0.000000 0.000000 570.000000 1144.194771
1381 1142.934267 1142.934267 0.000000 0.000000 185.033360 1144.194771
1441 1142.934267 1142.934267 0.000000 0.000000 601.258340 1144.194771
1501 1142.934267 1142.934267 0.000000 0.000000 216.291700 1144.194771
1561 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
1621 1142.934267 1142.934267 0.000000 0.000000 216.291700 1144.194771
1681 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
1741 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
1801 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
1861 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
1921 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
1981 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
2041 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
2101 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
2161 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
2221 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
2281 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
2341 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
2401 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
2461 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
2521 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
2581 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
2641 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
2701 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
2761 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
2821 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
2881 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
2941 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
3001 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
3061 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
3121 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
3181 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
3241 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
3301 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
3361 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
3421 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
3481 1142.934267 1142.934267 0.000000 0.000000 663.775020 1144.194771
3541 1142.934267 1142.934267 0.000000 0.000000 247.550040 1144.194771
