IT_NO ID REVENUES INTERESTS_ACCRUED TOTAL_COSTS TOTAL_WRITEOFFS INTERESTS_PAID NET_EARNINGS RETAINED_EARNINGS TOTAL_DIVIDENDS
1021 157 387.204868 387.204868 5411.950120 1384.973800 4026.976321 -5024.745253 0.000000 0.000000
1021 156 407.747504 407.747504 5086.292308 1221.511557 3864.780751 -4678.544803 0.000000 0.000000
1081 157 372.936806 372.936806 7293.199745 3485.618042 3807.581703 -6920.262939 0.000000 0.000000
1081 156 378.621937 378.621937 10116.151114 6453.008238 3663.142876 -9737.529177 0.000000 0.000000
1141 157 347.382170 347.382170 4487.771994 900.121733 3587.650261 -4140.389824 0.000000 0.000000
1141 156 344.477540 344.477540 3782.494036 321.477790 3461.016246 -3438.016496 0.000000 0.000000
1201 157 338.887223 338.887223 3368.767346 0.000000 3368.767346 -3029.880123 0.000000 0.000000
1201 156 339.604398 339.604398 3254.372561 0.000000 3254.372561 -2914.768163 0.000000 0.000000
1261 157 337.589812 337.589812 3146.524620 0.000000 3146.524620 -2808.934807 0.000000 0.000000
1261 156 338.461003 338.461003 3052.141214 0.000000 3052.141214 -2713.680211 0.000000 0.000000
1321 157 336.462037 336.462037 2923.191519 0.000000 2923.191519 -2586.729482 0.000000 0.000000
1321 156 337.310462 337.310462 2847.305578 0.000000 2847.305578 -2509.995116 0.000000 0.000000
1381 157 335.956383 335.956383 2699.461968 0.000000 2699.461968 -2363.505584 0.000000 0.000000
1381 156 338.040240 338.040240 2641.381123 0.000000 2641.381123 -2303.340883 0.000000 0.000000
1441 157 333.488156 333.488156 2473.134729 0.000000 2473.134729 -2139.646574 0.000000 0.000000
1441 156 337.504442 337.504442 2435.416821 0.000000 2435.416821 -2097.912379 0.000000 0.000000
1501 157 331.025224 331.025224 2247.177685 0.000000 2247.177685 -1916.152460 0.000000 0.000000
1501 156 336.961362 336.961362 2225.377855 0.000000 2225.377855 -1888.416493 0.000000 0.000000
1561 157 330.182210 330.182210 2019.597485 0.000000 2019.597485 -1689.415275 0.000000 0.000000
1561 156 336.410957 336.410957 2017.282712 0.000000 2017.282712 -1680.871755 0.000000 0.000000
1621 157 328.706025 328.706025 1792.142475 0.000000 1792.142475 -1463.436450 0.000000 0.000000
1621 156 334.243350 334.243350 1803.660057 0.000000 1803.660057 -1469.416707 0.000000 0.000000
1681 157 326.900520 326.900520 1563.603083 0.000000 1563.603083 -1236.702563 0.000000 0.000000
1681 156 332.565780 332.565780 1590.706329 0.000000 1590.706329 -1258.140549 0.000000 0.000000
1741 157 325.741590 325.741590 1332.702861 0.000000 1332.702861 -1006.961270 0.000000 0.000000
1741 156 331.029160 331.029160 1376.954926 0.000000 1376.954926 -1045.925766 0.000000 0.000000
1801 157 322.803833 322.803833 1102.075791 0.000000 1102.075791 -779.271959 0.000000 0.000000
1801 156 327.577099 327.577099 1161.655006 0.000000 1161.655006 -834.077907 0.000000 0.000000
1861 157 317.472837 317.472837 868.433730 0.000000 868.433730 -550.960893 0.000000 0.000000
1861 156 323.819648 323.819648 945.475543 0.000000 945.475543 -621.655896 0.000000 0.000000
1921 157 315.684334 315.684334 635.136528 0.000000 635.136528 -319.452194 0.000000 0.000000
1921 156 321.675059 321.675059 728.367013 0.000000 728.367013 -406.691954 0.000000 0.000000
1981 157 313.260702 313.260702 399.909234 0.000000 399.909234 -86.648532 0.000000 0.000000
1981 156 319.532847 319.532847 509.271646 0.000000 509.271646 -189.738800 0.000000 0.000000
2041 157 309.265042 309.265042 163.230188 0.000000 163.230188 146.034855 0.000000 0.000000
2041 156 314.552726 314.552726 291.021319 0.000000 291.021319 23.531407 0.000000 0.000000
2101 157 301.053769 301.053769 0.000000 0.000000 0.000000 301.053769 146.034855 0.000000
2101 156 308.976970 308.976970 70.588176 0.000000 70.588176 238.388794 23.531407 0.000000
2161 157 292.910219 292.910219 0.000000 0.000000 0.000000 292.910219 301.053769 0.000000
2161 156 302.580868 302.580868 0.000000 0.000000 0.000000 302.580868 238.388794 0.000000
2221 157 288.717538 288.717538 0.000000 0.000000 0.000000 288.717538 292.910219 0.000000
2221 156 296.156729 296.156729 0.000000 0.000000 0.000000 296.156729 302.580868 0.000000
2281 157 283.933942 283.933942 0.000000 0.000000 0.000000 283.933942 288.717538 0.000000
2281 156 287.620341 287.620341 0.000000 0.000000 0.000000 287.620341 296.156729 0.000000
2341 157 273.884337 273.884337 0.000000 0.000000 0.000000 273.884337 283.933942 0.000000
2341 156 281.155251 281.155251 0.000000 0.000000 0.000000 281.155251 287.620341 0.000000
2401 157 264.971367 264.971367 0.000000 0.000000 0.000000 264.971367 273.884337 0.000000
2401 156 268.607294 268.607294 0.000000 0.000000 0.000000 268.607294 281.155251 0.000000
2461 157 257.507727 257.507727 0.000000 0.000000 0.000000 257.507727 264.971367 0.000000
2461 156 258.535593 258.535593 0.000000 0.000000 0.000000 258.535593 268.607294 0.000000
2521 157 244.901493 244.901493 0.000000 0.000000 0.000000 244.901493 257.507727 0.000000
2521 156 245.589374 245.589374 0.000000 0.000000 0.000000 245.589374 258.535593 0.000000
2581 157 236.002024 236.002024 0.000000 0.000000 0.000000 236.002024 244.901493 0.000000
2581 156 227.743152 227.743152 0.000000 0.000000 0.000000 227.743152 245.589374 0.000000
2641 157 221.863993 221.863993 0.000000 0.000000 0.000000 221.863993 236.002024 0.000000
2641 156 216.659312 216.659312 0.000000 0.000000 0.000000 216.659312 227.743152 0.000000
2701 157 207.358714 207.358714 0.000000 0.000000 0.000000 207.358714 221.863993 0.000000
2701 156 201.337425 201.337425 0.000000 0.000000 0.000000 201.337425 216.659312 0.000000
2761 157 191.140288 191.140288 0.000000 0.000000 0.000000 191.140288 207.358714 0.000000
2761 156 180.823887 180.823887 0.000000 0.000000 0.000000 180.823887 201.337425 0.000000
2821 157 178.016530 178.016530 0.000000 0.000000 0.000000 178.016530 191.140288 0.000000
2821 156 164.723008 164.723008 0.000000 0.000000 0.000000 164.723008 180.823887 0.000000
2881 157 169.316117 169.316117 0.000000 0.000000 0.000000 169.316117 178.016530 0.000000
2881 156 154.614856 154.614856 0.000000 0.000000 0.000000 154.614856 164.723008 0.000000
2941 157 158.130932 158.130932 0.000000 0.000000 0.000000 158.130932 169.316117 0.000000
2941 156 143.125307 143.125307 0.000000 0.000000 0.000000 143.125307 154.614856 0.000000
3001 157 146.305445 146.305445 0.000000 0.000000 0.000000 146.305445 158.130932 0.000000
3001 156 125.557759 125.557759 0.000000 0.000000 0.000000 125.557759 143.125307 0.000000
3061 157 132.786118 132.786118 0.000000 0.000000 0.000000 132.786118 146.305445 0.000000
3061 156 118.171752 118.171752 0.000000 0.000000 0.000000 118.171752 125.557759 0.000000
3121 157 113.533422 113.533422 0.000000 0.000000 0.000000 113.533422 132.786118 0.000000
3121 156 111.468445 111.468445 0.000000 0.000000 0.000000 111.468445 118.171752 0.000000
3181 157 106.318224 106.318224 0.000000 0.000000 0.000000 106.318224 113.533422 0.000000
3181 156 102.495154 102.495154 0.000000 0.000000 0.000000 102.495154 111.468445 0.000000
3241 157 95.687427 95.687427 0.000000 0.000000 0.000000 95.687427 106.318224 0.000000
3241 156 95.973647 95.973647 0.000000 0.000000 0.000000 95.973647 102.495154 0.000000
3301 157 89.842288 89.842288 0.000000 0.000000 0.000000 89.842288 95.687427 0.000000
3301 156 90.628113 90.628113 0.000000 0.000000 0.000000 90.628113 95.973647 0.000000
3361 157 89.842288 89.842288 0.000000 0.000000 0.000000 89.842288 89.842288 0.000000
3361 156 89.462433 89.462433 0.000000 0.000000 0.000000 89.462433 90.628113 0.000000
3421 157 89.842288 89.842288 0.000000 0.000000 0.000000 89.842288 89.842288 0.000000
3421 156 88.885468 88.885468 0.000000 0.000000 0.000000 88.885468 89.462433 0.000000
3481 157 89.842288 89.842288 0.000000 0.000000 0.000000 89.842288 89.842288 0.000000
3481 156 88.885468 88.885468 0.000000 0.000000 0.000000 88.885468 88.885468 0.000000
3541 157 89.842288 89.842288 0.000000 0.000000 0.000000 89.842288 89.842288 0.000000
3541 156 88.885468 88.885468 0.000000 0.000000 0.000000 88.885468 88.885468 0.000000
