IT_NO ID NO_EMPLOYEES EMPLOYEES_NEEDED INVENTORY PRODUCTION_PLAN
1 150 58 58 116000 58000
1 149 48 48 96000 48000
1 148 69 69 138000 69000
1 147 63 63 126000 63000
1 146 52 52 104000 52000
1 145 51 51 102000 51000
1 144 53 53 106000 53000
1 143 47 47 94000 47000
1 142 61 61 122000 61000
1 141 56 56 112000 56000
1 140 63 63 126000 63000
1 139 64 64 128000 64000
1 138 61 61 122000 61000
1 137 44 44 88000 44000
1 136 55 55 110000 55000
1 135 53 53 106000 53000
1 134 51 51 102000 51000
1 133 72 72 144000 72000
1 132 45 45 90000 45000
1 131 55 55 110000 55000
1 130 42 42 84000 42000
1 129 54 54 108000 54000
1 128 37 37 74000 37000
1 127 61 61 122000 61000
1 126 54 54 108000 54000
1 125 49 49 98000 49000
1 124 59 59 118000 59000
1 123 48 48 96000 48000
1 122 60 60 120000 60000
1 121 51 51 102000 51000
1 120 48 48 96000 48000
1 119 48 48 96000 48000
1 118 45 45 90000 45000
1 117 51 51 102000 51000
1 116 61 61 122000 61000
1 115 55 55 110000 55000
1 114 52 52 104000 52000
1 113 57 57 114000 57000
1 112 70 70 140000 70000
1 111 59 59 118000 59000
1 110 52 52 104000 52000
1 109 64 64 128000 64000
1 108 62 62 124000 62000
1 107 65 65 130000 65000
1 106 54 54 108000 54000
1 105 54 54 108000 54000
1 104 55 55 110000 55000
1 103 60 60 120000 60000
1 102 54 54 108000 54000
1 101 70 70 140000 70000
1 100 50 50 100000 50000
1 99 62 62 124000 62000
1 98 51 51 102000 51000
1 97 64 64 128000 64000
1 96 50 50 100000 50000
1 95 49 49 98000 49000
1 94 56 56 112000 56000
1 93 55 55 110000 55000
1 92 55 55 110000 55000
1 91 50 50 100000 50000
1 90 52 52 104000 52000
1 89 56 56 112000 56000
1 88 62 62 124000 62000
1 87 59 59 118000 59000
1 86 64 64 128000 64000
1 85 65 65 130000 65000
1 84 50 50 100000 50000
1 83 51 51 102000 51000
1 82 73 73 146000 73000
1 81 60 60 120000 60000
1 80 56 56 112000 56000
1 79 48 48 96000 48000
1 78 42 42 84000 42000
1 77 44 44 88000 44000
1 76 64 64 128000 64000
1 75 57 57 114000 57000
1 74 44 44 88000 44000
1 73 61 61 122000 61000
1 72 56 56 112000 56000
1 71 50 50 100000 50000
1 70 54 54 108000 54000
1 69 57 57 114000 57000
1 68 42 42 84000 42000
1 67 67 67 134000 67000
1 66 63 63 126000 63000
1 65 44 44 88000 44000
1 64 51 51 102000 51000
1 63 45 45 90000 45000
1 62 54 54 108000 54000
1 61 59 59 118000 59000
1 60 53 53 106000 53000
1 59 41 41 82000 41000
1 58 45 45 90000 45000
1 57 52 52 104000 52000
1 56 53 53 106000 53000
1 55 53 53 106000 53000
1 54 60 60 120000 60000
1 53 57 57 114000 57000
1 52 69 69 138000 69000
1 51 55 55 110000 55000
1 50 58 58 116000 58000
1 49 54 54 108000 54000
1 48 52 52 104000 52000
1 47 55 55 110000 55000
1 46 53 53 106000 53000
1 45 50 50 100000 50000
1 44 65 65 130000 65000
1 43 60 60 120000 60000
1 42 55 55 110000 55000
1 41 63 63 126000 63000
1 40 57 57 114000 57000
1 39 50 50 100000 50000
1 38 64 64 128000 64000
1 37 63 63 126000 63000
1 36 41 41 82000 41000
1 35 55 55 110000 55000
1 34 46 46 92000 46000
1 33 46 46 92000 46000
1 32 59 59 118000 59000
1 31 53 53 106000 53000
21 150 58 63 70867 62513
21 149 48 53 48000 52800
21 148 69 73 103702 72429
21 147 63 67 87785 66821
21 146 52 58 52000 57200
21 145 51 57 51000 56100
21 144 53 59 53000 58300
21 143 47 45 102984 44304
21 142 61 68 61000 67100
21 141 56 62 56000 61600
21 140 63 69 75101 68089
21 139 64 69 85624 68237
21 138 61 66 77455 65454
21 137 44 49 44000 48400
21 136 55 61 55000 60500
21 135 53 59 53000 58300
21 134 51 57 51000 56100
21 133 72 65 189467 64800
21 132 45 50 45000 49500
21 131 55 61 58876 60112
21 130 42 40 91437 39768
21 129 54 60 54000 59400
21 128 37 41 37000 40700
21 127 61 55 150758 54900
21 126 54 60 54000 59400
21 125 49 54 49000 53900
21 124 59 65 64556 64344
21 123 48 53 48000 52800
21 122 60 66 65210 65479
21 121 51 46 125143 45900
21 120 48 53 48000 52800
21 119 48 53 48000 52800
21 118 45 50 45000 49500
21 117 51 57 51036 56096
21 116 61 67 69174 66282
21 115 55 50 132400 49500
21 114 52 58 52000 57200
21 113 57 52 148197 51300
21 112 70 63 198952 63000
21 111 59 65 59000 64900
21 110 52 58 52000 57200
21 109 64 69 85394 68260
21 108 62 68 71324 67267
21 107 65 71 76404 70359
21 106 54 49 130537 48600
21 105 54 60 55425 59257
21 104 55 59 72172 58782
21 103 60 66 66632 65336
21 102 54 60 54000 59400
21 101 70 73 115889 72411
21 100 50 55 50000 55000
21 99 62 67 82583 66141
21 98 51 57 51000 56100
21 97 64 58 168774 57600
21 96 50 55 50000 55000
21 95 49 54 49000 53900
21 94 56 51 136382 50400
21 93 55 61 58750 60125
21 92 55 61 55000 60500
21 91 50 55 50000 55000
21 90 52 58 52000 57200
21 89 56 62 56000 61600
21 88 62 68 72057 67194
21 87 59 65 63299 64470
21 86 64 70 71042 69695
21 85 65 69 91445 68855
21 84 50 45 121829 45000
21 83 51 57 51000 56100
21 82 73 66 185735 65700
21 81 60 64 82059 63794
21 80 56 61 63337 60866
21 79 48 53 51153 52484
21 78 42 47 42000 46200
21 77 44 49 44000 48400
21 76 64 70 76963 69103
21 75 57 63 62253 62174
21 74 44 40 105620 39600
21 73 61 65 88328 64367
21 72 56 61 66212 60578
21 71 50 55 50000 55000
21 70 54 60 54000 59400
21 69 57 63 59850 62415
21 68 42 38 97725 37882
21 67 67 61 169355 60300
21 66 63 68 85424 67057
21 65 44 49 44000 48400
21 64 51 57 51000 56100
21 63 45 50 45000 49500
21 62 54 60 54000 59400
21 61 59 54 143317 53100
21 60 53 59 53000 58300
21 59 41 46 41000 45100
21 58 45 50 45000 49500
21 57 52 58 52000 57200
21 56 53 59 53000 58300
21 55 53 59 53000 58300
21 54 60 66 67037 65296
21 53 57 52 136969 51300
21 52 69 75 87148 74085
21 51 55 60 67324 59267
21 50 58 63 68319 62768
21 49 54 60 57163 59083
21 48 52 58 53793 57020
21 47 55 61 55000 60500
21 46 53 58 61746 57425
21 45 50 55 50000 55000
21 44 65 70 82760 69724
21 43 60 66 62348 65765
21 42 55 61 55000 60500
21 41 63 68 76614 67938
21 40 57 52 140252 51300
21 39 50 55 50000 55000
21 38 64 68 88173 67982
21 37 63 68 83825 67217
21 36 41 46 41000 45100
21 35 55 61 55537 60446
21 34 46 51 46000 50600
21 33 46 51 46000 50600
21 32 59 64 75114 63288
21 31 53 48 129554 47700
41 32 59 60 66242 59887
41 33 46 45 56019 44998
41 34 46 45 64614 44138
41 35 55 55 64093 54144
41 36 41 41 41000 41000
41 37 63 64 74798 63902
41 38 64 65 78639 64953
41 39 50 50 52149 49785
41 41 63 60 105045 59409
41 42 55 51 88177 50546
41 43 60 59 74682 58766
41 44 65 66 81899 65086
41 45 50 50 55790 49421
41 46 53 54 55815 53593
41 47 55 51 89678 50096
41 48 52 49 82879 48294
41 49 54 50 87816 49887
41 50 58 54 100264 53184
41 51 55 55 68366 54895
41 52 69 68 98741 67840
41 54 60 58 94378 57094
41 55 53 49 85738 48478
41 56 53 53 62302 52069
41 57 52 51 62571 50942
41 58 45 43 68761 42371
41 59 41 41 41000 41000
41 60 53 51 78033 50496
41 62 54 53 69140 52486
41 63 45 45 47457 44754
41 64 51 50 70771 49022
41 65 44 43 61402 42259
41 66 63 64 79304 63612
41 69 57 56 75439 55441
41 70 54 51 85032 50090
41 71 50 47 79229 46231
41 72 56 57 61998 56421
41 73 61 63 76525 62180
41 75 57 55 87219 54503
41 76 64 64 83567 63339
41 77 44 44 44000 44000
41 78 42 42 42000 42000
41 79 48 48 54695 47645
41 80 56 55 74894 54844
41 81 60 63 60624 62143
41 83 51 48 80490 47253
41 85 65 68 70969 67047
41 86 64 63 85931 62511
41 87 59 58 77607 57569
41 88 62 62 74733 61732
41 89 56 53 85814 52655
41 90 52 50 78078 49376
41 91 50 50 59564 49043
41 92 55 54 71542 53345
41 93 55 54 69922 53882
41 95 49 48 68531 47046
41 96 50 50 55554 49444
41 98 51 49 75689 48531
41 99 62 62 85361 61722
41 100 50 50 52068 49793
41 101 70 75 70000 74588
41 102 54 54 62076 53192
41 103 60 60 72435 59419
41 104 55 56 62432 55974
41 105 54 53 69639 52578
41 107 65 65 80294 64611
41 108 62 59 101469 58224
41 109 64 62 107712 61565
41 110 52 52 54482 51751
41 111 59 58 71457 57754
41 114 52 51 65850 50615
41 116 61 60 81378 59779
41 117 51 48 80444 47274
