IT_NO ID REVENUES OPERATING_COSTS LABOUR_COSTS TOTAL_INTEREST_PAYMENTS EBIT NET_EARNINGS
1 31 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 32 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 33 257.600000 230.000000 230.000000 11.500000 27.600000 16.100000
1 34 257.600000 230.000000 230.000000 11.500000 27.600000 16.100000
1 35 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 36 229.600000 205.000000 205.000000 10.250000 24.600000 14.350000
1 37 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 38 358.400000 320.000000 320.000000 16.000000 38.400000 22.400000
1 39 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 40 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 41 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 42 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 43 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 44 364.000000 325.000000 325.000000 16.250000 39.000000 22.750000
1 45 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 46 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 47 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 48 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 49 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 50 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 51 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 52 386.400000 345.000000 345.000000 17.250000 41.400000 24.150000
1 53 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 54 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 55 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 56 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 57 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 58 252.000000 225.000000 225.000000 11.250000 27.000000 15.750000
1 59 229.600000 205.000000 205.000000 10.250000 24.600000 14.350000
1 60 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 61 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 62 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 63 252.000000 225.000000 225.000000 11.250000 27.000000 15.750000
1 64 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 65 246.400000 220.000000 220.000000 11.000000 26.400000 15.400000
1 66 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 67 375.200000 335.000000 335.000000 16.750000 40.200000 23.450000
1 68 235.200000 210.000000 210.000000 10.500000 25.200000 14.700000
1 69 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 70 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 71 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 72 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 73 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 74 246.400000 220.000000 220.000000 11.000000 26.400000 15.400000
1 75 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 76 358.400000 320.000000 320.000000 16.000000 38.400000 22.400000
1 77 246.400000 220.000000 220.000000 11.000000 26.400000 15.400000
1 78 235.200000 210.000000 210.000000 10.500000 25.200000 14.700000
1 79 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 80 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 81 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 82 408.800000 365.000000 365.000000 18.250000 43.800000 25.550000
1 83 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 84 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 85 364.000000 325.000000 325.000000 16.250000 39.000000 22.750000
1 86 358.400000 320.000000 320.000000 16.000000 38.400000 22.400000
1 87 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 88 347.200000 310.000000 310.000000 15.500000 37.200000 21.700000
1 89 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 90 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 91 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 92 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 93 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 94 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 95 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 96 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 97 358.400000 320.000000 320.000000 16.000000 38.400000 22.400000
1 98 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 99 347.200000 310.000000 310.000000 15.500000 37.200000 21.700000
1 100 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 101 392.000000 350.000000 350.000000 17.500000 42.000000 24.500000
1 102 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 103 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 104 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 105 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 106 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 107 364.000000 325.000000 325.000000 16.250000 39.000000 22.750000
1 108 347.200000 310.000000 310.000000 15.500000 37.200000 21.700000
1 109 358.400000 320.000000 320.000000 16.000000 38.400000 22.400000
1 110 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 111 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 112 392.000000 350.000000 350.000000 17.500000 42.000000 24.500000
1 113 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 114 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 115 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 116 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 117 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 118 252.000000 225.000000 225.000000 11.250000 27.000000 15.750000
1 119 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 120 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 121 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 122 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 123 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 124 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 125 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 126 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 127 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 128 207.200000 185.000000 185.000000 9.250000 22.200000 12.950000
1 129 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 130 235.200000 210.000000 210.000000 10.500000 25.200000 14.700000
1 131 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 132 252.000000 225.000000 225.000000 11.250000 27.000000 15.750000
1 133 403.200000 360.000000 360.000000 18.000000 43.200000 25.200000
1 134 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 135 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 136 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 137 246.400000 220.000000 220.000000 11.000000 26.400000 15.400000
1 138 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 139 358.400000 320.000000 320.000000 16.000000 38.400000 22.400000
1 140 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 141 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 142 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 143 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 144 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 145 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 146 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 147 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 148 386.400000 345.000000 345.000000 17.250000 41.400000 24.150000
1 149 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 150 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
61 148 842.178535 1030.000000 1030.000000 8.689687 -187.821465 -196.511152
61 146 643.289376 760.000000 760.000000 6.548750 -116.710624 -123.259374
61 145 722.609911 755.000000 755.000000 6.422813 -32.390089 -38.812902
61 144 734.611758 785.000000 785.000000 6.674688 -50.388242 -57.062930
61 142 831.185526 910.000000 910.000000 7.682188 -78.814474 -86.496662
61 141 754.799239 825.000000 825.000000 7.052500 -70.200761 -77.253261
61 138 826.806643 905.000000 905.000000 7.682188 -78.193357 -85.875544
61 136 800.714051 820.000000 820.000000 6.926563 -19.285949 -26.212512
61 135 688.025553 775.000000 775.000000 6.674688 -86.974447 -93.649135
61 132 612.680810 660.000000 660.000000 5.667187 -47.319190 -52.986377
61 131 705.920512 815.000000 815.000000 6.926563 -109.079488 -116.006051
61 125 539.218094 730.000000 730.000000 6.170937 -190.781906 -196.952843
61 122 811.241494 895.000000 895.000000 7.556250 -83.758506 -91.314756
61 120 657.755316 705.000000 705.000000 6.045000 -47.244684 -53.289684
61 117 697.598643 750.000000 750.000000 6.422813 -52.401357 -58.824170
61 116 819.825434 910.000000 910.000000 7.682188 -90.174566 -97.856754
61 114 716.015086 775.000000 775.000000 6.548750 -58.984914 -65.533664
61 111 638.544619 880.000000 880.000000 7.430313 -241.455381 -248.885694
61 109 725.202854 950.000000 950.000000 8.060000 -224.797146 -232.857146
61 108 746.949299 915.000000 915.000000 7.808125 -168.050701 -175.858826
61 105 761.916522 805.000000 805.000000 6.800625 -43.083478 -49.884103
61 98 705.485852 755.000000 755.000000 6.422813 -49.514148 -55.936961
61 95 706.260250 730.000000 730.000000 6.170937 -23.739750 -29.910688
61 93 818.750897 820.000000 820.000000 6.926563 -1.249103 -8.175665
61 92 613.233063 820.000000 820.000000 6.926563 -206.766937 -213.693499
61 90 695.661717 770.000000 770.000000 6.548750 -74.338283 -80.887033
61 89 760.666189 825.000000 825.000000 7.052500 -64.333811 -71.386311
61 87 765.176959 880.000000 880.000000 7.430313 -114.823041 -122.253354
61 86 871.599364 955.000000 955.000000 8.060000 -83.400636 -91.460636
61 83 647.714629 750.000000 750.000000 6.422813 -102.285371 -108.708183
61 80 732.989615 835.000000 835.000000 7.052500 -102.010385 -109.062885
61 75 764.826387 845.000000 845.000000 7.178437 -80.173613 -87.352051
