IT_NO ID REVENUES INTERESTS_ACCRUED TOTAL_COSTS TOTAL_WRITEOFFS INTERESTS_PAID NET_EARNINGS RETAINED_EARNINGS TOTAL_DIVIDENDS
1081 157 363.963994 363.963994 8083.371078 4286.129291 3797.241787 -7719.407084 0.000000 0.000000
1081 156 345.642007 345.642007 9598.276403 5934.318507 3663.957895 -9252.634396 0.000000 0.000000
1141 157 334.017067 334.017067 4324.818766 742.182539 3582.636227 -3990.801699 0.000000 0.000000
1141 156 308.197990 308.197990 3940.135490 485.588996 3454.546494 -3631.937500 0.000000 0.000000
1201 157 324.763315 324.763315 3607.221503 241.916356 3365.305146 -3282.458188 0.000000 0.000000
1201 156 297.946771 297.946771 3244.962413 0.000000 3244.962413 -2947.015642 0.000000 0.000000
1261 157 322.687511 322.687511 3138.883388 0.000000 3138.883388 -2816.195877 0.000000 0.000000
1261 156 297.017124 297.017124 3042.503042 0.000000 3042.503042 -2745.485917 0.000000 0.000000
1321 157 321.620315 321.620315 2915.519493 0.000000 2915.519493 -2593.899178 0.000000 0.000000
1321 156 296.082776 296.082776 2834.880908 0.000000 2834.880908 -2538.798132 0.000000 0.000000
1381 157 321.175620 321.175620 2693.615582 0.000000 2693.615582 -2372.439963 0.000000 0.000000
1381 156 295.142589 295.142589 2625.372829 0.000000 2625.372829 -2330.230240 0.000000 0.000000
1441 157 320.724212 320.724212 2469.437582 0.000000 2469.437582 -2148.713370 0.000000 0.000000
1441 156 294.825695 294.825695 2414.407452 0.000000 2414.407452 -2119.581757 0.000000 0.000000
1501 157 319.306858 319.306858 2241.466615 0.000000 2241.466615 -1922.159758 0.000000 0.000000
1501 156 293.873719 293.873719 2203.020280 0.000000 2203.020280 -1909.146562 0.000000 0.000000
1561 157 317.557375 317.557375 2013.580779 0.000000 2013.580779 -1696.023404 0.000000 0.000000
1561 156 293.544962 293.544962 1990.675114 0.000000 1990.675114 -1697.130152 0.000000 0.000000
1621 157 316.461131 316.461131 1785.010067 0.000000 1785.010067 -1468.548936 0.000000 0.000000
1621 156 293.210219 293.210219 1776.325489 0.000000 1776.325489 -1483.115270 0.000000 0.000000
1681 157 315.358035 315.358035 1553.583411 0.000000 1553.583411 -1238.225376 0.000000 0.000000
1681 156 292.869451 292.869451 1563.065606 0.000000 1563.065606 -1270.196156 0.000000 0.000000
1741 157 314.877214 314.877214 1323.361428 0.000000 1323.361428 -1008.484213 0.000000 0.000000
1741 156 291.246032 291.246032 1346.174776 0.000000 1346.174776 -1054.928744 0.000000 0.000000
1801 157 313.760287 313.760287 1091.252600 0.000000 1091.252600 -777.492313 0.000000 0.000000
1801 156 289.945032 289.945032 1128.576436 0.000000 1128.576436 -838.631404 0.000000 0.000000
1861 157 312.636378 312.636378 856.446220 0.000000 856.446220 -543.809842 0.000000 0.000000
1861 156 288.480895 288.480895 910.942081 0.000000 910.942081 -622.461186 0.000000 0.000000
1921 157 311.186576 311.186576 621.460196 0.000000 621.460196 -310.273620 0.000000 0.000000
1921 156 285.102264 285.102264 691.710199 0.000000 691.710199 -406.607935 0.000000 0.000000
1981 157 306.956452 306.956452 384.856312 0.000000 384.856312 -77.899860 0.000000 0.000000
1981 156 282.217821 282.217821 471.340054 0.000000 471.340054 -189.122233 0.000000 0.000000
2041 157 303.619834 303.619834 146.976445 0.000000 146.976445 156.643390 0.000000 0.000000
2041 156 280.293748 280.293748 250.446056 0.000000 250.446056 29.847693 0.000000 0.000000
2101 157 296.846007 296.846007 0.000000 0.000000 0.000000 296.846007 156.643390 0.000000
2101 156 278.373492 278.373492 28.316055 0.000000 28.316055 250.057437 29.847693 0.000000
2161 157 289.968941 289.968941 0.000000 0.000000 0.000000 289.968941 296.846007 0.000000
2161 156 273.958916 273.958916 0.000000 0.000000 0.000000 273.958916 250.057437 0.000000
2221 157 285.942358 285.942358 0.000000 0.000000 0.000000 285.942358 289.968941 0.000000
2221 156 268.953864 268.953864 0.000000 0.000000 0.000000 268.953864 273.958916 0.000000
2281 157 279.418145 279.418145 0.000000 0.000000 0.000000 279.418145 285.942358 0.000000
2281 156 262.596471 262.596471 0.000000 0.000000 0.000000 262.596471 268.953864 0.000000
2341 157 268.671764 268.671764 0.000000 0.000000 0.000000 268.671764 279.418145 0.000000
2341 156 255.831657 255.831657 0.000000 0.000000 0.000000 255.831657 262.596471 0.000000
2401 157 256.753487 256.753487 0.000000 0.000000 0.000000 256.753487 268.671764 0.000000
2401 156 247.852313 247.852313 0.000000 0.000000 0.000000 247.852313 255.831657 0.000000
2461 157 245.914105 245.914105 0.000000 0.000000 0.000000 245.914105 256.753487 0.000000
2461 156 233.440313 233.440313 0.000000 0.000000 0.000000 233.440313 247.852313 0.000000
2521 157 232.839843 232.839843 0.000000 0.000000 0.000000 232.839843 245.914105 0.000000
2521 156 221.619482 221.619482 0.000000 0.000000 0.000000 221.619482 233.440313 0.000000
2581 157 225.554840 225.554840 0.000000 0.000000 0.000000 225.554840 232.839843 0.000000
2581 156 202.637265 202.637265 0.000000 0.000000 0.000000 202.637265 221.619482 0.000000
2641 157 209.334240 209.334240 0.000000 0.000000 0.000000 209.334240 225.554840 0.000000
2641 156 185.354386 185.354386 0.000000 0.000000 0.000000 185.354386 202.637265 0.000000
2701 157 197.073875 197.073875 0.000000 0.000000 0.000000 197.073875 209.334240 0.000000
2701 156 174.199783 174.199783 0.000000 0.000000 0.000000 174.199783 185.354386 0.000000
2761 157 186.742681 186.742681 0.000000 0.000000 0.000000 186.742681 197.073875 0.000000
2761 156 160.685911 160.685911 0.000000 0.000000 0.000000 160.685911 174.199783 0.000000
2821 157 178.013303 178.013303 0.000000 0.000000 0.000000 178.013303 186.742681 0.000000
2821 156 153.779348 153.779348 0.000000 0.000000 0.000000 153.779348 160.685911 0.000000
2881 157 168.432776 168.432776 0.000000 0.000000 0.000000 168.432776 178.013303 0.000000
2881 156 147.483104 147.483104 0.000000 0.000000 0.000000 147.483104 153.779348 0.000000
2941 157 159.057450 159.057450 0.000000 0.000000 0.000000 159.057450 168.432776 0.000000
2941 156 141.715934 141.715934 0.000000 0.000000 0.000000 141.715934 147.483104 0.000000
3001 157 145.423737 145.423737 0.000000 0.000000 0.000000 145.423737 159.057450 0.000000
3001 156 136.614673 136.614673 0.000000 0.000000 0.000000 136.614673 141.715934 0.000000
3061 157 129.569082 129.569082 0.000000 0.000000 0.000000 129.569082 145.423737 0.000000
3061 156 126.636200 126.636200 0.000000 0.000000 0.000000 126.636200 136.614673 0.000000
3121 157 121.561581 121.561581 0.000000 0.000000 0.000000 121.561581 129.569082 0.000000
3121 156 120.167398 120.167398 0.000000 0.000000 0.000000 120.167398 126.636200 0.000000
3181 157 114.265314 114.265314 0.000000 0.000000 0.000000 114.265314 121.561581 0.000000
3181 156 111.167472 111.167472 0.000000 0.000000 0.000000 111.167472 120.167398 0.000000
3241 157 109.423309 109.423309 0.000000 0.000000 0.000000 109.423309 114.265314 0.000000
3241 156 106.958420 106.958420 0.000000 0.000000 0.000000 106.958420 111.167472 0.000000
3301 157 105.222198 105.222198 0.000000 0.000000 0.000000 105.222198 109.423309 0.000000
3301 156 103.384357 103.384357 0.000000 0.000000 0.000000 103.384357 106.958420 0.000000
3361 157 99.113850 99.113850 0.000000 0.000000 0.000000 99.113850 105.222198 0.000000
3361 156 100.686069 100.686069 0.000000 0.000000 0.000000 100.686069 103.384357 0.000000
3421 157 97.738437 97.738437 0.000000 0.000000 0.000000 97.738437 99.113850 0.000000
3421 156 98.436056 98.436056 0.000000 0.000000 0.000000 98.436056 100.686069 0.000000
3481 157 95.493174 95.493174 0.000000 0.000000 0.000000 95.493174 97.738437 0.000000
3481 156 96.216113 96.216113 0.000000 0.000000 0.000000 96.216113 98.436056 0.000000
3541 157 93.278105 93.278105 0.000000 0.000000 0.000000 93.278105 95.493174 0.000000
3541 156 94.026522 94.026522 0.000000 0.000000 0.000000 94.026522 96.216113 0.000000
