IT_NO ID REVENUES OPERATING_COSTS LABOUR_COSTS TOTAL_INTEREST_PAYMENTS EBIT NET_EARNINGS
1 31 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 32 229.600000 205.000000 205.000000 10.250000 24.600000 14.350000
1 33 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 34 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 35 347.200000 310.000000 310.000000 15.500000 37.200000 21.700000
1 36 257.600000 230.000000 230.000000 11.500000 27.600000 16.100000
1 37 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 38 386.400000 345.000000 345.000000 17.250000 41.400000 24.150000
1 39 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 40 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 41 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 42 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 43 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 44 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 45 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 46 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 47 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 48 392.000000 350.000000 350.000000 17.500000 42.000000 24.500000
1 49 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 50 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 51 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 52 240.800000 215.000000 215.000000 10.750000 25.800000 15.050000
1 53 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 54 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 55 369.600000 330.000000 330.000000 16.500000 39.600000 23.100000
1 56 224.000000 200.000000 200.000000 10.000000 24.000000 14.000000
1 57 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 58 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 59 240.800000 215.000000 215.000000 10.750000 25.800000 15.050000
1 60 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 61 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 62 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 63 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 64 224.000000 200.000000 200.000000 10.000000 24.000000 14.000000
1 65 347.200000 310.000000 310.000000 15.500000 37.200000 21.700000
1 66 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 67 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 68 257.600000 230.000000 230.000000 11.500000 27.600000 16.100000
1 69 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 70 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 71 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 72 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 73 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 74 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 75 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 76 375.200000 335.000000 335.000000 16.750000 40.200000 23.450000
1 77 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 78 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 79 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 80 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 81 364.000000 325.000000 325.000000 16.250000 39.000000 22.750000
1 82 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 83 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 84 257.600000 230.000000 230.000000 11.500000 27.600000 16.100000
1 85 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 86 369.600000 330.000000 330.000000 16.500000 39.600000 23.100000
1 87 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 88 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 89 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 90 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 91 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 92 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 93 408.800000 365.000000 365.000000 18.250000 43.800000 25.550000
1 94 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 95 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 96 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 97 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 98 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 99 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 100 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 101 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 102 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 103 240.800000 215.000000 215.000000 10.750000 25.800000 15.050000
1 104 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 105 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 106 240.800000 215.000000 215.000000 10.750000 25.800000 15.050000
1 107 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 108 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 109 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 110 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
