IT_NO ID ISINSOLVENT ISILLIQUID TOTAL_ASSETS LIQUIDITY INVENTORY UNIT_GOODS_PRICE CAPITAL_GOODS_PRICE CAPITAL_GOODS PHYSICAL_CAPITAL DEBT
1 150 0 0 2231.600000 0.000000 54000 0.005600 0.560000 3445 3445 1813.500000
1 149 0 0 2313.920000 0.000000 56000 0.005600 0.560000 3572 3572 1880.666667
1 148 0 0 2107.280000 0.000000 51000 0.005600 0.560000 3253 3253 1712.750000
1 147 0 0 2313.920000 0.000000 56000 0.005600 0.560000 3572 3572 1880.666667
1 146 0 0 2520.560000 0.000000 61000 0.005600 0.560000 3891 3891 2048.583333
1 145 0 0 2892.400000 0.000000 70000 0.005600 0.560000 4465 4465 2350.833333
1 144 0 0 2313.920000 0.000000 56000 0.005600 0.560000 3572 3572 1880.666667
1 143 0 0 2313.920000 0.000000 56000 0.005600 0.560000 3572 3572 1880.666667
1 142 0 0 1900.640000 0.000000 46000 0.005600 0.560000 2934 2934 1544.833333
1 141 0 0 2603.440000 0.000000 63000 0.005600 0.560000 4019 4019 2115.750000
1 140 0 0 2479.120000 0.000000 60000 0.005600 0.560000 3827 3827 2015.000000
1 139 0 0 2644.320000 0.000000 64000 0.005600 0.560000 4082 4082 2149.333333
1 138 0 0 2355.360000 0.000000 57000 0.005600 0.560000 3636 3636 1914.250000
1 137 0 0 2479.120000 0.000000 60000 0.005600 0.560000 3827 3827 2015.000000
1 136 0 0 2438.240000 0.000000 59000 0.005600 0.560000 3764 3764 1981.416667
1 135 0 0 2396.800000 0.000000 58000 0.005600 0.560000 3700 3700 1947.833333
1 134 0 0 1900.640000 0.000000 46000 0.005600 0.560000 2934 2934 1544.833333
1 133 0 0 2479.120000 0.000000 60000 0.005600 0.560000 3827 3827 2015.000000
1 132 0 0 2438.240000 0.000000 59000 0.005600 0.560000 3764 3764 1981.416667
1 131 0 0 2190.160000 0.000000 53000 0.005600 0.560000 3381 3381 1779.916667
1 130 0 0 2355.360000 0.000000 57000 0.005600 0.560000 3636 3636 1914.250000
1 129 0 0 2644.320000 0.000000 64000 0.005600 0.560000 4082 4082 2149.333333
1 128 0 0 2272.480000 0.000000 55000 0.005600 0.560000 3508 3508 1847.083333
1 127 0 0 2396.800000 0.000000 58000 0.005600 0.560000 3700 3700 1947.833333
1 126 0 0 2520.560000 0.000000 61000 0.005600 0.560000 3891 3891 2048.583333
1 125 0 0 2479.120000 0.000000 60000 0.005600 0.560000 3827 3827 2015.000000
1 124 0 0 1776.880000 0.000000 43000 0.005600 0.560000 2743 2743 1444.083333
1 123 0 0 2190.160000 0.000000 53000 0.005600 0.560000 3381 3381 1779.916667
1 122 0 0 2562.000000 0.000000 62000 0.005600 0.560000 3955 3955 2082.166667
1 121 0 0 2148.720000 0.000000 52000 0.005600 0.560000 3317 3317 1746.333333
1 120 0 0 2438.240000 0.000000 59000 0.005600 0.560000 3764 3764 1981.416667
1 119 0 0 2148.720000 0.000000 52000 0.005600 0.560000 3317 3317 1746.333333
1 118 0 0 2479.120000 0.000000 60000 0.005600 0.560000 3827 3827 2015.000000
1 117 0 0 2107.280000 0.000000 51000 0.005600 0.560000 3253 3253 1712.750000
1 116 0 0 2520.560000 0.000000 61000 0.005600 0.560000 3891 3891 2048.583333
1 115 0 0 2107.280000 0.000000 51000 0.005600 0.560000 3253 3253 1712.750000
1 114 0 0 1942.080000 0.000000 47000 0.005600 0.560000 2998 2998 1578.416667
1 113 0 0 2562.000000 0.000000 62000 0.005600 0.560000 3955 3955 2082.166667
1 112 0 0 2313.920000 0.000000 56000 0.005600 0.560000 3572 3572 1880.666667
1 111 0 0 2355.360000 0.000000 57000 0.005600 0.560000 3636 3636 1914.250000
1 110 0 0 2190.160000 0.000000 53000 0.005600 0.560000 3381 3381 1779.916667
1 109 0 0 2396.800000 0.000000 58000 0.005600 0.560000 3700 3700 1947.833333
1 108 0 0 2355.360000 0.000000 57000 0.005600 0.560000 3636 3636 1914.250000
1 107 0 0 2396.800000 0.000000 58000 0.005600 0.560000 3700 3700 1947.833333
1 106 0 0 1776.880000 0.000000 43000 0.005600 0.560000 2743 2743 1444.083333
1 105 0 0 2479.120000 0.000000 60000 0.005600 0.560000 3827 3827 2015.000000
1 104 0 0 2272.480000 0.000000 55000 0.005600 0.560000 3508 3508 1847.083333
1 103 0 0 1776.880000 0.000000 43000 0.005600 0.560000 2743 2743 1444.083333
1 102 0 0 2272.480000 0.000000 55000 0.005600 0.560000 3508 3508 1847.083333
1 101 0 0 1983.520000 0.000000 48000 0.005600 0.560000 3062 3062 1612.000000
1 100 0 0 2231.600000 0.000000 54000 0.005600 0.560000 3445 3445 1813.500000
1 99 0 0 2479.120000 0.000000 60000 0.005600 0.560000 3827 3827 2015.000000
1 98 0 0 2190.160000 0.000000 53000 0.005600 0.560000 3381 3381 1779.916667
1 97 0 0 2148.720000 0.000000 52000 0.005600 0.560000 3317 3317 1746.333333
1 96 0 0 2396.800000 0.000000 58000 0.005600 0.560000 3700 3700 1947.833333
1 95 0 0 2438.240000 0.000000 59000 0.005600 0.560000 3764 3764 1981.416667
1 94 0 0 2272.480000 0.000000 55000 0.005600 0.560000 3508 3508 1847.083333
1 93 0 0 3016.160000 0.000000 73000 0.005600 0.560000 4656 4656 2451.583333
1 92 0 0 2313.920000 0.000000 56000 0.005600 0.560000 3572 3572 1880.666667
1 91 0 0 2438.240000 0.000000 59000 0.005600 0.560000 3764 3764 1981.416667
1 90 0 0 2107.280000 0.000000 51000 0.005600 0.560000 3253 3253 1712.750000
1 89 0 0 2148.720000 0.000000 52000 0.005600 0.560000 3317 3317 1746.333333
1 88 0 0 2396.800000 0.000000 58000 0.005600 0.560000 3700 3700 1947.833333
1 87 0 0 1983.520000 0.000000 48000 0.005600 0.560000 3062 3062 1612.000000
1 86 0 0 2727.200000 0.000000 66000 0.005600 0.560000 4210 4210 2216.500000
1 85 0 0 2148.720000 0.000000 52000 0.005600 0.560000 3317 3317 1746.333333
1 84 0 0 1900.640000 0.000000 46000 0.005600 0.560000 2934 2934 1544.833333
1 83 0 0 2190.160000 0.000000 53000 0.005600 0.560000 3381 3381 1779.916667
1 82 0 0 2231.600000 0.000000 54000 0.005600 0.560000 3445 3445 1813.500000
1 81 0 0 2685.760000 0.000000 65000 0.005600 0.560000 4146 4146 2182.916667
1 80 0 0 2272.480000 0.000000 55000 0.005600 0.560000 3508 3508 1847.083333
1 79 0 0 2148.720000 0.000000 52000 0.005600 0.560000 3317 3317 1746.333333
1 78 0 0 2520.560000 0.000000 61000 0.005600 0.560000 3891 3891 2048.583333
1 77 0 0 2313.920000 0.000000 56000 0.005600 0.560000 3572 3572 1880.666667
1 76 0 0 2768.640000 0.000000 67000 0.005600 0.560000 4274 4274 2250.083333
1 75 0 0 2603.440000 0.000000 63000 0.005600 0.560000 4019 4019 2115.750000
1 74 0 0 2190.160000 0.000000 53000 0.005600 0.560000 3381 3381 1779.916667
1 73 0 0 2107.280000 0.000000 51000 0.005600 0.560000 3253 3253 1712.750000
1 72 0 0 1942.080000 0.000000 47000 0.005600 0.560000 2998 2998 1578.416667
1 71 0 0 2148.720000 0.000000 52000 0.005600 0.560000 3317 3317 1746.333333
1 70 0 0 2520.560000 0.000000 61000 0.005600 0.560000 3891 3891 2048.583333
1 69 0 0 2107.280000 0.000000 51000 0.005600 0.560000 3253 3253 1712.750000
1 68 0 0 1900.640000 0.000000 46000 0.005600 0.560000 2934 2934 1544.833333
1 67 0 0 2190.160000 0.000000 53000 0.005600 0.560000 3381 3381 1779.916667
1 66 0 0 2190.160000 0.000000 53000 0.005600 0.560000 3381 3381 1779.916667
1 65 0 0 2562.000000 0.000000 62000 0.005600 0.560000 3955 3955 2082.166667
1 64 0 0 1653.120000 0.000000 40000 0.005600 0.560000 2552 2552 1343.333333
1 63 0 0 2479.120000 0.000000 60000 0.005600 0.560000 3827 3827 2015.000000
1 62 0 0 2065.840000 0.000000 50000 0.005600 0.560000 3189 3189 1679.166667
1 61 0 0 2355.360000 0.000000 57000 0.005600 0.560000 3636 3636 1914.250000
1 60 0 0 2107.280000 0.000000 51000 0.005600 0.560000 3253 3253 1712.750000
1 59 0 0 1776.880000 0.000000 43000 0.005600 0.560000 2743 2743 1444.083333
1 58 0 0 1983.520000 0.000000 48000 0.005600 0.560000 3062 3062 1612.000000
1 57 0 0 2272.480000 0.000000 55000 0.005600 0.560000 3508 3508 1847.083333
1 56 0 0 1653.120000 0.000000 40000 0.005600 0.560000 2552 2552 1343.333333
1 55 0 0 2727.200000 0.000000 66000 0.005600 0.560000 4210 4210 2216.500000
1 54 0 0 2107.280000 0.000000 51000 0.005600 0.560000 3253 3253 1712.750000
1 53 0 0 1942.080000 0.000000 47000 0.005600 0.560000 2998 2998 1578.416667
1 52 0 0 1776.880000 0.000000 43000 0.005600 0.560000 2743 2743 1444.083333
1 51 0 0 2231.600000 0.000000 54000 0.005600 0.560000 3445 3445 1813.500000
1 50 0 0 2313.920000 0.000000 56000 0.005600 0.560000 3572 3572 1880.666667
1 49 0 0 2272.480000 0.000000 55000 0.005600 0.560000 3508 3508 1847.083333
1 48 0 0 2892.400000 0.000000 70000 0.005600 0.560000 4465 4465 2350.833333
1 47 0 0 2231.600000 0.000000 54000 0.005600 0.560000 3445 3445 1813.500000
1 46 0 0 2231.600000 0.000000 54000 0.005600 0.560000 3445 3445 1813.500000
1 45 0 0 2231.600000 0.000000 54000 0.005600 0.560000 3445 3445 1813.500000
1 44 0 0 1983.520000 0.000000 48000 0.005600 0.560000 3062 3062 1612.000000
1 43 0 0 2603.440000 0.000000 63000 0.005600 0.560000 4019 4019 2115.750000
1 42 0 0 2148.720000 0.000000 52000 0.005600 0.560000 3317 3317 1746.333333
1 41 0 0 1983.520000 0.000000 48000 0.005600 0.560000 3062 3062 1612.000000
1 40 0 0 2148.720000 0.000000 52000 0.005600 0.560000 3317 3317 1746.333333
1 39 0 0 1983.520000 0.000000 48000 0.005600 0.560000 3062 3062 1612.000000
1 38 0 0 2850.960000 0.000000 69000 0.005600 0.560000 4401 4401 2317.250000
1 37 0 0 2272.480000 0.000000 55000 0.005600 0.560000 3508 3508 1847.083333
1 36 0 0 1900.640000 0.000000 46000 0.005600 0.560000 2934 2934 1544.833333
1 35 0 0 2562.000000 0.000000 62000 0.005600 0.560000 3955 3955 2082.166667
1 34 0 0 2479.120000 0.000000 60000 0.005600 0.560000 3827 3827 2015.000000
1 33 0 0 2107.280000 0.000000 51000 0.005600 0.560000 3253 3253 1712.750000
1 32 0 0 1694.000000 0.000000 41000 0.005600 0.560000 2615 2615 1376.916667
1 31 0 0 2272.480000 0.000000 55000 0.005600 0.560000 3508 3508 1847.083333
61 149 0 0 2075.407963 0.000000 16506 0.004549 0.560000 3572 3572 1880.666667
61 133 0 0 2209.910527 0.000000 16075 0.004155 0.560000 3827 3827 2015.000000
61 123 0 0 2091.444544 0.000000 41423 0.004782 0.560000 3381 3381 1779.916667
61 110 0 0 1934.706129 0.000000 12707 0.003254 0.560000 3381 3381 1779.916667
61 82 0 0 1985.334907 0.000000 12194 0.004603 0.560000 3445 3445 1813.500000
61 62 0 0 1785.840000 -0.000000 0 0.003434 0.560000 3189 3189 1679.166667
61 60 0 0 1842.712128 0.000000 5804 0.003624 0.560000 3253 3253 1712.750000
61 40 0 0 1912.657510 0.000000 16920 0.003259 0.560000 3317 3317 1746.333333
61 134 0 0 1692.509486 -0.000000 10356 0.004777 0.560000 2934 2934 1544.833333
61 94 0 0 2046.181750 -0.000000 16025 0.005098 0.560000 3508 3508 1847.083333
61 35 0 0 2322.307371 -0.000000 30381 0.003539 0.560000 3955 3955 2082.166667
61 44 0 0 1826.413149 0.000000 19648 0.005685 0.560000 3062 3062 1612.000000
61 48 0 0 2762.538900 0.000000 64657 0.004054 0.560000 4465 4465 2350.833333
61 61 0 0 2155.286258 0.000000 24050 0.004953 0.560000 3636 3636 1914.250000
61 111 0 0 2090.116359 0.000000 10783 0.005004 0.560000 3636 3636 1914.250000
61 141 0 0 2356.523731 0.000000 26198 0.004042 0.560000 4019 4019 2115.750000
61 117 0 0 2084.100125 0.000000 46000 0.005705 0.560000 3253 3253 1712.750000
61 109 0 0 2250.593255 -0.000000 31341 0.005698 0.560000 3700 3700 1947.833333
61 100 0 0 1951.154416 -0.000000 3852 0.005699 0.560000 3445 3445 1813.500000
61 37 0 0 2049.042414 34.007495 9483 0.005331 0.560000 3508 3508 1847.083333
61 64 0 0 1501.637202 27.993417 7991 0.005572 0.560000 2552 2552 1343.333333
61 79 0 0 1930.033004 20.513743 10006 0.005197 0.560000 3317 3317 1746.333333
61 114 0 0 1742.104518 32.680675 5924 0.005156 0.560000 2998 2998 1578.416667
61 119 0 0 1920.619127 20.387970 8458 0.005050 0.560000 3317 3317 1746.333333
61 51 0 0 1976.629528 4.384382 9091 0.004735 0.560000 3445 3445 1813.500000
61 47 0 0 1860.721828 -239.835197 30086 0.005696 0.560000 3445 3445 1813.500000
61 50 0 0 1921.436377 -230.937833 26663 0.005703 0.560000 3572 3572 1880.666667
