IT_NO TRANSACTION_QUANTITY AVG_GOODS_PRICE
5 2581656 0.002842
10 2588856 0.002842
15 2583025 0.002842
20 3172794 0.002842
25 1835300 0.003690
30 1808274 0.003749
35 1708432 0.003968
40 1745887 0.004713
45 1478374 0.004360
50 1467555 0.004347
55 1452527 0.004392
60 1488711 0.004385
65 1472085 0.003977
70 1470766 0.003986
75 1471156 0.003985
80 1441222 0.004068
85 1552150 0.003735
90 1552838 0.003738
95 1546367 0.003754
100 1522396 0.003813
105 1556393 0.003697
110 1548897 0.003719
115 1546783 0.003724
120 1537809 0.003746
125 1616751 0.003572
130 1620007 0.003568
135 1611611 0.003587
140 1573530 0.003674
145 1382366 0.004039
150 1389057 0.004025
155 1373683 0.004070
160 1332470 0.004196
165 1295685 0.004187
170 1311207 0.004145
175 1304159 0.004167
180 1289188 0.004215
185 1320138 0.004025
190 1325632 0.004014
195 1316324 0.004042
200 1307904 0.004069
205 1267468 0.004191
210 1284711 0.004142
215 1280409 0.004156
220 1276139 0.004170
225 1272168 0.004188
230 1288840 0.004140
235 1277205 0.004178
240 1251868 0.004263
245 1255289 0.004261
250 1273234 0.004209
255 1270185 0.004219
260 1254843 0.004271
265 1206343 0.004459
270 1222015 0.004410
275 1216403 0.004431
280 1209184 0.004457
285 1193069 0.004548
290 1210594 0.004491
295 1206452 0.004506
300 1193356 0.004555
305 1209087 0.004518
310 1223272 0.004475
315 1215049 0.004504
320 1191012 0.004594
325 1076983 0.005053
330 1095633 0.004979
335 1094253 0.004984
340 1083089 0.005036
345 1067939 0.005092
350 1086352 0.005017
355 1090321 0.004998
360 1082510 0.005034
365 1039056 0.005219
370 1091374 0.004981
375 926458 0.005139
380 0 0.005139
385 807024 0.006295
390 907561 0.005622
395 903872 0.005643
400 106543 0.005725
405 752109 0.006337
410 851356 0.005621
415 849131 0.005637
420 272404 0.005707
425 647029 0.006847
430 361971 0.006059
435 0 0.006059
440 0 0.006059
445 503480 0.007676
450 505520 0.006059
455 0 0.006059
460 0 0.006059
465 430868 0.007948
470 568608 0.006060
475 9524 0.006063
480 0 0.006063
485 160000 0.011185
490 0 0.011185
495 0 0.011185
500 0 0.011185
505 160000 0.012100
510 0 0.012100
515 0 0.012100
520 0 0.012100
525 160000 0.012100
530 0 0.012100
535 0 0.012100
540 0 0.012100
545 160000 0.012100
550 0 0.012100
555 0 0.012100
560 0 0.012100
565 160000 0.012100
570 0 0.012100
575 0 0.012100
580 0 0.012100
585 160000 0.012100
590 0 0.012100
595 0 0.012100
600 0 0.012100
605 160000 0.012100
610 0 0.012100
615 0 0.012100
620 0 0.012100
625 160000 0.012100
630 0 0.012100
635 0 0.012100
640 0 0.012100
645 160000 0.012100
650 0 0.012100
655 0 0.012100
660 0 0.012100
665 160000 0.012100
670 0 0.012100
675 0 0.012100
680 0 0.012100
685 160000 0.012100
690 0 0.012100
695 0 0.012100
700 0 0.012100
705 160000 0.012100
710 0 0.012100
715 0 0.012100
720 0 0.012100
725 160000 0.012100
730 0 0.012100
735 0 0.012100
740 0 0.012100
745 160000 0.012100
750 0 0.012100
755 0 0.012100
760 0 0.012100
765 160000 0.012100
770 0 0.012100
775 0 0.012100
780 0 0.012100
785 160000 0.007150
790 0 0.007150
795 0 0.007150
800 0 0.007150
805 160000 0.007150
810 0 0.007150
815 0 0.007150
820 0 0.007150
825 160000 0.007150
830 0 0.007150
835 0 0.007150
840 0 0.007150
845 160000 0.007150
850 0 0.007150
855 0 0.007150
860 0 0.007150
865 160000 0.007150
870 0 0.007150
875 0 0.007150
880 0 0.007150
885 160000 0.007150
890 0 0.007150
895 0 0.007150
900 0 0.007150
905 160000 0.007150
910 0 0.007150
915 0 0.007150
920 0 0.007150
925 160000 0.007150
930 0 0.007150
935 0 0.007150
940 0 0.007150
945 160000 0.007150
950 0 0.007150
955 0 0.007150
960 0 0.007150
965 160000 0.007150
970 0 0.007150
975 0 0.007150
980 0 0.007150
985 160000 0.007150
990 0 0.007150
995 0 0.007150
1000 0 0.007150
1005 160000 0.007150
1010 0 0.007150
1015 0 0.007150
1020 0 0.007150
1025 160000 0.007150
1030 0 0.007150
1035 0 0.007150
1040 0 0.007150
1045 160000 0.007150
1050 0 0.007150
1055 0 0.007150
1060 0 0.007150
1065 160000 0.007150
1070 0 0.007150
1075 0 0.007150
1080 0 0.007150
1085 160000 0.007150
1090 0 0.007150
1095 0 0.007150
1100 0 0.007150
1105 160000 0.007150
1110 0 0.007150
1115 0 0.007150
1120 0 0.007150
1125 160000 0.007150
1130 0 0.007150
1135 0 0.007150
1140 0 0.007150
1145 160000 0.007150
1150 0 0.007150
1155 0 0.007150
