IT_NO ID DIVIDENDS_PAID DIVIDENDS_TO_BE_PAID
1 31 0.000000 19.950000
1 32 0.000000 23.450000
1 33 0.000000 22.750000
1 34 0.000000 17.150000
1 35 0.000000 18.550000
1 36 0.000000 18.200000
1 37 0.000000 13.300000
1 38 0.000000 22.050000
1 39 0.000000 18.550000
1 40 0.000000 19.250000
1 41 0.000000 17.500000
1 42 0.000000 17.850000
1 43 0.000000 18.550000
1 44 0.000000 21.000000
1 45 0.000000 20.650000
1 46 0.000000 17.150000
1 47 0.000000 15.050000
1 48 0.000000 19.950000
1 49 0.000000 22.400000
1 50 0.000000 18.200000
1 51 0.000000 19.950000
1 52 0.000000 19.950000
1 53 0.000000 16.800000
1 54 0.000000 16.450000
1 55 0.000000 24.150000
1 56 0.000000 20.300000
1 57 0.000000 18.550000
1 58 0.000000 22.050000
1 59 0.000000 18.900000
1 60 0.000000 16.800000
1 61 0.000000 19.600000
1 62 0.000000 17.150000
1 63 0.000000 17.850000
1 64 0.000000 16.450000
1 65 0.000000 18.550000
1 66 0.000000 18.200000
1 67 0.000000 18.200000
1 68 0.000000 14.700000
1 69 0.000000 18.900000
1 70 0.000000 14.700000
1 71 0.000000 20.650000
1 72 0.000000 18.200000
1 73 0.000000 25.900000
1 74 0.000000 19.250000
1 75 0.000000 17.500000
1 76 0.000000 17.150000
1 77 0.000000 22.050000
1 78 0.000000 18.200000
1 79 0.000000 16.100000
1 80 0.000000 19.600000
1 81 0.000000 19.600000
1 82 0.000000 16.450000
1 83 0.000000 18.900000
1 84 0.000000 16.800000
1 85 0.000000 24.500000
1 86 0.000000 15.400000
1 87 0.000000 18.200000
1 88 0.000000 17.850000
1 89 0.000000 16.100000
1 90 0.000000 24.500000
1 91 0.000000 17.500000
1 92 0.000000 18.900000
1 93 0.000000 19.950000
1 94 0.000000 18.550000
1 95 0.000000 19.950000
1 96 0.000000 16.450000
1 97 0.000000 19.950000
1 98 0.000000 21.350000
1 99 0.000000 15.050000
1 100 0.000000 21.700000
1 101 0.000000 24.150000
1 102 0.000000 18.900000
1 103 0.000000 19.950000
1 104 0.000000 21.000000
1 105 0.000000 23.100000
1 106 0.000000 18.200000
1 107 0.000000 20.300000
1 108 0.000000 21.700000
1 109 0.000000 17.150000
1 110 0.000000 18.200000
1 111 0.000000 19.950000
1 112 0.000000 19.600000
1 113 0.000000 21.700000
1 114 0.000000 18.200000
1 115 0.000000 16.100000
1 116 0.000000 23.450000
1 117 0.000000 25.900000
1 118 0.000000 15.400000
1 119 0.000000 18.550000
1 120 0.000000 20.300000
1 121 0.000000 21.350000
1 122 0.000000 18.550000
1 123 0.000000 20.300000
1 124 0.000000 20.300000
1 125 0.000000 23.100000
1 126 0.000000 21.700000
1 127 0.000000 17.850000
1 128 0.000000 22.400000
1 129 0.000000 18.550000
1 130 0.000000 16.100000
1 131 0.000000 18.200000
1 132 0.000000 20.300000
1 133 0.000000 20.650000
1 134 0.000000 22.400000
1 135 0.000000 20.300000
1 136 0.000000 21.000000
1 137 0.000000 18.200000
1 138 0.000000 17.150000
1 139 0.000000 14.700000
1 140 0.000000 17.850000
1 141 0.000000 21.350000
1 142 0.000000 16.100000
1 143 0.000000 21.700000
1 144 0.000000 22.050000
1 145 0.000000 20.650000
1 146 0.000000 15.050000
1 147 0.000000 21.700000
1 148 0.000000 21.700000
1 149 0.000000 17.150000
1 150 0.000000 18.200000
61 150 18.200000 11.514815
61 149 17.150000 -23.510021
61 145 20.650000 -103.347495
61 144 22.050000 -197.877312
61 142 16.100000 -20.045563
61 138 17.150000 13.061607
61 137 18.200000 -91.224932
61 133 20.650000 -174.238934
61 132 20.300000 -140.908923
61 131 18.200000 -103.516344
61 129 18.550000 -38.347933
61 127 17.850000 -83.596034
61 125 23.100000 -200.323194
61 123 20.300000 -85.788075
61 121 21.350000 -157.650570
61 119 18.550000 -58.290927
61 118 15.400000 6.968572
61 114 18.200000 -77.481474
61 113 21.700000 -145.669882
61 111 19.950000 -92.009442
61 110 18.200000 -107.243710
61 107 20.300000 -140.136864
61 104 21.000000 -232.320058
61 100 21.700000 -115.186697
61 92 18.900000 -63.797278
61 91 17.500000 -81.780356
61 88 17.850000 -50.614110
61 87 18.200000 -80.964202
61 83 18.900000 -29.128240
61 81 19.600000 -54.630837
61 80 19.600000 -81.213169
61 77 22.050000 -205.368725
61 74 19.250000 -68.630752
61 70 14.700000 -130.096368
61 69 18.900000 -97.304479
61 67 18.200000 -90.226371
61 64 16.450000 -55.522452
61 59 18.900000 -121.545139
61 57 18.550000 -14.978698
61 52 19.950000 -50.602859
61 49 22.400000 -162.631353
61 45 20.650000 -69.788471
61 41 17.500000 -71.359079
61 39 18.550000 -80.118683
61 35 18.550000 -83.546404
61 32 23.450000 -209.095824
61 148 21.700000 -172.587423
61 147 21.700000 -116.500104
61 146 15.050000 -109.554445
61 139 14.700000 -49.321009
61 135 20.300000 -221.889838
61 120 20.300000 -66.939590
61 115 16.100000 -101.256201
61 109 17.150000 -25.040806
61 106 18.200000 -149.535958
61 102 18.900000 -81.082590
61 101 24.150000 -209.119379
61 99 15.050000 34.296437
61 97 19.950000 -20.501593
61 94 18.550000 -234.610157
61 93 19.950000 -62.115877
61 86 15.400000 43.613696
61 79 16.100000 11.122910
61 76 17.150000 2.966204
61 71 20.650000 -49.172891
61 68 14.700000 -77.801398
61 63 17.850000 14.414213
61 62 17.150000 -183.259654
61 56 20.300000 -64.461315
61 53 16.800000 33.426928
61 50 18.200000 17.922886
61 47 15.050000 42.448309
61 46 17.150000 -110.798048
61 43 18.550000 -7.436876
61 42 17.850000 -18.944200
61 38 22.050000 -125.219166
61 37 13.300000 26.667886
61 34 17.150000 14.438162
61 31 19.950000 -93.846157
61 33 22.750000 -266.971819
61 44 21.000000 -21.477318
61 51 19.950000 -72.434491
61 55 24.150000 -244.853565
61 58 22.050000 -92.042211
61 61 19.600000 -41.875765
61 73 25.900000 -227.447918
61 82 16.450000 33.254736
61 85 24.500000 -353.882210
61 95 19.950000 -63.015546
61 98 21.350000 -215.024113
61 105 23.100000 -114.328661
61 116 23.450000 -138.056326
61 117 25.900000 -366.772909
61 124 20.300000 -61.588473
61 126 21.700000 -126.467572
61 128 22.400000 -95.543250
61 134 22.400000 -157.491416
61 136 21.000000 -78.469798
61 141 21.350000 -69.352792
61 143 21.700000 -118.842930
61 140 17.850000 -159.501664
61 130 16.100000 -90.584688
61 122 18.550000 -185.351634
61 112 19.600000 -265.176832
61 108 21.700000 -325.327175
61 103 19.950000 -157.561930
61 96 16.450000 -143.802601
61 90 24.500000 -235.151942
61 89 16.100000 -208.234147
61 84 16.800000 -233.877495
61 78 18.200000 -236.936371
61 75 17.500000 -338.396763
61 72 18.200000 -111.449813
61 66 18.200000 -184.524104
61 65 18.550000 -259.684354
61 60 16.800000 -101.859711
61 54 16.450000 -124.617925
61 48 19.950000 -197.318227
61 40 19.250000 -120.370737
61 36 18.200000 -84.155973
121 40 0.000000 -212.699718
121 57 0.000000 -253.716477
121 143 0.000000 -382.416468
121 124 0.000000 -240.960894
121 141 0.000000 -239.102609
121 76 0.000000 -158.805576
121 58 0.000000 -291.796659
121 97 0.000000 -236.044486
121 56 0.000000 -231.208597
121 34 14.438162 -133.527617
121 82 33.254736 -133.980227
121 43 0.000000 -269.848063
121 37 0.000000 -27.171388
121 67 0.000000 -166.129146
121 118 6.968572 -116.904254
121 123 0.000000 -252.635780
121 59 0.000000 -186.823929
121 88 0.000000 -158.163027
121 107 0.000000 -156.217602
121 77 0.000000 -244.531267
121 133 0.000000 -193.300488
121 144 0.000000 -231.895955
121 99 0.000000 -96.863967
121 75 0.000000 -37.266742
121 84 0.000000 -46.440599
121 89 0.000000 -98.048155
121 62 0.000000 -151.451479
121 93 0.000000 -257.371078
121 94 0.000000 -131.595604
121 115 0.000000 -106.312040
121 109 0.000000 -169.812379
121 73 0.000000 -380.565422
121 136 0.000000 -275.861789
121 90 0.000000 -302.750971
121 145 0.000000 -123.460871
121 113 0.000000 -4.337937
121 105 0.000000 -273.301234
121 61 0.000000 -162.208539
121 38 0.000000 -263.418479
121 45 0.000000 -344.716645
121 32 0.000000 -342.854303
121 147 0.000000 -277.231144
121 103 0.000000 -283.701571
121 72 0.000000 -138.963009
121 53 0.000000 -136.590736
121 52 0.000000 -196.355732
121 83 0.000000 -326.132273
121 120 0.000000 -240.150295
121 101 0.000000 -340.146800
121 91 0.000000 -100.124914
121 138 13.061607 -202.212289
121 125 0.000000 -343.117188
121 41 0.000000 -93.853587
121 100 0.000000 -213.477769
121 131 0.000000 -62.445254
121 121 0.000000 -343.841015
121 35 0.000000 -115.150075
121 119 0.000000 -128.703208
121 54 0.000000 -22.777904
