IT_NO ID REVENUES OPERATING_COSTS LABOUR_COSTS TOTAL_INTEREST_PAYMENTS EBIT NET_EARNINGS
1 31 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 32 375.200000 335.000000 335.000000 16.750000 40.200000 23.450000
1 33 364.000000 325.000000 325.000000 16.250000 39.000000 22.750000
1 34 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 35 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 36 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 37 212.800000 190.000000 190.000000 9.500000 22.800000 13.300000
1 38 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 39 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 40 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 41 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 42 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 43 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 44 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 45 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 46 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 47 240.800000 215.000000 215.000000 10.750000 25.800000 15.050000
1 48 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 49 358.400000 320.000000 320.000000 16.000000 38.400000 22.400000
1 50 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 51 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 52 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 53 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 54 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 55 386.400000 345.000000 345.000000 17.250000 41.400000 24.150000
1 56 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 57 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 58 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 59 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 60 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 61 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 62 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 63 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 64 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 65 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 66 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 67 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 68 235.200000 210.000000 210.000000 10.500000 25.200000 14.700000
1 69 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 70 235.200000 210.000000 210.000000 10.500000 25.200000 14.700000
1 71 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 72 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 73 414.400000 370.000000 370.000000 18.500000 44.400000 25.900000
1 74 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 75 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 76 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 77 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 78 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 79 257.600000 230.000000 230.000000 11.500000 27.600000 16.100000
1 80 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 81 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 82 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 83 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 84 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 85 392.000000 350.000000 350.000000 17.500000 42.000000 24.500000
1 86 246.400000 220.000000 220.000000 11.000000 26.400000 15.400000
1 87 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 88 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 89 257.600000 230.000000 230.000000 11.500000 27.600000 16.100000
1 90 392.000000 350.000000 350.000000 17.500000 42.000000 24.500000
1 91 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 92 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 93 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
