IT_NO ID REVENUES INTERESTS_ACCRUED TOTAL_COSTS TOTAL_WRITEOFFS INTERESTS_PAID NET_EARNINGS RETAINED_EARNINGS TOTAL_DIVIDENDS
1261 157 220.207062 220.207062 3072.078959 0.000000 3072.078959 -2851.871897 0.000000 0.000000
1261 156 222.002493 222.002493 2898.411042 0.000000 2898.411042 -2676.408550 0.000000 0.000000
1321 157 219.606539 219.606539 2846.486971 0.000000 2846.486971 -2626.880432 0.000000 0.000000
1321 156 221.389986 221.389986 2685.798025 0.000000 2685.798025 -2464.408038 0.000000 0.000000
1381 157 218.336061 218.336061 2618.388476 0.000000 2618.388476 -2400.052415 0.000000 0.000000
1381 156 220.773652 220.773652 2473.480490 0.000000 2473.480490 -2252.706838 0.000000 0.000000
1441 157 217.994746 217.994746 2390.242716 0.000000 2390.242716 -2172.247970 0.000000 0.000000
1441 156 220.153466 220.153466 2260.685927 0.000000 2260.685927 -2040.532461 0.000000 0.000000
1501 157 217.060682 217.060682 2158.919719 0.000000 2158.919719 -1941.859036 0.000000 0.000000
1501 156 218.539332 218.539332 2046.359821 0.000000 2046.359821 -1827.820489 0.000000 0.000000
1561 157 216.454431 216.454431 1927.246596 0.000000 1927.246596 -1710.792165 0.000000 0.000000
1561 156 216.109531 216.109531 1829.685661 0.000000 1829.685661 -1613.576130 0.000000 0.000000
1621 157 215.844391 215.844391 1693.566984 0.000000 1693.566984 -1477.722594 0.000000 0.000000
1621 156 214.837247 214.837247 1612.286187 0.000000 1612.286187 -1397.448940 0.000000 0.000000
1681 157 215.230538 215.230538 1459.328809 0.000000 1459.328809 -1244.098271 0.000000 0.000000
1681 156 212.916825 212.916825 1393.679949 0.000000 1393.679949 -1180.763124 0.000000 0.000000
1741 157 214.289138 214.289138 1223.342020 0.000000 1223.342020 -1009.052882 0.000000 0.000000
1741 156 210.681570 210.681570 1174.068035 0.000000 1174.068035 -963.386465 0.000000 0.000000
1801 157 213.024979 213.024979 986.469331 0.000000 986.469331 -773.444351 0.000000 0.000000
1801 156 209.585865 209.585865 953.554095 0.000000 953.554095 -743.968230 0.000000 0.000000
1861 157 211.122413 211.122413 748.283554 0.000000 748.283554 -537.161141 0.000000 0.000000
1861 156 208.971911 208.971911 731.576242 0.000000 731.576242 -522.604331 0.000000 0.000000
1921 157 209.069520 209.069520 509.127066 0.000000 509.127066 -300.057546 0.000000 0.000000
1921 156 205.803164 205.803164 508.758348 0.000000 508.758348 -302.955185 0.000000 0.000000
1981 157 205.282669 205.282669 268.936478 0.000000 268.936478 -63.653809 0.000000 0.000000
1981 156 203.767018 203.767018 284.174617 0.000000 284.174617 -80.407599 0.000000 0.000000
2041 157 203.391862 203.391862 27.134278 0.000000 27.134278 176.257585 0.000000 0.000000
2041 156 202.530843 202.530843 59.368693 0.000000 59.368693 143.162150 0.000000 0.000000
2101 157 200.228615 200.228615 0.000000 0.000000 0.000000 200.228615 176.257585 0.000000
2101 156 200.983564 200.983564 0.000000 0.000000 0.000000 200.983564 143.162150 0.000000
2161 157 198.078163 198.078163 0.000000 0.000000 0.000000 198.078163 200.228615 0.000000
2161 156 197.204427 197.204427 0.000000 0.000000 0.000000 197.204427 200.983564 0.000000
2221 157 194.801793 194.801793 0.000000 0.000000 0.000000 194.801793 198.078163 0.000000
2221 156 187.735384 187.735384 0.000000 0.000000 0.000000 187.735384 197.204427 0.000000
2281 157 188.642071 188.642071 0.000000 0.000000 0.000000 188.642071 194.801793 0.000000
2281 156 181.473916 181.473916 0.000000 0.000000 0.000000 181.473916 187.735384 0.000000
2341 157 181.822707 181.822707 0.000000 0.000000 0.000000 181.822707 188.642071 0.000000
2341 156 174.810949 174.810949 0.000000 0.000000 0.000000 174.810949 181.473916 0.000000
2401 157 173.339047 173.339047 0.000000 0.000000 0.000000 173.339047 181.822707 0.000000
2401 156 168.772494 168.772494 0.000000 0.000000 0.000000 168.772494 174.810949 0.000000
2461 157 164.586861 164.586861 0.000000 0.000000 0.000000 164.586861 173.339047 0.000000
2461 156 160.793458 160.793458 0.000000 0.000000 0.000000 160.793458 168.772494 0.000000
2521 157 154.591127 154.591127 0.000000 0.000000 0.000000 154.591127 164.586861 0.000000
2521 156 148.943117 148.943117 0.000000 0.000000 0.000000 148.943117 160.793458 0.000000
2581 157 146.579642 146.579642 0.000000 0.000000 0.000000 146.579642 154.591127 0.000000
2581 156 142.730021 142.730021 0.000000 0.000000 0.000000 142.730021 148.943117 0.000000
2641 157 142.536767 142.536767 0.000000 0.000000 0.000000 142.536767 146.579642 0.000000
2641 156 133.297746 133.297746 0.000000 0.000000 0.000000 133.297746 142.730021 0.000000
2701 157 138.658928 138.658928 0.000000 0.000000 0.000000 138.658928 142.536767 0.000000
2701 156 129.462706 129.462706 0.000000 0.000000 0.000000 129.462706 133.297746 0.000000
2761 157 134.674371 134.674371 0.000000 0.000000 0.000000 134.674371 138.658928 0.000000
2761 156 121.832174 121.832174 0.000000 0.000000 0.000000 121.832174 129.462706 0.000000
2821 157 134.398600 134.398600 0.000000 0.000000 0.000000 134.398600 134.674371 0.000000
2821 156 114.190036 114.190036 0.000000 0.000000 0.000000 114.190036 121.832174 0.000000
2881 157 131.424441 131.424441 0.000000 0.000000 0.000000 131.424441 134.398600 0.000000
2881 156 107.957555 107.957555 0.000000 0.000000 0.000000 107.957555 114.190036 0.000000
2941 157 125.897838 125.897838 0.000000 0.000000 0.000000 125.897838 131.424441 0.000000
2941 156 101.203904 101.203904 0.000000 0.000000 0.000000 101.203904 107.957555 0.000000
3001 157 116.667487 116.667487 0.000000 0.000000 0.000000 116.667487 125.897838 0.000000
3001 156 98.714034 98.714034 0.000000 0.000000 0.000000 98.714034 101.203904 0.000000
3061 157 109.934747 109.934747 0.000000 0.000000 0.000000 109.934747 116.667487 0.000000
3061 156 95.658063 95.658063 0.000000 0.000000 0.000000 95.658063 98.714034 0.000000
3121 157 102.691842 102.691842 0.000000 0.000000 0.000000 102.691842 109.934747 0.000000
3121 156 92.640008 92.640008 0.000000 0.000000 0.000000 92.640008 95.658063 0.000000
3181 157 99.659411 99.659411 0.000000 0.000000 0.000000 99.659411 102.691842 0.000000
3181 156 89.660428 89.660428 0.000000 0.000000 0.000000 89.660428 92.640008 0.000000
3241 157 97.835421 97.835421 0.000000 0.000000 0.000000 97.835421 99.659411 0.000000
3241 156 89.057371 89.057371 0.000000 0.000000 0.000000 89.057371 89.660428 0.000000
3301 157 94.059430 94.059430 0.000000 0.000000 0.000000 94.059430 97.835421 0.000000
3301 156 89.042460 89.042460 0.000000 0.000000 0.000000 89.042460 89.057371 0.000000
3361 157 93.286152 93.286152 0.000000 0.000000 0.000000 93.286152 94.059430 0.000000
3361 156 89.027456 89.027456 0.000000 0.000000 0.000000 89.027456 89.042460 0.000000
3421 157 93.255957 93.255957 0.000000 0.000000 0.000000 93.255957 93.286152 0.000000
3421 156 89.012359 89.012359 0.000000 0.000000 0.000000 89.012359 89.027456 0.000000
3481 157 93.225573 93.225573 0.000000 0.000000 0.000000 93.225573 93.255957 0.000000
3481 156 86.812651 86.812651 0.000000 0.000000 0.000000 86.812651 89.012359 0.000000
3541 157 91.748847 91.748847 0.000000 0.000000 0.000000 91.748847 93.225573 0.000000
3541 156 86.812651 86.812651 0.000000 0.000000 0.000000 86.812651 86.812651 0.000000
