IT_NO ID REVENUES INTERESTS_ACCRUED TOTAL_COSTS TOTAL_WRITEOFFS INTERESTS_PAID NET_EARNINGS RETAINED_EARNINGS TOTAL_DIVIDENDS
1 157 0.000000 0.000000 22349.699000 0.000000 22349.699000 -22349.699000 0.000000 0.000000
1 156 0.000000 0.000000 20928.954000 0.000000 20928.954000 -20928.954000 0.000000 0.000000
61 157 11274.609018 11274.609018 39322.533261 34215.823349 5106.709912 -28047.924243 0.000000 0.000000
61 156 10536.646449 10536.646449 38378.728879 33596.398943 4782.329937 -27842.082430 0.000000 0.000000
121 157 6434.920069 6434.920069 215385.588985 210350.703784 5034.885201 -208950.668916 0.000000 0.000000
121 156 5965.787241 5965.787241 209100.128391 204399.936471 4700.191920 -203134.341150 0.000000 0.000000
181 157 5369.989595 5369.989595 162067.736602 157146.765909 4920.970693 -156697.747007 0.000000 0.000000
181 156 4994.852119 4994.852119 143909.418059 139314.104211 4595.313849 -138914.565941 0.000000 0.000000
241 157 4641.485451 4641.485451 101601.362946 96788.068372 4813.294575 -96959.877495 0.000000 0.000000
241 156 4340.377298 4340.377298 88105.064366 83599.877063 4505.187303 -83764.687068 0.000000 0.000000
301 157 4263.151158 4263.151158 46389.305892 41691.559716 4697.746176 -42126.154734 0.000000 0.000000
301 156 4017.229662 4017.229662 45036.020640 40634.225187 4401.795453 -41018.790978 0.000000 0.000000
361 157 4020.548011 4020.548011 43118.452427 38531.514414 4586.938012 -39097.904416 0.000000 0.000000
361 156 3775.999745 3775.999745 45908.128612 41606.980424 4301.148187 -42132.128867 0.000000 0.000000
421 157 3701.052412 3701.052412 150578.994179 105748.948744 44830.045435 -146877.941767 0.000000 0.000000
421 156 3459.947826 3459.947826 159584.540474 117444.567616 42139.972858 -156124.592648 0.000000 0.000000
481 157 6944.539472 6944.539472 366268.975843 320459.777282 45809.198561 -359324.436371 0.000000 0.000000
481 156 6426.667172 6426.667172 319261.009268 276193.384008 43067.625260 -312834.342096 0.000000 0.000000
541 157 2750.741878 2750.741878 160274.872001 113879.534361 46395.337640 -157524.130123 0.000000 0.000000
541 156 2644.130344 2644.130344 147018.305676 103489.121706 43529.183970 -144374.175331 0.000000 0.000000
601 157 986.457584 986.457584 56247.007613 9713.385201 46533.622412 -55260.550028 0.000000 0.000000
601 156 996.019126 996.019126 51942.059225 8346.861839 43595.197387 -50946.040099 0.000000 0.000000
661 157 875.478141 875.478141 46471.584041 0.000000 46471.584041 -45596.105900 0.000000 0.000000
661 156 897.292220 897.292220 43549.687384 0.000000 43549.687384 -42652.395164 0.000000 0.000000
721 157 870.296781 870.296781 47366.780064 950.512715 46416.267349 -46496.483282 0.000000 0.000000
721 156 891.105498 891.105498 44661.634765 1156.827884 43504.806881 -43770.529267 0.000000 0.000000
781 157 853.872403 853.872403 46361.322326 0.000000 46361.322326 -45507.449923 0.000000 0.000000
781 156 867.959292 867.959292 43677.080146 220.547729 43456.532417 -42809.120854 0.000000 0.000000
841 157 851.828008 851.828008 4884.311193 254.207892 4630.103301 -4032.483186 0.000000 0.000000
841 156 864.905403 864.905403 4340.971702 0.000000 4340.971702 -3476.066299 0.000000 0.000000
901 157 264.276481 264.276481 4415.639366 0.000000 4415.639366 -4151.362885 0.000000 0.000000
901 156 271.410895 271.410895 4387.916988 247.395796 4140.521192 -4116.506093 0.000000 0.000000
961 157 263.359585 263.359585 4195.256184 0.000000 4195.256184 -3931.896599 0.000000 0.000000
961 156 268.735986 268.735986 4098.896379 164.486514 3934.409865 -3830.160392 0.000000 0.000000
1021 157 261.374346 261.374346 7074.591013 3100.840061 3973.750952 -6813.216667 0.000000 0.000000
1021 156 264.373767 264.373767 8277.984974 4550.123513 3727.861460 -8013.611206 0.000000 0.000000
1081 157 235.347922 235.347922 4413.459610 666.982896 3746.476714 -4178.111688 0.000000 0.000000
1081 156 229.943483 229.943483 4178.700519 653.144196 3525.556323 -3948.757036 0.000000 0.000000
1141 157 223.089935 223.089935 3523.244853 0.000000 3523.244853 -3300.154917 0.000000 0.000000
1141 156 223.216115 223.216115 3317.108394 0.000000 3317.108394 -3093.892279 0.000000 0.000000
1201 157 222.323414 222.323414 3540.940875 242.031346 3298.909529 -3318.617461 0.000000 0.000000
1201 156 222.611194 222.611194 3107.575397 0.000000 3107.575397 -2884.964202 0.000000 0.000000
