IT_NO DIVIDENDS_RECIEVED SHARE_FIRMS SHARE_CONSTRUCTION_FIRMS SHARE_BANKS DIVIDENDS_RETAINED LIQUIDITY
1 2310.350000 2310.350000 0.000000 0.000000 0.000000 3310.350000
61 151.897384 151.897384 0.000000 0.000000 3301.661026 160.586358
121 0.000000 0.000000 0.000000 0.000000 159.412849 1.173509
181 19.091977 19.091977 0.000000 0.000000 0.000000 20.265486
241 69.223044 69.223044 0.000000 0.000000 12.419115 70.396553
301 99.432451 99.432451 0.000000 0.000000 68.615887 100.605961
361 147.189715 147.189715 0.000000 0.000000 97.706923 148.363224
421 1023.489613 1023.489613 0.000000 0.000000 142.556250 1024.663123
481 1815.748477 1815.748477 0.000000 0.000000 992.518750 1816.921987
541 2454.263170 2454.263170 0.000000 0.000000 1793.185420 2455.436680
601 2710.180211 2710.180211 0.000000 0.000000 2422.518750 2711.353720
661 2710.180211 2710.180211 0.000000 0.000000 2685.000000 2711.353720
721 2710.180211 2710.180211 0.000000 0.000000 2707.518750 2711.353720
781 2710.180211 2710.180211 0.000000 0.000000 2700.000000 2711.353720
841 813.066569 813.066569 0.000000 0.000000 2687.518750 814.240078
901 857.545053 857.545053 0.000000 0.000000 812.518750 858.718562
961 857.545053 857.545053 0.000000 0.000000 845.629170 858.718562
1021 857.545053 857.545053 0.000000 0.000000 850.000000 858.718562
1081 850.018619 850.018619 0.000000 0.000000 850.000000 851.192128
1141 857.545053 857.545053 0.000000 0.000000 840.000000 858.718562
1201 857.545053 857.545053 0.000000 0.000000 840.000000 858.718562
1261 857.545053 857.545053 0.000000 0.000000 835.000000 858.718562
1321 857.545053 857.545053 0.000000 0.000000 835.000000 858.718562
1381 857.545053 857.545053 0.000000 0.000000 630.000000 858.718562
1441 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
1501 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
1561 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
1621 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
1681 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
1741 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
1801 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
1861 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
1921 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
1981 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
2041 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
2101 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
2161 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
2221 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
2281 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
2341 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
2401 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
2461 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
2521 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
2581 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
2641 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
2701 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
2761 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
2821 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
2881 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
2941 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
3001 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
3061 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
3121 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
3181 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
3241 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
3301 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
3361 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
3421 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
3481 857.545053 857.545053 0.000000 0.000000 512.516680 858.718562
3541 857.545053 857.545053 0.000000 0.000000 390.000000 858.718562
