IT_NO ID NO_EMPLOYEES EMPLOYEES_NEEDED INVENTORY PRODUCTION_PLAN
1 1 20 22 2 16
1 2 20 24 2 17
1 3 20 18 2 13
1 4 20 18 2 13
1 5 20 28 2 20
1 6 20 24 2 17
1 7 20 25 2 18
1 8 20 25 2 18
1 9 20 20 2 14
1 10 20 27 2 19
1 11 20 27 2 19
1 12 20 7 2 5
1 13 20 27 2 19
1 14 20 17 2 12
1 15 20 14 2 10
1 16 20 24 2 17
1 17 20 22 2 16
1 18 20 25 2 18
1 19 20 25 2 18
1 20 20 24 2 17
1 21 20 22 2 16
1 22 20 28 2 20
1 23 20 24 2 17
1 24 20 14 2 10
1 25 20 27 2 19
1 26 20 28 2 20
1 27 20 22 2 16
1 28 20 28 2 20
1 29 20 12 2 9
1 30 20 25 2 18
21 29 12 20 3 14
21 24 14 28 3 20
21 15 14 15 4 11
21 14 17 18 4 13
21 12 7 22 2 16
21 4 18 18 3 13
21 3 18 15 4 11
21 9 20 20 4 14
21 1 20 22 3 16
21 2 20 27 4 19
21 5 20 14 3 10
21 6 20 22 2 16
21 7 20 20 4 14
21 8 20 20 4 14
21 10 20 25 4 18
21 11 20 28 2 20
21 13 20 25 3 18
21 16 20 17 4 12
21 17 20 14 3 10
21 18 20 17 2 12
21 19 20 25 3 18
21 20 20 15 4 11
21 21 20 18 4 13
21 22 20 25 1 18
21 23 20 22 2 16
21 25 20 22 2 16
21 26 20 25 1 18
21 27 20 18 1 13
21 28 20 24 1 17
21 30 20 12 2 9
41 30 12 4 2 3
41 27 18 5 2 4
41 21 18 15 6 11
41 20 15 8 6 6
41 18 17 14 3 10
41 17 14 1 4 1
41 16 17 11 6 8
41 5 14 8 4 6
41 3 15 10 5 7
41 8 20 11 6 8
41 7 20 5 6 4
41 9 20 1 6 1
41 4 18 10 5 7
41 29 12 4 4 3
41 24 14 2 3 2
41 15 14 7 4 5
41 14 17 8 5 6
41 12 7 4 3 3
41 1 20 15 5 11
41 2 20 2 6 2
41 6 20 1 4 1
41 10 20 1 6 1
41 11 20 5 4 4
41 13 20 1 4 1
41 19 20 14 2 10
41 22 20 10 2 7
41 23 20 10 0 7
41 25 20 4 2 3
41 26 20 4 1 3
41 28 20 1 1 1
61 27 5 2 3 2
61 20 8 7 7 5
61 18 14 7 4 5
61 17 1 5 4 4
61 16 11 7 7 5
61 5 8 2 5 2
61 8 11 4 7 3
61 7 5 8 7 6
61 9 1 11 6 8
61 29 4 8 4 6
61 24 2 8 4 6
61 14 8 5 6 4
61 12 4 4 3 3
61 1 15 2 6 2
61 6 1 2 4 2
61 10 1 12 6 9
61 11 5 7 5 5
61 13 1 8 4 6
61 25 4 8 3 6
61 23 10 2 1 2
61 30 4 10 2 7
61 21 15 12 7 9
61 3 10 2 5 2
61 4 10 2 6 2
61 15 7 7 5 5
61 2 2 8 6 6
61 22 10 2 2 2
61 28 1 1 0 1
61 26 4 1 0 3
61 19 14 1 0 10
81 19 1 24 0 17
81 26 1 21 0 15
81 22 2 25 2 18
81 4 2 15 6 11
81 3 2 28 5 20
81 21 12 22 8 16
81 23 2 14 2 10
81 1 2 25 7 18
81 14 5 18 6 13
81 8 4 17 8 12
81 5 2 17 6 12
81 16 7 27 8 19
81 18 7 21 5 15
81 20 7 12 8 9
81 27 2 20 4 14
81 28 1 22 0 16
81 15 7 28 6 20
81 12 4 7 3 5
81 17 1 25 4 18
81 7 5 17 7 12
81 9 1 21 6 15
81 29 4 28 5 20
81 24 2 20 4 14
81 6 1 22 4 16
81 10 1 25 6 18
81 11 5 21 6 15
81 13 1 21 4 15
81 25 4 15 4 11
81 30 4 18 2 13
81 2 2 24 7 17
101 19 1 21 0 15
