IT_NO ID REVENUES INTERESTS_ACCRUED TOTAL_COSTS TOTAL_WRITEOFFS INTERESTS_PAID NET_EARNINGS RETAINED_EARNINGS TOTAL_DIVIDENDS
1 157 0.000000 0.000000 22324.232000 0.000000 22324.232000 -22324.232000 0.000000 0.000000
1 156 0.000000 0.000000 20954.421000 0.000000 20954.421000 -20954.421000 0.000000 0.000000
61 157 11193.599973 11193.599973 39503.052009 34402.186183 5100.865827 -28309.452036 0.000000 0.000000
61 156 10609.473262 10609.473262 37353.370760 32565.196738 4788.174022 -26743.897498 0.000000 0.000000
121 157 6455.469520 6455.469520 195817.571356 190837.582602 4979.988754 -189362.101836 0.000000 0.000000
121 156 6071.484753 6071.484753 190793.535420 186037.670129 4755.865292 -184722.050667 0.000000 0.000000
181 157 5413.436434 5413.436434 162214.551568 157344.227605 4870.323963 -156801.115135 0.000000 0.000000
181 156 5081.185932 5081.185932 170546.783831 165898.007116 4648.776715 -165465.597898 0.000000 0.000000
241 157 4685.072242 4685.072242 96366.846859 91599.897245 4766.949614 -91681.774617 0.000000 0.000000
241 156 4359.563399 4359.563399 82370.025041 77811.618690 4558.406351 -78010.461643 0.000000 0.000000
301 157 4398.341137 4398.341137 28617.091130 23965.238160 4651.852970 -24218.749994 0.000000 0.000000
301 156 4131.519748 4131.519748 23951.086966 19503.131877 4447.955089 -19819.567218 0.000000 0.000000
361 157 4240.423526 4240.423526 35957.080592 31413.254708 4543.825884 -31716.657066 0.000000 0.000000
361 156 3967.043127 3967.043127 37335.801351 32987.876944 4347.924407 -33368.758224 0.000000 0.000000
421 157 3961.671724 3961.671724 143378.261011 98904.388697 44473.872314 -139416.589287 0.000000 0.000000
421 156 3701.531914 3701.531914 133932.028570 91357.233295 42574.795275 -130230.496656 0.000000 0.000000
481 157 8207.741207 8207.741207 297435.912771 251927.237481 45508.675290 -289228.171565 0.000000 0.000000
481 156 7740.917992 7740.917992 272906.684471 229239.670723 43667.013748 -265165.766479 0.000000 0.000000
541 157 4535.962576 4535.962576 251438.761703 205221.194616 46217.567087 -246902.799127 0.000000 0.000000
541 156 4404.440792 4404.440792 238009.053052 193527.385645 44481.667408 -233604.612261 0.000000 0.000000
601 157 1211.049372 1211.049372 66733.986780 20169.942394 46564.044385 -65522.937408 0.000000 0.000000
601 156 1273.490847 1273.490847 62944.123575 18191.503027 44752.620549 -61670.632729 0.000000 0.000000
661 157 987.360020 987.360020 46564.043497 57.060119 46506.983378 -45576.683477 0.000000 0.000000
661 156 1070.066412 1070.066412 45319.782784 553.897485 44765.885299 -44249.716372 0.000000 0.000000
721 157 982.076551 982.076551 46676.189691 220.660467 46455.529224 -45694.113140 0.000000 0.000000
721 156 1044.868013 1044.868013 45823.794901 1034.386136 44789.408766 -44778.926888 0.000000 0.000000
781 157 976.970972 976.970972 46927.016100 522.335784 46404.680316 -45950.045128 0.000000 0.000000
781 156 1024.587060 1024.587060 45323.108879 508.931592 44814.177287 -44298.521819 0.000000 0.000000
841 157 965.743013 965.743013 4972.106175 336.929417 4635.176758 -4006.363162 0.000000 0.000000
841 156 1011.425942 1011.425942 5177.687756 693.599770 4484.087986 -4166.261815 0.000000 0.000000
901 157 303.684507 303.684507 5570.544794 1149.736357 4420.808437 -5266.860286 0.000000 0.000000
901 156 317.264669 317.264669 5664.370008 1378.865105 4285.504903 -5347.105339 0.000000 0.000000
961 157 276.905911 276.905911 8278.077661 4076.776231 4201.301430 -8001.171750 0.000000 0.000000
961 156 297.341016 297.341016 6401.094693 2319.775902 4081.318792 -6103.753677 0.000000 0.000000
1021 157 266.417054 266.417054 5468.714465 1487.259639 3981.454827 -5202.297411 0.000000 0.000000
1021 156 287.535956 287.535956 6928.910490 3052.845653 3876.064836 -6641.374533 0.000000 0.000000
1081 157 255.713031 255.713031 3760.632922 0.000000 3760.632922 -3504.919890 0.000000 0.000000
1081 156 265.785314 265.785314 4009.524992 339.629729 3669.895264 -3743.739678 0.000000 0.000000
1141 157 251.247710 251.247710 3538.313437 0.000000 3538.313437 -3287.065727 0.000000 0.000000
1141 156 259.817054 259.817054 3625.239168 162.048355 3463.190813 -3365.422113 0.000000 0.000000
1201 157 249.850942 249.850942 3313.213355 0.000000 3313.213355 -3063.362413 0.000000 0.000000
1201 156 257.683004 257.683004 3257.076840 0.000000 3257.076840 -2999.393836 0.000000 0.000000
1261 157 249.128095 249.128095 3086.879034 0.000000 3086.879034 -2837.750939 0.000000 0.000000
1261 156 256.929286 256.929286 3048.561036 0.000000 3048.561036 -2791.631751 0.000000 0.000000
1321 157 249.029900 249.029900 2859.696645 0.000000 2859.696645 -2610.666746 0.000000 0.000000
