IT_NO ID REVENUES INTERESTS_ACCRUED TOTAL_COSTS TOTAL_WRITEOFFS INTERESTS_PAID NET_EARNINGS RETAINED_EARNINGS TOTAL_DIVIDENDS
1321 156 256.800125 256.800125 2839.836836 0.000000 2839.836836 -2583.036711 0.000000 0.000000
1381 157 248.260914 248.260914 2632.821924 0.000000 2632.821924 -2384.561010 0.000000 0.000000
1381 156 255.703933 255.703933 2627.540251 0.000000 2627.540251 -2371.836319 0.000000 0.000000
1441 157 247.195939 247.195939 2569.877066 167.778670 2402.098396 -2322.681127 0.000000 0.000000
1441 156 253.942904 253.942904 2417.303708 0.000000 2417.303708 -2163.360804 0.000000 0.000000
1501 157 247.088683 247.088683 2173.990891 0.000000 2173.990891 -1926.902208 0.000000 0.000000
1501 156 252.516435 252.516435 2204.159966 0.000000 2204.159966 -1951.643531 0.000000 0.000000
1561 157 245.690734 245.690734 1941.972825 0.000000 1941.972825 -1696.282091 0.000000 0.000000
1561 156 251.748351 251.748351 1991.852244 0.000000 1991.852244 -1740.103894 0.000000 0.000000
1621 157 244.621334 244.621334 1709.679262 0.000000 1709.679262 -1465.057928 0.000000 0.000000
1621 156 251.604636 251.604636 1775.484700 0.000000 1775.484700 -1523.880064 0.000000 0.000000
1681 157 243.225158 243.225158 1476.722569 0.000000 1476.722569 -1233.497411 0.000000 0.000000
1681 156 249.363057 249.363057 1559.045007 0.000000 1559.045007 -1309.681950 0.000000 0.000000
1741 157 242.154404 242.154404 1242.054436 0.000000 1242.054436 -999.900031 0.000000 0.000000
1741 156 248.587651 248.587651 1339.784740 0.000000 1339.784740 -1091.197089 0.000000 0.000000
1801 157 239.793764 239.793764 1007.020309 0.000000 1007.020309 -767.226545 0.000000 0.000000
1801 156 247.807399 247.807399 1120.905858 0.000000 1120.905858 -873.098459 0.000000 0.000000
1861 157 237.765061 237.765061 769.624796 0.000000 769.624796 -531.859735 0.000000 0.000000
1861 156 247.022270 247.022270 899.833763 0.000000 899.833763 -652.811493 0.000000 0.000000
1921 157 237.020157 237.020157 532.091597 0.000000 532.091597 -295.071441 0.000000 0.000000
1921 156 245.435060 245.435060 678.892049 0.000000 678.892049 -433.456989 0.000000 0.000000
1981 157 232.854957 232.854957 293.134666 0.000000 293.134666 -60.279709 0.000000 0.000000
1981 156 239.515089 239.515089 455.635554 0.000000 455.635554 -216.120465 0.000000 0.000000
2041 157 225.020813 225.020813 53.309554 0.000000 53.309554 171.711259 0.000000 0.000000
2041 156 233.459359 233.459359 232.379166 0.000000 232.379166 1.080193 0.000000 0.000000
2101 157 215.791395 215.791395 0.000000 0.000000 0.000000 215.791395 171.711259 0.000000
2101 156 229.704333 229.704333 6.983054 0.000000 6.983054 222.721279 1.080193 0.000000
2161 157 208.079290 208.079290 0.000000 0.000000 0.000000 208.079290 215.791395 0.000000
2161 156 222.801467 222.801467 0.000000 0.000000 0.000000 222.801467 222.721279 0.000000
2221 157 205.744809 205.744809 0.000000 0.000000 0.000000 205.744809 208.079290 0.000000
2221 156 215.597636 215.597636 0.000000 0.000000 0.000000 215.597636 222.801467 0.000000
2281 157 201.262555 201.262555 0.000000 0.000000 0.000000 201.262555 205.744809 0.000000
2281 156 210.416467 210.416467 0.000000 0.000000 0.000000 210.416467 215.597636 0.000000
2341 157 195.718087 195.718087 0.000000 0.000000 0.000000 195.718087 201.262555 0.000000
2341 156 202.848646 202.848646 0.000000 0.000000 0.000000 202.848646 210.416467 0.000000
2401 157 185.082017 185.082017 0.000000 0.000000 0.000000 185.082017 195.718087 0.000000
2401 156 193.444440 193.444440 0.000000 0.000000 0.000000 193.444440 202.848646 0.000000
2461 157 173.465939 173.465939 0.000000 0.000000 0.000000 173.465939 185.082017 0.000000
2461 156 184.337096 184.337096 0.000000 0.000000 0.000000 184.337096 193.444440 0.000000
2521 157 165.949573 165.949573 0.000000 0.000000 0.000000 165.949573 173.465939 0.000000
2521 156 174.643605 174.643605 0.000000 0.000000 0.000000 174.643605 184.337096 0.000000
2581 157 156.833778 156.833778 0.000000 0.000000 0.000000 156.833778 165.949573 0.000000
2581 156 162.749188 162.749188 0.000000 0.000000 0.000000 162.749188 174.643605 0.000000
2641 157 154.635418 154.635418 0.000000 0.000000 0.000000 154.635418 156.833778 0.000000
2641 156 150.611183 150.611183 0.000000 0.000000 0.000000 150.611183 162.749188 0.000000
2701 157 151.961067 151.961067 0.000000 0.000000 0.000000 151.961067 154.635418 0.000000
2701 156 145.188655 145.188655 0.000000 0.000000 0.000000 145.188655 150.611183 0.000000
2761 157 147.319737 147.319737 0.000000 0.000000 0.000000 147.319737 151.961067 0.000000
2761 156 139.504448 139.504448 0.000000 0.000000 0.000000 139.504448 145.188655 0.000000
2821 157 142.092591 142.092591 0.000000 0.000000 0.000000 142.092591 147.319737 0.000000
2821 156 134.468103 134.468103 0.000000 0.000000 0.000000 134.468103 139.504448 0.000000
2881 157 135.708060 135.708060 0.000000 0.000000 0.000000 135.708060 142.092591 0.000000
2881 156 127.521159 127.521159 0.000000 0.000000 0.000000 127.521159 134.468103 0.000000
2941 157 129.395579 129.395579 0.000000 0.000000 0.000000 129.395579 135.708060 0.000000
2941 156 122.466169 122.466169 0.000000 0.000000 0.000000 122.466169 127.521159 0.000000
3001 157 126.756559 126.756559 0.000000 0.000000 0.000000 126.756559 129.395579 0.000000
3001 156 118.044432 118.044432 0.000000 0.000000 0.000000 118.044432 122.466169 0.000000
3061 157 116.396401 116.396401 0.000000 0.000000 0.000000 116.396401 126.756559 0.000000
3061 156 110.672484 110.672484 0.000000 0.000000 0.000000 110.672484 118.044432 0.000000
3121 157 105.574128 105.574128 0.000000 0.000000 0.000000 105.574128 116.396401 0.000000
3121 156 106.399507 106.399507 0.000000 0.000000 0.000000 106.399507 110.672484 0.000000
3181 157 99.596442 99.596442 0.000000 0.000000 0.000000 99.596442 105.574128 0.000000
3181 156 100.674109 100.674109 0.000000 0.000000 0.000000 100.674109 106.399507 0.000000
3241 157 99.540384 99.540384 0.000000 0.000000 0.000000 99.540384 99.596442 0.000000
3241 156 97.523115 97.523115 0.000000 0.000000 0.000000 97.523115 100.674109 0.000000
3301 157 98.903116 98.903116 0.000000 0.000000 0.000000 98.903116 99.540384 0.000000
3301 156 96.735113 96.735113 0.000000 0.000000 0.000000 96.735113 97.523115 0.000000
3361 157 97.696387 97.696387 0.000000 0.000000 0.000000 97.696387 98.903116 0.000000
3361 156 95.218566 95.218566 0.000000 0.000000 0.000000 95.218566 96.735113 0.000000
3421 157 96.917858 96.917858 0.000000 0.000000 0.000000 96.917858 97.696387 0.000000
3421 156 95.188371 95.188371 0.000000 0.000000 0.000000 95.188371 95.218566 0.000000
3481 157 94.692831 94.692831 0.000000 0.000000 0.000000 94.692831 96.917858 0.000000
3481 156 92.973471 92.973471 0.000000 0.000000 0.000000 92.973471 95.188371 0.000000
3541 157 93.221201 93.221201 0.000000 0.000000 0.000000 93.221201 94.692831 0.000000
3541 156 92.235108 92.235108 0.000000 0.000000 0.000000 92.235108 92.973471 0.000000
