IT_NO ID NO_EMPLOYEES EMPLOYEES_NEEDED INVENTORY PRODUCTION_PLAN
1 150 57 57 114000 57000
1 149 66 66 132000 66000
1 148 60 60 120000 60000
1 147 52 52 104000 52000
1 146 66 66 132000 66000
1 145 69 69 138000 69000
1 144 60 60 120000 60000
1 143 37 37 74000 37000
1 142 60 60 120000 60000
1 141 49 49 98000 49000
1 140 55 55 110000 55000
1 139 72 72 144000 72000
1 138 71 71 142000 71000
1 137 53 53 106000 53000
1 136 58 58 116000 58000
1 135 57 57 114000 57000
1 134 36 36 72000 36000
1 133 49 49 98000 49000
1 132 57 57 114000 57000
1 131 58 58 116000 58000
1 130 61 61 122000 61000
1 129 49 49 98000 49000
1 128 68 68 136000 68000
1 127 59 59 118000 59000
1 126 54 54 108000 54000
1 125 58 58 116000 58000
1 124 56 56 112000 56000
1 123 50 50 100000 50000
1 122 68 68 136000 68000
1 121 53 53 106000 53000
1 120 66 66 132000 66000
1 119 54 54 108000 54000
1 118 51 51 102000 51000
1 117 61 61 122000 61000
1 116 56 56 112000 56000
1 115 61 61 122000 61000
1 114 66 66 132000 66000
1 113 59 59 118000 59000
1 112 55 55 110000 55000
1 111 46 46 92000 46000
1 110 61 61 122000 61000
1 109 56 56 112000 56000
1 108 53 53 106000 53000
1 107 57 57 114000 57000
1 106 45 45 90000 45000
1 105 53 53 106000 53000
1 104 52 52 104000 52000
1 103 63 63 126000 63000
1 102 52 52 104000 52000
1 101 59 59 118000 59000
1 100 47 47 94000 47000
1 99 55 55 110000 55000
1 98 55 55 110000 55000
1 97 58 58 116000 58000
1 96 57 57 114000 57000
1 95 48 48 96000 48000
1 94 45 45 90000 45000
1 93 49 49 98000 49000
1 92 51 51 102000 51000
1 91 56 56 112000 56000
1 90 50 50 100000 50000
1 89 53 53 106000 53000
1 88 49 49 98000 49000
1 87 56 56 112000 56000
1 86 56 56 112000 56000
1 85 47 47 94000 47000
1 84 57 57 114000 57000
1 83 48 48 96000 48000
1 82 52 52 104000 52000
1 81 58 58 116000 58000
1 80 55 55 110000 55000
1 79 57 57 114000 57000
1 78 71 71 142000 71000
1 77 58 58 116000 58000
1 76 63 63 126000 63000
1 75 48 48 96000 48000
1 74 50 50 100000 50000
1 73 60 60 120000 60000
1 72 59 59 118000 59000
1 71 57 57 114000 57000
1 70 72 72 144000 72000
1 69 44 44 88000 44000
1 68 49 49 98000 49000
1 67 56 56 112000 56000
1 66 64 64 128000 64000
1 65 43 43 86000 43000
1 64 61 61 122000 61000
1 63 44 44 88000 44000
1 62 46 46 92000 46000
1 61 48 48 96000 48000
1 60 53 53 106000 53000
1 59 55 55 110000 55000
1 58 48 48 96000 48000
1 57 39 39 78000 39000
1 56 50 50 100000 50000
1 55 71 71 142000 71000
1 54 51 51 102000 51000
1 53 46 46 92000 46000
1 52 62 62 124000 62000
1 51 59 59 118000 59000
1 50 52 52 104000 52000
1 49 60 60 120000 60000
1 48 59 59 118000 59000
1 47 58 58 116000 58000
1 46 57 57 114000 57000
1 45 57 57 114000 57000
1 44 45 45 90000 45000
1 43 49 49 98000 49000
1 42 50 50 100000 50000
1 41 54 54 108000 54000
1 40 51 51 102000 51000
1 39 58 58 116000 58000
1 38 57 57 114000 57000
1 37 46 46 92000 46000
1 36 57 57 114000 57000
1 35 56 56 112000 56000
1 34 53 53 106000 53000
1 33 49 49 98000 49000
1 32 41 41 82000 41000
1 31 62 62 124000 62000
21 150 57 62 73238 61076
21 149 66 71 82049 70995
21 148 60 64 89351 63064
21 147 52 58 52954 57104
21 146 66 72 81300 71070
21 145 69 71 118334 70966
21 144 60 56 136447 55065
21 143 37 41 37000 40700
21 142 60 66 67363 65263
21 141 49 54 54196 53380
21 140 55 60 67866 59213
21 139 72 76 105334 75866
21 138 71 64 165792 63900
21 137 53 59 53000 58300
21 136 58 64 63397 63260
21 135 57 56 120148 55155
21 134 36 40 36000 39600
21 133 49 54 49000 53900
21 132 57 62 64531 61946
21 131 58 62 82819 61318
21 130 61 66 73199 65880
21 129 49 54 49000 53900
21 128 68 73 95890 72011
21 127 59 64 69002 63899
21 126 54 60 54000 59400
21 125 58 53 144411 52200
21 124 56 61 68696 60330
21 123 50 55 50000 55000
21 122 68 71 108615 70738
21 121 53 59 53000 58300
21 120 66 61 150139 60558
21 119 54 60 56269 59173
21 118 51 57 51000 56100
21 117 61 66 74802 65719
21 116 56 62 58981 61301
21 115 61 65 89329 64267
21 114 66 61 150282 60515
21 113 59 56 131120 55064
21 112 55 61 56954 60304
21 111 46 51 46000 50600
21 110 61 65 85029 64697
21 109 56 61 67716 60428
21 108 53 57 72888 56311
21 107 57 62 65882 61811
21 106 45 50 45000 49500
21 105 53 59 53000 58300
21 104 52 58 52000 57200
21 103 63 59 140984 58504
21 102 52 57 60138 56386
21 101 59 63 78781 62921
21 100 47 52 47000 51700
21 99 55 61 55000 60500
21 98 55 61 55000 60500
21 97 58 64 58000 63800
21 96 57 62 65528 61847
21 95 48 49 91070 48493
21 94 45 50 45000 49500
21 93 49 54 49000 53900
21 92 51 57 51000 56100
21 91 56 62 57156 61484
21 90 50 54 61938 53806
21 89 53 59 53000 58300
21 88 49 54 49000 53900
21 87 56 59 88021 58397
21 86 56 60 72977 59902
21 85 47 52 47000 51700
21 84 57 63 57890 62611
21 83 48 53 48000 52800
21 82 52 51 109934 50219
21 81 58 62 79681 61631
21 80 55 60 61588 59841
21 79 57 62 64685 61931
21 78 71 66 159065 65880
21 77 58 64 59283 63671
21 76 63 69 67967 68803
21 75 48 47 99496 46951
21 74 50 55 50211 54978
21 73 60 62 104002 61599
21 72 59 65 60166 64783
21 71 57 62 70162 61383
21 70 72 77 98797 76520
21 69 44 45 83587 44441
21 68 49 54 49000 53900
21 67 56 62 56000 61600
21 66 64 68 95513 67248
21 65 43 48 43000 47300
21 64 61 55 143077 54900
21 63 44 45 79181 44881
21 62 46 51 46000 50600
21 61 48 53 48000 52800
21 60 53 51 114371 50488
21 59 55 60 61107 59889
21 58 48 53 48000 52800
21 57 39 43 39000 42900
21 56 50 55 50000 55000
21 55 71 75 104327 74767
21 54 51 56 61247 55075
21 53 46 51 46000 50600
21 52 62 67 79231 66476
21 51 59 63 81601 62639
21 50 52 58 52000 57200
21 49 60 65 76509 64349
21 48 59 56 130513 55246
21 47 58 62 79718 61628
21 46 57 62 69555 61444
21 45 57 62 64046 61995
21 44 45 50 45000 49500
21 43 49 54 53848 53415
21 42 50 55 50000 55000
21 41 54 51 118966 50710
21 40 51 57 51000 56100
21 39 58 63 72061 62393
21 38 57 60 85582 59841
21 37 46 51 46000 50600
21 36 57 62 66716 61728
21 35 56 61 62615 60938
21 34 53 59 53462 58253
21 33 49 47 104787 46963
21 32 41 46 41000 45100
21 31 62 59 136206 58338
41 32 41 41 41000 41000
41 34 53 48 89120 47700
41 35 56 56 64796 55781
41 36 57 56 79967 55674
41 37 46 44 71303 43009
41 38 57 59 74926 58065
41 39 58 54 100881 53747
41 40 51 49 77640 48108
41 42 50 49 62931 48706
41 43 49 50 53440 49040
41 44 45 41 74986 40504
41 45 57 56 77000 55704
41 46 57 58 69032 57052
41 47 58 60 69325 59039
41 49 60 61 67844 60866
41 50 52 48 83714 47685
41 51 59 60 71910 59969
41 52 62 61 90241 60899
41 53 46 45 64644 44135
41 54 51 50 79238 49200
41 55 71 72 97265 71706
41 56 50 49 66649 48335
41 57 39 37 59510 36747
41 58 48 48 50908 47709
41 59 55 55 66835 54427
41 61 48 47 60889 46711
41 62 46 45 62631 44336
41 63 44 48 44000 47518
41 65 43 43 45738 42726
41 66 64 66 77363 65815
41 67 56 55 75525 54047
41 68 49 49 50612 48838
41 69 44 48 44000 47958
41 70 72 72 99416 71938
41 71 57 53 100335 52331
41 72 59 55 93065 54913
41 73 60 65 63633 64036
41 74 50 50 56760 49345
41 76 63 59 101455 58756
41 77 58 57 73712 56557
41 79 57 55 89525 54479
41 80 55 54 80918 53067
41 81 58 59 76958 58272
41 83 48 47 58544 46945
41 84 57 56 70628 55726
41 85 47 47 49784 46721
41 86 56 55 88061 54491
41 87 56 59 62340 58568
41 88 49 49 52448 48655
41 89 53 49 84512 48846
41 90 50 51 52487 50945
41 91 56 55 71189 54596
41 92 51 50 64334 49666
41 93 49 48 61423 47757
41 94 45 45 46432 44856
41 95 48 53 48000 52307
41 96 57 57 74104 56142
41 97 58 53 97289 52200
41 98 55 55 63769 54123
41 99 55 54 70453 53454
41 100 47 44 73017 43894
41 101 59 59 79980 58880
41 102 52 51 78607 50153
41 104 52 51 65992 50600
41 105 53 52 71653 51134
41 106 45 43 65956 42904
41 107 57 57 71025 56485
41 108 53 53 73603 52928
41 109 56 57 64230 56348
41 110 61 63 73837 62119
41 111 46 46 50804 45519
41 112 55 52 86742 51368
41 115 61 63 78483 62084
41 116 56 55 71365 54761
41 117 61 60 87457 59734
41 118 51 50 67775 49322
41 119 54 53 68556 52771
41 121 53 50 81530 49741
41 122 68 71 87451 70116
41 123 50 45 87524 45000
41 124 56 57 66637 56205
41 126 54 54 59205 53479
41 127 59 59 69124 58987
41 128 68 63 125977 62984
41 129 49 46 78223 45133
41 130 61 61 74288 60891
41 131 58 60 68955 59386
41 132 57 58 63306 57122
41 133 49 47 72399 46660
41 134 36 36 36000 36000
41 136 58 57 80480 56291
41 137 53 53 62299 52070
41 139 72 74 91989 73334
41 140 55 55 76387 54147
41 141 49 46 79339 45837
41 142 60 59 77943 58942
41 143 37 37 37000 37000
41 145 69 72 91194 71714
41 146 66 66 86880 65442
41 147 52 52 61060 51189
41 148 60 63 63635 62571
41 149 66 66 86828 65522
41 150 57 58 63388 57985
41 144 56 65 56000 64044
41 138 64 75 64000 74179
41 135 56 63 56000 62414
41 125 53 63 53000 62141
41 120 61 70 61000 69913
41 114 61 70 61000 69928
41 113 56 64 56000 63512
41 103 59 68 59000 67198
41 82 51 57 51000 56893
41 78 66 76 66000 75306
41 75 47 53 47000 52249
41 64 55 64 55000 63807
41 60 51 58 51000 57337
41 48 56 64 56000 63451
41 41 51 58 51000 57796
41 33 47 53 47000 52778
41 31 59 67 59000 66720
61 133 47 49 56136 48626
61 119 53 54 63542 53501
61 118 50 52 57323 51045
61 100 44 47 44000 46901
61 97 53 56 68931 55835
61 86 55 57 71827 56623
61 84 56 55 88839 54178
61 79 55 57 75575 56395
61 53 45 47 52830 46181
61 101 59 59 81837 58814
61 70 72 72 107259 71215
61 46 57 56 85864 55316
61 49 60 60 75433 59241
61 51 59 54 104953 53696
61 95 48 48 52020 47598
61 122 68 66 111647 65580
61 124 56 56 68479 55815
61 131 58 57 84877 56407
61 132 57 56 74470 55883
61 33 47 46 58836 45816
61 43 49 49 53653 48978
61 58 48 49 49384 48152
61 65 43 43 49046 42669
61 111 46 47 46431 46437
61 83 47 49 47615 48092
61 31 59 54 107309 53100
61 41 51 46 91512 45900
61 48 56 55 66154 54984
61 60 51 51 55500 50550
61 75 47 43 80778 42300
61 78 66 60 119892 59400
61 82 51 51 57044 50395
61 113 56 54 78549 53745
61 114 61 59 87500 58350
61 120 61 60 77132 59386
61 125 53 48 93286 47700
61 135 56 54 77681 53831
61 138 64 58 128000 57600
61 150 57 52 97418 51852
61 148 60 54 105702 54000
61 145 69 67 113759 66743
61 139 72 71 108614 70337
61 115 61 61 82913 60557
61 110 61 60 85120 59871
61 109 56 52 96470 51105
61 90 50 49 63048 48943
61 87 56 54 83632 53870
61 81 58 59 75427 58153
61 73 60 58 91722 57191
61 63 44 40 78755 39600
61 55 71 69 119258 68800
61 47 58 59 67245 58208
61 38 57 57 78488 56643
61 32 41 41 43587 40741
61 59 55 56 66819 55001
61 68 49 49 53813 48679
61 85 47 45 74132 44117
61 88 49 49 61359 48108
61 94 45 41 84313 40500
61 96 57 52 104506 51869
61 98 55 55 71037 54273
61 108 53 54 64811 53879
61 126 54 49 106400 48600
61 130 61 61 79580 60470
