IT_NO ID NO_EMPLOYEES EMPLOYEES_NEEDED INVENTORY PRODUCTION_PLAN
61 1 7 4 6 3
61 6 8 11 5 8
61 8 17 12 7 9
61 9 10 1 7 1
61 10 14 14 5 10
61 11 1 10 2 7
61 25 2 14 3 10
61 21 14 1 3 1
61 18 2 2 0 2
61 28 12 10 0 7
61 3 8 4 5 3
61 23 8 14 5 10
61 5 4 2 4 2
61 2 10 10 6 7
61 27 12 1 0 9
61 26 15 1 0 11
61 19 10 1 0 7
81 19 1 28 0 20
81 26 1 25 0 18
81 27 1 12 0 9
81 5 2 12 5 9
81 3 4 20 6 14
81 28 10 11 1 8
81 21 1 14 3 10
81 9 1 22 7 16
81 8 12 24 8 17
81 1 4 27 7 19
81 4 2 17 7 12
81 22 2 21 5 15
81 29 8 15 6 11
81 15 7 21 8 15
81 13 1 28 6 20
81 16 4 8 8 6
81 2 10 10 7 7
81 18 2 14 1 10
81 10 14 18 6 13
81 12 2 8 3 6
81 30 11 25 4 18
81 14 7 21 6 15
81 17 2 12 5 9
81 7 2 21 7 15
81 24 5 28 5 20
81 20 1 14 6 10
81 6 8 28 6 20
81 11 1 20 2 14
81 25 2 20 4 14
81 23 8 25 6 18
101 2 10 14 8 10
101 19 1 18 0 13
101 26 1 28 0 20
101 27 1 12 0 9
101 5 2 10 5 7
101 3 4 15 6 11
101 28 10 28 2 20
101 21 1 24 3 17
101 9 1 20 7 14
101 8 12 15 9 11
101 1 4 18 8 13
101 4 2 21 7 15
101 22 2 15 5 11
101 29 8 21 6 15
101 15 7 21 9 15
101 13 1 18 6 13
101 16 4 20 9 14
101 18 2 22 1 16
101 10 14 24 7 17
101 12 2 24 4 17
101 30 11 18 5 13
101 14 7 8 7 6
101 17 2 14 5 10
101 7 2 10 7 7
101 24 5 21 5 15
101 20 1 22 6 16
101 6 8 25 6 18
101 11 1 25 2 18
101 25 2 14 4 10
101 23 8 22 6 16
121 11 1 15 2 11
121 6 8 14 7 10
121 20 1 11 6 8
121 24 5 22 6 16
121 7 2 27 8 19
121 17 2 14 5 10
121 14 7 28 8 20
121 30 11 18 5 13
121 12 2 25 4 18
121 10 14 18 8 13
121 16 4 21 9 15
121 13 1 25 6 18
121 15 7 8 9 6
121 29 8 22 7 16
121 22 2 11 5 8
121 4 2 22 8 16
121 1 4 25 8 18
121 8 12 25 10 18
121 9 1 22 7 16
121 2 10 14 8 10
121 19 1 20 0 14
121 26 1 28 0 20
121 27 1 12 0 9
121 5 2 20 5 14
121 3 4 27 7 19
121 28 10 21 3 15
121 21 1 22 3 16
121 18 2 22 1 16
121 25 2 17 5 12
121 23 8 12 7 9
141 11 1 17 2 12
141 6 8 22 7 16
141 20 1 14 6 10
141 24 5 15 6 11
141 7 2 27 8 19
141 17 2 22 6 16
141 14 7 5 8 4
141 30 11 18 6 13
141 12 2 27 4 19
141 10 14 15 9 11
141 16 4 20 10 14
141 13 1 27 6 19
141 15 7 14 9 10
141 29 8 27 8 19
141 22 2 21 6 15
141 4 2 18 8 13
141 1 4 17 9 12
141 8 12 18 11 13
141 9 1 15 7 11
141 2 10 14 9 10
141 19 1 28 0 20
141 26 1 27 0 19
141 27 1 28 0 20
141 5 2 7 6 5
141 3 4 15 7 11
141 28 10 20 3 14
141 21 1 21 3 15
141 18 2 28 2 20
141 25 2 25 5 18
141 23 8 12 7 9
161 14 5 12 9 9
161 11 1 17 2 12
161 6 8 17 8 12
161 20 1 10 6 7
161 24 5 10 6 7
161 7 2 12 8 9
161 17 2 15 6 11
161 30 11 20 7 14
161 12 2 15 4 11
161 10 14 20 9 14
161 16 4 22 10 16
161 13 1 21 6 15
161 15 7 25 10 18
161 29 8 17 9 12
161 22 2 21 6 15
161 4 2 11 9 8
161 1 4 12 9 9
161 8 12 17 12 12
161 9 1 21 7 15
161 2 10 17 10 12
161 19 1 20 0 14
161 26 1 21 0 15
161 27 1 11 0 8
161 5 2 20 6 14
161 3 4 10 8 7
161 28 10 27 4 19
161 21 1 20 3 14
161 18 2 21 2 15
161 25 2 20 6 14
161 23 8 28 8 20
181 23 8 21 9 15
181 28 10 22 5 16
181 3 4 27 8 19
181 5 2 25 6 18
181 27 1 20 0 14
181 26 1 25 0 18
181 19 1 28 0 20
181 2 10 28 10 20
181 9 1 18 7 13
181 8 12 11 13 8
181 1 4 12 9 9
181 4 2 28 9 20
181 22 2 28 6 20
181 29 8 21 9 15
181 15 7 7 10 5
181 13 1 28 6 20
181 16 4 25 10 18
181 10 14 18 10 13
181 12 2 17 5 12
181 30 11 18 8 13
181 17 2 17 6 12
181 7 2 24 8 17
181 24 5 12 7 9
181 20 1 24 6 17
181 6 8 27 9 19
181 11 1 24 2 17
181 14 5 10 9 7
181 21 1 27 3 19
181 18 2 12 2 9
181 25 2 24 6 17
201 8 11 22 14 16
201 15 7 28 11 20
201 23 8 25 9 18
201 28 10 21 6 15
201 3 4 21 8 15
201 5 2 11 6 8
201 27 1 21 0 15
201 26 1 24 0 17
201 19 1 22 0 16
201 2 10 22 11 16
201 9 1 27 7 19
201 1 4 27 10 19
201 4 2 18 9 13
201 22 2 15 6 11
201 29 8 12 9 9
201 13 1 28 6 20
201 16 4 11 10 8
201 10 14 15 11 11
201 12 2 5 5 4
201 30 11 11 9 8
201 17 2 18 7 13
201 7 2 20 9 14
201 24 5 28 7 20
201 20 1 27 6 19
201 6 8 25 9 18
201 11 1 18 2 13
201 14 5 4 9 3
201 21 1 18 3 13
201 18 2 27 2 19
201 25 2 20 6 14
221 14 4 17 9 12
221 30 11 15 10 11
221 8 11 14 15 10
221 15 7 20 11 14
221 23 8 12 10 9
221 28 10 8 7 6
221 3 4 27 9 19
221 5 2 28 7 20
221 27 1 20 0 14
221 26 1 21 0 15
221 19 1 28 0 20
221 2 10 17 11 12
221 9 1 15 7 11
221 1 4 21 10 15
221 4 2 27 9 19
221 22 2 22 6 16
221 29 8 14 9 10
221 13 1 15 6 11
221 16 4 28 11 20
221 10 14 15 12 11
221 12 2 4 5 3
221 17 2 28 7 20
221 7 2 11 9 8
221 24 5 17 7 12
221 20 1 11 6 8
221 6 8 17 10 12
221 11 1 25 2 18
221 21 1 27 3 19
221 18 2 10 3 7
221 25 2 15 7 11
241 21 1 21 3 15
241 11 1 21 2 15
241 6 8 10 10 7
241 20 1 28 6 20
241 24 5 11 8 8
241 7 2 5 9 4
241 17 2 14 7 10
241 12 2 27 5 19
241 10 14 17 13 12
241 16 4 21 11 15
241 13 1 28 6 20
241 29 8 21 10 15
241 22 2 25 6 18
241 4 2 18 9 13
241 1 4 25 10 18
241 9 1 17 7 12
241 2 10 20 12 14
241 19 1 20 0 14
241 26 1 21 0 15
241 5 2 21 7 15
241 3 4 10 9 7
241 23 8 18 11 13
241 15 7 14 12 10
241 8 11 12 16 9
241 30 11 10 11 7
241 14 4 24 10 17
241 28 8 10 8 7
241 18 2 17 3 12
241 25 2 20 7 14
241 27 1 18 0 13
261 30 10 17 11 12
261 21 1 14 3 10
261 11 1 27 2 19
261 6 8 12 11 9
261 20 1 17 6 12
261 24 5 7 8 5
261 7 2 17 9 12
261 17 2 15 7 11
261 12 2 2 5 2
261 10 14 24 14 17
261 16 4 14 11 10
261 13 1 20 6 14
261 29 8 17 10 12
261 22 2 14 7 10
261 4 2 17 10 12
261 1 4 17 10 12
261 9 1 27 7 19
261 2 10 21 13 15
261 19 1 24 0 17
261 26 1 22 0 16
261 5 2 7 7 5
261 3 4 8 9 6
261 23 8 22 11 16
261 15 7 25 12 18
261 8 11 10 17 7
261 14 4 11 10 8
261 28 8 14 8 10
261 18 2 18 3 13
261 25 2 21 7 15
261 27 1 14 0 10
281 8 10 17 18 12
281 12 2 27 5 19
281 30 10 10 11 7
281 21 1 21 3 15
281 11 1 27 2 19
281 6 8 10 11 7
281 20 1 27 6 19
281 24 5 18 8 13
281 7 2 21 9 15
281 17 2 22 8 16
281 10 14 22 15 16
281 16 4 12 11 9
281 13 1 24 6 17
281 29 8 18 11 13
281 22 2 12 7 9
281 4 2 20 10 14
281 1 4 8 11 6
281 9 1 15 7 11
281 2 10 17 13 12
281 19 1 18 0 13
281 26 1 24 0 17
281 5 2 11 7 8
281 3 4 27 9 19
281 23 8 14 11 10
281 15 7 11 13 8
281 14 4 2 11 2
281 28 8 10 8 7
281 18 2 28 3 20
281 25 2 21 7 15
281 27 1 21 0 15
301 25 2 12 8 9
301 28 8 20 9 14
301 15 7 21 13 15
301 23 8 12 12 9
301 3 4 14 10 10
301 5 2 28 7 20
301 26 1 27 0 19
301 19 1 22 0 16
301 2 10 18 13 13
301 9 1 22 7 16
301 1 4 25 11 18
301 4 2 11 10 8
301 22 2 17 7 12
301 29 8 10 11 7
301 13 1 24 6 17
301 16 4 21 12 15
301 10 14 18 16 13
301 17 2 14 8 10
301 7 2 14 10 10
301 24 5 8 9 6
301 20 1 18 6 13
301 6 8 17 11 12
301 11 1 25 2 18
301 21 1 15 3 11
301 12 2 1 5 1
301 8 10 25 19 18
301 30 10 24 12 17
301 14 2 1 11 1
301 27 1 22 0 16
301 18 2 20 3 14
321 14 1 4 11 3
321 12 1 14 5 10
321 25 2 18 8 13
321 28 8 22 9 16
321 15 7 10 13 7
321 23 8 11 12 8
321 3 4 20 10 14
321 5 2 17 8 12
321 26 1 27 0 19
321 19 1 27 0 19
321 2 10 15 14 11
321 9 1 21 7 15
321 1 4 25 11 18
321 4 2 20 10 14
321 22 2 27 7 19
321 29 8 10 11 7
321 13 1 15 6 11
321 16 4 21 12 15
321 10 14 27 17 19
321 17 2 28 8 20
321 7 2 7 10 5
321 24 5 12 9 9
321 20 1 28 6 20
321 6 8 22 12 16
321 11 1 22 2 16
321 21 1 20 3 14
321 8 10 14 19 10
321 30 10 28 12 20
321 27 1 11 0 8
321 18 2 25 4 18
341 14 1 28 11 20
341 12 1 25 5 18
341 25 2 28 8 20
341 28 8 11 9 8
341 15 7 25 13 18
341 23 8 27 12 19
341 3 4 15 10 11
341 5 2 12 8 9
341 26 1 18 0 13
341 19 1 28 0 20
341 2 10 17 15 12
341 9 1 24 7 17
341 1 4 28 11 20
341 4 2 24 10 17
341 22 2 18 7 13
341 29 8 20 12 14
341 13 1 14 6 10
341 16 4 22 12 16
341 10 14 27 17 19
341 17 2 22 8 16
341 7 2 11 10 8
341 24 5 14 9 10
341 20 1 17 6 12
341 6 8 22 12 16
341 11 1 21 2 15
341 21 1 14 3 10
341 8 10 18 19 13
341 30 10 17 12 12
341 27 1 21 0 15
341 18 2 21 4 15
361 27 1 15 0 11
361 30 10 25 13 18
361 8 10 11 19 8
361 21 1 22 3 16
361 11 1 25 2 18
361 6 8 15 13 11
361 20 1 15 6 11
361 24 5 22 9 16
361 7 2 25 10 18
361 17 2 27 8 19
361 10 14 22 18 16
361 16 4 22 12 16
361 13 1 28 6 20
361 29 8 20 12 14
361 22 2 11 7 8
361 4 2 22 10 16
361 1 4 8 12 6
361 9 1 17 7 12
361 2 10 27 15 19
361 19 1 27 0 19
361 26 1 22 0 16
361 5 2 5 8 4
361 3 4 24 10 17
361 23 8 25 13 18
361 15 7 17 13 12
361 28 8 8 10 6
361 25 2 20 8 14
361 12 1 12 5 9
361 14 1 25 11 18
361 18 2 28 4 20
381 28 8 10 10 7
381 27 1 27 0 19
381 30 10 21 14 15
381 8 10 21 20 15
381 21 1 27 3 19
381 11 1 27 2 19
381 6 8 22 13 16
381 20 1 24 6 17
381 24 5 24 10 17
381 7 2 15 10 11
381 17 2 12 9 9
381 10 14 18 18 13
381 16 4 22 12 16
381 13 1 22 6 16
381 29 8 11 13 8
381 22 2 15 7 11
381 4 2 8 11 6
381 1 4 25 12 18
381 9 1 18 7 13
381 2 10 14 16 10
381 19 1 22 0 16
381 26 1 27 0 19
381 5 2 11 8 8
381 3 4 14 10 10
381 23 8 28 13 20
381 15 7 14 14 10
381 25 2 12 8 9
381 12 1 24 5 17
381 14 1 25 11 18
381 18 2 8 4 6
401 28 8 22 11 16
401 27 1 14 0 10
401 30 10 25 14 18
401 8 10 25 20 18
401 21 1 14 3 10
401 11 1 24 2 17
401 6 8 14 14 10
401 20 1 27 6 19
401 24 5 7 10 5
401 7 2 22 10 16
401 17 2 24 9 17
401 10 14 21 18 15
401 16 4 5 12 4
401 13 1 14 6 10
401 29 8 11 14 8
401 22 2 11 8 8
401 4 2 21 11 15
401 1 4 10 12 7
401 9 1 22 7 16
401 2 10 15 17 11
401 19 1 27 0 19
401 26 1 20 0 14
401 5 2 4 8 3
401 3 4 20 11 14
401 23 8 15 14 11
401 15 7 17 14 12
401 25 2 20 9 14
401 12 1 4 5 3
401 14 1 17 11 12
401 18 2 11 4 8
421 14 1 14 11 10
421 12 1 15 5 11
421 25 2 5 9 4
421 15 7 17 14 12
421 23 8 15 14 11
421 3 4 24 11 17
421 5 2 17 8 12
421 26 1 17 0 12
421 2 10 27 17 19
421 9 1 25 7 18
421 1 4 8 12 6
421 4 2 20 11 14
421 22 2 11 8 8
421 29 8 15 14 11
421 13 1 25 6 18
421 16 4 5 13 4
421 10 14 18 19 13
421 17 2 7 9 5
421 7 2 5 11 4
421 24 5 8 10 6
421 20 1 28 6 20
421 6 8 21 14 15
421 11 1 18 2 13
421 21 1 20 3 14
421 8 10 24 20 17
421 30 10 17 15 12
421 28 8 18 12 13
421 18 2 20 4 14
421 19 1 28 0 20
421 27 1 20 0 14
441 14 1 22 11 16
441 12 1 15 5 11
441 25 2 7 9 5
441 15 7 15 15 11
441 23 8 11 15 8
441 3 4 27 11 19
441 5 2 12 8 9
441 26 1 21 0 15
441 2 10 20 18 14
441 9 1 22 7 16
441 1 4 28 12 20
441 4 2 21 11 15
441 22 2 24 8 17
441 29 8 12 14 9
441 13 1 21 6 15
441 16 4 11 13 8
441 10 14 17 20 12
441 17 2 24 9 17
441 7 2 24 11 17
441 24 5 7 10 5
441 20 1 27 6 19
441 6 8 21 14 15
441 11 1 25 2 18
441 21 1 20 3 14
441 8 10 17 21 12
441 30 10 18 16 13
441 28 8 24 12 17
441 18 2 12 5 9
441 19 1 22 0 16
441 27 1 25 0 18
461 14 1 21 11 15
461 12 1 2 5 2
461 25 2 10 9 7
461 15 7 12 15 9
461 23 8 12 15 9
461 3 4 8 11 6
461 5 2 12 8 9
461 26 1 21 0 15
461 2 10 11 18 8
461 9 1 18 7 13
461 1 4 11 13 8
461 4 2 25 11 18
461 22 2 7 8 5
461 29 8 10 14 7
461 13 1 21 6 15
461 16 4 18 13 13
461 10 14 20 21 14
461 17 2 11 9 8
461 7 2 17 11 12
461 24 5 21 11 15
461 20 1 22 6 16
461 6 8 20 15 14
461 11 1 15 2 11
461 21 1 15 3 11
461 8 10 14 22 10
461 30 10 18 17 13
461 28 8 17 13 12
461 18 2 24 5 17
461 19 1 20 0 14
461 27 1 27 0 19
481 18 2 25 5 18
481 28 8 17 13 12
481 30 10 12 18 9
481 8 10 11 23 8
481 21 1 20 3 14
481 6 8 20 15 14
481 24 5 21 11 15
481 7 2 7 11 5
481 10 14 24 22 17
481 16 4 25 13 18
481 13 1 18 6 13
481 29 8 12 15 9
481 22 2 17 8 12
481 4 2 8 11 6
481 1 4 12 13 9
481 9 1 15 7 11
481 2 10 15 19 11
481 26 1 22 0 16
481 5 2 27 9 19
481 3 4 15 11 11
481 23 8 17 16 12
481 15 7 25 16 18
481 25 2 21 9 15
481 12 1 5 5 4
481 14 1 25 11 18
481 19 1 24 0 17
481 27 1 21 0 15
481 11 1 22 2 16
481 20 1 18 6 13
481 17 2 11 9 8
501 18 2 28 5 20
501 28 8 10 13 7
501 30 10 18 18 13
501 8 10 17 24 12
501 21 1 18 3 13
501 6 8 14 16 10
501 24 5 20 11 14
501 7 2 8 11 6
501 10 14 12 23 9
501 16 4 25 13 18
501 13 1 14 6 10
501 29 8 8 15 6
501 22 2 11 8 8
501 4 2 20 11 14
501 1 4 28 13 20
501 9 1 20 7 14
501 2 10 8 20 6
501 26 1 21 0 15
501 5 2 20 9 14
501 3 4 11 12 8
501 23 8 17 16 12
501 15 7 12 16 9
501 25 2 22 9 16
501 12 1 21 5 15
501 14 1 28 11 20
501 19 1 22 0 16
501 27 1 12 0 9
501 11 1 27 2 19
501 20 1 18 6 13
501 17 2 7 10 5
521 2 8 8 20 6
521 10 12 17 24 12
521 29 8 20 16 14
521 18 2 14 5 10
521 28 8 8 13 6
521 30 10 21 18 15
521 8 10 11 25 8
521 21 1 20 3 14
521 6 8 22 16 16
521 24 5 10 11 7
521 7 2 11 11 8
521 16 4 12 14 9
521 13 1 22 6 16
521 22 2 15 8 11
521 4 2 8 12 6
521 1 4 20 13 14
521 9 1 27 7 19
521 26 1 15 0 11
521 5 2 28 9 20
521 3 4 14 12 10
521 23 8 22 16 16
521 15 7 12 17 9
521 25 2 27 10 19
521 12 1 24 5 17
521 14 1 5 11 4
521 19 1 28 0 20
521 27 1 22 0 16
521 11 1 28 2 20
521 20 1 25 6 18
521 17 2 22 10 16
541 14 1 7 11 5
541 12 1 4 5 3
541 15 7 11 17 8
541 23 8 10 17 7
541 3 4 28 12 20
541 9 1 24 7 17
541 1 4 15 13 11
541 4 2 17 12 12
541 22 2 5 8 4
541 13 1 21 6 15
541 7 2 10 11 7
541 24 5 5 12 4
541 6 8 20 16 14
541 8 10 22 26 16
541 30 10 21 19 15
541 29 8 20 16 14
541 10 12 20 25 14
541 2 8 22 20 16
541 28 8 5 14 4
541 11 1 20 2 14
541 20 1 18 6 13
541 17 2 28 10 20
541 27 1 17 0 12
541 19 1 27 0 19
541 25 2 11 10 8
541 5 2 15 9 11
541 26 1 22 0 16
541 16 4 12 14 9
541 21 1 24 3 17
541 18 2 11 5 8
561 28 5 22 14 16
561 24 5 11 12 8
561 14 1 10 11 7
561 12 1 8 5 6
561 15 7 11 17 8
561 23 8 15 17 11
561 3 4 15 12 11
561 9 1 18 7 13
561 1 4 10 14 7
561 4 2 10 12 7
561 22 2 25 8 18
561 13 1 25 6 18
561 7 2 12 11 9
561 6 8 11 17 8
561 8 10 21 26 15
561 30 10 14 19 10
561 29 8 21 16 15
561 10 12 24 26 17
561 2 8 27 21 19
561 11 1 24 2 17
561 20 1 27 6 19
561 17 2 12 10 9
561 27 1 18 0 13
561 19 1 20 0 14
561 25 2 11 10 8
561 5 2 5 9 4
561 26 1 27 0 19
561 16 4 27 14 19
561 21 1 15 3 11
561 18 2 8 5 6
581 28 5 8 14 6
581 24 5 28 12 20
581 14 1 28 11 20
581 12 1 22 5 16
581 15 7 14 17 10
581 23 8 24 17 17
581 3 4 12 12 9
581 9 1 18 7 13
581 1 4 11 14 8
581 4 2 22 12 16
581 22 2 11 9 8
581 13 1 24 6 17
581 7 2 11 11 8
581 6 8 15 17 11
581 8 10 24 26 17
581 30 10 18 19 13
581 29 8 11 17 8
581 10 12 12 26 9
581 2 8 5 22 4
581 11 1 24 2 17
581 20 1 27 6 19
581 17 2 8 10 6
581 27 1 15 0 11
581 19 1 21 0 15
581 25 2 5 10 4
581 5 2 25 9 18
581 26 1 27 0 19
581 16 4 10 14 7
581 21 1 22 3 16
581 18 2 24 5 17
601 29 8 22 17 16
601 30 10 11 20 8
601 8 10 20 26 14
601 6 8 11 18 8
601 7 2 28 11 20
601 22 2 24 9 17
601 4 2 21 12 15
601 1 4 25 14 18
601 9 1 22 7 16
601 3 4 10 13 7
601 23 8 8 18 6
601 15 7 11 17 8
601 14 1 11 11 8
601 24 5 10 12 7
601 28 5 21 15 15
601 10 12 28 27 20
601 27 1 18 0 13
601 19 1 27 0 19
601 25 2 25 10 18
601 5 2 10 9 7
601 26 1 20 0 14
601 16 4 18 14 13
601 21 1 18 3 13
601 18 2 12 6 9
601 17 2 8 10 6
601 20 1 21 6 15
601 11 1 22 2 16
601 13 1 14 6 10
601 12 1 25 5 18
601 2 5 28 22 20
621 23 8 27 18 19
621 29 8 21 18 15
621 30 10 8 21 6
621 8 10 24 27 17
621 6 8 28 18 20
621 7 2 11 12 8
621 22 2 17 9 12
621 4 2 25 12 18
621 1 4 18 14 13
621 9 1 20 7 14
621 3 4 8 13 6
621 15 7 12 18 9
621 14 1 10 11 7
621 24 5 27 13 19
621 28 5 8 15 6
621 10 12 11 27 8
621 27 1 24 0 17
621 19 1 28 0 20
621 25 2 20 10 14
621 5 2 11 9 8
621 26 1 17 0 12
621 16 4 18 14 13
621 21 1 14 3 10
621 18 2 28 6 20
621 17 2 18 10 13
621 20 1 17 6 12
621 11 1 22 2 16
621 13 1 22 6 16
621 12 1 11 5 8
621 2 5 14 23 10
641 10 11 21 27 15
641 30 8 25 21 18
641 23 8 20 19 14
641 29 8 24 19 17
641 8 10 17 27 12
641 6 8 17 19 12
641 7 2 5 12 4
641 22 2 24 9 17
641 4 2 27 12 19
641 1 4 27 14 19
641 9 1 27 7 19
641 3 4 17 13 12
641 15 7 7 18 5
641 14 1 2 11 2
641 24 5 20 13 14
641 28 5 28 16 20
641 27 1 14 0 10
641 19 1 22 0 16
641 25 2 7 10 5
641 5 2 14 9 10
641 26 1 25 0 18
641 16 4 24 14 17
641 21 1 14 3 10
641 18 2 25 6 18
641 17 2 5 10 4
641 20 1 22 6 16
641 11 1 24 2 17
641 13 1 27 6 19
641 12 1 4 5 3
641 2 5 7 24 5
661 18 2 11 6 8
661 21 1 20 3 14
661 16 4 2 15 2
661 26 1 15 0 11
661 25 2 14 10 10
661 28 5 7 17 5
661 24 5 24 13 17
661 14 1 28 11 20
661 9 1 24 7 17
661 1 4 27 15 19
661 4 2 18 13 13
661 22 2 8 9 6
661 7 2 21 12 15
661 6 8 27 19 19
661 29 8 8 19 6
661 23 8 27 19 19
661 30 8 17 22 12
661 10 11 11 28 8
661 15 7 7 18 5
661 17 2 22 10 16
661 20 1 12 6 9
661 11 1 25 2 18
661 13 1 28 6 20
661 12 1 14 5 10
661 2 5 21 24 15
661 5 2 12 10 9
661 19 1 25 0 18
661 27 1 18 0 13
661 3 4 2 13 2
661 8 10 24 27 17
681 3 2 7 13 5
681 16 2 28 15 20
681 15 7 18 19 13
681 10 11 21 29 15
681 29 8 14 19 10
681 18 2 11 6 8
681 21 1 20 3 14
681 26 1 27 0 19
681 25 2 4 10 3
681 28 5 20 17 14
681 24 5 18 13 13
681 14 1 7 11 5
681 9 1 15 7 11
681 1 4 10 15 7
681 4 2 24 13 17
681 22 2 12 9 9
681 7 2 15 12 11
681 6 8 12 19 9
681 23 8 15 20 11
681 30 8 27 23 19
681 17 2 21 11 15
681 20 1 14 6 10
681 11 1 21 2 15
681 13 1 22 6 16
681 12 1 22 5 16
681 2 5 12 25 9
681 5 2 12 10 9
681 19 1 22 0 16
681 27 1 17 0 12
681 8 10 20 28 14
701 3 2 2 13 2
701 16 2 20 15 14
701 15 7 25 19 18
701 10 11 10 30 7
701 29 8 22 19 16
701 18 2 24 6 17
701 21 1 28 3 20
701 26 1 28 0 20
701 25 2 10 11 7
701 28 5 5 17 4
701 24 5 18 14 13
701 14 1 21 11 15
701 9 1 21 7 15
701 1 4 15 15 11
701 4 2 12 13 9
701 22 2 8 9 6
701 7 2 10 12 7
701 6 8 15 20 11
701 23 8 12 20 9
701 30 8 12 24 9
701 17 2 20 11 14
701 20 1 28 6 20
701 11 1 22 2 16
701 13 1 21 6 15
701 12 1 22 5 16
701 2 5 4 25 3
701 5 2 5 10 4
701 19 1 21 0 15
701 27 1 25 0 18
701 8 10 12 29 9
721 17 2 21 11 15
721 30 8 17 25 12
721 23 8 8 21 6
721 6 8 18 20 13
721 7 2 28 12 20
721 22 2 5 9 4
721 4 2 5 13 4
721 1 4 22 15 16
721 9 1 24 7 17
721 14 1 17 11 12
721 24 5 28 14 20
721 26 1 17 0 12
721 29 8 21 20 15
721 15 7 5 20 4
721 16 2 11 15 8
721 28 5 22 17 16
721 2 4 11 25 8
721 3 2 12 14 9
721 5 2 5 10 4
721 19 1 24 0 17
721 27 1 20 0 14
721 8 10 14 30 10
721 12 1 24 5 17
721 13 1 24 6 17
721 11 1 22 2 16
721 20 1 27 6 19
721 25 2 15 11 11
721 21 1 20 3 14
721 18 2 7 6 5
721 10 10 12 31 9
741 15 5 21 20 15
741 23 8 8 21 6
741 17 2 28 11 20
741 30 8 24 25 17
741 6 8 14 21 10
741 7 2 12 12 9
741 22 2 14 9 10
741 4 2 5 13 4
741 1 4 7 15 5
741 9 1 18 7 13
741 14 1 10 11 7
741 24 5 4 14 3
741 26 1 18 0 13
741 29 8 15 20 11
741 16 2 1 15 1
741 28 5 27 17 19
741 2 4 21 25 15
741 3 2 11 14 8
741 5 2 28 10 20
741 19 1 24 0 17
741 27 1 12 0 9
741 8 10 15 31 11
741 12 1 21 5 15
741 13 1 27 6 19
741 11 1 22 2 16
741 20 1 28 6 20
741 25 2 5 11 4
741 21 1 15 3 11
741 18 2 22 6 16
741 10 10 10 31 7
761 16 1 27 15 19
761 24 4 4 14 3
761 10 10 25 32 18
761 23 8 21 21 15
761 15 5 25 21 18
761 17 2 14 11 10
761 30 8 17 25 12
761 6 8 15 21 11
761 7 2 20 12 14
761 22 2 12 9 9
761 4 2 22 13 16
761 1 4 2 15 2
761 9 1 25 7 18
761 14 1 25 11 18
761 26 1 25 0 18
761 29 8 15 21 11
761 28 5 4 18 3
761 2 4 14 25 10
