IT_NO ID WAGE HOUSING_VALUE LIQUIDITY
16 403 5.000000 500.000000 10.636148
16 406 5.000000 500.000000 10.636148
16 407 5.000000 500.000000 10.636148
16 408 5.000000 500.000000 11.758840
16 410 5.000000 500.000000 11.758840
16 411 5.000000 500.000000 10.636148
16 412 5.000000 500.000000 10.636148
16 413 5.000000 500.000000 10.636148
16 414 5.000000 500.000000 10.636148
16 415 5.000000 500.000000 10.636148
16 419 5.000000 500.000000 10.636148
16 423 5.000000 500.000000 10.636148
16 424 5.000000 500.000000 10.636148
16 428 5.000000 500.000000 10.636148
16 430 5.000000 500.000000 10.636148
16 431 5.000000 500.000000 11.758840
16 433 5.000000 500.000000 11.758840
16 434 5.000000 500.000000 10.636148
16 435 5.000000 500.000000 11.758840
16 439 5.000000 500.000000 10.636148
16 442 5.000000 500.000000 10.636148
16 443 5.000000 500.000000 10.636148
16 448 5.000000 500.000000 10.636148
16 450 5.000000 500.000000 10.636148
16 451 5.000000 500.000000 10.636148
16 452 5.000000 500.000000 10.636148
16 453 5.000000 500.000000 10.636148
16 454 5.000000 500.000000 10.636148
16 455 5.000000 500.000000 10.636148
16 457 5.000000 500.000000 10.636148
16 458 5.000000 500.000000 10.636148
16 459 5.000000 500.000000 10.636148
16 462 5.000000 500.000000 10.636148
16 465 5.000000 500.000000 10.636148
16 466 5.000000 500.000000 10.636148
16 467 5.000000 500.000000 10.636148
16 468 5.000000 500.000000 12.881532
16 469 5.000000 500.000000 10.636148
16 471 5.000000 500.000000 10.636148
16 473 5.000000 500.000000 10.636148
16 474 5.000000 500.000000 10.636148
16 475 5.000000 500.000000 10.636148
16 476 5.000000 500.000000 10.636148
16 477 5.000000 500.000000 10.636148
16 481 5.000000 500.000000 10.636148
16 482 5.000000 500.000000 11.758840
16 484 5.000000 500.000000 10.636148
16 485 5.000000 500.000000 11.758840
16 486 5.000000 500.000000 10.636148
16 487 5.000000 500.000000 10.636148
16 489 5.000000 500.000000 10.636148
16 490 5.000000 500.000000 10.636148
16 491 5.000000 500.000000 10.636148
16 492 5.000000 500.000000 10.636148
16 493 5.000000 500.000000 10.636148
16 494 5.000000 500.000000 10.636148
16 496 5.000000 500.000000 10.636148
16 499 5.000000 500.000000 10.636148
16 500 5.000000 500.000000 10.636148
16 501 5.000000 500.000000 10.636148
16 504 5.000000 500.000000 10.636148
16 505 5.000000 500.000000 10.636148
16 506 5.000000 500.000000 10.636148
16 508 5.000000 500.000000 11.758840
16 511 5.000000 500.000000 10.636148
16 512 5.000000 500.000000 11.758840
16 515 5.000000 500.000000 10.636148
16 516 5.000000 500.000000 10.636148
16 519 5.000000 500.000000 10.636148
16 522 5.000000 500.000000 10.636148
16 523 5.000000 500.000000 10.636148
16 524 5.000000 500.000000 10.636148
16 525 5.000000 500.000000 10.636148
16 526 5.000000 500.000000 10.636148
16 528 5.000000 500.000000 10.636148
16 529 5.000000 500.000000 10.636148
16 532 5.000000 500.000000 10.636148
16 534 5.000000 500.000000 10.636148
16 535 5.000000 500.000000 12.881532
16 536 5.000000 500.000000 11.758840
16 537 5.000000 500.000000 10.636148
16 539 5.000000 500.000000 10.636148
16 541 5.000000 500.000000 10.636148
16 542 5.000000 500.000000 11.758840
16 543 5.000000 500.000000 10.636148
16 545 5.000000 500.000000 10.636148
16 546 5.000000 500.000000 10.636148
16 547 5.000000 500.000000 11.758840
16 548 5.000000 500.000000 10.636148
16 549 5.000000 500.000000 10.636148
16 551 5.000000 500.000000 10.636148
16 553 5.000000 500.000000 10.636148
16 554 5.000000 500.000000 10.636148
16 555 5.000000 500.000000 10.636148
16 558 5.000000 500.000000 11.758840
16 559 5.000000 500.000000 10.636148
16 560 5.000000 500.000000 11.758840
16 561 5.000000 500.000000 10.636148
16 562 5.000000 500.000000 10.636148
16 565 5.000000 500.000000 10.636148
16 566 5.000000 500.000000 11.758840
16 567 5.000000 500.000000 10.636148
16 568 5.000000 500.000000 10.636148
16 570 5.000000 500.000000 10.636148
16 571 5.000000 500.000000 10.636148
16 572 5.000000 500.000000 10.636148
16 573 5.000000 500.000000 10.636148
16 576 5.000000 500.000000 10.636148
16 577 5.000000 500.000000 11.758840
16 578 5.000000 500.000000 10.636148
16 579 5.000000 500.000000 10.636148
16 582 5.000000 500.000000 10.636148
16 583 5.000000 500.000000 10.636148
16 584 5.000000 500.000000 11.758840
16 585 5.000000 500.000000 11.758840
16 586 5.000000 500.000000 10.636148
16 587 5.000000 500.000000 10.636148
16 588 5.000000 500.000000 10.636148
16 589 5.000000 500.000000 10.636148
16 590 5.000000 500.000000 10.636148
16 591 5.000000 500.000000 10.636148
16 592 5.000000 500.000000 10.636148
16 593 5.000000 500.000000 10.636148
16 595 5.000000 500.000000 10.636148
16 596 5.000000 500.000000 10.636148
16 597 5.000000 500.000000 10.636148
16 600 5.000000 500.000000 10.636148
16 601 5.000000 500.000000 10.636148
16 602 5.000000 500.000000 10.636148
16 603 5.000000 500.000000 10.636148
16 604 5.000000 500.000000 10.636148
16 605 5.000000 500.000000 10.636148
16 606 5.000000 500.000000 10.636148
16 607 5.000000 500.000000 11.758840
16 608 5.000000 500.000000 11.758840
16 612 5.000000 500.000000 11.758840
16 614 5.000000 500.000000 10.636148
16 615 5.000000 500.000000 11.758840
16 616 5.000000 500.000000 10.636148
16 617 5.000000 500.000000 11.758840
16 619 5.000000 500.000000 10.636148
16 620 5.000000 500.000000 10.636148
16 622 5.000000 500.000000 10.636148
16 623 5.000000 500.000000 11.758840
16 625 5.000000 500.000000 10.636148
16 628 5.000000 500.000000 10.636148
16 633 5.000000 500.000000 10.636148
16 635 5.000000 500.000000 10.636148
16 636 5.000000 500.000000 10.636148
16 637 5.000000 500.000000 10.636148
16 638 5.000000 500.000000 10.636148
16 639 5.000000 500.000000 11.758840
16 640 5.000000 500.000000 10.636148
16 641 5.000000 500.000000 10.636148
16 643 5.000000 500.000000 11.758840
16 644 5.000000 500.000000 10.636148
16 645 5.000000 500.000000 10.636148
16 646 5.000000 500.000000 10.636148
16 647 5.000000 500.000000 10.636148
16 650 5.000000 500.000000 11.758840
16 651 5.000000 500.000000 10.636148
16 653 5.000000 500.000000 10.636148
16 654 5.000000 500.000000 10.636148
16 655 5.000000 500.000000 10.636148
16 656 5.000000 500.000000 11.758840
16 658 5.000000 500.000000 10.636148
16 660 5.000000 500.000000 10.636148
16 662 5.000000 500.000000 10.636148
16 663 5.000000 500.000000 10.636148
16 664 5.000000 500.000000 10.636148
16 665 5.000000 500.000000 10.636148
16 667 5.000000 500.000000 12.881532
16 669 5.000000 500.000000 10.636148
16 670 5.000000 500.000000 10.636148
16 671 5.000000 500.000000 10.636148
16 673 5.000000 500.000000 10.636148
16 674 5.000000 500.000000 10.636148
16 675 5.000000 500.000000 10.636148
16 676 5.000000 500.000000 10.636148
16 678 5.000000 500.000000 10.636148
16 679 5.000000 500.000000 11.758840
16 680 5.000000 500.000000 10.636148
16 681 5.000000 500.000000 10.636148
16 682 5.000000 500.000000 10.636148
16 684 5.000000 500.000000 10.636148
16 685 5.000000 500.000000 10.636148
16 686 5.000000 500.000000 10.636148
16 687 5.000000 500.000000 10.636148
16 689 5.000000 500.000000 10.636148
16 690 5.000000 500.000000 10.636148
16 691 5.000000 500.000000 10.636148
16 693 5.000000 500.000000 11.758840
16 694 5.000000 500.000000 10.636148
16 696 5.000000 500.000000 10.636148
16 697 5.000000 500.000000 11.758840
16 698 5.000000 500.000000 10.636148
16 699 5.000000 500.000000 10.636148
16 701 5.000000 500.000000 10.636148
16 702 5.000000 500.000000 11.758840
16 703 5.000000 500.000000 10.636148
16 705 5.000000 500.000000 10.636148
16 706 5.000000 500.000000 11.758840
16 707 5.000000 500.000000 11.758840
16 708 5.000000 500.000000 10.636148
16 709 5.000000 500.000000 10.636148
16 710 5.000000 500.000000 10.636148
16 712 5.000000 500.000000 10.636148
16 713 5.000000 500.000000 10.636148
16 715 5.000000 500.000000 10.636148
16 716 5.000000 500.000000 11.758840
16 718 5.000000 500.000000 10.636148
16 719 5.000000 500.000000 10.636148
16 721 5.000000 500.000000 10.636148
16 722 5.000000 500.000000 10.636148
16 725 5.000000 500.000000 11.758840
16 727 5.000000 500.000000 10.636148
16 728 5.000000 500.000000 10.636148
16 731 5.000000 500.000000 10.636148
16 732 5.000000 500.000000 11.758840
16 733 5.000000 500.000000 10.636148
16 736 5.000000 500.000000 10.636148
16 737 5.000000 500.000000 10.636148
16 738 5.000000 500.000000 10.636148
16 739 5.000000 500.000000 10.636148
16 741 5.000000 500.000000 10.636148
16 743 0.000000 500.000000 -1.048934
16 822 0.000000 500.000000 -1.048934
16 820 0.000000 500.000000 -1.048934
16 819 0.000000 500.000000 -1.048934
16 817 0.000000 500.000000 -1.048934
16 816 0.000000 500.000000 -1.048934
16 815 0.000000 500.000000 -1.048934
16 812 0.000000 500.000000 -1.048934
16 811 0.000000 500.000000 -1.048934
16 810 0.000000 500.000000 -1.048934
16 809 0.000000 500.000000 -1.048934
16 808 0.000000 500.000000 -1.048934
16 807 0.000000 500.000000 -1.048934
16 806 0.000000 500.000000 -1.048934
16 805 0.000000 500.000000 -1.048934
16 804 0.000000 500.000000 -1.048934
16 803 0.000000 500.000000 -1.048934
16 802 0.000000 500.000000 -1.048934
16 801 0.000000 500.000000 -1.048934
16 799 0.000000 500.000000 -1.048934
16 798 0.000000 500.000000 -1.048934
16 797 0.000000 500.000000 -1.048934
16 794 0.000000 500.000000 -1.048934
16 793 0.000000 500.000000 -1.048934
16 792 0.000000 500.000000 -1.048934
16 789 0.000000 500.000000 -1.048934
16 788 0.000000 500.000000 -1.048934
16 786 0.000000 500.000000 -1.048934
16 785 0.000000 500.000000 -1.048934
16 783 0.000000 500.000000 -1.048934
16 781 0.000000 500.000000 -1.048934
16 780 0.000000 500.000000 -1.048934
16 778 0.000000 500.000000 -1.048934
16 777 0.000000 500.000000 -1.048934
16 776 0.000000 500.000000 -1.048934
16 775 0.000000 500.000000 -1.048934
16 774 0.000000 500.000000 -1.048934
16 773 0.000000 500.000000 -1.048934
16 771 0.000000 500.000000 -1.048934
16 769 0.000000 500.000000 -1.048934
16 768 0.000000 500.000000 -1.048934
16 766 0.000000 500.000000 -1.048934
16 765 0.000000 500.000000 -1.048934
16 764 0.000000 500.000000 -1.048934
16 763 0.000000 500.000000 -1.048934
16 762 0.000000 500.000000 -1.048934
16 761 0.000000 500.000000 -1.048934
16 760 0.000000 500.000000 -1.048934
16 758 0.000000 500.000000 -1.048934
16 757 0.000000 500.000000 -1.048934
16 756 0.000000 500.000000 -1.048934
16 755 0.000000 500.000000 -1.048934
16 753 0.000000 500.000000 -1.048934
16 752 0.000000 500.000000 -1.048934
16 748 0.000000 500.000000 -1.048934
16 745 0.000000 500.000000 -1.048934
16 749 0.000000 500.000000 50.000000
16 767 0.000000 500.000000 50.000000
16 744 0.000000 500.000000 -0.497083
16 759 0.000000 500.000000 -0.497083
16 772 0.000000 500.000000 -0.497083
16 782 0.000000 500.000000 -0.497083
16 784 0.000000 500.000000 -0.497083
16 791 0.000000 500.000000 -0.497083
16 813 0.000000 500.000000 -0.497083
16 814 0.000000 500.000000 -0.497083
16 729 5.000000 500.000000 11.194613
16 724 5.000000 500.000000 11.194613
16 717 5.000000 500.000000 11.194613
16 714 5.000000 500.000000 11.194613
16 711 5.000000 500.000000 12.317304
16 700 5.000000 500.000000 11.194613
16 695 5.000000 500.000000 12.317304
16 677 5.000000 500.000000 11.194613
16 668 5.000000 500.000000 11.194613
16 666 5.000000 500.000000 11.194613
16 659 5.000000 500.000000 11.194613
16 657 5.000000 500.000000 11.194613
16 648 5.000000 500.000000 11.194613
16 642 5.000000 500.000000 11.194613
16 631 5.000000 500.000000 12.317304
16 627 5.000000 500.000000 11.194613
16 624 5.000000 500.000000 11.194613
16 618 5.000000 500.000000 11.194613
16 610 5.000000 500.000000 11.194613
16 581 5.000000 500.000000 11.194613
16 580 5.000000 500.000000 11.194613
16 575 5.000000 500.000000 12.317304
16 552 5.000000 500.000000 11.194613
16 550 5.000000 500.000000 11.194613
16 533 5.000000 500.000000 11.194613
16 530 5.000000 500.000000 12.317304
16 518 5.000000 500.000000 11.194613
16 517 5.000000 500.000000 12.317304
16 502 5.000000 500.000000 11.194613
16 495 5.000000 500.000000 11.194613
16 480 5.000000 500.000000 11.194613
16 479 5.000000 500.000000 11.194613
16 472 5.000000 500.000000 11.194613
16 470 5.000000 500.000000 11.194613
16 463 5.000000 500.000000 11.194613
16 461 5.000000 500.000000 11.194613
16 460 5.000000 500.000000 11.194613
16 456 5.000000 500.000000 11.194613
16 449 5.000000 500.000000 11.194613
16 445 5.000000 500.000000 11.194613
16 444 5.000000 500.000000 11.194613
16 436 5.000000 500.000000 11.194613
16 432 5.000000 500.000000 11.194613
16 421 5.000000 500.000000 11.194613
16 420 5.000000 500.000000 11.194613
16 416 5.000000 500.000000 11.194613
16 405 5.000000 500.000000 12.317304
16 404 5.000000 500.000000 11.194613
16 397 5.000000 500.000000 11.194613
16 394 5.000000 500.000000 11.194613
16 391 5.000000 500.000000 11.194613
16 382 5.000000 500.000000 11.194613
16 376 5.000000 500.000000 12.317304
16 368 5.000000 500.000000 12.317304
16 363 5.000000 500.000000 11.194613
16 357 5.000000 500.000000 11.194613
16 356 5.000000 500.000000 12.317304
16 349 5.000000 500.000000 11.194613
16 318 5.000000 500.000000 12.317304
16 310 5.000000 500.000000 11.194613
16 302 5.000000 500.000000 11.194613
16 301 5.000000 500.000000 11.194613
16 300 5.000000 500.000000 12.317304
16 296 5.000000 500.000000 11.194613
16 292 5.000000 500.000000 12.317304
16 287 5.000000 500.000000 11.194613
16 285 5.000000 500.000000 11.194613
16 282 5.000000 500.000000 11.194613
16 279 5.000000 500.000000 11.194613
16 275 5.000000 500.000000 11.194613
16 270 5.000000 500.000000 12.317304
16 268 5.000000 500.000000 11.194613
16 255 5.000000 500.000000 11.194613
16 246 5.000000 500.000000 12.317304
16 241 5.000000 500.000000 11.194613
16 240 5.000000 500.000000 11.194613
16 232 5.000000 500.000000 11.194613
16 226 5.000000 500.000000 11.194613
16 220 5.000000 500.000000 11.194613
16 216 5.000000 500.000000 11.194613
16 209 5.000000 500.000000 11.194613
16 196 5.000000 500.000000 11.194613
16 190 5.000000 500.000000 11.194613
16 184 5.000000 500.000000 11.194613
16 175 5.000000 500.000000 11.194613
16 170 5.000000 500.000000 11.194613
16 166 5.000000 500.000000 11.194613
16 165 5.000000 500.000000 11.194613
16 155 5.000000 500.000000 11.194613
16 148 5.000000 500.000000 11.194613
16 147 5.000000 500.000000 12.317304
16 144 5.000000 500.000000 13.439996
16 141 5.000000 500.000000 12.317304
16 138 5.000000 500.000000 11.194613
16 137 5.000000 500.000000 11.194613
16 136 5.000000 500.000000 11.194613
16 130 5.000000 500.000000 11.194613
16 129 5.000000 500.000000 11.194613
16 125 5.000000 500.000000 11.194613
16 120 5.000000 500.000000 11.194613
16 117 5.000000 500.000000 11.194613
16 112 5.000000 500.000000 12.317304
16 99 5.000000 500.000000 11.194613
16 95 5.000000 500.000000 11.194613
16 94 5.000000 500.000000 11.194613
16 86 5.000000 500.000000 11.194613
16 83 5.000000 500.000000 11.194613
16 77 5.000000 500.000000 12.317304
16 66 5.000000 500.000000 11.194613
16 65 5.000000 500.000000 11.194613
16 56 5.000000 500.000000 11.194613
16 54 5.000000 500.000000 11.194613
16 51 5.000000 500.000000 11.194613
16 50 5.000000 500.000000 11.194613
16 46 5.000000 500.000000 11.194613
16 38 5.000000 500.000000 11.194613
16 31 5.000000 500.000000 11.194613
16 28 5.000000 500.000000 11.194613
16 27 5.000000 500.000000 11.194613
16 29 5.000000 500.000000 -0.280651
16 33 5.000000 500.000000 -0.280651
16 35 5.000000 500.000000 -0.280651
16 41 5.000000 500.000000 -0.280651
16 45 5.000000 500.000000 -0.280651
16 53 5.000000 500.000000 -0.280651
16 57 5.000000 500.000000 -0.280651
16 58 5.000000 500.000000 -0.280651
16 70 5.000000 500.000000 -0.280651
16 72 5.000000 500.000000 -0.280651
16 89 5.000000 500.000000 11.758840
16 91 5.000000 500.000000 -0.280651
16 96 5.000000 500.000000 -0.280651
16 97 5.000000 500.000000 -0.280651
16 101 5.000000 500.000000 -0.280651
16 103 5.000000 500.000000 -0.280651
16 110 5.000000 500.000000 -0.280651
16 118 5.000000 500.000000 -0.280651
16 131 5.000000 500.000000 -0.280651
16 133 5.000000 500.000000 -0.280651
16 140 5.000000 500.000000 -0.280651
16 142 5.000000 500.000000 -0.280651
16 145 5.000000 500.000000 -0.280651
16 146 5.000000 500.000000 -0.280651
16 149 5.000000 500.000000 -0.280651
16 153 5.000000 500.000000 -0.280651
16 162 5.000000 500.000000 -0.280651
16 163 5.000000 500.000000 -0.280651
16 177 5.000000 500.000000 -0.280651
16 187 5.000000 500.000000 -0.280651
16 194 5.000000 500.000000 11.758840
16 197 5.000000 500.000000 -0.280651
16 200 5.000000 500.000000 -0.280651
16 202 5.000000 500.000000 -0.280651
16 215 5.000000 500.000000 -0.280651
16 219 5.000000 500.000000 -0.280651
16 224 5.000000 500.000000 -0.280651
16 227 5.000000 500.000000 -0.280651
16 233 5.000000 500.000000 -0.280651
16 236 5.000000 500.000000 -0.280651
16 244 5.000000 500.000000 -0.280651
16 250 5.000000 500.000000 -0.280651
16 254 5.000000 500.000000 -0.280651
16 257 5.000000 500.000000 -0.280651
16 262 5.000000 500.000000 -0.280651
16 277 5.000000 500.000000 -0.280651
16 289 5.000000 500.000000 -0.280651
16 303 5.000000 500.000000 -0.280651
16 305 5.000000 500.000000 -0.280651
16 308 5.000000 500.000000 11.758840
16 311 5.000000 500.000000 -0.280651
16 331 5.000000 500.000000 -0.280651
16 339 5.000000 500.000000 -0.280651
16 344 5.000000 500.000000 -0.280651
16 348 5.000000 500.000000 -0.280651
16 360 5.000000 500.000000 -0.280651
16 366 5.000000 500.000000 -0.280651
16 370 5.000000 500.000000 -0.280651
16 372 5.000000 500.000000 -0.280651
16 384 5.000000 500.000000 -0.280651
16 385 5.000000 500.000000 -0.280651
16 402 5.000000 500.000000 -0.280651
16 409 5.000000 500.000000 -0.280651
16 417 5.000000 500.000000 10.636148
16 418 5.000000 500.000000 -0.280651
16 422 5.000000 500.000000 -0.280651
16 425 5.000000 500.000000 -0.280651
16 426 5.000000 500.000000 -0.280651
16 427 5.000000 500.000000 -0.280651
16 429 5.000000 500.000000 -0.280651
16 437 5.000000 500.000000 -0.280651
16 438 5.000000 500.000000 -0.280651
16 440 5.000000 500.000000 -0.280651
16 441 5.000000 500.000000 -0.280651
16 446 5.000000 500.000000 -0.280651
16 447 5.000000 500.000000 -0.280651
16 464 5.000000 500.000000 -0.280651
16 478 5.000000 500.000000 -0.280651
16 483 5.000000 500.000000 -0.280651
16 488 5.000000 500.000000 -0.280651
16 497 5.000000 500.000000 -0.280651
16 498 5.000000 500.000000 -0.280651
16 503 5.000000 500.000000 -0.280651
16 507 5.000000 500.000000 11.758840
16 509 5.000000 500.000000 -0.280651
16 510 5.000000 500.000000 -0.280651
16 513 5.000000 500.000000 -0.280651
16 514 5.000000 500.000000 -0.280651
16 520 5.000000 500.000000 -0.280651
16 521 5.000000 500.000000 -0.280651
16 527 5.000000 500.000000 -0.280651
16 531 5.000000 500.000000 -0.280651
16 538 5.000000 500.000000 -0.280651
16 540 5.000000 500.000000 -0.280651
16 544 5.000000 500.000000 -0.280651
16 556 5.000000 500.000000 -0.280651
16 557 5.000000 500.000000 -0.280651
16 563 5.000000 500.000000 -0.280651
16 564 5.000000 500.000000 -0.280651
16 569 5.000000 500.000000 -0.280651
16 574 5.000000 500.000000 -0.280651
16 594 5.000000 500.000000 -0.280651
16 598 5.000000 500.000000 -0.280651
16 599 5.000000 500.000000 -0.280651
16 609 5.000000 500.000000 -0.280651
16 611 5.000000 500.000000 -0.280651
16 613 5.000000 500.000000 -0.280651
16 621 5.000000 500.000000 -0.280651
16 626 5.000000 500.000000 -0.280651
16 629 5.000000 500.000000 -0.280651
16 630 5.000000 500.000000 -0.280651
16 632 5.000000 500.000000 -0.280651
16 634 5.000000 500.000000 -0.280651
16 649 5.000000 500.000000 -0.280651
16 652 5.000000 500.000000 -0.280651
16 661 5.000000 500.000000 -0.280651
16 672 5.000000 500.000000 -0.280651
16 683 5.000000 500.000000 -0.280651
16 688 5.000000 500.000000 -0.280651
16 692 5.000000 500.000000 -0.280651
16 704 5.000000 500.000000 -0.280651
16 720 5.000000 500.000000 -0.280651
16 723 5.000000 500.000000 -0.280651
16 726 5.000000 500.000000 -0.280651
16 730 5.000000 500.000000 -0.280651
16 734 5.000000 500.000000 -0.280651
16 735 5.000000 500.000000 -0.280651
16 740 5.000000 500.000000 -0.280651
16 742 5.000000 500.000000 -0.280651
16 821 0.000000 500.000000 -1.048934
16 818 0.000000 500.000000 -0.330177
16 800 0.000000 500.000000 -0.330177
16 796 0.000000 500.000000 -0.330177
16 795 0.000000 500.000000 -0.330177
16 790 0.000000 500.000000 -0.330177
16 787 0.000000 500.000000 -0.330177
16 779 0.000000 500.000000 -1.048934
16 770 0.000000 500.000000 -0.330177
16 754 0.000000 500.000000 -0.330177
16 751 0.000000 500.000000 -1.048934
16 750 0.000000 500.000000 -0.330177
16 747 0.000000 500.000000 -0.330177
16 746 0.000000 500.000000 -0.330177
17 23 5.000000 500.000000 12.881532
17 24 5.000000 500.000000 10.636148
17 25 5.000000 500.000000 10.636148
17 26 5.000000 500.000000 11.758840
17 30 5.000000 500.000000 10.636148
17 32 5.000000 500.000000 11.758840
17 34 5.000000 500.000000 10.636148
17 36 5.000000 500.000000 10.636148
17 37 5.000000 500.000000 11.758840
17 39 5.000000 500.000000 10.636148
17 40 5.000000 500.000000 10.636148
17 42 5.000000 500.000000 11.758840
17 43 5.000000 500.000000 10.636148
17 44 5.000000 500.000000 10.636148
17 47 5.000000 500.000000 10.636148
17 48 5.000000 500.000000 10.636148
17 49 5.000000 500.000000 11.758840
17 52 5.000000 500.000000 10.636148
17 55 5.000000 500.000000 11.758840
17 59 5.000000 500.000000 11.758840
17 60 5.000000 500.000000 10.636148
17 61 5.000000 500.000000 10.636148
17 62 5.000000 500.000000 10.636148
17 63 5.000000 500.000000 10.636148
17 64 5.000000 500.000000 11.758840
17 67 5.000000 500.000000 10.636148
17 68 5.000000 500.000000 11.758840
17 69 5.000000 500.000000 11.758840
17 71 5.000000 500.000000 10.636148
17 73 5.000000 500.000000 10.636148
17 74 5.000000 500.000000 10.636148
17 75 5.000000 500.000000 11.758840
17 76 5.000000 500.000000 10.636148
17 78 5.000000 500.000000 10.636148
17 79 5.000000 500.000000 11.758840
17 80 5.000000 500.000000 10.636148
17 81 5.000000 500.000000 11.758840
17 82 5.000000 500.000000 10.636148
17 84 5.000000 500.000000 10.636148
17 85 5.000000 500.000000 10.636148
17 87 5.000000 500.000000 10.636148
17 88 5.000000 500.000000 10.636148
17 90 5.000000 500.000000 10.636148
17 92 5.000000 500.000000 11.758840
17 93 5.000000 500.000000 11.758840
17 98 5.000000 500.000000 10.636148
17 100 5.000000 500.000000 10.636148
17 102 5.000000 500.000000 10.636148
17 104 5.000000 500.000000 10.636148
17 105 5.000000 500.000000 10.636148
17 106 5.000000 500.000000 10.636148
17 107 5.000000 500.000000 11.758840
17 108 5.000000 500.000000 10.636148
17 109 5.000000 500.000000 10.636148
17 111 5.000000 500.000000 10.636148
17 113 5.000000 500.000000 10.636148
17 114 5.000000 500.000000 10.636148
17 115 5.000000 500.000000 10.636148
17 116 5.000000 500.000000 10.636148
17 119 5.000000 500.000000 10.636148
17 121 5.000000 500.000000 10.636148
17 122 5.000000 500.000000 11.758840
17 123 5.000000 500.000000 10.636148
17 124 5.000000 500.000000 10.636148
17 126 5.000000 500.000000 11.758840
17 127 5.000000 500.000000 11.758840
17 128 5.000000 500.000000 11.758840
17 132 5.000000 500.000000 10.636148
17 134 5.000000 500.000000 10.636148
17 135 5.000000 500.000000 10.636148
17 139 5.000000 500.000000 11.758840
17 143 5.000000 500.000000 10.636148
17 150 5.000000 500.000000 10.636148
17 151 5.000000 500.000000 10.636148
17 152 5.000000 500.000000 11.758840
17 154 5.000000 500.000000 11.758840
17 156 5.000000 500.000000 10.636148
17 157 5.000000 500.000000 10.636148
17 158 5.000000 500.000000 10.636148
17 159 5.000000 500.000000 10.636148
17 160 5.000000 500.000000 11.758840
17 161 5.000000 500.000000 11.758840
17 164 5.000000 500.000000 10.636148
17 167 5.000000 500.000000 10.636148
17 168 5.000000 500.000000 10.636148
17 169 5.000000 500.000000 10.636148
17 171 5.000000 500.000000 10.636148
17 172 5.000000 500.000000 10.636148
17 173 5.000000 500.000000 10.636148
17 174 5.000000 500.000000 10.636148
17 176 5.000000 500.000000 10.636148
17 178 5.000000 500.000000 11.758840
17 179 5.000000 500.000000 10.636148
17 180 5.000000 500.000000 11.758840
17 181 5.000000 500.000000 10.636148
17 182 5.000000 500.000000 10.636148
17 183 5.000000 500.000000 11.758840
17 185 5.000000 500.000000 10.636148
17 186 5.000000 500.000000 10.636148
17 188 5.000000 500.000000 11.758840
17 189 5.000000 500.000000 10.636148
17 191 5.000000 500.000000 10.636148
17 192 5.000000 500.000000 10.636148
17 193 5.000000 500.000000 10.636148
17 195 5.000000 500.000000 10.636148
17 198 5.000000 500.000000 10.636148
17 199 5.000000 500.000000 10.636148
17 201 5.000000 500.000000 10.636148
17 203 5.000000 500.000000 11.758840
17 204 5.000000 500.000000 10.636148
17 205 5.000000 500.000000 10.636148
17 206 5.000000 500.000000 10.636148
17 207 5.000000 500.000000 10.636148
17 208 5.000000 500.000000 10.636148
17 210 5.000000 500.000000 10.636148
17 211 5.000000 500.000000 11.758840
17 212 5.000000 500.000000 11.758840
17 213 5.000000 500.000000 10.636148
17 214 5.000000 500.000000 10.636148
17 217 5.000000 500.000000 10.636148
17 218 5.000000 500.000000 10.636148
17 221 5.000000 500.000000 10.636148
17 222 5.000000 500.000000 10.636148
17 223 5.000000 500.000000 10.636148
17 225 5.000000 500.000000 10.636148
17 228 5.000000 500.000000 10.636148
17 229 5.000000 500.000000 11.758840
17 230 5.000000 500.000000 10.636148
17 231 5.000000 500.000000 10.636148
17 234 5.000000 500.000000 10.636148
17 235 5.000000 500.000000 10.636148
17 237 5.000000 500.000000 10.636148
17 238 5.000000 500.000000 10.636148
17 239 5.000000 500.000000 10.636148
17 242 5.000000 500.000000 10.636148
17 243 5.000000 500.000000 10.636148
17 245 5.000000 500.000000 11.758840
17 247 5.000000 500.000000 10.636148
17 248 5.000000 500.000000 10.636148
17 249 5.000000 500.000000 10.636148
17 251 5.000000 500.000000 10.636148
17 252 5.000000 500.000000 10.636148
17 253 5.000000 500.000000 10.636148
17 256 5.000000 500.000000 10.636148
17 258 5.000000 500.000000 11.758840
17 259 5.000000 500.000000 11.758840
17 260 5.000000 500.000000 10.636148
17 261 5.000000 500.000000 11.758840
17 263 5.000000 500.000000 11.758840
17 264 5.000000 500.000000 10.636148
17 265 5.000000 500.000000 10.636148
17 266 5.000000 500.000000 10.636148
17 267 5.000000 500.000000 10.636148
17 269 5.000000 500.000000 11.758840
17 271 5.000000 500.000000 10.636148
17 272 5.000000 500.000000 11.758840
17 273 5.000000 500.000000 10.636148
17 274 5.000000 500.000000 10.636148
17 276 5.000000 500.000000 10.636148
17 278 5.000000 500.000000 10.636148
17 280 5.000000 500.000000 11.758840
17 281 5.000000 500.000000 11.758840
17 283 5.000000 500.000000 10.636148
17 284 5.000000 500.000000 11.758840
17 286 5.000000 500.000000 10.636148
17 288 5.000000 500.000000 10.636148
17 290 5.000000 500.000000 10.636148
17 291 5.000000 500.000000 10.636148
17 293 5.000000 500.000000 10.636148
17 294 5.000000 500.000000 11.758840
17 295 5.000000 500.000000 10.636148
