IT_NO ID WAGE_OFFER NO_EMPLOYEES EMPLOYEES_NEEDED SALES INVENTORY PRODUCTION_CURRENT PRODUCTION_PLAN UNIT_GOODS_PRICE
761 11 5.107526 48 48 47000 0 48000 48740 0.005674
761 10 5.107526 46 46 45000 0 46000 46700 0.005653
781 12 5.110026 62 62 58602 8860 62000 55800 0.005669
781 5 5.110026 66 66 63646 354 66000 59400 0.005655
781 15 5.110026 71 71 63118 5882 71000 63900 0.005651
781 7 5.107526 61 61 66298 4700 61000 61589 0.005671
781 9 5.110026 64 64 66337 3715 64000 57600 0.005663
781 4 5.110026 61 61 50926 9074 61000 54900 0.005663
781 13 5.110026 60 60 58368 632 60000 54000 0.005673
781 14 5.110026 62 62 61000 0 62000 63020 0.005661
781 11 5.110026 49 49 48000 0 49000 49760 0.005676
781 10 5.110026 47 47 46000 0 47000 47720 0.005655
781 8 5.110026 62 62 61000 0 62000 63020 0.005655
781 6 5.108280 58 58 62087 23806 58000 52200 0.005663
801 6 5.108280 53 53 57513 24293 53000 47700 0.005667
801 13 5.110026 54 54 54854 5778 54000 48600 0.005679
801 4 5.110026 55 55 60574 9500 55000 49500 0.005667
801 9 5.110026 58 58 67715 0 58000 61297 0.005667
801 15 5.110026 64 64 66518 10364 64000 57600 0.005654
801 5 5.110026 60 60 61251 5103 60000 54000 0.005658
801 12 5.110026 56 56 66946 3914 56000 57797 0.005674
801 7 5.109528 62 62 60310 5390 62000 55800 0.005672
801 14 5.109528 64 64 55165 6835 64000 57600 0.005660
801 11 5.109528 50 50 49000 0 50000 50780 0.005674
801 8 5.109528 64 64 62000 0 64000 64840 0.005653
801 10 5.109528 48 48 47000 0 48000 48740 0.005654
821 14 5.109528 58 58 61448 9387 58000 52200 0.005663
821 4 5.110026 50 50 64500 0 50000 54190 0.005673
821 9 5.110590 62 62 56634 1366 62000 55800 0.005665
821 12 5.110590 58 58 58558 1356 58000 52200 0.005673
821 11 5.110590 51 51 49087 913 51000 45900 0.005674
821 8 5.110590 65 65 64000 0 65000 66080 0.005654
821 10 5.110590 49 49 48000 0 49000 49760 0.005655
821 6 5.108280 48 48 71633 5660 48000 52160 0.005673
821 13 5.110026 49 49 50879 8899 49000 44100 0.005684
821 15 5.110026 58 58 57715 16649 58000 52200 0.005657
821 5 5.110026 54 54 54564 10539 54000 48600 0.005662
821 7 5.109528 56 56 64567 2823 56000 57431 0.005678
841 15 5.110026 53 53 71039 3610 53000 56246 0.005661
841 5 5.110026 49 49 61411 3128 49000 51169 0.005667
841 13 5.110026 45 45 53229 4670 45000 46178 0.005690
841 12 5.110590 53 53 59356 0 53000 55458 0.005678
841 9 5.110590 56 56 63366 0 56000 58740 0.005669
841 14 5.109528 53 53 58986 8401 53000 47700 0.005667
841 4 5.107357 55 55 50000 0 55000 49500 0.005665
841 8 5.107357 67 67 63387 1613 67000 60300 0.005649
841 10 5.107357 50 50 49000 0 50000 50780 0.005650
841 6 5.107357 53 53 53660 0 53000 54205 0.005668
841 7 5.107357 58 58 58823 0 58000 59341 0.005674
841 11 5.110590 46 46 51913 0 46000 48220 0.005680
861 8 5.107357 61 61 68613 0 61000 63894 0.005652
861 4 5.107357 50 50 55000 0 50000 52100 0.005670
861 14 5.109528 48 48 61401 0 48000 51908 0.005672
861 15 5.108768 57 57 56610 0 57000 58054 0.005657
861 13 5.108768 47 47 49670 0 47000 48527 0.005686
861 12 5.108768 56 56 53000 0 56000 56460 0.005673
861 10 5.108768 51 51 50000 0 51000 51800 0.005651
861 7 5.108768 60 60 58000 0 60000 60760 0.005674
861 11 5.108768 49 49 46000 0 49000 49320 0.005674
861 6 5.108768 55 55 53000 0 55000 55660 0.005668
861 9 5.108768 59 59 56000 0 59000 59520 0.005665
861 5 5.108768 52 52 52128 0 52000 53068 0.005663
881 8 5.109821 64 64 61000 0 64000 64620 0.005653
881 4 5.109821 53 53 50000 0 53000 53400 0.005670
881 14 5.109821 52 52 48000 0 52000 52160 0.005669
881 15 5.109821 59 59 57000 0 59000 59740 0.005657
881 13 5.109821 49 49 47000 0 49000 49540 0.005685
881 12 5.109821 57 57 56000 0 57000 57920 0.005673
881 10 5.109821 52 52 51000 0 52000 52820 0.005652
881 7 5.109821 61 61 60000 0 61000 62000 0.005674
881 11 5.109821 50 50 49000 0 50000 50780 0.005674
881 6 5.109821 56 56 55000 0 56000 56900 0.005668
881 9 5.109821 60 60 59000 0 60000 60980 0.005665
881 5 5.109821 54 54 52000 0 54000 54640 0.005663
901 14 5.114937 53 53 51683 317 53000 47700 0.005673
901 15 5.114937 60 60 56988 2012 60000 54000 0.005662
901 13 5.114937 50 50 49000 0 50000 50780 0.005689
901 12 5.114937 58 58 57000 0 58000 58940 0.005678
901 10 5.114937 53 53 52000 0 53000 53840 0.005657
901 7 5.114937 62 62 54542 6458 62000 55800 0.005678
901 11 5.114937 51 51 49994 6 51000 45900 0.005679
901 6 5.114937 57 57 55994 6 57000 51300 0.005673
901 5 5.114937 55 55 53481 519 55000 49500 0.005668
901 9 5.114937 61 61 59581 419 61000 54900 0.005670
901 4 5.114937 54 54 49871 3129 54000 48600 0.005674
901 8 5.114937 65 65 46144 17856 65000 58500 0.005657
921 8 5.114937 59 59 59292 23564 59000 53100 0.005660
921 5 5.114937 50 50 55519 0 50000 52214 0.005672
921 11 5.114937 46 46 51006 0 46000 48021 0.005685
921 7 5.114937 56 56 67498 960 56000 58203 0.005684
921 15 5.114937 54 54 62012 0 54000 56842 0.005666
921 14 5.114937 48 48 53317 0 48000 50129 0.005678
921 12 5.115701 59 59 58000 0 59000 59960 0.005678
921 10 5.115701 54 54 53000 0 54000 54860 0.005657
921 13 5.115701 51 51 50000 0 51000 51800 0.005689
921 6 5.114937 52 52 57006 0 52000 54141 0.005677
921 9 5.114937 55 55 60374 1045 55000 55970 0.005675
921 4 5.114937 49 49 57129 0 49000 51768 0.005679
941 8 5.114937 54 54 82564 0 54000 61364 0.005665
941 11 5.112945 49 49 46000 0 49000 49320 0.005679
941 7 5.112945 59 59 56960 0 59000 59731 0.005679
941 15 5.112945 57 57 54000 0 57000 57480 0.005662
941 14 5.112945 51 51 48000 0 51000 51360 0.005673
941 10 5.112945 55 55 54000 0 55000 55880 0.005654
941 13 5.112945 52 52 51000 0 52000 52820 0.005685
941 6 5.112945 55 55 52000 0 55000 55440 0.005672
941 9 5.112945 56 56 56045 0 56000 57129 0.005672
941 4 5.112945 52 52 49000 0 52000 52380 0.005674
941 12 5.112945 60 60 59000 0 60000 60980 0.005674
941 5 5.112945 53 53 50000 0 53000 53400 0.005667
961 8 5.114483 62 62 54000 0 62000 55800 0.005659
961 11 5.114483 50 50 49000 0 50000 50780 0.005679
961 7 5.114483 60 60 58103 897 60000 54000 0.005680
961 14 5.114483 52 52 51000 0 52000 52820 0.005674
961 10 5.114483 56 56 55000 0 56000 56900 0.005655
961 13 5.114483 53 53 52000 0 53000 53840 0.005685
961 6 5.114483 56 56 55000 0 56000 56900 0.005673
961 9 5.114483 58 58 56000 0 58000 58720 0.005672
961 4 5.114483 53 53 52000 0 53000 53840 0.005675
961 5 5.114483 54 54 53000 0 54000 54860 0.005668
961 12 5.114483 61 61 60000 0 61000 62000 0.005675
961 15 5.114483 58 58 57000 0 58000 58940 0.005663
981 7 5.114483 54 54 53120 7777 54000 48600 0.005685
981 8 5.114483 56 56 45358 16642 56000 50400 0.005662
981 11 5.114081 51 51 45743 4257 51000 45900 0.005678
981 14 5.114081 53 53 52000 0 53000 53840 0.005673
981 10 5.114081 57 57 56000 0 57000 57920 0.005654
981 13 5.114081 54 54 50235 2765 54000 48600 0.005684
981 6 5.114081 57 57 56000 0 57000 57920 0.005672
981 9 5.114081 59 59 47546 10454 59000 53100 0.005671
981 4 5.114081 54 54 52642 358 54000 48600 0.005673
981 5 5.114081 55 55 46259 7741 55000 49500 0.005667
981 12 5.114081 62 62 56252 4748 62000 55800 0.005674
981 15 5.114081 59 59 55777 2223 59000 53100 0.005662
1001 15 5.114081 54 54 48063 13160 54000 48600 0.005664
1001 5 5.114081 50 50 53532 9209 50000 45000 0.005670
1001 4 5.114081 49 49 48255 6103 49000 44100 0.005678
1001 9 5.114081 54 54 52162 17292 54000 48600 0.005674
1001 13 5.114081 49 49 49123 7642 49000 44100 0.005689
1001 11 5.114081 46 46 49866 5391 46000 41400 0.005683
1001 8 5.114483 51 51 49443 23199 51000 45900 0.005665
1001 7 5.114483 49 49 45582 16195 49000 44100 0.005690
1001 10 5.121373 58 58 53052 3948 58000 52200 0.005661
1001 6 5.121373 58 58 50708 6292 58000 52200 0.005678
1001 14 5.121373 54 54 49054 3946 54000 48600 0.005679
1001 12 5.114081 56 56 53944 12804 56000 50400 0.005678
1021 9 5.114081 49 49 42824 28468 49000 44100 0.005678
1021 15 5.114081 49 49 49348 17812 49000 44100 0.005668
1021 5 5.114081 45 45 48871 10338 45000 40500 0.005675
1021 4 5.114081 45 45 52992 2111 45000 46387 0.005683
1021 13 5.114081 45 45 42006 14636 45000 40500 0.005694
1021 11 5.114081 42 42 50098 1293 42000 43490 0.005689
1021 8 5.114483 46 46 53520 20679 46000 41400 0.005669
1021 7 5.114483 45 45 47752 17443 45000 40500 0.005696
1021 10 5.121373 53 53 53197 8751 53000 47700 0.005664
1021 6 5.121373 53 53 46593 17699 53000 47700 0.005682
1021 14 5.121373 49 49 51212 6734 49000 44100 0.005684
1021 12 5.114081 51 51 46059 22745 51000 45900 0.005682
1041 12 5.114081 46 46 46265 27480 46000 41400 0.005688
1041 14 5.121373 45 45 55723 11 45000 47143 0.005689
1041 6 5.121373 48 48 53888 16811 48000 43200 0.005687
1041 10 5.121373 48 48 57067 4684 48000 49345 0.005667
1041 7 5.114483 41 41 53096 9347 41000 42484 0.005703
1041 13 5.114081 41 41 52057 7579 41000 42453 0.005701
1041 9 5.114081 45 45 48709 28759 45000 40500 0.005683
1041 4 5.113489 47 47 47111 0 47000 47964 0.005680
1041 11 5.113489 44 44 43293 0 44000 44724 0.005686
1041 15 5.114081 45 45 50562 16250 45000 40500 0.005671
1041 5 5.114081 41 41 43835 11503 41000 36900 0.005679
1041 8 5.114483 42 42 59685 6994 42000 44837 0.005675
1061 15 5.114081 41 41 50016 11234 41000 36900 0.005676
1061 9 5.114081 41 41 58856 14903 41000 43080 0.005689
1061 6 5.121373 44 44 55572 9239 44000 45390 0.005692
1061 14 5.112653 48 48 45011 0 48000 48302 0.005676
1061 10 5.112653 50 50 52684 0 50000 51590 0.005656
1061 13 5.112653 43 43 48579 0 43000 45087 0.005697
1061 4 5.112653 48 48 47000 0 48000 48740 0.005678
1061 11 5.112653 45 45 44000 0 45000 45680 0.005683
1061 8 5.112653 45 45 48994 0 45000 46778 0.005670
1061 7 5.112653 43 43 50347 0 43000 45476 0.005699
1061 12 5.114081 42 42 57626 15854 42000 37800 0.005694
1061 5 5.114081 37 37 47561 4942 37000 38618 0.005686
1081 9 5.113419 44 44 55903 0 44000 47498 0.005686
1081 14 5.113419 49 49 48000 0 49000 49760 0.005676
1081 12 5.114081 38 38 57854 0 38000 43127 0.005704
1081 15 5.114081 37 37 52234 0 37000 41091 0.005683
1081 6 5.113419 46 46 53239 0 46000 48512 0.005682
1081 10 5.113419 52 52 50000 0 52000 52600 0.005656
1081 13 5.113419 46 46 43000 0 46000 46260 0.005693
1081 4 5.113419 49 49 48000 0 49000 49760 0.005678
1081 11 5.113419 46 46 45000 0 46000 46700 0.005683
1081 8 5.113419 47 47 45000 0 47000 47500 0.005669
1081 7 5.113419 46 46 43000 0 46000 46260 0.005695
1081 5 5.113419 39 39 41942 0 39000 40427 0.005683
1101 9 5.120647 48 48 44000 0 48000 48080 0.005689
1101 14 5.120647 50 50 49000 0 50000 50780 0.005683
1101 12 5.120647 44 44 38000 0 44000 39600 0.005701
1101 15 5.120647 42 42 37000 0 42000 37800 0.005683
1101 6 5.120647 49 49 46000 0 49000 49320 0.005686
1101 10 5.120647 53 53 52000 0 53000 53840 0.005663
1101 13 5.120647 47 47 46000 0 47000 47720 0.005700
1101 4 5.120647 50 50 49000 0 50000 50780 0.005684
1101 11 5.120647 47 47 46000 0 47000 47720 0.005690
1101 7 5.120647 47 47 46000 0 47000 47720 0.005701
1101 5 5.120647 41 41 39000 0 41000 41380 0.005688
1101 8 5.120647 48 48 47000 0 48000 48740 0.005676
1121 15 5.120647 38 38 42000 0 38000 39640 0.005689
1121 12 5.120647 40 40 44000 0 40000 41680 0.005708
1121 9 5.124610 49 49 48000 0 49000 49760 0.005692
1121 14 5.124610 51 51 50000 0 51000 51800 0.005686
1121 6 5.124610 50 50 49000 0 50000 50780 0.005690
1121 10 5.124610 54 54 49103 3897 54000 48600 0.005667
1121 13 5.124610 48 48 47000 0 48000 48740 0.005702
1121 4 5.124610 51 51 49402 598 51000 45900 0.005688
1121 11 5.124610 48 48 45174 1826 48000 43200 0.005693
1121 7 5.124610 48 48 46128 872 48000 43200 0.005704
1121 5 5.124610 42 42 41000 0 42000 42620 0.005691
1121 8 5.124610 49 49 47985 15 49000 44100 0.005679
1141 9 5.127971 50 50 47746 1254 50000 45000 0.005695
1141 7 5.124610 44 44 48872 0 44000 45951 0.005711
1141 4 5.124610 46 46 46674 4924 46000 41400 0.005693
1141 10 5.124610 49 49 53193 4704 49000 44100 0.005670
1141 15 5.127971 40 40 38000 0 40000 40360 0.005694
1141 13 5.127971 49 49 47018 982 49000 44100 0.005705
1141 5 5.127971 43 43 42000 0 43000 43640 0.005693
1141 6 5.127971 51 51 48431 1569 51000 45900 0.005692
1141 14 5.127971 52 52 48195 2805 52000 46800 0.005689
1141 12 5.127971 42 42 40000 0 42000 42400 0.005712
1141 11 5.124610 44 44 49801 25 44000 45157 0.005698
1141 8 5.124610 45 45 46229 2786 45000 40500 0.005683
1161 13 5.127971 45 45 49982 0 45000 46996 0.005711
1161 10 5.124610 45 45 53704 0 45000 47814 0.005673
1161 9 5.127971 45 45 51254 0 45000 47275 0.005701
1161 7 5.126978 46 46 44000 0 46000 46480 0.005710
1161 5 5.126978 44 44 43000 0 44000 44660 0.005691
1161 12 5.126978 43 43 42000 0 43000 43640 0.005709
1161 11 5.126978 46 46 44025 0 46000 46485 0.005698
1161 15 5.126978 41 41 40000 0 41000 41600 0.005691
1161 4 5.124610 42 42 50924 0 42000 44803 0.005699
1161 6 5.127971 46 46 52569 0 46000 48365 0.005698
1161 14 5.127971 47 47 54805 0 47000 49657 0.005694
1161 8 5.124610 41 41 47786 0 41000 43312 0.005688
1181 13 5.125935 47 47 45000 0 47000 47500 0.005705
1181 10 5.125935 48 48 45000 0 48000 48300 0.005672
1181 9 5.125935 48 48 45000 0 48000 48300 0.005695
1181 7 5.125935 47 47 46000 0 47000 47720 0.005707
1181 5 5.125935 45 45 44000 0 45000 45680 0.005689
1181 12 5.125935 44 44 43000 0 44000 44660 0.005707
1181 11 5.125935 47 47 46000 0 47000 47720 0.005696
1181 15 5.125935 42 42 41000 0 42000 42620 0.005689
1181 4 5.125935 45 45 42000 0 45000 45240 0.005696
1181 6 5.125935 49 49 46000 0 49000 49320 0.005692
1181 14 5.125935 50 50 47000 0 50000 50340 0.005688
1181 8 5.125935 44 44 41000 0 44000 44220 0.005686
1201 12 5.131123 45 45 44000 0 45000 45680 0.005711
1201 13 5.131123 48 48 47000 0 48000 48740 0.005710
1201 10 5.131123 49 49 48000 0 49000 49760 0.005677
1201 9 5.131123 49 49 48000 0 49000 49760 0.005700
1201 7 5.131123 48 48 47000 0 48000 48740 0.005712
1201 5 5.131123 46 46 45000 0 46000 46700 0.005693
1201 11 5.131123 48 48 47000 0 48000 48740 0.005700
1201 4 5.131123 46 46 45000 0 46000 46700 0.005700
1201 6 5.131123 50 50 49000 0 50000 50780 0.005697
1201 14 5.131123 51 51 50000 0 51000 51800 0.005693
1201 8 5.131123 45 45 44000 0 45000 45680 0.005690
1201 15 5.131123 43 43 42000 0 43000 43640 0.005694
1221 12 5.132559 46 46 43143 1857 46000 41400 0.005711
1221 10 5.132559 50 50 48383 617 50000 45000 0.005678
1221 9 5.132559 50 50 46579 2421 50000 45000 0.005700
1221 7 5.132559 49 49 36521 11479 49000 44100 0.005712
1221 5 5.132559 47 47 42253 3747 47000 42300 0.005694
1221 11 5.132559 49 49 37526 10474 49000 44100 0.005700
1221 6 5.132559 51 51 49777 223 51000 45900 0.005697
1221 14 5.132559 52 52 46494 4506 52000 46800 0.005694
1221 15 5.132559 44 44 41470 1530 44000 39600 0.005694
1221 8 5.132559 46 46 39858 5142 46000 41400 0.005691
1221 4 5.132559 47 47 46000 0 47000 47720 0.005701
1221 13 5.132559 49 49 41798 6202 49000 44100 0.005710
1241 7 5.132559 45 45 37537 22942 45000 40500 0.005716
1241 4 5.133342 48 48 47000 0 48000 48740 0.005701
1241 12 5.132559 42 42 41159 6698 42000 37800 0.005716
1241 10 5.132559 45 45 45841 4776 45000 40500 0.005681
1241 9 5.132559 45 45 44107 8314 45000 40500 0.005705
1241 5 5.132559 43 43 43068 7679 43000 38700 0.005698
1241 11 5.132559 45 45 37080 22394 45000 40500 0.005704
1241 6 5.132559 46 46 44550 6673 46000 41400 0.005702
1241 14 5.132559 47 47 44928 11578 47000 42300 0.005698
1241 15 5.132559 40 40 39626 5904 40000 36000 0.005698
1241 8 5.132559 42 42 35540 15602 42000 37800 0.005694
1241 13 5.132559 45 45 37353 17849 45000 40500 0.005714
1261 13 5.132559 41 41 37891 24958 41000 36900 0.005720
1261 8 5.132559 38 38 35752 21850 38000 34200 0.005699
1261 11 5.132559 41 41 36750 30644 41000 36900 0.005709
1261 12 5.132559 38 38 44078 4620 38000 38753 0.005724
1261 7 5.132559 41 41 43219 24723 41000 36900 0.005722
1261 15 5.132559 36 36 43990 1914 36000 37406 0.005704
1261 14 5.132559 43 43 38281 20297 43000 38700 0.005702
1261 6 5.132559 42 42 39191 13482 42000 37800 0.005707
1261 10 5.132559 41 41 47802 1974 41000 42163 0.005685
1261 4 5.126662 49 49 38516 9484 49000 44100 0.005693
1261 9 5.132559 41 41 42512 10802 41000 36900 0.005711
1261 5 5.132559 39 39 44759 5920 39000 35100 0.005703
1281 9 5.132559 37 37 47729 4073 37000 38738 0.005718
1281 4 5.126662 45 45 42284 16200 45000 40500 0.005696
1281 6 5.132559 38 38 40665 14817 38000 34200 0.005713
1281 14 5.132559 39 39 34363 28934 39000 35100 0.005706
1281 7 5.132559 37 37 42972 22751 37000 33300 0.005730
1281 11 5.132559 37 37 42740 28904 37000 33300 0.005716
1281 13 5.132559 37 37 46570 19388 37000 33300 0.005728
1281 10 5.127584 43 43 42974 0 43000 43854 0.005678
1281 15 5.127584 38 38 37914 0 38000 38741 0.005696
1281 12 5.127584 39 39 40099 2521 39000 35100 0.005718
1281 8 5.132559 35 35 48220 11630 35000 36481 0.005704
1281 5 5.132559 36 36 41207 3713 36000 36670 0.005708
1301 13 5.132559 34 34 44314 12074 34000 30600 0.005736
1301 11 5.132559 34 34 39458 26446 34000 30600 0.005722
1301 7 5.132559 34 34 49125 10626 34000 35962 0.005739
1301 10 5.126587 44 44 43000 0 44000 44660 0.005676
1301 5 5.126587 37 37 39713 0 37000 38336 0.005700
1301 8 5.126587 37 37 45209 1421 37000 38499 0.005696
1301 15 5.126587 39 39 38000 0 39000 39560 0.005694
1301 9 5.126587 39 39 38660 2413 39000 35100 0.005709
1301 4 5.126662 41 41 42646 18554 41000 36900 0.005700
1301 6 5.132559 35 35 38151 14666 35000 31500 0.005719
1301 14 5.132559 36 36 36354 31580 36000 32400 0.005711
1301 12 5.127584 36 36 41521 0 36000 37934 0.005724
1321 14 5.132559 33 33 40503 27077 33000 29700 0.005717
1321 11 5.132559 31 31 45221 15225 31000 27900 0.005731
1321 8 5.119710 39 39 38421 0 39000 39652 0.005686
1321 6 5.132559 32 32 41480 8186 32000 33077 0.005726
1321 9 5.126587 36 36 41413 0 36000 37910 0.005715
1321 7 5.119710 36 36 41782 2844 36000 36872 0.005724
1321 5 5.119710 39 39 37000 0 39000 39340 0.005690
1321 15 5.119710 40 40 39000 0 40000 40580 0.005685
1321 12 5.119710 38 38 36000 0 38000 38320 0.005711
1321 10 5.119710 45 45 44000 0 45000 45680 0.005668
1321 13 5.132559 31 31 45509 565 31000 33845 0.005748
1321 4 5.126662 37 37 42074 17480 37000 33300 0.005706
1341 4 5.126662 34 34 48296 6184 34000 36240 0.005714
1341 11 5.132559 28 28 45967 258 28000 31567 0.005745
1341 14 5.132559 30 30 44107 15970 30000 27000 0.005725
1341 8 5.119102 40 40 39000 0 40000 40580 0.005684
1341 6 5.119102 34 34 40186 0 34000 36040 0.005708
1341 9 5.119102 38 38 36000 0 38000 38320 0.005702
1341 7 5.119102 37 37 38844 0 37000 38145 0.005720
1341 5 5.119102 40 40 39000 0 40000 40580 0.005688
1341 15 5.119102 41 41 40000 0 41000 41600 0.005683
1341 12 5.119102 39 39 38000 0 39000 39560 0.005708
1341 10 5.119102 46 46 45000 0 46000 46700 0.005666
1341 13 5.119102 34 34 31565 0 34000 34144 0.005725
1361 14 5.132559 27 27 45970 0 27000 31713 0.005738
1361 11 5.128791 32 32 28258 0 32000 28800 0.005728
1361 8 5.128791 41 41 40000 0 41000 41600 0.005693
1361 9 5.128791 39 39 38000 0 39000 39560 0.005711
1361 7 5.128791 39 39 37000 0 39000 39340 0.005726
1361 5 5.128791 41 41 40000 0 41000 41600 0.005697
1361 12 5.128791 40 40 39000 0 40000 40580 0.005717
1361 10 5.128791 47 47 46000 0 47000 47720 0.005676
1361 13 5.128791 35 35 34000 0 35000 35480 0.005733
1361 15 5.128791 42 42 41000 0 42000 42620 0.005692
1361 6 5.128791 37 37 34000 0 37000 37080 0.005713
1361 4 5.128791 37 37 40184 0 37000 38440 0.005712
1381 14 5.128114 32 32 27000 0 32000 28800 0.005719
1381 11 5.128791 29 29 32000 0 29000 30240 0.005737
1381 5 5.128114 42 42 41000 0 42000 42620 0.005695
1381 12 5.128114 41 41 40000 0 41000 41600 0.005714
1381 10 5.128114 48 48 47000 0 48000 48740 0.005675
1381 13 5.128114 36 36 35000 0 36000 36500 0.005729
1381 15 5.128114 43 43 42000 0 43000 43640 0.005690
1381 6 5.128114 38 38 37000 0 38000 38540 0.005710
1381 4 5.128114 39 39 37000 0 39000 39340 0.005707
1381 7 5.128114 40 40 39000 0 40000 40580 0.005723
1381 9 5.128114 40 40 39000 0 40000 40580 0.005709
1381 8 5.128114 42 42 41000 0 42000 42620 0.005691
1401 14 5.128114 29 29 32000 0 29000 30240 0.005727
1401 11 5.129233 31 31 29000 0 31000 31180 0.005731
1401 5 5.129233 43 43 42000 0 43000 43640 0.005695
1401 12 5.129233 42 42 41000 0 42000 42620 0.005714
1401 10 5.129233 49 49 48000 0 49000 49760 0.005675
1401 13 5.129233 37 37 36000 0 37000 37520 0.005728
1401 15 5.129233 44 44 43000 0 44000 44660 0.005690
1401 6 5.129233 39 39 38000 0 39000 39560 0.005710
1401 4 5.129233 40 40 39000 0 40000 40580 0.005707
1401 7 5.129233 41 41 40000 0 41000 41600 0.005722
1401 9 5.129233 41 41 40000 0 41000 41600 0.005708
1401 8 5.129233 43 43 42000 0 43000 43640 0.005691
1421 11 5.139539 32 32 31000 0 32000 32420 0.005740
1421 12 5.139539 43 43 42000 0 43000 43640 0.005723
1421 10 5.139539 50 50 49000 0 50000 50780 0.005686
1421 13 5.139539 38 38 37000 0 38000 38540 0.005737
1421 15 5.139539 45 45 44000 0 45000 45680 0.005701
1421 6 5.139539 40 40 39000 0 40000 40580 0.005719
1421 4 5.139539 41 41 40000 0 41000 41600 0.005717
1421 7 5.139539 42 42 41000 0 42000 42620 0.005731
1421 9 5.139539 42 42 41000 0 42000 42620 0.005718
1421 8 5.139539 44 44 43000 0 44000 44660 0.005701
1421 5 5.139539 44 44 43000 0 44000 44660 0.005705
1421 14 5.139539 31 31 29000 0 31000 31180 0.005734
1441 12 5.141027 44 44 43000 0 44000 44660 0.005723
1441 10 5.141027 51 51 50000 0 51000 51800 0.005687
1441 13 5.141027 39 39 38000 0 39000 39560 0.005737
1441 6 5.141027 41 41 40000 0 41000 41600 0.005719
1441 4 5.141027 42 42 41000 0 42000 42620 0.005717
1441 7 5.141027 43 43 42000 0 43000 43640 0.005731
1441 9 5.141027 43 43 42000 0 43000 43640 0.005718
1441 14 5.141027 32 32 31000 0 32000 32420 0.005733
1441 5 5.141027 45 45 44000 0 45000 45680 0.005705
1441 8 5.141027 45 45 44000 0 45000 45680 0.005702
1441 15 5.141027 46 46 45000 0 46000 46700 0.005701
1441 11 5.141027 33 33 32000 0 33000 33440 0.005739
1461 12 5.142656 45 45 44000 0 45000 45680 0.005724
1461 10 5.142656 52 52 51000 0 52000 52820 0.005688
1461 13 5.142656 40 40 39000 0 40000 40580 0.005737
1461 6 5.142656 42 42 41000 0 42000 42620 0.005720
1461 4 5.142656 43 43 42000 0 43000 43640 0.005717
1461 7 5.142656 44 44 43000 0 44000 44660 0.005731
1461 9 5.142656 44 44 43000 0 44000 44660 0.005719
1461 14 5.142656 33 33 32000 0 33000 33440 0.005732
1461 8 5.142656 46 46 45000 0 46000 46700 0.005703
1461 15 5.142656 47 47 46000 0 47000 47720 0.005702
1461 11 5.142656 34 34 33000 0 34000 34460 0.005738
1461 5 5.142656 46 46 45000 0 46000 46700 0.005706
1481 12 5.147166 46 46 45000 0 46000 46700 0.005727
1481 10 5.147166 53 53 52000 0 53000 53840 0.005692
1481 13 5.147166 41 41 40000 0 41000 41600 0.005740
1481 6 5.147166 43 43 42000 0 43000 43640 0.005723
1481 7 5.147166 45 45 44000 0 45000 45680 0.005735
1481 9 5.147166 45 45 44000 0 45000 45680 0.005722
1481 14 5.147166 34 34 33000 0 34000 34460 0.005735
1481 8 5.147166 47 47 46000 0 47000 47720 0.005707
1481 15 5.147166 48 48 47000 0 48000 48740 0.005706
1481 11 5.147166 35 35 34000 0 35000 35480 0.005741
1481 5 5.147166 47 47 46000 0 47000 47720 0.005710
1481 4 5.147166 44 44 43000 0 44000 44660 0.005721
1501 12 5.148851 47 47 45094 906 47000 42300 0.005728
1501 10 5.148851 54 54 51324 1676 54000 48600 0.005694
1501 7 5.148851 46 46 45000 0 46000 46700 0.005735
1501 14 5.148851 35 35 34000 0 35000 35480 0.005735
1501 11 5.148851 36 36 35000 0 36000 36500 0.005741
1501 5 5.148851 48 48 47000 0 48000 48740 0.005711
1501 4 5.148851 45 45 44000 0 45000 45680 0.005721
1501 15 5.148851 49 49 48000 0 49000 49760 0.005707
1501 8 5.148851 48 48 47000 0 48000 48740 0.005708
1501 9 5.148851 46 46 45000 0 46000 46700 0.005723
1501 6 5.148851 44 44 43000 0 44000 44660 0.005724
1501 13 5.148851 42 42 41000 0 42000 42620 0.005740
1521 10 5.148851 49 49 48035 7641 49000 44100 0.005696
1521 7 5.149874 47 47 44807 1193 47000 42300 0.005735
1521 11 5.149874 37 37 36000 0 37000 37520 0.005740
1521 5 5.149874 49 49 42036 5964 49000 44100 0.005711
1521 15 5.149874 50 50 42831 6169 50000 45000 0.005707
1521 8 5.149874 49 49 46630 1370 49000 44100 0.005708
1521 9 5.149874 47 47 46000 0 47000 47720 0.005723
1521 6 5.149874 45 45 41158 2842 45000 40500 0.005723
1521 13 5.149874 43 43 40763 1237 43000 38700 0.005739
1521 4 5.149874 46 46 36063 8937 46000 41400 0.005721
1521 14 5.149874 36 36 35000 0 36000 36500 0.005734
1521 12 5.148851 43 43 40415 7491 43000 38700 0.005733
1541 7 5.149874 43 43 36063 12130 43000 38700 0.005740
1541 9 5.150173 48 48 44313 2687 48000 43200 0.005722
1541 14 5.150173 37 37 36000 0 37000 37520 0.005733
1541 11 5.150173 38 38 37000 0 38000 38540 0.005738
