IT_NO ID WAGE_OFFER NO_EMPLOYEES EMPLOYEES_NEEDED SALES INVENTORY PRODUCTION_CURRENT PRODUCTION_PLAN UNIT_GOODS_PRICE
1541 10 5.148851 45 45 42678 13963 45000 40500 0.005699
1541 5 5.149874 45 45 40785 14179 45000 40500 0.005714
1541 15 5.149874 45 45 36759 19410 45000 40500 0.005711
1541 8 5.149874 45 45 43031 7339 45000 40500 0.005711
1541 6 5.149874 41 41 39970 7872 41000 36900 0.005728
1541 13 5.149874 39 39 42796 1441 39000 39615 0.005746
1541 4 5.149874 42 42 43504 11433 42000 37800 0.005725
1541 12 5.148851 39 39 41375 9116 39000 35100 0.005739
1561 15 5.149874 41 41 34409 30001 41000 36900 0.005715
1561 14 5.145332 38 38 37000 0 38000 38540 0.005725
1561 13 5.145332 40 40 35831 4610 40000 36000 0.005740
1561 9 5.150173 44 44 39261 11426 44000 39600 0.005726
1561 5 5.149874 41 41 36045 23134 41000 36900 0.005718
1561 12 5.148851 36 36 41241 6875 36000 32400 0.005746
1561 11 5.145332 39 39 38000 0 39000 39560 0.005731
1561 7 5.149874 39 39 40649 14481 39000 35100 0.005746
1561 10 5.148851 41 41 47261 11702 41000 36900 0.005702
1561 8 5.149874 41 41 47898 4441 41000 41935 0.005716
1561 6 5.149874 37 37 38121 10751 37000 33300 0.005734
1561 4 5.149874 38 38 44363 9070 38000 34200 0.005731
1581 4 5.149874 35 35 39988 7082 35000 31500 0.005738
1581 6 5.149874 34 34 43924 3827 34000 35602 0.005741
1581 10 5.148851 37 37 45895 6807 37000 38098 0.005707
1581 7 5.149874 36 36 35347 18134 36000 32400 0.005753
1581 12 5.148851 33 33 39025 3850 33000 33820 0.005754
1581 5 5.149874 37 37 39685 24449 37000 33300 0.005723
1581 9 5.150173 40 40 44421 11005 40000 36000 0.005732
1581 13 5.145332 36 36 37923 6687 36000 32400 0.005747
1581 15 5.149874 37 37 43489 27512 37000 33300 0.005720
1581 14 5.140794 39 39 38000 0 39000 39560 0.005719
1581 11 5.140794 40 40 38322 678 40000 36000 0.005724
1581 8 5.140794 42 42 44972 469 42000 42547 0.005705
1601 11 5.140794 36 36 40678 0 36000 37749 0.005732
1601 15 5.149874 34 34 37981 26531 34000 30600 0.005726
1601 13 5.145332 33 33 40753 1934 33000 34357 0.005756
1601 9 5.150173 36 36 42163 8842 36000 32400 0.005739
1601 10 5.148837 39 39 43807 0 39000 40837 0.005705
1601 14 5.148837 40 40 39000 0 40000 40580 0.005726
1601 8 5.148837 43 43 42317 152 43000 38700 0.005713
1601 12 5.148837 34 34 36850 0 34000 35307 0.005752
1601 6 5.148837 36 36 37827 0 36000 37121 0.005737
1601 4 5.149874 32 32 40932 1150 32000 33671 0.005745
1601 7 5.149874 33 33 41608 12526 33000 29700 0.005761
1601 5 5.149874 34 34 37089 24360 34000 30600 0.005729
1621 5 5.149874 31 31 48369 9991 31000 33474 0.005736
1621 15 5.149874 31 31 49577 10954 31000 33620 0.005733
1621 11 5.144245 38 38 36000 0 38000 38320 0.005732
1621 7 5.149874 30 30 42912 2614 30000 32321 0.005773
1621 8 5.148837 39 39 43152 0 39000 40693 0.005718
1621 9 5.150173 33 33 44842 0 33000 36265 0.005747
1621 13 5.144245 35 35 34934 0 35000 35685 0.005750
1621 10 5.144245 41 41 39000 0 41000 41380 0.005698
1621 14 5.144245 41 41 40000 0 41000 41600 0.005719
1621 12 5.144245 36 36 34000 0 36000 36280 0.005742
1621 6 5.144245 38 38 36000 0 38000 38320 0.005728
1621 4 5.144245 34 34 33150 0 34000 34493 0.005735
1641 5 5.155218 34 34 40991 0 34000 36218 0.005738
1641 15 5.155218 34 34 41954 0 34000 36429 0.005735
1641 11 5.155218 39 39 38000 0 39000 39560 0.005742
1641 7 5.155218 33 33 32614 0 33000 33575 0.005770
1641 8 5.155218 41 41 39000 0 41000 41380 0.005722
1641 9 5.155218 37 37 33000 0 37000 33300 0.005744
1641 13 5.155218 36 36 35000 0 36000 36500 0.005759
1641 10 5.155218 42 42 41000 0 42000 42620 0.005709
1641 14 5.155218 42 42 41000 0 42000 42620 0.005730
1641 12 5.155218 37 37 36000 0 37000 37520 0.005752
1641 6 5.155218 39 39 38000 0 39000 39560 0.005738
1641 4 5.155218 35 35 34000 0 35000 35480 0.005745
1661 9 5.155218 34 34 37000 0 34000 35340 0.005751
1661 5 5.158983 37 37 34000 0 37000 37080 0.005737
1661 15 5.158983 37 37 34000 0 37000 37080 0.005734
1661 11 5.158983 40 40 39000 0 40000 40580 0.005744
1661 7 5.158983 34 34 33000 0 34000 34460 0.005771
1661 8 5.158983 42 42 41000 0 42000 42620 0.005725
1661 13 5.158983 37 37 36000 0 37000 37520 0.005761
1661 10 5.158983 43 43 42000 0 43000 43640 0.005712
1661 14 5.158983 43 43 42000 0 43000 43640 0.005733
1661 12 5.158983 38 38 37000 0 38000 38540 0.005754
1661 6 5.158983 40 40 39000 0 40000 40580 0.005741
1661 4 5.158983 36 36 35000 0 36000 36500 0.005747
1681 9 5.160929 36 36 34000 0 36000 36280 0.005752
1681 11 5.160929 41 41 40000 0 41000 41600 0.005745
1681 15 5.160929 38 38 37000 0 38000 38540 0.005735
1681 7 5.160929 35 35 34000 0 35000 35480 0.005771
1681 13 5.160929 38 38 37000 0 38000 38540 0.005761
1681 10 5.160929 44 44 43000 0 44000 44660 0.005714
1681 14 5.160929 44 44 43000 0 44000 44660 0.005734
1681 12 5.160929 39 39 38000 0 39000 39560 0.005754
1681 6 5.160929 41 41 40000 0 41000 41600 0.005741
1681 4 5.160929 37 37 36000 0 37000 37520 0.005747
1681 8 5.160929 43 43 42000 0 43000 43640 0.005726
1681 5 5.160929 38 38 37000 0 38000 38540 0.005737
1701 9 5.163489 37 37 36000 0 37000 37520 0.005753
1701 11 5.163489 42 42 41000 0 42000 42620 0.005746
1701 7 5.163489 36 36 35000 0 36000 36500 0.005771
1701 13 5.163489 39 39 38000 0 39000 39560 0.005762
1701 10 5.163489 45 45 44000 0 45000 45680 0.005716
1701 6 5.163489 42 42 41000 0 42000 42620 0.005743
1701 8 5.163489 44 44 43000 0 44000 44660 0.005728
1701 5 5.163489 39 39 38000 0 39000 39560 0.005739
1701 4 5.163489 38 38 37000 0 38000 38540 0.005748
1701 12 5.163489 40 40 39000 0 40000 40580 0.005755
1701 14 5.163489 45 45 44000 0 45000 45680 0.005735
1701 15 5.163489 39 39 38000 0 39000 39560 0.005736
1721 9 5.165732 38 38 37000 0 38000 38540 0.005754
1721 7 5.165732 37 37 36000 0 37000 37520 0.005771
1721 13 5.165732 40 40 39000 0 40000 40580 0.005762
1721 10 5.165732 46 46 45000 0 46000 46700 0.005717
1721 5 5.165732 40 40 39000 0 40000 40580 0.005740
1721 4 5.165732 39 39 38000 0 39000 39560 0.005749
1721 14 5.165732 46 46 45000 0 46000 46700 0.005737
1721 15 5.165732 40 40 39000 0 40000 40580 0.005737
1721 12 5.165732 41 41 40000 0 41000 41600 0.005756
1721 8 5.165732 45 45 44000 0 45000 45680 0.005729
1721 6 5.165732 43 43 42000 0 43000 43640 0.005744
1721 11 5.165732 43 43 42000 0 43000 43640 0.005747
1741 15 5.167562 41 41 40000 0 41000 41600 0.005738
1741 11 5.167562 44 44 43000 0 44000 44660 0.005747
1741 5 5.167562 41 41 40000 0 41000 41600 0.005740
1741 4 5.167562 40 40 39000 0 40000 40580 0.005749
1741 14 5.167562 47 47 46000 0 47000 47720 0.005737
1741 12 5.167562 42 42 41000 0 42000 42620 0.005756
1741 8 5.167562 46 46 45000 0 46000 46700 0.005730
1741 6 5.167562 44 44 43000 0 44000 44660 0.005744
1741 10 5.167562 47 47 46000 0 47000 47720 0.005719
1741 13 5.167562 41 41 40000 0 41000 41600 0.005762
1741 7 5.167562 38 38 37000 0 38000 38540 0.005771
1741 9 5.167562 39 39 38000 0 39000 39560 0.005754
1761 15 5.168670 42 42 39526 1474 42000 37800 0.005738
1761 11 5.168670 45 45 40351 3649 45000 40500 0.005747
1761 5 5.168670 42 42 41000 0 42000 42620 0.005740
1761 4 5.168670 41 41 40000 0 41000 41600 0.005749
1761 14 5.168670 48 48 40515 6485 48000 43200 0.005737
1761 12 5.168670 43 43 41995 5 43000 38700 0.005755
1761 8 5.168670 47 47 40753 5247 47000 42300 0.005730
1761 6 5.168670 45 45 44000 0 45000 45680 0.005744
1761 10 5.168670 48 48 47000 0 48000 48740 0.005719
1761 7 5.168670 39 39 38000 0 39000 39560 0.005770
1761 9 5.168670 40 40 39000 0 40000 40580 0.005753
1761 13 5.168670 42 42 41000 0 42000 42620 0.005761
1781 11 5.168670 41 41 40650 7999 41000 36900 0.005752
1781 15 5.168670 38 38 42982 492 38000 38947 0.005743
1781 5 5.170361 43 43 39008 2992 43000 38700 0.005741
1781 4 5.170361 42 42 41000 0 42000 42620 0.005749
1781 6 5.170361 46 46 44506 494 46000 41400 0.005745
1781 10 5.170361 49 49 44791 3209 49000 44100 0.005720
1781 9 5.170361 41 41 37933 2067 41000 36900 0.005754
1781 13 5.170361 43 43 41716 284 43000 38700 0.005761
1781 7 5.170361 40 40 36158 2842 40000 36000 0.005769
1781 14 5.168670 44 44 45431 9054 44000 39600 0.005741
1781 12 5.168670 39 39 39523 3482 39000 35100 0.005762
1781 8 5.168670 43 43 36905 15342 43000 38700 0.005733
1801 14 5.168670 40 40 41106 11948 40000 36000 0.005746
1801 11 5.168670 37 37 38234 10765 37000 33300 0.005758
1801 15 5.168611 39 39 38492 0 39000 39668 0.005742
1801 8 5.168670 39 39 43546 14796 39000 35100 0.005738
1801 12 5.168670 36 36 42169 313 36000 37202 0.005769
1801 7 5.170361 36 36 36425 6417 36000 32400 0.005777
1801 13 5.170361 39 39 36554 6730 39000 35100 0.005768
1801 10 5.170361 45 45 47420 4789 45000 40500 0.005723
1801 6 5.170361 42 42 45073 1421 42000 42472 0.005750
1801 5 5.170361 39 39 38533 7459 39000 35100 0.005745
1801 4 5.168611 43 43 37097 4903 43000 38700 0.005746
1801 9 5.170361 37 37 40431 2636 37000 37422 0.005760
1821 6 5.172466 43 43 40335 3086 43000 38700 0.005751
1821 9 5.172466 38 38 39636 0 38000 39119 0.005761
1821 12 5.172466 38 38 36313 0 38000 38388 0.005769
1821 15 5.172466 40 40 39000 0 40000 40580 0.005745
1821 14 5.168670 36 36 43359 8589 36000 32400 0.005753
1821 11 5.168670 34 34 37897 9868 34000 30600 0.005765
1821 8 5.168670 36 36 43395 10401 36000 32400 0.005743
1821 7 5.170361 33 33 38765 3652 33000 33787 0.005786
1821 13 5.170361 36 36 39756 5974 36000 32400 0.005775
1821 10 5.170361 41 41 40879 8910 41000 36900 0.005726
1821 5 5.170361 36 36 42263 4196 36000 36833 0.005751
1821 4 5.168611 39 39 36410 11493 39000 35100 0.005750
1841 4 5.168611 36 36 41324 9169 36000 32400 0.005756
1841 10 5.170361 37 37 47062 2848 37000 38727 0.005731
1841 13 5.170361 33 33 35355 6619 33000 29700 0.005782
1841 8 5.168670 33 33 38204 8197 33000 29700 0.005748
1841 11 5.168670 31 31 41653 2215 31000 32909 0.005774
1841 14 5.168670 33 33 38931 5658 33000 33620 0.005760
1841 6 5.172466 39 39 44475 1611 39000 39933 0.005757
1841 9 5.168108 40 40 38000 0 40000 40360 0.005753
1841 12 5.168108 39 39 35181 2819 39000 35100 0.005762
1841 15 5.168108 41 41 38544 1456 41000 36900 0.005739
1841 7 5.168108 34 34 36652 0 34000 35263 0.005781
1841 5 5.168108 37 37 40196 0 37000 38443 0.005747
1861 11 5.170467 33 33 33215 0 33000 33707 0.005771
1861 15 5.168108 37 37 39586 2870 37000 33300 0.005744
1861 12 5.168108 36 36 41819 0 36000 38000 0.005768
1861 8 5.168670 30 30 41197 0 30000 33063 0.005756
1861 13 5.170361 30 30 39442 177 30000 31870 0.005794
1861 4 5.168611 33 33 45169 0 33000 36337 0.005764
1861 10 5.170467 39 39 39848 0 39000 39966 0.005729
1861 6 5.170467 40 40 40611 0 40000 40934 0.005753
1861 9 5.170467 41 41 39933 67 41000 36900 0.005754
1861 7 5.170467 36 36 34000 0 36000 36280 0.005779
1861 5 5.170467 39 39 37000 0 39000 39340 0.005746
1861 14 5.170467 34 34 38658 0 34000 35704 0.005761
1881 9 5.170467 37 37 41067 0 37000 38634 0.005761
1881 15 5.168108 34 34 39870 0 34000 35971 0.005750
1881 11 5.170836 34 34 33000 0 34000 34460 0.005769
1881 8 5.170836 34 34 30000 0 34000 30600 0.005750
1881 13 5.170836 32 32 30177 0 32000 32238 0.005787
1881 4 5.170836 37 37 33000 0 37000 33300 0.005758
1881 10 5.170836 40 40 39000 0 40000 40580 0.005728
1881 6 5.170836 41 41 40000 0 41000 41600 0.005752
1881 7 5.170836 37 37 36000 0 37000 37520 0.005776
1881 5 5.170836 40 40 39000 0 40000 40580 0.005745
1881 14 5.170836 36 36 34000 0 36000 36280 0.005757
1881 12 5.170836 38 38 36000 0 38000 38320 0.005767
1901 4 5.170836 34 34 37000 0 34000 35340 0.005764
1901 9 5.173599 39 39 37000 0 39000 39340 0.005761
1901 11 5.173599 35 35 34000 0 35000 35480 0.005770
1901 10 5.173599 41 41 40000 0 41000 41600 0.005730
1901 6 5.173599 42 42 41000 0 42000 42620 0.005754
1901 7 5.173599 38 38 37000 0 38000 38540 0.005777
1901 12 5.173599 39 39 38000 0 39000 39560 0.005768
1901 14 5.173599 37 37 36000 0 37000 37520 0.005758
1901 5 5.173599 41 41 40000 0 41000 41600 0.005747
1901 13 5.173599 33 33 32000 0 33000 33440 0.005787
1901 15 5.173599 36 36 34000 0 36000 36280 0.005752
1901 8 5.170836 31 31 34000 0 31000 32280 0.005756
1921 11 5.174086 36 36 35000 0 36000 36500 0.005768
1921 12 5.174086 40 40 39000 0 40000 40580 0.005767
1921 9 5.174086 40 40 39000 0 40000 40580 0.005759
1921 10 5.174086 42 42 41000 0 42000 42620 0.005730
1921 6 5.174086 43 43 42000 0 43000 43640 0.005753
1921 14 5.174086 38 38 37000 0 38000 38540 0.005757
1921 5 5.174086 42 42 41000 0 42000 42620 0.005746
1921 13 5.174086 34 34 33000 0 34000 34460 0.005785
1921 15 5.174086 37 37 36000 0 37000 37520 0.005751
1921 8 5.174086 33 33 31000 0 33000 33220 0.005755
1921 7 5.174086 39 39 38000 0 39000 39560 0.005775
1921 4 5.174086 36 36 34000 0 36000 36280 0.005763
1941 11 5.173505 37 37 36000 0 37000 37520 0.005766
1941 12 5.173505 41 41 40000 0 41000 41600 0.005764
1941 9 5.173505 41 41 40000 0 41000 41600 0.005757
1941 10 5.173505 43 43 42000 0 43000 43640 0.005728
1941 6 5.173505 44 44 43000 0 44000 44660 0.005751
1941 5 5.173505 43 43 42000 0 43000 43640 0.005744
1941 13 5.173505 35 35 34000 0 35000 35480 0.005782
1941 15 5.173505 38 38 37000 0 38000 38540 0.005749
1941 8 5.173505 34 34 33000 0 34000 34460 0.005753
1941 7 5.173505 40 40 39000 0 40000 40580 0.005773
1941 4 5.173505 37 37 36000 0 37000 37520 0.005761
1941 14 5.173505 39 39 38000 0 39000 39560 0.005755
1961 11 5.176910 38 38 37000 0 38000 38540 0.005767
1961 12 5.176910 42 42 41000 0 42000 42620 0.005766
1961 9 5.176910 42 42 41000 0 42000 42620 0.005759
1961 10 5.176910 44 44 43000 0 44000 44660 0.005731
1961 6 5.176910 45 45 44000 0 45000 45680 0.005753
1961 5 5.176910 44 44 43000 0 44000 44660 0.005747
1961 13 5.176910 36 36 35000 0 36000 36500 0.005783
1961 15 5.176910 39 39 38000 0 39000 39560 0.005751
1961 8 5.176910 35 35 34000 0 35000 35480 0.005755
1961 7 5.176910 41 41 40000 0 41000 41600 0.005775
1961 4 5.176910 38 38 37000 0 38000 38540 0.005763
1961 14 5.176910 40 40 39000 0 40000 40580 0.005757
1981 5 5.182585 45 45 44000 0 45000 45680 0.005752
1981 14 5.182585 41 41 40000 0 41000 41600 0.005762
1981 11 5.182585 39 39 38000 0 39000 39560 0.005772
1981 12 5.182585 43 43 42000 0 43000 43640 0.005771
1981 9 5.182585 43 43 42000 0 43000 43640 0.005764
1981 10 5.182585 45 45 44000 0 45000 45680 0.005737
1981 15 5.182585 40 40 39000 0 40000 40580 0.005756
1981 7 5.182585 42 42 41000 0 42000 42620 0.005779
1981 4 5.182585 39 39 38000 0 39000 39560 0.005767
1981 8 5.182585 36 36 35000 0 36000 36500 0.005759
1981 13 5.182585 37 37 36000 0 37000 37520 0.005787
1981 6 5.182585 46 46 45000 0 46000 46700 0.005758
2001 5 5.183254 46 46 37318 7682 46000 41400 0.005751
2001 11 5.183254 40 40 38484 516 40000 36000 0.005771
2001 12 5.183254 44 44 40536 2464 44000 39600 0.005770
2001 9 5.183254 44 44 42911 89 44000 39600 0.005763
2001 15 5.183254 41 41 40000 0 41000 41600 0.005755
2001 7 5.183254 43 43 39536 2464 43000 38700 0.005778
2001 4 5.183254 40 40 39000 0 40000 40580 0.005766
2001 8 5.183254 37 37 36000 0 37000 37520 0.005758
2001 13 5.183254 38 38 33469 3531 38000 34200 0.005786
2001 6 5.183254 47 47 37066 8934 47000 42300 0.005758
2001 10 5.183254 46 46 45000 0 46000 46700 0.005737
2001 14 5.183254 42 42 41000 0 42000 42620 0.005761
2021 6 5.183254 43 43 35608 20326 43000 38700 0.005761
2021 9 5.183254 40 40 37053 7036 40000 36000 0.005769
2021 12 5.183254 40 40 44192 2272 40000 40611 0.005776
2021 5 5.183254 42 42 39054 14628 42000 37800 0.005755
2021 15 5.185352 42 42 39855 1145 42000 37800 0.005756
2021 4 5.185352 41 41 39149 851 41000 36900 0.005767
2021 10 5.185352 47 47 45073 927 47000 42300 0.005738
2021 14 5.185352 43 43 40885 1115 43000 38700 0.005762
2021 8 5.185352 38 38 36367 633 38000 34200 0.005759
2021 11 5.183254 36 36 35974 4542 36000 32400 0.005778
2021 7 5.183254 39 39 37113 8351 39000 35100 0.005784
2021 13 5.183254 35 35 35154 6377 35000 31500 0.005792
2041 14 5.185352 39 39 42447 1668 39000 39522 0.005768
2041 6 5.183254 39 39 39452 23874 39000 35100 0.005767
2041 5 5.183254 38 38 37303 19325 38000 34200 0.005760
2041 13 5.183254 32 32 33341 8036 32000 28800 0.005799
2041 7 5.183254 36 36 36586 10765 36000 32400 0.005791
2041 12 5.182834 41 41 42272 0 41000 42099 0.005774
2041 9 5.183254 36 36 36555 10481 36000 32400 0.005775
2041 15 5.185352 38 38 41962 1183 38000 38674 0.005762
2041 4 5.185352 37 37 35423 6428 37000 33300 0.005773
2041 10 5.185352 43 43 43509 4418 43000 38700 0.005741
2041 8 5.185352 35 35 36492 2141 35000 31500 0.005764
2041 11 5.183254 33 33 37672 2870 33000 33647 0.005785
2061 10 5.185352 39 39 45769 1649 39000 40188 0.005745
2061 4 5.185352 34 34 37820 5608 34000 30600 0.005779
2061 7 5.183254 33 33 37084 9681 33000 29700 0.005799
2061 13 5.183254 29 29 39490 546 29000 31043 0.005811
2061 5 5.183254 35 35 42737 14588 35000 31500 0.005765
2061 6 5.183254 36 36 36955 25919 36000 32400 0.005772
2061 14 5.180104 40 40 40668 0 40000 40946 0.005760
2061 12 5.180104 43 43 35285 5715 43000 38700 0.005769
2061 15 5.180104 39 39 39183 0 39000 39820 0.005755
2061 11 5.180104 34 34 34008 1862 34000 30600 0.005780
2061 9 5.183254 33 33 39621 6860 33000 29700 0.005782
2061 8 5.185352 32 32 37141 0 32000 33771 0.005770
2081 11 5.180104 31 31 35862 0 31000 32689 0.005787
2081 12 5.180104 39 39 46531 2184 39000 40287 0.005775
2081 5 5.183254 32 32 42243 7345 32000 33314 0.005772
2081 7 5.183254 30 30 38472 4209 30000 31273 0.005809
2081 15 5.181322 40 40 39000 0 40000 40580 0.005754
2081 8 5.181322 34 34 32000 0 34000 34240 0.005761
2081 14 5.181322 41 41 40000 0 41000 41600 0.005760
2081 13 5.181322 32 32 29546 0 32000 32100 0.005799
2081 10 5.181322 41 41 40649 0 41000 41742 0.005739
2081 4 5.185352 31 31 37131 2477 31000 31978 0.005787
2081 6 5.183254 33 33 42410 19509 33000 29700 0.005779
2081 9 5.183254 30 30 37694 2166 30000 31322 0.005791
2101 13 5.178562 33 33 32000 0 33000 33440 0.005793
2101 6 5.183254 30 30 52509 0 30000 35551 0.005791
2101 11 5.178562 33 33 31000 0 33000 33220 0.005780
2101 12 5.178562 41 41 41184 0 41000 41860 0.005770
2101 7 5.178562 32 32 34209 0 32000 33125 0.005799
2101 15 5.178562 41 41 40000 0 41000 41600 0.005750
2101 8 5.178562 35 35 34000 0 35000 35480 0.005757
2101 14 5.178562 42 42 41000 0 42000 42620 0.005756
2101 10 5.178562 42 42 41000 0 42000 42620 0.005735
2101 4 5.178562 32 32 33477 0 32000 32964 0.005777
2101 9 5.178562 32 32 32166 0 32000 32676 0.005781
2101 5 5.178562 34 34 39345 0 34000 35855 0.005764
2121 13 5.183812 34 34 33000 0 34000 34460 0.005796
2121 6 5.183812 36 36 30000 0 36000 32400 0.005776
2121 7 5.183812 34 34 32000 0 34000 34240 0.005799
2121 15 5.183812 42 42 41000 0 42000 42620 0.005755
2121 8 5.183812 36 36 35000 0 36000 36500 0.005761
2121 14 5.183812 43 43 42000 0 43000 43640 0.005760
2121 10 5.183812 43 43 42000 0 43000 43640 0.005740
2121 9 5.183812 33 33 32000 0 33000 33440 0.005784
2121 5 5.183812 36 36 34000 0 36000 36280 0.005766
2121 4 5.183812 33 33 32000 0 33000 33440 0.005781
2121 12 5.183812 42 42 41000 0 42000 42620 0.005774
2121 11 5.183812 34 34 33000 0 34000 34460 0.005784
2141 13 5.184948 35 35 34000 0 35000 35480 0.005794
2141 15 5.184948 43 43 42000 0 43000 43640 0.005755
2141 14 5.184948 44 44 43000 0 44000 44660 0.005760
2141 10 5.184948 44 44 43000 0 44000 44660 0.005740
2141 5 5.184948 37 37 36000 0 37000 37520 0.005766
2141 4 5.184948 34 34 33000 0 34000 34460 0.005779
2141 12 5.184948 43 43 42000 0 43000 43640 0.005773
2141 11 5.184948 35 35 34000 0 35000 35480 0.005783
2141 9 5.184948 34 34 33000 0 34000 34460 0.005783
2141 8 5.184948 37 37 36000 0 37000 37520 0.005760
2141 7 5.184948 35 35 34000 0 35000 35480 0.005797
2141 6 5.183812 33 33 36000 0 33000 34320 0.005783
2161 13 5.185361 36 36 35000 0 36000 36500 0.005792
2161 6 5.185361 35 35 33000 0 35000 35260 0.005780
2161 5 5.185361 38 38 37000 0 38000 38540 0.005764
2161 15 5.185361 44 44 42220 780 44000 39600 0.005754
2161 14 5.185361 45 45 43797 203 45000 40500 0.005759
2161 10 5.185361 45 45 44000 0 45000 45680 0.005740
2161 4 5.185361 35 35 34000 0 35000 35480 0.005778
2161 12 5.185361 44 44 43000 0 44000 44660 0.005772
2161 11 5.185361 36 36 35000 0 36000 36500 0.005781
2161 9 5.185361 35 35 34000 0 35000 35480 0.005781
2161 8 5.185361 38 38 37000 0 38000 38540 0.005759
2161 7 5.185361 36 36 35000 0 36000 36500 0.005795
2181 15 5.185361 40 40 44780 0 40000 41851 0.005759
2181 6 5.188113 36 36 35000 0 36000 36500 0.005781
2181 5 5.188113 39 39 38000 0 39000 39560 0.005766
2181 10 5.188113 46 46 45000 0 46000 46700 0.005742
2181 4 5.188113 36 36 35000 0 36000 36500 0.005779
2181 12 5.188113 45 45 44000 0 45000 45680 0.005774
2181 9 5.188113 36 36 35000 0 36000 36500 0.005782
2181 8 5.188113 39 39 38000 0 39000 39560 0.005761
2181 7 5.188113 37 37 36000 0 37000 37520 0.005795
2181 11 5.188113 37 37 36000 0 37000 37520 0.005782
2181 13 5.188113 37 37 36000 0 37000 37520 0.005793
2181 14 5.185361 41 41 45203 0 41000 42744 0.005765
2201 15 5.188100 42 42 40000 0 42000 42400 0.005759
2201 6 5.188100 37 37 36000 0 37000 37520 0.005779
2201 5 5.188100 40 40 39000 0 40000 40580 0.005764
2201 10 5.188100 47 47 46000 0 47000 47720 0.005741
2201 4 5.188100 37 37 36000 0 37000 37520 0.005777
2201 9 5.188100 37 37 36000 0 37000 37520 0.005780
2201 7 5.188100 38 38 37000 0 38000 38540 0.005793
2201 11 5.188100 38 38 37000 0 38000 38540 0.005780
2201 13 5.188100 38 38 37000 0 38000 38540 0.005791
2201 14 5.188100 43 43 41000 0 43000 43420 0.005765
2201 8 5.188100 40 40 39000 0 40000 40580 0.005760
2201 12 5.188100 46 46 45000 0 46000 46700 0.005772
2221 13 5.190026 39 39 38000 0 39000 39560 0.005791
2221 6 5.190026 38 38 37000 0 38000 38540 0.005779
2221 10 5.190026 48 48 46082 918 48000 43200 0.005743
2221 9 5.190026 38 38 35542 1458 38000 34200 0.005780
2221 7 5.190026 39 39 35281 2719 39000 35100 0.005793
2221 11 5.190026 39 39 38000 0 39000 39560 0.005780
2221 14 5.190026 44 44 41960 1040 44000 39600 0.005766
2221 12 5.190026 47 47 42269 3731 47000 42300 0.005773
2221 8 5.190026 41 41 40000 0 41000 41600 0.005760
2221 4 5.190026 38 38 37000 0 38000 38540 0.005777
2221 5 5.190026 41 41 40000 0 41000 41600 0.005765
2221 15 5.190026 43 43 38708 3292 43000 38700 0.005760
2241 15 5.190026 39 39 37471 8821 39000 35100 0.005764
2241 12 5.190026 43 43 40469 10262 43000 38700 0.005778
2241 14 5.190026 40 40 39674 5366 40000 36000 0.005771
2241 7 5.190026 36 36 37673 4046 36000 32400 0.005799
2241 9 5.190026 35 35 35264 4194 35000 31500 0.005786
2241 10 5.190026 44 44 38451 10467 44000 39600 0.005745
2241 13 5.190864 40 40 37573 1427 40000 36000 0.005790
2241 6 5.190864 39 39 36545 1455 39000 35100 0.005779
2241 11 5.190864 40 40 39000 0 40000 40580 0.005779
2241 8 5.190864 42 42 39527 1473 42000 37800 0.005760
2241 4 5.190864 39 39 33188 4812 39000 35100 0.005776
2241 5 5.190864 42 42 36323 4677 42000 37800 0.005765
2261 5 5.190864 38 38 31353 15324 38000 34200 0.005769
2261 11 5.191112 41 41 35849 4151 41000 36900 0.005778
2261 15 5.190026 36 36 38674 9147 36000 32400 0.005769
2261 12 5.190026 39 39 32908 20354 39000 35100 0.005783
2261 14 5.190026 36 36 33112 12254 36000 32400 0.005776
2261 7 5.190026 33 33 36605 3441 33000 33376 0.005807
2261 9 5.190026 32 32 30483 8711 32000 28800 0.005792
2261 10 5.190026 40 40 36667 17800 40000 36000 0.005748
2261 13 5.190864 36 36 33440 7987 36000 32400 0.005797
2261 6 5.190864 36 36 32305 8150 36000 32400 0.005783
2261 8 5.190864 38 38 34406 9067 38000 34200 0.005764
2261 4 5.190864 36 36 35704 8108 36000 32400 0.005781
2281 6 5.190864 33 33 41395 2755 33000 34403 0.005790
2281 13 5.190864 33 33 36436 7551 33000 29700 0.005805
2281 12 5.190026 36 36 32471 26883 36000 32400 0.005789
2281 15 5.190026 33 33 36549 8598 33000 29700 0.005774
2281 4 5.190864 33 33 37588 6520 33000 29700 0.005787
2281 10 5.190026 36 36 36817 20983 36000 32400 0.005752
2281 9 5.190026 29 29 39095 1616 29000 30857 0.005802
2281 14 5.190026 33 33 32434 15820 33000 29700 0.005782
2281 5 5.190864 35 35 40007 13317 35000 31500 0.005774
2281 7 5.182752 34 34 34852 1589 34000 30600 0.005798
2281 11 5.191112 37 37 39614 5537 37000 33300 0.005784
2281 8 5.190864 35 35 37408 9659 35000 31500 0.005769
2301 13 5.190864 30 30 35309 5242 30000 30537 0.005814
2301 9 5.188944 31 31 30616 0 31000 31535 0.005795
2301 6 5.188944 35 35 35755 0 35000 35866 0.005784
2301 12 5.190026 33 33 40996 21887 33000 29700 0.005796
2301 15 5.190026 30 30 36992 4606 30000 30937 0.005781
2301 4 5.190864 30 30 38406 1114 30000 31569 0.005796
