IT_NO ID TOTAL_ASSETS LIQUIDITY HOUSING_VALUE CAPITAL_INCOME MORTGAGES HOUSING_PAYMENT EQUITY
1 243 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 244 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 245 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 246 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 247 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 248 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 249 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 250 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 251 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 252 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 253 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 254 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 255 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 256 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 257 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 258 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 259 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 260 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 261 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 262 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 263 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 264 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 265 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 266 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 267 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 268 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 269 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 270 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 271 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 272 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 273 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 274 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 275 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 276 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 277 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 278 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 279 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 280 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 281 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 282 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 283 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 284 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 285 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 286 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 287 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 288 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 289 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 290 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 291 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 292 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 293 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 294 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 295 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 296 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 297 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 298 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 299 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 300 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 301 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 302 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 303 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 304 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 305 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 306 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 307 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 308 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 309 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 310 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 311 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 312 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 313 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 314 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 315 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 316 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 317 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 318 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 319 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 320 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 321 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 322 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 323 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 324 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 325 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 326 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 327 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 328 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 329 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 330 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 331 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 332 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 333 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 334 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 335 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 336 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 337 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 338 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 339 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 340 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 341 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 342 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 343 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 344 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 345 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 346 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 347 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 348 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 349 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 350 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 351 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 352 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 353 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 354 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 355 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 356 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 357 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 358 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 359 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 360 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 361 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 362 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 363 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 364 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 365 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 366 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 367 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 368 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 369 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 370 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 371 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 372 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 373 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 374 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
1 375 515.000000 15.000000 500.000000 0.000000 257.500000 2.050968 257.500000
