IT_NO ID ISCONSTRUCTOR NO_EMPLOYEES REVENUES TOTAL_ASSETS LIQUIDITY DEBT INVENTORY
29 13 0 68 433.881721 2816.333333 100.681721 2266.666667 127107
29 10 0 35 238.325610 1449.583333 66.825610 1166.666667 62772
29 4 0 51 247.656191 2319.333333 -26.743809 1866.666667 124117
29 5 0 46 233.076492 2029.416667 -7.023508 1633.333333 105703
29 6 0 51 219.085995 2360.750000 -60.214005 1900.000000 132180
29 7 0 61 240.613410 2899.166667 -102.386590 2333.333333 167366
29 8 0 41 190.382069 1863.750000 -30.117931 1500.000000 101267
29 9 0 50 222.822169 2402.166667 -61.377831 1933.333333 134533
29 11 0 51 220.303516 2402.166667 -63.896484 1933.333333 134965
29 12 0 57 230.102411 2692.083333 -88.397589 2166.666667 154225
29 14 0 47 186.914660 2236.500000 -77.685340 1800.000000 128880
29 15 0 43 222.155472 1905.166667 -3.244528 1533.333333 98635
29 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
29 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
29 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
30 13 0 68 450.968052 2816.333333 117.768052 2266.666667 124090
30 10 0 35 269.010323 1449.583333 97.510323 1166.666667 57354
30 4 0 51 271.353765 2319.333333 -3.046235 1866.666667 119930
30 5 0 46 258.745072 2029.416667 18.645072 1633.333333 101168
30 6 0 51 238.524852 2360.750000 -40.775148 1900.000000 128745
30 7 0 61 271.039574 2899.166667 -71.960426 2333.333333 161989
30 8 0 41 212.544568 1863.750000 -7.955432 1500.000000 97351
30 9 0 50 265.220726 2402.166667 -18.979274 1933.333333 127040
30 11 0 51 236.307089 2402.166667 -47.892911 1933.333333 132137
30 12 0 57 259.109503 2692.083333 -59.390497 2166.666667 149099
30 14 0 47 213.085864 2236.500000 -51.514136 1800.000000 124255
30 15 0 43 254.153578 1905.166667 28.753578 1533.333333 92982
30 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
30 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
30 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
31 13 0 68 450.968052 2816.333333 117.768052 2266.666667 124090
31 10 0 35 269.010323 1449.583333 97.510323 1166.666667 57354
31 4 0 51 271.353765 2319.333333 -3.046235 1866.666667 119930
31 5 0 46 258.745072 2029.416667 18.645072 1633.333333 101168
31 6 0 51 238.524852 2360.750000 -40.775148 1900.000000 128745
31 7 0 61 271.039574 2899.166667 -71.960426 2333.333333 161989
31 8 0 41 212.544568 1863.750000 -7.955432 1500.000000 97351
31 9 0 50 265.220726 2402.166667 -18.979274 1933.333333 127040
31 11 0 51 236.307089 2402.166667 -47.892911 1933.333333 132137
31 12 0 57 259.109503 2692.083333 -59.390497 2166.666667 149099
31 14 0 47 213.085864 2236.500000 -51.514136 1800.000000 124255
31 15 0 43 254.153578 1905.166667 28.753578 1533.333333 92982
31 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
31 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
31 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
32 13 0 68 450.968052 2816.333333 117.768052 2266.666667 124090
32 10 0 35 269.010323 1449.583333 97.510323 1166.666667 57354
32 4 0 51 271.353765 2319.333333 -3.046235 1866.666667 119930
32 5 0 46 258.745072 2029.416667 18.645072 1633.333333 101168
32 6 0 51 238.524852 2360.750000 -40.775148 1900.000000 128745
32 7 0 61 271.039574 2899.166667 -71.960426 2333.333333 161989
32 8 0 41 212.544568 1863.750000 -7.955432 1500.000000 97351
32 9 0 50 265.220726 2402.166667 -18.979274 1933.333333 127040
32 11 0 51 236.307089 2402.166667 -47.892911 1933.333333 132137
32 12 0 57 259.109503 2692.083333 -59.390497 2166.666667 149099
32 14 0 47 213.085864 2236.500000 -51.514136 1800.000000 124255
32 15 0 43 254.153578 1905.166667 28.753578 1533.333333 92982
32 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
32 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
32 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
33 13 0 68 450.968052 2816.333333 117.768052 2266.666667 124090
33 10 0 35 269.010323 1449.583333 97.510323 1166.666667 57354
33 4 0 51 271.353765 2319.333333 -3.046235 1866.666667 119930
33 5 0 46 258.745072 2029.416667 18.645072 1633.333333 101168
33 6 0 51 238.524852 2360.750000 -40.775148 1900.000000 128745
33 7 0 61 271.039574 2899.166667 -71.960426 2333.333333 161989
33 8 0 41 212.544568 1863.750000 -7.955432 1500.000000 97351
33 9 0 50 265.220726 2402.166667 -18.979274 1933.333333 127040
33 11 0 51 236.307089 2402.166667 -47.892911 1933.333333 132137
33 12 0 57 259.109503 2692.083333 -59.390497 2166.666667 149099
33 14 0 47 213.085864 2236.500000 -51.514136 1800.000000 124255
33 15 0 43 254.153578 1905.166667 28.753578 1533.333333 92982
33 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
33 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
33 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
34 13 0 68 450.968052 2816.333333 117.768052 2266.666667 124090
34 10 0 35 269.010323 1449.583333 97.510323 1166.666667 57354
34 4 0 51 271.353765 2319.333333 -3.046235 1866.666667 119930
34 5 0 46 258.745072 2029.416667 18.645072 1633.333333 101168
34 6 0 51 238.524852 2360.750000 -40.775148 1900.000000 128745
34 7 0 61 271.039574 2899.166667 -71.960426 2333.333333 161989
34 8 0 41 212.544568 1863.750000 -7.955432 1500.000000 97351
34 9 0 50 265.220726 2402.166667 -18.979274 1933.333333 127040
34 11 0 51 236.307089 2402.166667 -47.892911 1933.333333 132137
34 12 0 57 259.109503 2692.083333 -59.390497 2166.666667 149099
34 14 0 47 213.085864 2236.500000 -51.514136 1800.000000 124255
34 15 0 43 254.153578 1905.166667 28.753578 1533.333333 92982
34 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
34 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
34 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
35 13 0 68 476.300223 2816.333333 143.100223 2266.666667 119617
35 10 0 35 284.069506 1449.583333 112.569506 1166.666667 54695
35 4 0 51 292.736482 2319.333333 18.336482 1866.666667 116152
35 5 0 46 283.825001 2029.416667 43.725001 1633.333333 96737
35 6 0 51 261.189371 2360.750000 -18.110629 1900.000000 124740
35 7 0 61 292.655335 2899.166667 -50.344665 2333.333333 158169
35 8 0 41 236.121936 1863.750000 15.621936 1500.000000 93185
35 9 0 50 317.425328 2402.166667 33.225328 1933.333333 117814
35 11 0 51 259.186313 2402.166667 -25.013687 1933.333333 128094
35 12 0 57 290.295239 2692.083333 -28.204761 2166.666667 143588
35 14 0 47 239.121260 2236.500000 -25.478740 1800.000000 119654
35 15 0 43 278.312064 1905.166667 52.912064 1533.333333 88714
35 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
35 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
35 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
36 13 0 68 476.300223 2816.333333 143.100223 2266.666667 119617
36 10 0 35 284.069506 1449.583333 112.569506 1166.666667 54695
36 4 0 51 292.736482 2319.333333 18.336482 1866.666667 116152
36 5 0 46 283.825001 2029.416667 43.725001 1633.333333 96737
36 6 0 51 261.189371 2360.750000 -18.110629 1900.000000 124740
36 7 0 61 292.655335 2899.166667 -50.344665 2333.333333 158169
36 8 0 41 236.121936 1863.750000 15.621936 1500.000000 93185
36 9 0 50 317.425328 2402.166667 33.225328 1933.333333 117814
36 11 0 51 259.186313 2402.166667 -25.013687 1933.333333 128094
36 12 0 57 290.295239 2692.083333 -28.204761 2166.666667 143588
36 14 0 47 239.121260 2236.500000 -25.478740 1800.000000 119654
36 15 0 43 278.312064 1905.166667 52.912064 1533.333333 88714
36 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
36 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
36 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
37 13 0 68 476.300223 2816.333333 143.100223 2266.666667 119617
37 10 0 35 284.069506 1449.583333 112.569506 1166.666667 54695
37 4 0 51 292.736482 2319.333333 18.336482 1866.666667 116152
37 5 0 46 283.825001 2029.416667 43.725001 1633.333333 96737
37 6 0 51 261.189371 2360.750000 -18.110629 1900.000000 124740
37 7 0 61 292.655335 2899.166667 -50.344665 2333.333333 158169
37 8 0 41 236.121936 1863.750000 15.621936 1500.000000 93185
37 9 0 50 317.425328 2402.166667 33.225328 1933.333333 117814
37 11 0 51 259.186313 2402.166667 -25.013687 1933.333333 128094
37 12 0 57 290.295239 2692.083333 -28.204761 2166.666667 143588
37 14 0 47 239.121260 2236.500000 -25.478740 1800.000000 119654
37 15 0 43 278.312064 1905.166667 52.912064 1533.333333 88714
37 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
37 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
37 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
38 13 0 68 476.300223 2816.333333 143.100223 2266.666667 119617
38 10 0 35 284.069506 1449.583333 112.569506 1166.666667 54695
38 4 0 51 292.736482 2319.333333 18.336482 1866.666667 116152
38 5 0 46 283.825001 2029.416667 43.725001 1633.333333 96737
38 6 0 51 261.189371 2360.750000 -18.110629 1900.000000 124740
38 7 0 61 292.655335 2899.166667 -50.344665 2333.333333 158169
38 8 0 41 236.121936 1863.750000 15.621936 1500.000000 93185
38 9 0 50 317.425328 2402.166667 33.225328 1933.333333 117814
38 11 0 51 259.186313 2402.166667 -25.013687 1933.333333 128094
38 12 0 57 290.295239 2692.083333 -28.204761 2166.666667 143588
38 14 0 47 239.121260 2236.500000 -25.478740 1800.000000 119654
38 15 0 43 278.312064 1905.166667 52.912064 1533.333333 88714
38 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
38 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
38 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
39 13 0 68 476.300223 2816.333333 143.100223 2266.666667 119617
39 10 0 35 284.069506 1449.583333 112.569506 1166.666667 54695
39 4 0 51 292.736482 2319.333333 18.336482 1866.666667 116152
39 5 0 46 283.825001 2029.416667 43.725001 1633.333333 96737
39 6 0 51 261.189371 2360.750000 -18.110629 1900.000000 124740
39 7 0 61 292.655335 2899.166667 -50.344665 2333.333333 158169
39 8 0 41 236.121936 1863.750000 15.621936 1500.000000 93185
39 9 0 50 317.425328 2402.166667 33.225328 1933.333333 117814
39 11 0 51 259.186313 2402.166667 -25.013687 1933.333333 128094
39 12 0 57 290.295239 2692.083333 -28.204761 2166.666667 143588
39 14 0 47 239.121260 2236.500000 -25.478740 1800.000000 119654
39 15 0 43 278.312064 1905.166667 52.912064 1533.333333 88714
39 1 1 20 200.000000 1043.333333 205.000000 666.666667 1
39 3 1 20 300.000000 1043.333333 305.000000 666.666667 0
39 2 1 20 300.000000 1043.333333 305.000000 666.666667 0
40 13 0 68 570.645995 2816.333333 -102.554005 2266.666667 102958
40 10 0 35 356.278827 1449.583333 9.778827 1166.666667 41945
40 4 0 51 371.124683 2319.333333 -158.275317 1866.666667 102302
40 5 0 46 383.714550 2029.416667 -86.385450 1633.333333 79089
40 6 0 51 321.356453 2360.750000 -212.943547 1900.000000 114108
40 7 0 61 367.274979 2899.166667 -280.725021 2333.333333 144982
40 8 0 41 327.828049 1863.750000 -97.671951 1500.000000 76981
40 9 0 50 491.076643 2402.166667 -43.123357 1933.333333 87125
40 11 0 51 356.599856 2402.166667 -182.600144 1933.333333 110880
40 12 0 57 378.940594 2692.083333 -224.559406 2166.666667 127923
40 14 0 47 309.350623 2236.500000 -190.249377 1800.000000 107243
40 15 0 43 343.276200 1905.166667 -97.123800 1533.333333 77237
40 2 1 20 300.000000 1043.333333 205.000000 666.666667 0
40 3 1 20 300.000000 1043.333333 205.000000 666.666667 0
40 1 1 20 200.000000 1043.333333 105.000000 666.666667 1
41 13 0 57 570.645995 2816.333333 -102.554005 2266.666667 170958
41 10 0 33 356.278827 1449.583333 9.778827 1166.666667 76945
41 4 0 41 371.124683 2319.333333 -158.275317 1866.666667 153302
41 5 0 40 383.714550 2029.416667 -86.385450 1633.333333 125089
41 6 0 39 321.356453 2360.750000 -212.943547 1900.000000 165108
41 7 0 46 367.274979 2899.166667 -280.725021 2333.333333 205982
41 8 0 35 327.828049 1863.750000 -97.671951 1500.000000 117981
41 9 0 48 491.076643 2402.166667 -43.123357 1933.333333 137125
41 11 0 41 356.599856 2402.166667 -182.600144 1933.333333 161880
41 12 0 45 378.940594 2692.083333 -224.559406 2166.666667 184923
41 14 0 37 309.350623 2236.500000 -190.249377 1800.000000 154243
41 15 0 37 343.276200 1905.166667 -97.123800 1533.333333 120237
41 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
41 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
41 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
42 13 0 57 570.645995 2816.333333 -102.554005 2266.666667 170958
42 10 0 33 356.278827 1449.583333 9.778827 1166.666667 76945
42 4 0 41 371.124683 2319.333333 -158.275317 1866.666667 153302
42 5 0 40 383.714550 2029.416667 -86.385450 1633.333333 125089
42 6 0 39 321.356453 2360.750000 -212.943547 1900.000000 165108
42 7 0 46 367.274979 2899.166667 -280.725021 2333.333333 205982
42 8 0 35 327.828049 1863.750000 -97.671951 1500.000000 117981
42 9 0 48 491.076643 2402.166667 -43.123357 1933.333333 137125
42 11 0 41 356.599856 2402.166667 -182.600144 1933.333333 161880
42 12 0 45 378.940594 2692.083333 -224.559406 2166.666667 184923
42 14 0 37 309.350623 2236.500000 -190.249377 1800.000000 154243
42 15 0 37 343.276200 1905.166667 -97.123800 1533.333333 120237
42 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
42 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
42 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
43 13 0 57 570.645995 2816.333333 -102.554005 2266.666667 170958
43 10 0 33 356.278827 1449.583333 9.778827 1166.666667 76945
43 4 0 41 371.124683 2319.333333 -158.275317 1866.666667 153302
43 5 0 40 383.714550 2029.416667 -86.385450 1633.333333 125089
43 6 0 39 321.356453 2360.750000 -212.943547 1900.000000 165108
43 7 0 46 367.274979 2899.166667 -280.725021 2333.333333 205982
43 8 0 35 327.828049 1863.750000 -97.671951 1500.000000 117981
43 9 0 48 491.076643 2402.166667 -43.123357 1933.333333 137125
43 11 0 41 356.599856 2402.166667 -182.600144 1933.333333 161880
43 12 0 45 378.940594 2692.083333 -224.559406 2166.666667 184923
43 14 0 37 309.350623 2236.500000 -190.249377 1800.000000 154243
43 15 0 37 343.276200 1905.166667 -97.123800 1533.333333 120237
43 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
43 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
43 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
44 13 0 57 570.645995 2816.333333 -102.554005 2266.666667 170958
44 10 0 33 356.278827 1449.583333 9.778827 1166.666667 76945
44 4 0 41 371.124683 2319.333333 -158.275317 1866.666667 153302
44 5 0 40 383.714550 2029.416667 -86.385450 1633.333333 125089
44 6 0 39 321.356453 2360.750000 -212.943547 1900.000000 165108
44 7 0 46 367.274979 2899.166667 -280.725021 2333.333333 205982
44 8 0 35 327.828049 1863.750000 -97.671951 1500.000000 117981
44 9 0 48 491.076643 2402.166667 -43.123357 1933.333333 137125
44 11 0 41 356.599856 2402.166667 -182.600144 1933.333333 161880
44 12 0 45 378.940594 2692.083333 -224.559406 2166.666667 184923
44 14 0 37 309.350623 2236.500000 -190.249377 1800.000000 154243
44 15 0 37 343.276200 1905.166667 -97.123800 1533.333333 120237
44 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
44 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
44 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
45 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
45 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
45 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
45 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
45 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
45 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
45 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
45 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
45 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
45 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
45 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
45 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
45 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
45 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
45 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
46 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
46 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
46 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
46 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
46 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
46 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
46 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
46 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
46 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
46 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
46 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
46 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
46 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
46 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
46 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
47 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
47 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
47 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
47 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
47 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
47 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
47 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
47 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
47 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
47 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
47 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
47 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
47 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
47 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
47 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
48 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
48 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
48 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
48 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
48 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
48 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
48 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
48 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
48 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
48 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
48 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
48 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
48 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
48 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
48 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
49 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
49 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
49 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
49 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
49 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
49 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
49 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
49 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
49 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
49 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
49 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
49 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
49 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
49 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
49 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
50 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
50 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
50 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
50 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
50 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
50 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
50 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
50 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
50 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
50 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
50 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
50 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
50 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
50 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
50 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
51 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
51 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
51 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
51 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
51 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
51 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
51 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
51 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
51 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
51 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
51 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
51 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
51 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
51 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
51 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
52 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
52 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
52 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
52 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
52 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
52 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
52 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
52 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
52 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
52 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
52 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
52 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
52 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
52 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
52 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
53 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
53 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
53 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
53 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
53 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
53 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
53 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
53 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
53 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
53 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
53 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
53 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
53 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
53 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
53 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
54 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
54 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
54 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
54 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
54 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
54 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
54 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
54 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
54 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
54 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
54 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
54 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
54 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
54 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
54 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
55 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
55 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
55 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
55 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
55 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
55 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
55 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
55 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
55 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
55 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
55 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
55 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
55 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
55 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
55 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
56 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
56 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
56 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
56 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
56 6 0 39 1258.050000 2360.750000 723.750000 1900.000000 0
56 7 0 46 1536.000000 2899.166667 888.000000 2333.333333 0
56 8 0 35 997.250000 1863.750000 571.750000 1500.000000 0
56 9 0 48 1269.700000 2402.166667 735.500000 1933.333333 0
56 11 0 41 1275.200000 2402.166667 736.000000 1933.333333 0
56 12 0 45 1428.250000 2692.083333 824.750000 2166.666667 0
56 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
56 15 0 37 1025.400000 1905.166667 585.000000 1533.333333 0
56 2 1 20 400.000000 1043.333333 305.000000 666.666667 1
56 3 1 20 300.000000 1043.333333 205.000000 666.666667 1
56 1 1 18 200.000000 1043.333333 105.000000 666.666667 3
57 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
57 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
57 4 0 41 1240.900000 2319.333333 711.500000 1866.666667 0
57 5 0 40 1093.350000 2029.416667 623.250000 1633.333333 0
