IT_NO ID ISLIQUIDSHORT HASLOAN HASINVESTMENT LIQUIDITY_NEED ISINSOLVENT ISILLIQUID TOTAL_ASSETS LIQUIDITY INVENTORY UNIT_GOODS_PRICE CAPITAL_GOODS_PRICE CAPITAL_GOODS PHYSICAL_CAPITAL DEBT EQUITY
1081 9 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007202 0.560000 4222 4222 1947.833333 416.486667
1081 13 0 0 0 0.000000 0 0 2772.000000 -0.000000 0 0.007170 0.560000 4950 4950 2405.621555 366.378445
1081 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007153 0.560000 4222 4222 1965.792754 398.527246
1081 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.007145 0.560000 3567 3567 1645.583333 351.936667
1081 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.007195 0.560000 3276 3276 1511.250000 323.310000
1081 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.007171 0.560000 5095 5095 2350.833333 502.366667
1081 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.007201 0.560000 3931 3931 1836.521734 364.838266
1081 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.007224 0.560000 4731 4731 2278.701652 370.658348
1081 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.007152 0.560000 4076 4076 1884.905130 397.654870
1081 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.007181 0.560000 2548 2548 1175.416667 251.463333
1081 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.007201 0.560000 4149 4149 1914.250000 409.190000
1081 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.007143 0.560000 3348 3348 1544.833333 330.046667
1141 14 0 0 0 0.000000 0 0 2234.666995 0.000000 4564 0.007298 0.560000 3931 3931 1836.521734 398.145261
1141 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.007241 0.560000 3348 3348 1544.833333 330.046667
1141 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.007250 0.560000 4076 4076 1884.905130 397.654870
1141 8 0 0 0 0.000000 0 0 1864.417027 0.000000 4098 0.007286 0.560000 3276 3276 1511.250000 353.167027
1141 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.007269 0.560000 5095 5095 2350.833333 502.366667
1141 13 0 0 0 0.000000 0 0 2804.820648 0.000000 4517 0.007266 0.560000 4950 4950 2405.621555 399.199093
1141 11 0 0 0 0.000000 0 0 2443.352333 0.000000 10901 0.007250 0.560000 4222 4222 1965.792754 477.559579
1141 5 0 0 0 0.000000 0 0 2077.367711 -0.000000 11026 0.007242 0.560000 3567 3567 1645.583333 431.784378
1141 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.007313 0.560000 4731 4731 2278.701652 370.658348
1141 9 0 0 0 0.000000 0 0 2473.172421 0.000000 14918 0.007297 0.560000 4222 4222 1947.833333 525.339088
1141 10 0 0 0 0.000000 0 0 1536.830842 0.000000 15114 0.007275 0.560000 2548 2548 1175.416667 361.414176
1141 6 0 0 0 0.000000 0 0 2415.765077 -0.000000 12654 0.007296 0.560000 4149 4149 1914.250000 501.515077
1201 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.007286 0.560000 2548 2548 1175.416667 251.463333
1201 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.007399 0.560000 3931 3931 1836.521734 364.838266
1201 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.007387 0.560000 4731 4731 2278.701652 370.658348
1201 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.007391 0.560000 4950 4950 2405.621555 366.378445
1201 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007402 0.560000 4222 4222 1965.792754 398.527246
1201 9 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007318 0.560000 4222 4222 1947.833333 416.486667
1201 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.007294 0.560000 3276 3276 1511.250000 323.310000
1201 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.007338 0.560000 3348 3348 1544.833333 330.046667
1201 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.007348 0.560000 4076 4076 1884.905130 397.654870
1201 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.007366 0.560000 5095 5095 2350.833333 502.366667
1201 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.007390 0.560000 3567 3567 1645.583333 351.936667
1201 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.007394 0.560000 4149 4149 1914.250000 409.190000
1261 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.007510 0.560000 2548 2548 1175.416667 251.463333
1261 4 0 0 0 0.000000 0 0 2282.560000 0.000000 0 0.007525 0.560000 4076 4076 1884.905130 397.654870
1261 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.007542 0.560000 5095 5095 2350.833333 502.366667
1261 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.007516 0.560000 3348 3348 1544.833333 330.046667
1261 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.007516 0.560000 3276 3276 1511.250000 323.310000
1261 9 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007541 0.560000 4222 4222 1947.833333 416.486667
1261 13 0 0 0 0.000000 0 0 2772.000000 0.000000 0 0.007491 0.560000 4950 4950 2405.621555 366.378445
1261 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007482 0.560000 4222 4222 1965.792754 398.527246
1261 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.007485 0.560000 4149 4149 1914.250000 409.190000
1261 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.007479 0.560000 3931 3931 1836.521734 364.838266
1261 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.007476 0.560000 3567 3567 1645.583333 351.936667
1261 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.007487 0.560000 4731 4731 2278.701652 370.658348
1321 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.007609 0.560000 3348 3348 1544.833333 330.046667
1321 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007676 0.560000 4222 4222 1965.792754 398.527246
1321 8 0 0 0 0.000000 0 0 1840.555830 0.000000 788 0.007609 0.560000 3276 3276 1511.250000 329.305830
1321 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.007673 0.560000 3931 3931 1836.521734 364.838266
1321 12 0 0 0 0.000000 0 0 2663.339057 -0.000000 1820 0.007681 0.560000 4731 4731 2278.701652 384.637406
1321 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.007670 0.560000 3567 3567 1645.583333 351.936667
1321 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.007678 0.560000 4149 4149 1914.250000 409.190000
1321 13 0 0 0 0.000000 0 0 2786.039075 0.000000 1827 0.007684 0.560000 4950 4950 2405.621555 380.417519
1321 9 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007631 0.560000 4222 4222 1947.833333 416.486667
1321 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.007633 0.560000 5095 5095 2350.833333 502.366667
1321 4 0 0 0 0.000000 0 0 2284.822309 0.000000 297 0.007617 0.560000 4076 4076 1884.905130 399.917180
1321 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.007602 0.560000 2548 2548 1175.416667 251.463333
1381 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.007706 0.560000 2548 2548 1175.416667 251.463333
1381 9 0 0 0 0.000000 0 0 2396.920858 0.000000 4171 0.007816 0.560000 4222 4222 1947.833333 449.087525
1381 13 0 0 0 0.000000 0 0 2870.193390 -0.000000 12569 0.007812 0.560000 4950 4950 2405.621555 464.571835
1381 7 0 0 0 0.000000 0 0 2913.778760 0.000000 7829 0.007738 0.560000 5095 5095 2350.833333 562.945426
1381 5 0 0 0 0.000000 0 0 2044.924850 0.000000 6102 0.007769 0.560000 3567 3567 1645.583333 399.341516
1381 4 0 0 0 0.000000 0 0 2297.621861 0.000000 1949 0.007728 0.560000 4076 4076 1884.905130 412.716732
1381 8 0 0 0 0.000000 0 0 1878.079589 0.000000 5639 0.007718 0.560000 3276 3276 1511.250000 366.829589
1381 6 0 0 0 0.000000 0 0 2323.766847 -0.000000 42 0.007782 0.560000 4149 4149 1914.250000 409.516847
1381 15 0 0 0 0.000000 0 0 1983.802428 -0.000000 14123 0.007712 0.560000 3348 3348 1544.833333 438.969095
1381 11 0 0 0 0.000000 0 0 2418.120746 0.000000 6920 0.007775 0.560000 4222 4222 1965.792754 452.327992
1381 14 0 0 0 0.000000 0 0 2267.757239 0.000000 8543 0.007772 0.560000 3931 3931 1836.521734 431.235505
1381 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.007691 0.560000 4731 4731 2278.701652 370.658348
1441 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.007847 0.560000 4076 4076 1884.905130 397.654870
1441 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007889 0.560000 4222 4222 1965.792754 398.527246
1441 13 0 0 0 0.000000 0 0 2772.000000 -0.000000 0 0.007834 0.560000 4950 4950 2405.621555 366.378445
1441 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.007827 0.560000 2548 2548 1175.416667 251.463333
1441 9 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007824 0.560000 4222 4222 1947.833333 416.486667
1441 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.007890 0.560000 4149 4149 1914.250000 409.190000
1441 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.007840 0.560000 3276 3276 1511.250000 323.310000
1441 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.007862 0.560000 5095 5095 2350.833333 502.366667
1441 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.007876 0.560000 3567 3567 1645.583333 351.936667
1441 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.007877 0.560000 3348 3348 1544.833333 330.046667
1441 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.007886 0.560000 3931 3931 1836.521734 364.838266
1441 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.007870 0.560000 4731 4731 2278.701652 370.658348
1501 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.008022 0.560000 3276 3276 1511.250000 323.310000
1501 9 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.008038 0.560000 4222 4222 1947.833333 416.486667
1501 13 0 0 0 0.000000 0 0 2791.857519 0.000000 2468 0.008046 0.560000 4950 4950 2405.621555 386.235963
1501 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.007983 0.560000 4222 4222 1965.792754 398.527246
1501 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.008010 0.560000 2548 2548 1175.416667 251.463333
1501 5 0 0 0 0.000000 0 0 2007.230198 -0.000000 1218 0.007972 0.560000 3567 3567 1645.583333 361.646865
1501 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.007972 0.560000 3348 3348 1544.833333 330.046667
1501 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.008039 0.560000 4076 4076 1884.905130 397.654870
1501 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.008048 0.560000 4731 4731 2278.701652 370.658348
1501 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.007981 0.560000 3931 3931 1836.521734 364.838266
1501 7 0 0 0 0.000000 0 0 2867.492341 -0.000000 1777 0.008043 0.560000 5095 5095 2350.833333 516.659007
1501 6 0 0 0 0.000000 0 0 2323.440000 -0.000000 0 0.007985 0.560000 4149 4149 1914.250000 409.190000
1561 15 0 0 0 0.000000 0 0 1882.480548 -0.000000 931 0.008164 0.560000 3348 3348 1544.833333 337.647214
1561 13 0 0 0 0.000000 0 0 2796.089687 -0.000000 2942 0.008188 0.560000 4950 4950 2405.621555 390.468132
1561 6 0 0 0 0.000000 0 0 2328.581951 0.000000 629 0.008175 0.560000 4149 4149 1914.250000 414.331951
1561 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.008138 0.560000 4076 4076 1884.905130 397.654870
1561 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.008137 0.560000 4222 4222 1947.833333 416.486667
1561 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.008054 0.560000 5095 5095 2350.833333 502.366667
1561 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.008087 0.560000 3567 3567 1645.583333 351.936667
1561 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.008127 0.560000 3276 3276 1511.250000 323.310000
1561 14 0 0 0 0.000000 0 0 2211.357997 0.000000 1236 0.008089 0.560000 3931 3931 1836.521734 374.836264
1561 11 0 0 0 0.000000 0 0 2425.677546 0.000000 7507 0.008173 0.560000 4222 4222 1965.792754 459.884792
1561 10 0 0 0 0.000000 0 0 1511.965379 0.000000 10490 0.008111 0.560000 2548 2548 1175.416667 336.548712
1561 12 0 0 0 0.000000 0 0 2665.759622 -0.000000 2013 0.008147 0.560000 4731 4731 2278.701652 387.057971
1621 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.008236 0.560000 4076 4076 1884.905130 397.654870
1621 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.008268 0.560000 2548 2548 1175.416667 251.463333
1621 13 0 0 0 0.000000 0 0 2800.430622 -0.000000 3423 0.008306 0.560000 4950 4950 2405.621555 394.809067
1621 6 0 0 0 0.000000 0 0 2354.171183 -0.000000 3708 0.008288 0.560000 4149 4149 1914.250000 439.921183
1621 15 0 0 0 0.000000 0 0 1904.432813 -0.000000 3571 0.008276 0.560000 3348 3348 1544.833333 359.599479
1621 12 0 0 0 0.000000 0 0 2675.059211 -0.000000 3115 0.008250 0.560000 4731 4731 2278.701652 396.357559
1621 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.008237 0.560000 3931 3931 1836.521734 364.838266
1621 5 0 0 0 0.000000 0 0 2008.312665 -0.000000 1315 0.008207 0.560000 3567 3567 1645.583333 362.729331
1621 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.008230 0.560000 5095 5095 2350.833333 502.366667
1621 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.008192 0.560000 4222 4222 1965.792754 398.527246
1621 9 0 0 0 0.000000 0 0 2413.868377 -0.000000 6014 0.008239 0.560000 4222 4222 1947.833333 466.035044
1621 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.008225 0.560000 3276 3276 1511.250000 323.310000
1681 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.008376 0.560000 4076 4076 1884.905130 397.654870
1681 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.008404 0.560000 3348 3348 1544.833333 330.046667
1681 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.008328 0.560000 3931 3931 1836.521734 364.838266
1681 7 0 0 0 0.000000 0 0 2853.200000 -0.000000 0 0.008343 0.560000 5095 5095 2350.833333 502.366667
1681 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.008340 0.560000 4222 4222 1965.792754 398.527246
1681 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.008382 0.560000 4222 4222 1947.833333 416.486667
1681 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.008364 0.560000 3276 3276 1511.250000 323.310000
1681 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.008354 0.560000 2548 2548 1175.416667 251.463333
1681 13 0 0 0 0.000000 0 0 2772.000000 -0.000000 0 0.008433 0.560000 4950 4950 2405.621555 366.378445
1681 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.008415 0.560000 4149 4149 1914.250000 409.190000
1681 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.008345 0.560000 4731 4731 2278.701652 370.658348
1681 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.008334 0.560000 3567 3567 1645.583333 351.936667
1741 7 1 1 0 0.000000 0 0 3034.666390 0.000000 21439 0.008464 0.560000 5095 5095 2360.474837 674.191552
1741 15 1 1 0 0.000000 0 0 2067.066058 0.000000 22640 0.008489 0.560000 3348 3348 1580.086135 486.979922
1741 5 1 1 0 0.000000 0 0 2124.290052 0.000000 14839 0.008543 0.560000 3567 3567 1661.646749 462.643303
1741 10 1 1 0 0.000000 0 0 1617.482305 -0.000000 22483 0.008478 0.560000 2548 2548 1235.725393 381.756912
1741 8 1 1 0 0.000000 0 0 2076.374584 -0.000000 28513 0.008481 0.560000 3276 3276 1595.774095 480.600489
1741 6 1 1 0 0.000000 0 0 2495.579186 0.000000 20245 0.008503 0.560000 4149 4149 1929.317399 566.261787
1741 13 1 1 0 0.000000 0 0 2958.790333 -0.000000 21928 0.008518 0.560000 4950 4950 2439.587645 519.202688
1741 11 1 1 0 0.000000 0 0 2524.983039 -0.000000 18990 0.008460 0.560000 4222 4222 1975.380074 549.602966
1741 4 0 0 0 0.000000 0 0 2338.086927 -0.000000 6530 0.008503 0.560000 4076 4076 1884.905130 453.181797
1741 14 0 0 0 0.000000 0 0 2329.890122 0.000000 15212 0.008449 0.560000 3931 3931 1836.521734 493.368388
1741 9 0 0 0 0.000000 0 0 2389.757844 -0.000000 2989 0.008510 0.560000 4222 4222 1947.833333 441.924511
1741 12 0 0 0 0.000000 0 0 2728.910792 -0.000000 9396 0.008466 0.560000 4731 4731 2278.701652 450.209140
1801 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.008574 0.560000 3567 3567 1661.646749 335.873251
1801 8 0 0 0 0.000000 0 0 1903.492485 0.000000 8104 0.008506 0.560000 3276 3276 1595.774095 307.718390
1801 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.008483 0.560000 4222 4222 1975.380074 388.939926
1801 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.008468 0.560000 3931 3931 1836.521734 364.838266
1801 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.008523 0.560000 4076 4076 1884.905130 397.654870
1801 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.008488 0.560000 5095 5095 2360.474837 492.725163
1801 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.008524 0.560000 4149 4149 1929.317399 394.122601
1801 13 0 0 0 0.000000 0 0 2772.000000 -0.000000 0 0.008546 0.560000 4950 4950 2439.587645 332.412355
1801 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.008610 0.560000 4731 4731 2278.701652 370.658348
1801 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.008518 0.560000 4222 4222 1947.833333 416.486667
1801 10 0 0 0 0.000000 0 0 1580.141260 -0.000000 18056 0.008488 0.560000 2548 2548 1235.725393 344.415867
1801 15 0 0 0 0.000000 0 0 1936.024444 0.000000 7187 0.008508 0.560000 3348 3348 1580.086135 355.938308
1861 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.008580 0.560000 3567 3567 1661.646749 335.873251
1861 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.008689 0.560000 4149 4149 1929.317399 394.122601
1861 13 0 0 0 0.000000 0 0 2772.000000 -0.000000 0 0.008710 0.560000 4950 4950 2439.587645 332.412355
1861 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.008691 0.560000 4076 4076 1884.905130 397.654870
1861 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.008704 0.560000 5095 5095 2360.474837 492.725163
1861 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.008686 0.560000 3931 3931 1836.521734 364.838266
1861 15 0 0 0 0.000000 0 0 1874.880000 0.000000 0 0.008653 0.560000 3348 3348 1580.086135 294.793865
1861 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.008698 0.560000 4731 4731 2278.701652 370.658348
1861 11 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.008699 0.560000 4222 4222 1975.380074 388.939926
1861 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.008652 0.560000 3276 3276 1595.774095 238.785905
1861 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.008669 0.560000 4222 4222 1947.833333 416.486667
1861 10 0 0 0 0.000000 0 0 1426.880000 -0.000000 0 0.008667 0.560000 2548 2548 1235.725393 191.154607
1921 5 0 0 0 0.000000 0 0 1997.520000 -0.000000 0 0.008858 0.560000 3567 3567 1661.646749 335.873251
1921 11 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.008798 0.560000 4222 4222 1975.380074 388.939926
1921 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.008791 0.560000 4076 4076 1884.905130 397.654870
1921 13 0 0 0 0.000000 0 0 2772.000000 -0.000000 0 0.008808 0.560000 4950 4950 2439.587645 332.412355
1921 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.008789 0.560000 4149 4149 1929.317399 394.122601
1921 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.008786 0.560000 3931 3931 1836.521734 364.838266
1921 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.008797 0.560000 4731 4731 2278.701652 370.658348
1921 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.008849 0.560000 3276 3276 1595.774095 238.785905
1921 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.008772 0.560000 2548 2548 1235.725393 191.154607
1921 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.008863 0.560000 4222 4222 1947.833333 416.486667
1921 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.008850 0.560000 3348 3348 1580.086135 294.793865
1921 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.008804 0.560000 5095 5095 2360.474837 492.725163
1981 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.009014 0.560000 4222 4222 1975.380074 388.939926
1981 12 0 0 0 0.000000 0 0 2688.039026 -0.000000 4291 0.009014 0.560000 4731 4731 2278.701652 409.337374
1981 6 0 0 0 0.000000 0 0 2364.535638 0.000000 4563 0.009006 0.560000 4149 4149 1929.317399 435.218239
1981 14 0 0 0 0.000000 0 0 2206.545982 0.000000 576 0.009003 0.560000 3931 3931 1836.521734 370.024248
1981 13 0 0 0 0.000000 0 0 2773.434746 -0.000000 159 0.009024 0.560000 4950 4950 2439.587645 333.847102
1981 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.008962 0.560000 3276 3276 1595.774095 238.785905
1981 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.008990 0.560000 2548 2548 1235.725393 191.154607
1981 7 0 0 0 0.000000 0 0 2898.107843 0.000000 4979 0.009019 0.560000 5095 5095 2360.474837 537.633006
1981 15 0 0 0 0.000000 0 0 1881.037179 -0.000000 687 0.008962 0.560000 3348 3348 1580.086135 300.951044
1981 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.008975 0.560000 4222 4222 1947.833333 416.486667
1981 5 0 0 0 0.000000 0 0 1997.520000 0.000000 0 0.008970 0.560000 3567 3567 1661.646749 335.873251
1981 4 0 0 0 0.000000 0 0 2285.712302 -0.000000 350 0.009007 0.560000 4076 4076 1884.905130 400.807172
2041 11 0 0 0 0.000000 0 0 2400.721519 0.000000 3989 0.009125 0.560000 4222 4222 1975.380074 425.341445
2041 12 0 0 0 0.000000 0 0 2697.152603 -0.000000 5296 0.009024 0.560000 4731 4731 2278.701652 418.450951
2041 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.009121 0.560000 4076 4076 1884.905130 397.654870
2041 8 0 0 0 0.000000 0 0 1834.560000 -0.000000 0 0.009077 0.560000 3276 3276 1595.774095 238.785905
2041 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.009017 0.560000 4149 4149 1929.317399 394.122601
2041 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.009098 0.560000 2548 2548 1235.725393 191.154607
2041 5 0 0 0 0.000000 0 0 1997.520000 0.000000 0 0.009078 0.560000 3567 3567 1661.646749 335.873251
2041 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.009083 0.560000 4222 4222 1947.833333 416.486667
2041 15 0 0 0 0.000000 0 0 1874.880000 0.000000 0 0.009076 0.560000 3348 3348 1580.086135 294.793865
2041 14 0 0 0 0.000000 0 0 2208.865842 0.000000 820 0.009153 0.560000 3931 3931 1836.521734 372.344108
2041 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.009032 0.560000 5095 5095 2360.474837 492.725163
2041 13 0 0 0 0.000000 0 0 2814.312697 -0.000000 4620 0.009159 0.560000 4950 4950 2439.587645 374.725052
2101 12 0 0 0 0.000000 0 0 2655.018744 -0.000000 612 0.009246 0.560000 4731 4731 2278.701652 376.317092
2101 4 0 0 0 0.000000 0 0 2326.673173 -0.000000 4782 0.009225 0.560000 4076 4076 1884.905130 441.768044
2101 8 0 0 0 0.000000 0 0 1852.576630 -0.000000 1964 0.009173 0.560000 3276 3276 1595.774095 256.802535
2101 5 0 0 0 0.000000 0 0 2003.181634 0.000000 617 0.009176 0.560000 3567 3567 1661.646749 341.534885
2101 9 0 0 0 0.000000 0 0 2483.032366 -0.000000 12931 0.009180 0.560000 4222 4222 1947.833333 535.199032
2101 14 0 0 0 0.000000 0 0 2218.214610 0.000000 1815 0.009286 0.560000 3931 3931 1836.521734 381.692876
2101 6 0 0 0 0.000000 0 0 2367.124977 0.000000 4702 0.009291 0.560000 4149 4149 1929.317399 437.807578
2101 13 0 0 0 0.000000 0 0 2774.162411 0.000000 232 0.009321 0.560000 4950 4950 2439.587645 334.574767
2101 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.009245 0.560000 4222 4222 1975.380074 388.939926
2101 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.009249 0.560000 5095 5095 2360.474837 492.725163
2101 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.009278 0.560000 3348 3348 1580.086135 294.793865
2101 10 0 0 0 0.000000 0 0 1514.455218 0.000000 9516 0.009203 0.560000 2548 2548 1235.725393 278.729825
2161 10 0 0 0 0.000000 0 0 1426.880000 0.000000 0 0.009364 0.560000 2548 2548 1235.725393 191.154607
2161 9 0 0 0 0.000000 0 0 2364.320000 -0.000000 0 0.009391 0.560000 4222 4222 1947.833333 416.486667
2161 13 0 0 0 0.000000 0 0 2772.000000 -0.000000 0 0.009417 0.560000 4950 4950 2439.587645 332.412355
2161 6 0 0 0 0.000000 0 0 2323.440000 0.000000 0 0.009387 0.560000 4149 4149 1929.317399 394.122601
2161 4 0 0 0 0.000000 0 0 2282.560000 -0.000000 0 0.009390 0.560000 4076 4076 1884.905130 397.654870
2161 15 0 0 0 0.000000 0 0 1874.880000 -0.000000 0 0.009371 0.560000 3348 3348 1580.086135 294.793865
2161 7 0 0 0 0.000000 0 0 2853.200000 0.000000 0 0.009345 0.560000 5095 5095 2360.474837 492.725163
2161 11 0 0 0 0.000000 0 0 2364.320000 0.000000 0 0.009341 0.560000 4222 4222 1975.380074 388.939926
2161 5 0 0 0 0.000000 0 0 1997.520000 0.000000 0 0.009343 0.560000 3567 3567 1661.646749 335.873251
2161 8 0 0 0 0.000000 0 0 1834.560000 0.000000 0 0.009340 0.560000 3276 3276 1595.774095 238.785905
2161 12 0 0 0 0.000000 0 0 2649.360000 -0.000000 0 0.009367 0.560000 4731 4731 2278.701652 370.658348
2161 14 0 0 0 0.000000 0 0 2201.360000 0.000000 0 0.009382 0.560000 3931 3931 1836.521734 364.838266
