IT_NO ID MORTGAGES MORTGAGE_COST HOUSING_UNITS HOUSING_VALUE EQUITY_RATIO LIQUIDITY
1 194 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 187 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 177 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 163 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 162 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 153 357.156087 1.410579 6 600.000000 0.500000 13.589421
1 149 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 146 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 145 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 142 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 140 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 133 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 131 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 118 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 110 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 103 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 101 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 97 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 96 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 91 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 89 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 72 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 70 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 58 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 57 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 53 357.156087 1.410579 6 600.000000 0.500000 13.589421
1 45 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 41 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 35 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 33 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 29 357.156087 1.410579 6 600.000000 0.500000 13.589421
1 27 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 28 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 31 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 38 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 46 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 50 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 51 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 54 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 56 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 65 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 66 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 77 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 83 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 86 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 94 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 95 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 99 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 112 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 117 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 120 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 125 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 129 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 130 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 136 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 137 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 138 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 141 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 144 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 147 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 148 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 155 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 165 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 166 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 170 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 175 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 184 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 190 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 196 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 209 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 216 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 220 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 226 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 232 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 240 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 241 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 246 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 255 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 268 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 270 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 275 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 279 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 282 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 285 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 287 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 292 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 296 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 300 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 301 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 302 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 310 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 318 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 349 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 356 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 357 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 363 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 368 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 376 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 382 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 391 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 394 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 397 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 404 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 405 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 416 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 420 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 421 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 432 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 436 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 444 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 445 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 449 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 456 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 460 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 461 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 463 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 470 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 472 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 479 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 480 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 495 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 502 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 517 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 518 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 530 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 533 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 550 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 552 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 575 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 580 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 581 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 610 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 618 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 624 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 627 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 631 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 642 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 648 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 657 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 659 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 666 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 668 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 677 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 695 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 700 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 711 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 714 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 717 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 724 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 729 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 814 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 813 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 790 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 783 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 780 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 770 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 758 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 744 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 805 0.000000 0.570570 4 400.000000 0.500000 -0.570570
1 782 0.000000 0.570570 4 400.000000 0.500000 -0.570570
1 745 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 748 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 751 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 752 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 754 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 755 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 756 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 757 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 759 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 760 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 761 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 762 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 763 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 764 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 765 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 766 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 767 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 769 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 771 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 772 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 773 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 774 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 775 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 776 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 778 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 779 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 781 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 784 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 785 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 787 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 788 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 791 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 792 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 793 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 796 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 797 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 798 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 800 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 801 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 802 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 803 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 804 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 806 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 807 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 808 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 809 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 810 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 811 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 812 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 815 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 816 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 817 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 819 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 820 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 822 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 743 249.784400 1.048934 5 500.000000 0.500000 -1.048934
1 741 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 739 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 738 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 737 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 736 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 733 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 732 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 731 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 728 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 727 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 725 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 722 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 721 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 719 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 718 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 716 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 715 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 713 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 712 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 710 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 709 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 708 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 707 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 706 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 705 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 703 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 702 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 701 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 699 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 698 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 697 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 696 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 694 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 693 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 691 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 690 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 689 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 687 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 686 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 685 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 684 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 682 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 681 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 680 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 679 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 678 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 676 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 675 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 674 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 673 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 671 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 670 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 669 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 667 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 665 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 664 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 663 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 662 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 660 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 658 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 656 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 655 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 654 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 653 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 651 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 650 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 647 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 646 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 645 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 644 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 643 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 641 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 640 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 639 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 638 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 637 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 636 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 635 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 633 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 628 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 625 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 623 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 622 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 620 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 619 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 617 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 616 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 615 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 614 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 612 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 608 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 607 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 606 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 605 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 604 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 603 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 602 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 601 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 600 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 597 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 596 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 595 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 593 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 592 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 591 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 590 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 589 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 588 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 587 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 586 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 585 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 584 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 583 257.277932 1.080402 5 500.000000 0.500000 13.919598
1 582 257.277932 1.080402 5 500.000000 0.500000 13.919598
