IT_NO ID REVENUES INTERESTS_ACCRUED TOTAL_COSTS TOTAL_WRITEOFFS INTERESTS_PAID NET_EARNINGS RETAINED_EARNINGS TOTAL_DIVIDENDS
841 157 1069.389831 1069.389831 4778.642743 168.411126 4610.231618 -3709.252912 0.000000 0.000000
841 156 1175.098122 1175.098122 4636.485898 253.989230 4382.496668 -3461.387776 0.000000 0.000000
901 157 337.493164 337.493164 11354.932419 6956.444199 4398.488220 -11017.439255 0.000000 0.000000
901 156 374.766390 374.766390 10906.457694 6722.074737 4184.382956 -10531.691304 0.000000 0.000000
961 157 290.266586 290.266586 6572.838273 2391.900856 4180.937417 -6282.571687 0.000000 0.000000
961 156 330.374826 330.374826 5851.404845 1870.333085 3981.071760 -5521.030019 0.000000 0.000000
1021 157 274.113420 274.113420 4450.638143 491.319103 3959.319040 -4176.524723 0.000000 0.000000
1021 156 312.067146 312.067146 6101.839729 2321.112508 3780.727221 -5789.772582 0.000000 0.000000
1081 157 270.388008 270.388008 3981.153965 244.285486 3736.868479 -3710.765957 0.000000 0.000000
1081 156 298.900772 298.900772 3658.837600 79.681456 3579.156145 -3359.936829 0.000000 0.000000
1141 157 263.460061 263.460061 3514.282203 0.000000 3514.282203 -3250.822141 0.000000 0.000000
1141 156 289.338555 289.338555 3375.168176 0.000000 3375.168176 -3085.829621 0.000000 0.000000
1201 157 262.322711 262.322711 3288.474179 0.000000 3288.474179 -3026.151468 0.000000 0.000000
1201 156 287.780980 287.780980 3169.869083 0.000000 3169.869083 -2882.088103 0.000000 0.000000
1261 157 262.148747 262.148747 3065.241134 0.000000 3065.241134 -2803.092387 0.000000 0.000000
1261 156 287.525490 287.525490 2961.877261 0.000000 2961.877261 -2674.351772 0.000000 0.000000
1321 157 261.340594 261.340594 2839.828035 0.000000 2839.828035 -2578.487441 0.000000 0.000000
1321 156 287.893640 287.893640 2753.543079 0.000000 2753.543079 -2465.649438 0.000000 0.000000
1381 157 261.156560 261.156560 2615.891297 0.000000 2615.891297 -2354.734737 0.000000 0.000000
1381 156 286.997887 286.997887 2541.328680 0.000000 2541.328680 -2254.330793 0.000000 0.000000
1441 157 260.338273 260.338273 2387.623388 0.000000 2387.623388 -2127.285115 0.000000 0.000000
1441 156 286.096536 286.096536 2330.062659 0.000000 2330.062659 -2043.966123 0.000000 0.000000
1501 157 261.402382 261.402382 2161.546091 0.000000 2161.546091 -1900.143709 0.000000 0.000000
1501 156 285.189551 285.189551 2117.410068 0.000000 2117.410068 -1832.220517 0.000000 0.000000
1561 157 259.588455 259.588455 1932.724453 0.000000 1932.724453 -1673.135998 0.000000 0.000000
1561 156 282.306139 282.306139 1902.267126 0.000000 1902.267126 -1619.960988 0.000000 0.000000
1621 157 259.388620 259.388620 1702.051115 0.000000 1702.051115 -1442.662495 0.000000 0.000000
1621 156 279.926234 279.926234 1688.508893 0.000000 1688.508893 -1408.582658 0.000000 0.000000
1681 157 257.578525 257.578525 1469.524763 0.000000 1469.524763 -1211.946237 0.000000 0.000000
1681 156 278.042855 278.042855 1472.655431 0.000000 1472.655431 -1194.612576 0.000000 0.000000
1741 157 255.125358 255.125358 1236.437777 0.000000 1236.437777 -981.312419 0.000000 0.000000
1741 156 276.487073 276.487073 1256.105870 0.000000 1256.105870 -979.618797 0.000000 0.000000
1801 157 252.521954 252.521954 1001.127333 0.000000 1001.127333 -748.605379 0.000000 0.000000
1801 156 272.999390 272.999390 1038.546417 0.000000 1038.546417 -765.547027 0.000000 0.000000
1861 157 249.450358 249.450358 765.538465 0.000000 765.538465 -516.088106 0.000000 0.000000
1861 156 269.211334 269.211334 819.986207 0.000000 819.986207 -550.774872 0.000000 0.000000
1921 157 246.396314 246.396314 528.387727 0.000000 528.387727 -281.991413 0.000000 0.000000
1921 156 264.809113 264.809113 599.731953 0.000000 599.731953 -334.922840 0.000000 0.000000
1981 157 241.932441 241.932441 290.674347 0.000000 290.674347 -48.741906 0.000000 0.000000
1981 156 261.547564 261.547564 378.738483 0.000000 378.738483 -117.190919 0.000000 0.000000
2041 157 238.763645 238.763645 51.442016 0.000000 51.442016 187.321629 0.000000 0.000000
2041 156 258.147361 258.147361 155.985265 0.000000 155.985265 102.162097 0.000000 0.000000
2101 157 235.143740 235.143740 0.000000 0.000000 0.000000 235.143740 187.321629 0.000000
2101 156 252.727553 252.727553 0.000000 0.000000 0.000000 252.727553 102.162097 0.000000
2161 157 229.206775 229.206775 0.000000 0.000000 0.000000 229.206775 235.143740 0.000000
2161 156 249.692641 249.692641 0.000000 0.000000 0.000000 249.692641 252.727553 0.000000
2221 157 222.828128 222.828128 0.000000 0.000000 0.000000 222.828128 229.206775 0.000000
2221 156 239.532093 239.532093 0.000000 0.000000 0.000000 239.532093 249.692641 0.000000
2281 157 214.780605 214.780605 0.000000 0.000000 0.000000 214.780605 222.828128 0.000000
2281 156 229.672233 229.672233 0.000000 0.000000 0.000000 229.672233 239.532093 0.000000
2341 157 208.600242 208.600242 0.000000 0.000000 0.000000 208.600242 214.780605 0.000000
2341 156 217.756675 217.756675 0.000000 0.000000 0.000000 217.756675 229.672233 0.000000
2401 157 201.152989 201.152989 0.000000 0.000000 0.000000 201.152989 208.600242 0.000000
2401 156 211.994864 211.994864 0.000000 0.000000 0.000000 211.994864 217.756675 0.000000
2461 157 192.461769 192.461769 0.000000 0.000000 0.000000 192.461769 201.152989 0.000000
2461 156 202.918471 202.918471 0.000000 0.000000 0.000000 202.918471 211.994864 0.000000
2521 157 186.375538 186.375538 0.000000 0.000000 0.000000 186.375538 192.461769 0.000000
2521 156 189.653927 189.653927 0.000000 0.000000 0.000000 189.653927 202.918471 0.000000
2581 157 177.393736 177.393736 0.000000 0.000000 0.000000 177.393736 186.375538 0.000000
2581 156 178.307477 178.307477 0.000000 0.000000 0.000000 178.307477 189.653927 0.000000
2641 157 173.085760 173.085760 0.000000 0.000000 0.000000 173.085760 177.393736 0.000000
2641 156 169.571181 169.571181 0.000000 0.000000 0.000000 169.571181 178.307477 0.000000
2701 157 166.271612 166.271612 0.000000 0.000000 0.000000 166.271612 173.085760 0.000000
2701 156 160.632695 160.632695 0.000000 0.000000 0.000000 160.632695 169.571181 0.000000
2761 157 158.742193 158.742193 0.000000 0.000000 0.000000 158.742193 166.271612 0.000000
2761 156 152.824916 152.824916 0.000000 0.000000 0.000000 152.824916 160.632695 0.000000
2821 157 152.272180 152.272180 0.000000 0.000000 0.000000 152.272180 158.742193 0.000000
2821 156 142.730281 142.730281 0.000000 0.000000 0.000000 142.730281 152.824916 0.000000
2881 157 142.156212 142.156212 0.000000 0.000000 0.000000 142.156212 152.272180 0.000000
2881 156 135.425804 135.425804 0.000000 0.000000 0.000000 135.425804 142.730281 0.000000
2941 157 125.516157 125.516157 0.000000 0.000000 0.000000 125.516157 142.156212 0.000000
2941 156 124.292298 124.292298 0.000000 0.000000 0.000000 124.292298 135.425804 0.000000
3001 157 109.677151 109.677151 0.000000 0.000000 0.000000 109.677151 125.516157 0.000000
3001 156 113.293904 113.293904 0.000000 0.000000 0.000000 113.293904 124.292298 0.000000
3061 157 97.612787 97.612787 0.000000 0.000000 0.000000 97.612787 109.677151 0.000000
3061 156 104.220203 104.220203 0.000000 0.000000 0.000000 104.220203 113.293904 0.000000
3121 157 90.437304 90.437304 0.000000 0.000000 0.000000 90.437304 97.612787 0.000000
3121 156 100.590359 100.590359 0.000000 0.000000 0.000000 100.590359 104.220203 0.000000
3181 157 90.414248 90.414248 0.000000 0.000000 0.000000 90.414248 90.437304 0.000000
3181 156 97.006350 97.006350 0.000000 0.000000 0.000000 97.006350 100.590359 0.000000
3241 157 86.883649 86.883649 0.000000 0.000000 0.000000 86.883649 90.414248 0.000000
3241 156 92.298497 92.298497 0.000000 0.000000 0.000000 92.298497 97.006350 0.000000
3301 157 86.883649 86.883649 0.000000 0.000000 0.000000 86.883649 86.883649 0.000000
3301 156 92.298497 92.298497 0.000000 0.000000 0.000000 92.298497 92.298497 0.000000
3361 157 86.883649 86.883649 0.000000 0.000000 0.000000 86.883649 86.883649 0.000000
3361 156 92.298497 92.298497 0.000000 0.000000 0.000000 92.298497 92.298497 0.000000
3421 157 86.883649 86.883649 0.000000 0.000000 0.000000 86.883649 86.883649 0.000000
3421 156 92.298497 92.298497 0.000000 0.000000 0.000000 92.298497 92.298497 0.000000
3481 157 86.883649 86.883649 0.000000 0.000000 0.000000 86.883649 86.883649 0.000000
3481 156 92.298497 92.298497 0.000000 0.000000 0.000000 92.298497 92.298497 0.000000
3541 157 86.883649 86.883649 0.000000 0.000000 0.000000 86.883649 86.883649 0.000000
3541 156 92.298497 92.298497 0.000000 0.000000 0.000000 92.298497 92.298497 0.000000
