IT_NO ID NO_EMPLOYEES EMPLOYEES_NEEDED INVENTORY PRODUCTION_PLAN
101 8 1 22 0 16
101 20 8 11 9 8
101 7 1 18 5 13
101 29 2 28 6 20
101 2 5 12 8 9
101 13 1 20 5 14
101 22 10 18 6 13
101 6 8 27 6 19
101 5 1 15 4 11
101 21 5 25 9 18
101 4 5 28 8 20
101 1 14 15 8 11
101 23 11 21 3 15
101 16 10 11 5 8
101 15 8 27 5 19
101 10 7 21 5 15
101 9 5 18 5 13
101 14 10 8 2 6
101 17 11 24 3 17
101 24 11 27 1 19
101 30 7 17 1 12
101 11 4 20 3 14
101 12 4 25 5 18
101 28 1 20 3 14
101 3 14 28 5 20
101 25 14 22 9 16
101 18 8 20 4 14
101 19 1 24 2 17
101 26 10 17 4 12
121 1 14 27 9 19
121 4 5 17 9 12
121 21 5 27 10 19
121 5 1 22 4 16
121 6 8 15 6 11
121 22 10 12 6 9
121 13 1 25 5 18
121 2 5 28 8 20
121 29 2 5 6 4
121 7 1 12 5 9
121 14 8 18 3 13
121 27 1 12 0 9
121 8 1 21 0 15
121 20 8 21 9 15
121 23 11 24 4 17
121 16 10 10 6 7
121 15 8 20 5 14
121 10 7 15 6 11
121 9 5 15 6 11
121 17 11 27 4 19
121 24 11 14 2 10
121 30 7 21 2 15
121 11 4 27 3 19
121 12 4 8 5 6
121 28 1 14 3 10
121 3 14 21 6 15
121 25 14 28 10 20
121 18 8 20 5 14
121 19 1 25 2 18
121 26 10 15 5 11
141 16 10 20 7 14
141 1 14 12 10 9
141 4 5 27 9 19
141 21 5 15 11 11
141 5 1 21 4 15
141 6 8 22 6 16
141 22 10 15 6 11
141 13 1 28 5 20
141 2 5 15 9 11
141 29 2 5 6 4
141 7 1 18 5 13
141 14 8 27 3 19
141 27 1 21 0 15
141 8 1 20 0 14
141 20 8 18 9 13
141 23 11 28 5 20
141 15 8 22 5 16
141 10 7 15 7 11
141 9 5 28 6 20
141 17 11 21 5 15
141 24 11 11 2 8
141 30 7 27 3 19
141 11 4 22 3 16
141 12 4 28 5 20
141 28 1 17 3 12
141 3 14 27 7 19
141 25 14 28 11 20
141 18 8 25 6 18
141 19 1 25 2 18
141 26 10 27 5 19
161 1 12 24 10 17
161 24 11 24 3 17
161 16 10 18 7 13
161 4 5 10 10 7
161 21 5 21 12 15
161 5 1 21 4 15
161 6 8 11 7 8
161 22 10 17 7 12
161 13 1 24 5 17
161 2 5 25 9 18
161 29 2 10 7 7
161 7 1 15 5 11
161 14 8 21 4 15
161 27 1 28 0 20
161 8 1 18 0 13
161 20 8 20 10 14
161 23 11 12 5 9
161 15 8 24 6 17
161 10 7 18 7 13
161 9 5 27 7 19
161 17 11 15 6 11
161 30 7 10 4 7
161 11 4 12 4 9
161 12 4 18 6 13
161 28 1 28 3 20
161 3 14 21 8 15
161 25 14 12 12 9
161 18 8 18 7 13
161 19 1 20 2 14
161 26 10 12 6 9
181 26 10 10 7 7
181 19 1 28 2 20
181 18 8 28 7 20
181 3 14 15 9 11
181 28 1 25 3 18
181 12 4 24 6 17
181 11 4 12 5 9
181 30 7 12 4 9
181 17 11 22 7 16
181 9 5 10 7 7
181 10 7 15 7 11
181 15 8 7 6 5
181 23 11 10 6 7
181 20 8 27 10 19
181 8 1 24 0 17
181 27 1 21 0 15
181 7 1 11 5 8
181 29 2 14 7 10
181 2 5 7 9 5
181 13 1 24 5 17
181 22 10 21 7 15
181 6 8 12 8 9
181 5 1 18 4 13
181 21 5 28 12 20
181 4 5 15 10 11
181 16 10 12 7 9
181 24 11 25 4 18
181 1 12 17 11 12
181 25 12 24 13 17
181 14 8 8 4 6
201 23 10 27 7 19
201 15 7 17 7 12
201 14 8 15 5 11
201 26 10 11 8 8
201 19 1 25 2 18
201 18 8 28 7 20
201 3 14 21 10 15
201 28 1 15 3 11
201 12 4 21 7 15
201 11 4 14 5 10
201 30 7 22 4 16
201 17 11 12 7 9
201 9 5 22 7 16
201 10 7 17 8 12
201 20 8 17 10 12
201 8 1 27 0 19
201 27 1 22 0 16
201 7 1 18 5 13
201 29 2 27 7 19
201 2 5 5 10 4
201 13 1 27 5 19
201 22 10 12 8 9
201 6 8 22 9 16
201 5 1 17 4 12
201 21 5 15 12 11
201 4 5 11 10 8
201 16 10 25 8 18
201 24 11 24 5 17
201 1 12 12 12 9
201 25 12 17 14 12
221 1 12 15 13 11
221 2 5 8 10 6
221 23 10 11 7 8
221 15 7 10 7 7
221 14 8 28 6 20
221 26 10 12 9 9
221 19 1 28 2 20
221 18 8 25 8 18
221 3 14 11 11 8
221 28 1 25 3 18
221 12 4 7 7 5
221 11 4 15 5 11
221 30 7 20 4 14
221 17 11 27 8 19
221 9 5 10 8 7
221 10 7 27 8 19
221 20 8 21 11 15
221 8 1 24 0 17
221 27 1 25 0 18
221 7 1 11 5 8
221 29 2 22 7 16
221 13 1 18 5 13
221 22 10 21 9 15
221 6 8 14 9 10
221 5 1 28 4 20
221 21 5 27 13 19
221 4 5 10 11 7
221 16 10 17 8 12
221 24 11 14 6 10
221 25 12 28 15 20
241 25 12 17 16 12
241 24 11 28 7 20
241 16 10 11 9 8
241 4 5 10 11 7
241 21 5 7 13 5
241 5 1 17 4 12
241 6 8 14 10 10
241 22 10 18 10 13
241 13 1 15 5 11
241 29 2 17 8 12
241 7 1 12 5 9
241 27 1 14 0 10
241 8 1 17 0 12
241 20 8 24 11 17
241 10 7 21 8 15
241 9 5 8 8 6
241 17 11 28 8 20
241 30 7 28 4 20
241 11 4 17 5 12
241 12 4 27 7 19
241 28 1 24 3 17
241 18 8 10 8 7
241 19 1 22 2 16
241 26 10 12 9 9
241 14 8 28 7 20
241 15 7 25 8 18
241 23 10 21 8 15
241 2 5 22 10 16
241 1 12 28 14 20
241 3 11 21 12 15
261 25 12 24 17 17
261 24 11 12 7 9
261 16 10 20 10 14
261 4 5 14 12 10
261 21 5 18 13 13
261 5 1 17 4 12
261 6 8 15 10 11
261 22 10 11 11 8
261 13 1 18 5 13
261 29 2 14 8 10
261 7 1 14 5 10
261 27 1 24 0 17
261 8 1 27 0 19
261 20 8 5 12 4
261 10 7 24 9 17
261 9 5 7 9 5
261 17 11 18 9 13
261 30 7 8 5 6
261 11 4 21 6 15
261 12 4 22 7 16
261 28 1 15 3 11
261 18 8 24 9 17
261 19 1 28 2 20
261 26 10 25 9 18
261 14 8 21 7 15
261 15 7 21 8 15
261 23 10 10 8 7
261 2 5 10 11 7
261 1 12 11 15 8
261 3 11 14 13 10
281 1 11 25 15 18
281 20 5 12 12 9
281 23 10 27 9 19
281 25 12 20 17 14
281 24 11 24 8 17
281 16 10 11 10 8
281 4 5 28 12 20
281 21 5 14 14 10
281 5 1 24 4 17
281 6 8 10 11 7
281 22 10 18 12 13
281 13 1 27 5 19
281 29 2 7 8 5
281 7 1 17 5 12
281 27 1 15 0 11
281 8 1 22 0 16
281 10 7 27 9 19
281 9 5 21 9 15
281 17 11 27 9 19
281 30 7 17 5 12
281 11 4 8 6 6
281 12 4 27 7 19
281 28 1 28 3 20
281 18 8 12 9 9
281 19 1 27 2 19
281 26 10 28 10 20
281 14 8 15 7 11
281 15 7 10 9 7
281 2 5 12 11 9
281 3 11 15 14 11
301 3 11 15 14 11
301 2 5 24 11 17
301 15 7 5 9 4
301 14 8 28 7 20
301 26 10 15 10 11
301 18 8 15 9 11
301 28 1 21 3 15
301 12 4 14 7 10
301 11 4 22 7 16
301 30 7 25 6 18
301 17 11 17 10 12
301 9 5 8 10 6
301 10 7 28 10 20
301 8 1 17 0 12
301 27 1 18 0 13
301 7 1 11 5 8
301 29 2 10 8 7
301 13 1 22 5 16
301 22 10 21 12 15
301 6 8 17 11 12
301 5 1 28 4 20
301 21 5 25 14 18
301 4 5 27 13 19
301 16 10 12 11 9
301 24 11 27 8 19
301 25 12 18 18 13
301 23 10 20 9 14
301 20 5 20 13 14
301 1 11 21 16 15
301 19 1 27 2 19
321 15 5 11 10 8
321 3 11 8 15 6
321 2 5 21 11 15
321 14 8 11 8 8
321 26 10 15 11 11
321 18 8 5 10 4
321 28 1 28 3 20
321 12 4 8 7 6
321 11 4 24 7 17
321 30 7 21 6 15
321 17 11 25 10 18
321 9 5 10 10 7
321 10 7 18 11 13
321 8 1 25 0 18
321 27 1 25 0 18
321 7 1 24 5 17
321 29 2 7 8 5
321 13 1 21 5 15
321 22 10 12 13 9
321 6 8 25 11 18
321 5 1 10 4 7
321 21 5 17 15 12
321 4 5 10 13 7
321 16 10 22 11 16
321 24 11 18 8 13
321 25 12 18 19 13
321 23 10 18 10 13
321 20 5 7 13 5
321 1 11 25 17 18
321 19 1 22 2 16
341 18 5 5 10 4
341 3 8 24 15 17
341 15 5 17 10 12
341 2 5 21 12 15
341 14 8 11 8 8
341 26 10 21 12 15
341 28 1 24 3 17
341 12 4 22 8 16
341 11 4 27 7 19
341 30 7 28 7 20
341 17 11 22 11 16
341 9 5 10 10 7
341 10 7 8 11 6
341 8 1 28 0 20
341 27 1 20 0 14
341 7 1 24 5 17
341 29 2 18 9 13
341 13 1 18 5 13
341 22 10 10 13 7
341 6 8 25 11 18
341 5 1 17 4 12
341 21 5 10 15 7
341 4 5 20 13 14
341 16 10 20 12 14
341 24 11 12 8 9
341 25 12 10 20 7
341 23 10 21 11 15
341 20 5 27 14 19
341 1 11 11 17 8
341 19 1 20 2 14
361 20 5 7 14 5
361 23 10 27 11 19
361 24 11 15 9 11
361 16 10 12 13 9
361 4 5 27 13 19
361 21 5 20 15 14
361 5 1 22 4 16
361 6 8 14 12 10
361 13 1 17 5 12
361 29 2 21 9 15
361 7 1 18 5 13
361 27 1 27 0 19
361 8 1 24 0 17
361 10 7 12 11 9
361 9 5 12 10 9
361 17 11 12 11 9
361 30 7 17 8 12
361 11 4 7 7 5
361 12 4 28 8 20
361 28 1 14 3 10
361 26 10 12 12 9
361 14 8 24 8 17
361 2 5 28 12 20
361 15 5 8 10 6
361 3 8 27 16 19
361 18 5 5 11 4
361 22 10 20 13 14
361 1 11 20 18 14
361 25 10 12 21 9
361 19 1 25 2 18
381 18 5 25 11 18
381 20 5 12 14 9
381 23 10 22 12 16
381 24 11 20 9 14
381 16 10 17 14 12
381 4 5 10 14 7
381 21 5 18 15 13
381 5 1 25 4 18
381 6 8 27 13 19
381 13 1 25 5 18
381 29 2 17 9 12
381 7 1 17 5 12
381 27 1 18 0 13
381 8 1 22 0 16
381 10 7 20 11 14
381 9 5 21 11 15
381 17 11 14 12 10
381 30 7 10 8 7
381 11 4 21 7 15
381 12 4 14 8 10
381 28 1 12 3 9
381 26 10 17 12 12
381 14 8 25 8 18
381 2 5 21 12 15
381 15 5 10 10 7
381 3 8 8 16 6
381 22 10 25 13 18
381 1 11 18 18 13
381 25 10 28 21 20
381 19 1 20 2 14
401 3 8 8 17 6
401 18 5 24 12 17
401 20 5 5 15 4
401 23 10 24 12 17
401 24 11 28 10 20
401 16 10 17 14 12
401 4 5 7 14 5
401 21 5 22 15 16
401 5 1 27 4 19
401 6 8 10 13 7
401 13 1 15 5 11
401 29 2 10 9 7
401 7 1 22 5 16
401 27 1 20 0 14
401 8 1 20 0 14
401 10 7 22 12 16
401 9 5 14 11 10
401 17 11 21 13 15
401 30 7 18 8 13
401 11 4 24 8 17
401 12 4 28 9 20
401 28 1 22 3 16
401 26 10 14 13 10
401 14 8 22 9 16
401 2 5 25 12 18
401 15 5 15 10 11
401 22 10 12 14 9
401 1 11 20 18 14
401 25 10 22 21 16
401 19 1 27 2 19
421 25 10 27 21 19
421 1 11 11 19 8
421 22 10 10 14 7
421 15 5 8 11 6
421 2 5 15 13 11
421 14 8 28 9 20
421 26 10 8 14 6
421 12 4 27 9 19
421 11 4 28 8 20
421 30 7 15 8 11
421 17 11 17 14 12
421 9 5 17 11 12
421 10 7 28 12 20
421 8 1 17 0 12
421 27 1 28 0 20
421 7 1 15 5 11
421 29 2 8 9 6
421 13 1 17 5 12
421 6 8 21 14 15
421 5 1 20 4 14
421 21 5 15 16 11
421 4 5 14 15 10
421 16 10 27 14 19
421 24 11 20 11 14
421 23 10 24 13 17
421 18 5 28 12 20
421 3 8 10 18 7
421 20 5 14 15 10
421 19 1 25 2 18
421 28 1 22 3 16
441 26 8 18 15 13
441 22 10 24 15 17
441 1 11 11 20 8
441 25 10 17 22 12
441 15 5 14 11 10
441 2 5 17 13 12
441 14 8 22 10 16
441 12 4 20 9 14
441 11 4 5 8 4
441 30 7 22 8 16
441 17 11 28 14 20
441 9 5 4 12 3
441 10 7 20 12 14
441 8 1 25 0 18
441 27 1 22 0 16
441 7 1 14 5 10
441 29 2 18 9 13
441 13 1 20 5 14
441 6 8 15 14 11
441 5 1 14 4 10
441 21 5 20 16 14
441 4 5 25 15 18
441 16 10 10 15 7
441 24 11 18 12 13
441 23 10 12 14 9
441 18 5 21 12 15
441 3 8 14 18 10
441 20 5 7 15 5
441 19 1 27 2 19
441 28 1 25 3 18
461 9 4 11 12 8
461 16 10 28 15 20
461 1 11 20 21 14
461 26 8 7 16 5
461 22 10 10 16 7
461 25 10 25 23 18
461 15 5 22 11 16
461 2 5 7 13 5
461 14 8 8 11 6
461 12 4 22 9 16
461 11 4 7 8 5
461 30 7 25 8 18
461 17 11 27 15 19
461 10 7 28 13 20
461 8 1 20 0 14
461 27 1 17 0 12
461 7 1 11 5 8
461 29 2 8 9 6
461 13 1 20 5 14
461 6 8 18 14 13
461 5 1 18 4 13
461 21 5 7 16 5
461 4 5 14 15 10
461 24 11 17 13 12
461 23 10 12 14 9
461 18 5 2 13 2
461 3 8 17 19 12
461 20 5 20 15 14
461 19 1 24 2 17
461 28 1 27 3 19
481 20 5 7 15 5
481 3 8 24 19 17
481 23 10 11 15 8
481 24 11 25 14 18
481 4 5 11 15 8
481 21 5 12 16 9
481 5 1 28 4 20
481 6 8 28 15 20
481 13 1 28 5 20
481 7 1 15 5 11
481 27 1 15 0 11
481 10 7 24 13 17
481 17 11 28 15 20
481 30 7 20 9 14
481 12 4 14 9 10
481 2 5 4 13 3
481 15 5 18 12 13
481 25 10 14 24 10
481 1 11 21 22 15
481 16 10 15 16 11
481 9 4 25 12 18
481 22 10 27 17 19
481 14 8 5 12 4
481 26 7 10 16 7
481 18 2 14 13 10
481 19 1 28 2 20
481 28 1 24 3 17
481 29 2 8 9 6
481 8 1 22 0 16
481 11 4 21 9 15
501 14 5 12 12 9
501 2 4 8 14 6
501 20 5 12 16 9
501 3 8 10 20 7
501 23 10 11 15 8
501 24 11 10 14 7
501 4 5 27 16 19
501 21 5 11 17 8
501 5 1 24 4 17
501 6 8 12 15 9
501 13 1 18 5 13
501 7 1 25 5 18
501 27 1 15 0 11
501 10 7 5 13 4
501 17 11 21 16 15
501 30 7 14 9 10
501 12 4 5 9 4
501 15 5 18 12 13
501 25 10 20 25 14
501 1 11 25 22 18
501 16 10 25 17 18
501 9 4 22 13 16
501 22 10 22 18 16
501 26 7 27 16 19
501 18 2 27 13 19
501 19 1 24 2 17
501 28 1 15 3 11
501 29 2 5 9 4
501 8 1 24 0 17
501 11 4 27 9 19
521 10 5 14 14 10
521 24 10 27 15 19
521 14 5 24 12 17
521 2 4 12 14 9
521 20 5 28 16 20
521 3 8 28 20 20
521 23 10 17 16 12
521 4 5 28 16 20
521 21 5 5 17 4
521 5 1 14 4 10
521 6 8 15 16 11
521 13 1 28 5 20
521 7 1 28 5 20
521 27 1 17 0 12
521 17 11 17 16 12
521 30 7 15 10 11
521 12 4 21 9 15
521 15 5 7 12 5
521 25 10 25 25 18
521 1 11 10 22 7
521 16 10 10 17 7
521 9 4 27 13 19
521 22 10 18 19 13
521 26 7 25 17 18
521 18 2 8 13 6
521 19 1 24 2 17
521 28 1 17 3 12
521 29 2 27 9 19
521 8 1 28 0 20
521 11 4 10 9 7
541 18 2 4 14 3
541 22 10 15 19 11
541 9 4 22 13 16
541 25 10 22 26 16
541 15 5 18 13 13
541 12 4 18 9 13
541 30 7 20 10 14
541 17 11 18 17 13
541 7 1 22 5 16
541 6 8 24 16 17
541 4 5 7 16 5
541 23 10 27 16 19
541 3 8 7 20 5
541 20 5 5 16 4
541 2 4 18 14 13
541 14 5 10 12 7
541 24 10 21 15 15
541 10 5 4 15 3
541 21 5 20 17 14
541 16 10 10 18 7
541 1 10 8 23 6
541 29 2 15 10 11
541 8 1 25 0 18
541 11 4 15 9 11
541 28 1 20 3 14
541 19 1 28 2 20
541 26 7 11 17 8
541 27 1 17 0 12
541 13 1 25 5 18
541 5 1 10 4 7
561 1 8 28 24 20
561 10 4 27 15 19
561 3 7 18 21 13
561 16 10 28 18 20
561 20 5 28 16 20
561 18 2 14 14 10
561 22 10 11 20 8
561 9 4 22 13 16
561 25 10 25 27 18
561 15 5 27 13 19
561 12 4 27 10 19
561 30 7 28 10 20
561 17 11 28 17 20
561 7 1 27 5 19
561 6 8 21 16 15
561 4 5 17 16 12
561 23 10 8 17 6
561 2 4 17 14 12
561 14 5 10 13 7
561 24 10 28 15 20
561 21 5 22 18 16
561 29 2 22 10 16
561 8 1 28 0 20
561 11 4 21 9 15
561 28 1 17 3 12
561 19 1 22 2 16
561 26 7 27 18 19
561 27 1 27 0 19
561 13 1 17 5 12
561 5 1 10 4 7
581 23 8 12 18 9
581 1 8 11 24 8
581 10 4 14 15 10
581 3 7 7 21 5
581 16 10 14 19 10
581 20 5 8 17 6
581 18 2 2 14 2
581 22 10 18 20 13
581 9 4 27 13 19
581 25 10 15 27 11
581 15 5 14 13 10
581 12 4 10 10 7
581 30 7 25 11 18
581 17 11 11 18 8
581 7 1 12 5 9
581 6 8 7 16 5
581 4 5 4 16 3
581 2 4 2 15 2
581 14 5 24 13 17
581 24 10 10 15 7
581 21 5 8 18 6
581 29 2 7 10 5
581 8 1 28 0 20
581 11 4 18 9 13
581 28 1 21 3 15
581 19 1 20 2 14
581 26 7 10 19 7
581 27 1 24 0 17
581 13 1 22 5 16
581 5 1 25 4 18
601 11 4 18 10 13
601 29 2 2 10 2
601 21 5 20 18 14
601 14 5 5 13 4
601 30 7 18 12 13
601 12 4 15 10 11
601 15 5 12 13 9
601 25 10 15 28 11
601 9 4 12 14 9
601 22 10 22 20 16
601 16 10 12 20 9
601 10 4 28 15 20
601 1 8 24 25 17
601 23 8 14 18 10
601 3 7 22 21 16
601 18 2 12 14 9
601 17 11 18 18 13
601 6 7 5 17 4
601 4 4 25 17 18
601 2 2 1 15 1
601 28 1 17 3 12
601 19 1 21 2 15
601 26 7 28 19 20
601 27 1 28 0 20
601 13 1 18 5 13
601 5 1 12 4 9
601 8 1 18 0 13
601 7 1 22 5 16
601 20 5 20 17 14
601 24 10 20 16 14
621 2 1 10 15 7
621 6 5 21 18 15
621 14 5 24 13 17
621 29 2 22 10 16
621 11 4 17 10 12
621 21 5 5 18 4
621 30 7 11 12 8
621 12 4 25 10 18
621 15 5 24 13 17
621 25 10 17 28 12
621 9 4 7 14 5
621 22 10 15 20 11
621 16 10 14 21 10
621 10 4 10 15 7
621 1 8 20 25 14
621 23 8 12 19 9
621 3 7 14 21 10
621 18 2 24 14 17
621 17 11 17 19 12
621 4 4 10 17 7
621 28 1 28 3 20
621 19 1 20 2 14
621 26 7 28 19 20
621 27 1 27 0 19
621 13 1 27 5 19
621 5 1 25 4 18
621 8 1 22 0 16
621 7 1 20 5 14
621 20 5 5 17 4
621 24 10 22 16 16
641 20 5 8 18 6
641 21 5 5 18 4
641 2 1 20 15 14
641 6 5 24 18 17
641 14 5 22 14 16
641 29 2 7 10 5
641 11 4 28 10 20
641 30 7 25 12 18
641 12 4 7 11 5
641 15 5 17 13 12
641 25 10 25 28 18
641 9 4 7 14 5
641 22 10 20 21 14
641 16 10 18 21 13
641 10 4 14 16 10
641 1 8 8 25 6
641 23 8 20 19 14
641 3 7 12 22 9
641 18 2 12 14 9
641 17 11 15 20 11
641 4 4 11 17 8
641 28 1 12 3 9
641 19 1 24 2 17
641 26 7 10 19 7
641 27 1 25 0 18
641 13 1 20 5 14
641 5 1 11 4 8
641 8 1 28 0 20
641 7 1 17 5 12
641 24 10 28 17 20
661 5 1 14 4 10
661 13 1 20 5 14
661 27 1 25 0 18
661 26 7 24 20 17
661 19 1 25 2 18
661 28 1 17 3 12
661 4 4 24 18 17
661 17 11 20 21 14
661 18 2 7 14 5
661 3 7 15 23 11
661 16 10 25 21 18
661 22 10 18 21 13
661 9 4 11 14 8
661 25 10 27 28 19
661 15 5 8 14 6
661 30 7 28 12 20
661 11 4 14 10 10
661 29 2 27 10 19
661 14 5 10 14 7
661 6 5 12 19 9
661 2 1 10 15 7
661 21 5 15 19 11
661 1 8 22 26 16
661 20 5 12 18 9
661 8 1 28 0 20
661 7 1 18 5 13
661 24 10 28 18 20
661 23 8 8 20 6
661 10 4 27 16 19
661 12 4 4 11 3
681 12 4 15 11 11
681 23 8 15 21 11
681 5 1 20 4 14
681 13 1 17 5 12
681 27 1 17 0 12
681 26 7 20 20 14
681 19 1 20 2 14
681 28 1 28 3 20
681 4 4 27 18 19
681 17 11 15 21 11
681 18 2 22 14 16
681 3 7 15 23 11
681 16 10 28 22 20
681 22 10 28 22 20
681 9 4 10 14 7
681 25 10 25 29 18
681 15 5 14 14 10
681 30 7 28 12 20
681 11 4 4 10 3
681 29 2 11 10 8
681 14 5 10 15 7
681 6 5 12 19 9
681 2 1 15 15 11
681 21 5 15 19 11
681 1 8 22 27 16
681 20 5 28 18 20
681 8 1 21 0 15
681 7 1 14 5 10
681 24 10 24 19 17
681 10 4 22 16 16
701 11 4 7 11 5
701 12 4 12 11 9
701 23 8 7 21 5
701 5 1 27 4 19
701 13 1 17 5 12
701 27 1 20 0 14
701 26 7 5 20 4
701 19 1 24 2 17
701 28 1 25 3 18
701 4 4 7 18 5
701 17 11 10 22 7
701 18 2 12 14 9
701 3 7 10 24 7
701 16 10 12 22 9
701 22 10 12 23 9
701 9 4 2 14 2
701 25 10 12 30 9
701 15 5 4 14 3
701 30 7 15 12 11
701 29 2 27 10 19
701 14 5 14 15 10
701 6 5 22 19 16
701 2 1 22 15 16
701 21 5 11 19 8
701 1 8 24 28 17
701 20 5 15 18 11
701 8 1 21 0 15
701 7 1 18 5 13
701 24 10 27 20 19
701 10 4 11 16 8
721 24 10 20 21 14
721 7 1 17 5 12
721 8 1 27 0 19
721 1 8 25 28 18
721 21 5 22 19 16
721 2 1 21 15 15
721 6 5 5 20 4
721 14 5 22 15 16
721 25 10 24 31 17
721 22 10 17 24 12
721 16 10 8 23 6
721 18 2 11 15 8
721 4 4 11 18 8
721 28 1 18 3 13
721 19 1 24 2 17
721 27 1 12 0 9
721 13 1 20 5 14
721 11 4 11 11 8
721 26 5 18 20 13
721 17 10 12 22 9
721 9 2 11 14 8
721 15 4 12 15 9
721 23 7 20 22 14
721 12 4 14 11 10
721 10 4 18 17 13
721 20 5 20 18 14
721 29 2 5 10 4
721 30 7 24 13 17
721 3 7 8 24 6
721 5 1 12 4 9
741 16 8 24 24 17
741 6 5 7 20 5
741 24 10 21 21 15
741 7 1 20 5 14
741 8 1 21 0 15
741 1 8 27 29 19
741 21 5 14 20 10
741 2 1 4 15 3
741 14 5 17 15 12
741 25 10 12 32 9
741 22 10 25 25 18
741 18 2 2 15 2
741 4 4 5 18 4
741 28 1 24 3 17
741 19 1 24 2 17
741 27 1 27 0 19
741 13 1 25 5 18
741 11 4 22 11 16
741 26 5 27 20 19
741 17 10 12 23 9
741 9 2 21 15 15
741 15 4 22 15 16
741 23 7 7 22 5
741 12 4 11 11 8
741 10 4 4 17 3
741 20 5 21 19 15
741 29 2 17 10 12
741 30 7 15 13 11
741 3 7 25 24 18
741 5 1 14 4 10
761 10 4 28 17 20
761 23 7 8 22 6
761 18 2 15 15 11
761 16 8 14 24 10
761 6 5 12 20 9
761 24 10 15 22 11
761 7 1 25 5 18
761 8 1 17 0 12
761 1 8 18 29 13
761 21 5 22 20 16
761 2 1 8 15 6
761 14 5 5 15 4
761 25 10 28 32 20
761 22 10 27 26 19
761 4 4 27 19 19
761 28 1 27 3 19
761 19 1 28 2 20
761 27 1 12 0 9
