IT_NO TRANSACTION_QUANTITY AVG_GOODS_PRICE
5 2581656 0.002842
10 2588856 0.002842
15 2583025 0.002842
20 3172794 0.002842
25 1785712 0.003794
30 1786882 0.003794
35 1724499 0.003932
40 1801594 0.004570
45 1489120 0.004331
50 1480106 0.004312
55 1472286 0.004334
60 1489226 0.004383
65 1459481 0.004014
70 1470731 0.003988
75 1462241 0.004011
80 1450473 0.004044
85 1541449 0.003777
90 1547307 0.003768
95 1541757 0.003782
100 1532215 0.003805
105 1570709 0.003695
110 1581792 0.003674
115 1564020 0.003715
120 1543510 0.003765
125 1581910 0.003695
130 1586340 0.003689
135 1558683 0.003755
140 1536128 0.003810
145 1325261 0.004244
150 1341989 0.004197
155 1327574 0.004243
160 1310198 0.004299
165 1270586 0.004280
170 1280556 0.004254
175 1280460 0.004254
180 1262898 0.004314
185 1276149 0.004155
190 1287362 0.004126
195 1280261 0.004149
200 1273354 0.004171
205 1274187 0.004185
210 1283053 0.004165
215 1285080 0.004158
220 1271652 0.004202
225 1262813 0.004255
230 1282689 0.004196
235 1274538 0.004223
240 1263276 0.004260
245 1260189 0.004298
250 1276179 0.004253
255 1280390 0.004239
260 1263135 0.004297
265 1241412 0.004414
270 1253357 0.004381
275 1250409 0.004391
280 1243237 0.004416
285 1227376 0.004523
290 1240437 0.004483
295 1240066 0.004485
300 1227105 0.004532
305 1246140 0.004503
310 1259159 0.004466
315 1247517 0.004507
320 1219345 0.004610
325 1072781 0.005177
330 1088927 0.005112
335 1088671 0.005112
340 1082270 0.005143
345 1063253 0.005180
350 1083463 0.005096
355 1083341 0.005096
360 1075101 0.005134
365 1050860 0.005205
370 1107267 0.004951
375 477537 0.005227
380 0 0.005227
385 780595 0.006430
390 895167 0.005630
395 664238 0.005647
400 0 0.005647
405 706856 0.006509
410 820684 0.005631
415 812460 0.005647
420 0 0.005647
425 588854 0.007062
430 524146 0.006067
435 0 0.006067
440 0 0.006067
445 482344 0.007732
450 618260 0.006067
455 12396 0.006050
460 0 0.006050
465 438513 0.007896
470 573838 0.006069
475 100649 0.006064
480 0 0.006064
485 248000 0.009321
490 0 0.009321
495 0 0.009321
500 0 0.009321
505 248000 0.009920
510 0 0.009920
515 0 0.009920
520 0 0.009920
525 248000 0.009920
530 0 0.009920
535 0 0.009920
540 0 0.009920
545 248000 0.009920
550 0 0.009920
555 0 0.009920
560 0 0.009920
565 248000 0.009920
570 0 0.009920
575 0 0.009920
580 0 0.009920
585 248000 0.009920
590 0 0.009920
595 0 0.009920
600 0 0.009920
605 248000 0.009920
610 0 0.009920
615 0 0.009920
620 0 0.009920
625 248000 0.009920
630 0 0.009920
635 0 0.009920
640 0 0.009920
645 248000 0.009920
650 0 0.009920
655 0 0.009920
660 0 0.009920
665 248000 0.009920
670 0 0.009920
675 0 0.009920
680 0 0.009920
685 248000 0.009920
690 0 0.009920
695 0 0.009920
700 0 0.009920
705 248000 0.009920
710 0 0.009920
715 0 0.009920
720 0 0.009920
725 248000 0.009920
730 0 0.009920
735 0 0.009920
740 0 0.009920
745 248000 0.009920
750 0 0.009920
755 0 0.009920
760 0 0.009920
765 248000 0.009920
770 0 0.009920
775 0 0.009920
780 0 0.009920
785 248000 0.006605
790 0 0.006605
795 0 0.006605
800 0 0.006605
805 248000 0.006605
810 0 0.006605
815 0 0.006605
820 0 0.006605
825 248000 0.006605
830 0 0.006605
835 0 0.006605
840 0 0.006605
845 248000 0.006605
850 0 0.006605
855 0 0.006605
860 0 0.006605
865 248000 0.006605
870 0 0.006605
875 0 0.006605
880 0 0.006605
885 248000 0.006605
890 0 0.006605
895 0 0.006605
900 0 0.006605
905 248000 0.006605
910 0 0.006605
915 0 0.006605
920 0 0.006605
925 248000 0.006605
930 0 0.006605
935 0 0.006605
940 0 0.006605
945 248000 0.006605
950 0 0.006605
955 0 0.006605
960 0 0.006605
965 248000 0.006605
970 0 0.006605
975 0 0.006605
980 0 0.006605
985 248000 0.006605
990 0 0.006605
995 0 0.006605
1000 0 0.006605
1005 248000 0.006605
1010 0 0.006605
1015 0 0.006605
1020 0 0.006605
1025 248000 0.006605
1030 0 0.006605
1035 0 0.006605
1040 0 0.006605
1045 248000 0.006605
1050 0 0.006605
1055 0 0.006605
1060 0 0.006605
1065 248000 0.006605
1070 0 0.006605
1075 0 0.006605
1080 0 0.006605
1085 248000 0.006605
1090 0 0.006605
1095 0 0.006605
1100 0 0.006605
1105 248000 0.006605
1110 0 0.006605
1115 0 0.006605
1120 0 0.006605
1125 248000 0.006605
1130 0 0.006605
1135 0 0.006605
1140 0 0.006605
1145 248000 0.006605
1150 0 0.006605
1155 0 0.006605
1160 0 0.006605
