IT_NO ID NO_EMPLOYEES EMPLOYEES_NEEDED INVENTORY PRODUCTION_PLAN
1 1 20 18 2 13
1 2 20 20 2 14
1 3 20 17 2 12
1 4 20 27 2 19
1 5 20 21 2 15
1 6 20 27 2 19
1 7 20 25 2 18
1 8 20 24 2 17
1 9 20 25 2 18
1 10 20 21 2 15
1 11 20 17 2 12
1 12 20 20 2 14
1 13 20 22 2 16
1 14 20 18 2 13
1 15 20 28 2 20
1 16 20 21 2 15
1 17 20 17 2 12
1 18 20 24 2 17
1 19 20 27 2 19
1 20 20 25 2 18
1 21 20 24 2 17
1 22 20 18 2 13
1 23 20 24 2 17
1 24 20 11 2 8
1 25 20 27 2 19
1 26 20 21 2 15
1 27 20 25 2 18
1 28 20 14 2 10
1 29 20 11 2 8
1 30 20 15 2 11
21 30 15 25 4 18
21 29 11 17 2 12
21 28 14 12 3 9
21 24 11 11 3 8
21 22 18 18 3 13
21 17 17 22 3 16
21 14 18 25 4 18
21 11 17 24 2 17
21 3 17 17 4 12
21 1 18 27 3 19
21 12 20 28 3 20
21 2 20 27 4 19
21 4 20 28 3 20
21 5 20 27 3 19
21 6 20 20 2 14
21 7 20 21 4 15
21 8 20 25 4 18
21 9 20 22 4 16
21 10 20 21 4 15
21 13 20 20 3 14
21 15 20 20 4 14
21 16 20 17 4 12
21 18 20 28 2 20
21 19 20 27 3 19
21 20 20 15 2 11
21 21 20 25 2 18
21 23 20 18 2 13
21 25 20 27 2 19
21 26 20 27 1 19
21 27 20 15 1 11
41 27 15 28 2 20
41 23 18 15 2 11
41 20 15 10 4 7
41 16 17 11 6 8
41 28 12 28 4 20
41 15 20 15 6 11
41 13 20 28 5 20
41 6 20 14 4 10
41 3 17 15 5 11
41 22 18 14 5 10
41 24 11 11 3 8
41 30 15 27 4 19
41 29 11 10 3 7
41 17 17 25 4 18
41 14 18 27 5 19
41 11 17 25 3 18
41 1 18 27 5 19
41 12 20 24 5 17
41 2 20 20 6 14
41 4 20 22 5 16
41 5 20 25 5 18
41 7 20 11 6 8
41 8 20 22 5 16
41 9 20 17 2 12
41 10 20 22 2 16
41 18 20 22 2 16
41 19 20 28 2 20
41 21 20 17 2 12
41 25 20 18 2 13
41 26 20 17 1 12
61 12 20 2 5 2
61 1 18 8 6 6
61 11 17 8 4 6
61 14 18 8 7 6
61 17 17 10 6 7
61 30 15 12 4 9
61 13 20 5 7 4
61 28 12 1 4 1
