IT_NO ID NO_EMPLOYEES EMPLOYEES_NEEDED INVENTORY PRODUCTION_PLAN
1 150 53 53 106000 53000
1 149 50 50 100000 50000
1 148 48 48 96000 48000
1 147 53 53 106000 53000
1 146 63 63 126000 63000
1 145 63 63 126000 63000
1 144 47 47 94000 47000
1 143 73 73 146000 73000
1 142 47 47 94000 47000
1 141 56 56 112000 56000
1 140 48 48 96000 48000
1 139 66 66 132000 66000
1 138 57 57 114000 57000
1 137 53 53 106000 53000
1 136 66 66 132000 66000
1 135 52 52 104000 52000
1 134 53 53 106000 53000
1 133 50 50 100000 50000
1 132 58 58 116000 58000
1 131 65 65 130000 65000
1 130 63 63 126000 63000
1 129 54 54 108000 54000
1 128 45 45 90000 45000
1 127 56 56 112000 56000
1 126 47 47 94000 47000
1 125 62 62 124000 62000
1 124 48 48 96000 48000
1 123 52 52 104000 52000
1 122 63 63 126000 63000
1 121 53 53 106000 53000
1 120 60 60 120000 60000
1 119 51 51 102000 51000
1 118 43 43 86000 43000
1 117 54 54 108000 54000
1 116 55 55 110000 55000
1 115 66 66 132000 66000
1 114 46 46 92000 46000
1 113 48 48 96000 48000
1 112 60 60 120000 60000
1 111 56 56 112000 56000
1 110 46 46 92000 46000
1 109 55 55 110000 55000
1 108 50 50 100000 50000
1 107 55 55 110000 55000
1 106 55 55 110000 55000
1 105 57 57 114000 57000
1 104 50 50 100000 50000
1 103 52 52 104000 52000
1 102 54 54 108000 54000
1 101 47 47 94000 47000
1 100 52 52 104000 52000
1 99 58 58 116000 58000
1 98 52 52 104000 52000
1 97 49 49 98000 49000
1 96 52 52 104000 52000
1 95 59 59 118000 59000
1 94 58 58 116000 58000
1 93 58 58 116000 58000
1 92 62 62 124000 62000
1 91 59 59 118000 59000
1 90 60 60 120000 60000
1 89 46 46 92000 46000
1 88 45 45 90000 45000
1 87 47 47 94000 47000
1 86 53 53 106000 53000
1 85 55 55 110000 55000
1 84 59 59 118000 59000
1 83 59 59 118000 59000
1 82 52 52 104000 52000
1 81 80 80 160000 80000
1 80 54 54 108000 54000
1 79 63 63 126000 63000
1 78 55 55 110000 55000
1 77 53 53 106000 53000
1 76 59 59 118000 59000
1 75 52 52 104000 52000
1 74 45 45 90000 45000
1 73 58 58 116000 58000
1 72 59 59 118000 59000
1 71 54 54 108000 54000
1 70 47 47 94000 47000
1 69 47 47 94000 47000
1 68 54 54 108000 54000
1 67 70 70 140000 70000
1 66 62 62 124000 62000
1 65 57 57 114000 57000
1 64 67 67 134000 67000
1 63 48 48 96000 48000
1 62 46 46 92000 46000
1 61 49 49 98000 49000
1 60 48 48 96000 48000
1 59 64 64 128000 64000
1 58 47 47 94000 47000
1 57 54 54 108000 54000
1 56 62 62 124000 62000
1 55 55 55 110000 55000
1 54 51 51 102000 51000
1 53 59 59 118000 59000
1 52 59 59 118000 59000
1 51 47 47 94000 47000
1 50 52 52 104000 52000
1 49 41 41 82000 41000
1 48 56 56 112000 56000
1 47 51 51 102000 51000
1 46 61 61 122000 61000
1 45 57 57 114000 57000
1 44 49 49 98000 49000
1 43 58 58 116000 58000
1 42 66 66 132000 66000
1 41 58 58 116000 58000
1 40 61 61 122000 61000
1 39 59 59 118000 59000
1 38 55 55 110000 55000
1 37 71 71 142000 71000
1 36 48 48 96000 48000
1 35 66 66 132000 66000
1 34 50 50 100000 50000
1 33 54 54 108000 54000
1 32 44 44 88000 44000
1 31 60 60 120000 60000
21 150 53 59 53000 58300
21 149 50 55 50000 55000
21 148 48 53 48000 52800
21 147 53 59 53000 58300
21 146 63 57 164316 56700
21 145 63 68 85921 67007
21 144 47 52 47000 51700
21 143 73 78 104241 77175
21 142 47 52 47000 51700
21 141 56 61 70859 60114
21 140 48 44 115577 43200
21 139 66 73 68135 72386
21 138 57 63 63911 62008
21 137 53 59 53000 58300
21 136 66 71 87186 70481
21 135 52 58 52000 57200
21 134 53 59 53000 58300
21 133 50 55 50000 55000
21 132 58 64 63090 63291
21 131 65 70 81558 69844
21 130 63 68 81670 67433
21 129 54 49 131882 48600
21 128 45 50 45000 49500
21 127 56 62 60167 61183
21 126 47 52 47000 51700
21 125 62 67 74501 66949
21 124 48 53 48000 52800
21 123 52 58 52000 57200
21 122 63 57 157694 56700
21 121 53 59 53000 58300
21 120 60 66 61983 65801
21 119 51 56 52724 55927
21 118 43 48 43000 47300
21 117 54 60 54000 59400
21 116 55 50 136965 49500
21 115 66 70 99369 69263
21 114 46 51 46000 50600
21 113 48 53 48000 52800
21 112 60 65 77274 64272
21 111 56 62 56000 61600
21 110 46 51 46000 50600
21 109 55 61 55000 60500
21 108 50 45 118862 45000
21 107 55 61 58955 60104
21 106 55 61 55000 60500
21 105 57 52 152020 51300
21 104 50 55 50000 55000
21 103 52 57 56061 56793
21 102 54 60 54000 59400
21 101 47 52 47000 51700
21 100 52 58 52000 57200
21 99 58 64 64578 63142
21 98 52 48 120250 47125
21 97 49 54 49063 53893
21 96 52 58 52000 57200
21 95 59 64 68010 63999
21 94 58 62 77657 61834
21 93 58 63 67622 62837
21 92 62 68 66593 67740
21 91 59 54 151292 53100
21 90 60 54 147514 54000
21 89 46 51 46000 50600
21 88 45 50 45000 49500
21 87 47 43 128005 42300
21 86 53 58 61350 57465
21 85 55 61 55000 60500
21 84 59 65 60473 64752
21 83 59 65 59000 64900
21 82 52 58 52000 57200
21 81 80 72 206219 72000
21 80 54 60 54626 59337
21 79 63 69 74457 68154
21 78 55 61 55000 60500
21 77 53 59 53000 58300
21 76 59 65 65257 64274
21 75 52 57 54741 56925
21 74 45 41 107604 40500
21 73 58 63 70859 62514
21 72 59 65 65570 64243
21 71 54 59 61894 58610
21 70 47 52 47000 51700
21 69 47 52 47000 51700
21 68 54 49 135763 48600
21 67 70 73 113208 72679
21 66 62 67 74927 66907
21 65 57 63 57749 62625
21 64 67 72 91095 71290
21 63 48 53 48000 52800
21 62 46 51 46000 50600
21 61 49 45 117644 44100
21 60 48 53 48000 52800
21 59 64 69 80123 68787
21 58 47 43 113760 42300
21 57 54 60 57119 59088
21 56 62 67 76049 66795
21 55 55 60 61769 59823
21 54 51 57 51000 56100
21 53 59 64 72812 63518
21 52 59 54 141506 53100
21 51 47 52 47000 51700
21 50 52 58 52000 57200
21 49 41 37 101587 36900
21 48 56 61 67014 60498
21 47 51 57 51000 56100
21 46 61 65 87786 64421
21 45 57 63 60972 62302
21 44 49 54 49000 53900
21 43 58 64 60554 63544
21 42 66 70 93842 69815
21 41 58 53 138908 52200
21 40 61 65 84937 64706
21 39 59 64 72940 63506
21 38 55 61 56897 60310
21 37 71 76 101502 75049
21 36 48 53 48000 52800
21 35 66 60 175219 59400
21 34 50 55 57946 54205
21 33 54 59 60591 58740
21 32 44 49 44000 48400
21 31 60 66 61895 65810
41 31 60 58 82132 57976
41 32 44 44 44000 44000
41 33 54 54 67187 53340
41 34 50 50 59953 49799
41 36 48 45 74412 44876
41 37 71 67 130779 66266
41 38 55 55 63339 54355
41 39 59 59 80104 58283
41 40 61 62 78380 61655
41 42 66 68 79230 67461
41 43 58 54 93365 53701
41 44 49 47 73493 46550
41 45 57 54 89047 53880
41 46 61 63 77318 62046
41 47 51 49 77554 48133
41 48 56 55 77006 55000
41 50 52 52 61488 51051
41 51 47 45 70363 44663
41 53 59 59 80063 58274
41 54 51 50 68850 49215
41 55 55 55 69024 54274
41 56 62 63 70533 62551
41 57 54 53 70810 52630
41 59 64 62 104539 61462
41 60 48 48 52083 47591
41 62 46 46 52893 45310
41 63 48 48 48000 48000
41 64 67 68 88358 67273
41 65 57 56 73212 55453
41 66 62 62 75156 61977
41 67 70 75 70000 74320
41 69 47 47 52093 46490
41 70 47 45 72514 44045
41 71 54 55 59090 54280
41 72 59 58 77086 57848
41 73 58 57 90513 56034
41 75 52 52 61592 51314
41 76 59 56 93440 55819
41 77 53 52 65517 51748
41 78 55 50 90793 49762
41 79 63 60 104689 59084
41 80 54 52 77402 51722
41 82 52 48 84137 47558
41 83 59 58 76565 57243
41 84 59 57 89076 56139
41 85 55 52 85740 51278
41 86 53 54 54313 53703
41 88 45 45 45000 45000
41 89 46 46 52792 45320
41 92 62 61 82085 60450
41 93 58 57 79977 56764
41 94 58 60 66406 59125
41 95 59 57 90520 56749
41 96 52 52 57190 51481
41 97 49 49 56216 48284
41 99 58 59 62993 58158
41 100 52 52 58356 51364
41 101 47 45 70869 44539
41 102 54 54 63737 53026
41 103 52 52 62856 51320
41 104 50 50 54929 49507
41 106 55 54 69155 53584
41 107 55 55 64041 54491
41 109 55 55 63871 54112
41 110 46 46 50133 45586
41 111 56 54 83265 53273
41 112 60 61 75296 60197
41 113 48 46 69691 45830
41 114 46 46 46192 45980
41 115 66 68 84358 67501
41 117 54 52 76733 51726
41 118 43 42 55901 41709
41 119 51 51 57152 50557
41 120 60 56 96941 55314
41 121 53 53 57852 52514
41 123 52 51 70252 50174
41 124 48 48 50881 47711
41 125 62 62 80710 61379
41 126 47 47 53289 46371
41 127 56 53 88540 52671
41 128 45 43 65717 42928
41 130 63 64 81158 63051
41 131 65 65 83471 64808
41 132 58 58 69138 57395
41 133 50 47 79231 46230
41 134 53 50 81740 49678
41 135 52 49 79933 48820
41 136 66 64 107400 63978
41 137 53 51 78908 50409
41 138 57 55 86547 54736
41 139 66 65 87318 64081
41 141 56 58 56000 57485
41 142 47 47 47000 47000
41 143 73 74 99804 73443
41 144 47 47 49658 46734
41 145 63 64 81465 63445
41 147 53 53 57204 52579
41 148 48 44 80992 43200
41 149 50 50 56360 49364
41 150 53 53 58868 52413
41 146 57 68 57000 67731
41 140 44 52 44000 51157
41 129 49 58 49000 57288
41 122 57 68 57000 67069
41 116 50 59 50000 58696
41 108 45 53 45000 52386
41 105 52 63 52000 62002
41 98 48 56 48000 55225
41 91 54 64 54000 63729
41 90 54 64 54000 63351
41 87 43 52 43000 51500
41 81 72 86 72000 85421
41 74 41 48 41000 47660
41 68 49 58 49000 57676
41 61 45 53 45000 52264
41 58 43 51 43000 50076
41 52 54 63 54000 62750
41 49 37 44 37000 43458
41 41 53 62 53000 61590
41 35 60 72 60000 71521
61 148 44 48 44000 47699
61 127 53 56 65355 55318
61 72 58 59 75726 58136
61 48 55 56 73877 55312
61 44 47 50 53215 49027
61 43 54 58 60135 57323
61 114 46 42 76895 41400
61 109 55 55 71597 54227
61 62 46 42 90633 41400
61 55 55 50 101268 49500
61 115 66 65 99806 64455
61 98 48 48 51340 47666
61 32 44 44 44000 44000
61 63 48 47 59632 46836
61 69 47 47 57127 46496
61 104 50 50 56476 49845
61 144 47 48 47000 47265
61 147 53 52 67306 51989
61 149 50 51 50000 50636
61 118 42 44 42000 43390
61 41 53 51 75227 50777
61 68 49 47 70501 46849
61 74 41 41 41000 41000
61 81 72 70 99607 69239
61 90 54 49 90789 48600
61 91 54 54 63393 53060
61 108 45 41 90000 40500
61 116 50 45 83547 45000
61 129 49 49 50593 48840
61 140 44 40 74397 39600
61 141 56 54 76836 53916
61 130 63 57 123229 56700
61 99 58 58 71875 57111
61 86 53 51 74792 50952
61 64 67 61 134883 60300
61 56 62 56 111707 55800
61 42 66 65 95976 64325
61 40 61 62 75081 61329
61 38 55 55 68312 54502
61 39 59 59 89946 58015
61 50 52 47 95173 46800
61 60 48 48 60283 47180
61 66 62 62 84343 61081
61 75 52 52 62082 51951
61 88 45 45 50793 44420
61 89 46 47 47794 46499
61 96 52 47 93408 46800
61 97 49 49 64060 48215
61 102 54 54 73337 53040
61 103 52 48 92144 47328
61 107 55 56 59619 55442
61 110 46 43 76778 42193
61 119 51 46 89621 45900
61 121 53 52 68015 51983
61 124 48 44 80231 43706
61 126 47 47 61942 46134
61 131 65 65 92772 64069
61 132 58 58 77558 57158
61 150 53 52 69032 51983
61 47 49 51 60054 50750
61 51 45 47 54050 46631
61 54 50 50 71498 49735
61 59 62 64 94131 63040
61 70 45 48 46510 47600
61 73 57 59 76556 58395
61 78 50 53 66952 52384
61 79 60 63 75819 62887
61 80 52 54 64099 53330
61 82 48 52 51713 51242
61 83 58 58 77302 57926
61 92 61 61 87012 60507
61 93 57 52 111120 51300
61 95 57 58 82004 57851
61 111 54 56 63857 55940
61 113 46 48 49815 47987
61 120 56 59 75849 58109
61 123 51 52 60650 51960
61 128 43 46 43562 45215
61 133 47 51 48940 50029
61 135 49 52 56563 51337
61 136 64 65 100147 64725
61 138 55 57 71194 56535
61 139 65 65 97308 64001
61 137 51 53 63138 52577
61 134 50 52 65078 51666
61 117 52 54 58749 53798
61 106 54 53 82043 52711
61 101 45 47 55702 46516
61 85 52 54 69654 53608
61 84 57 59 77042 58203
61 77 52 52 68313 51720
61 76 56 60 56000 59744
61 65 56 57 65091 56812
61 57 53 54 61963 53884
61 45 54 56 73664 55538
61 37 67 74 67000 73377
61 36 45 48 47504 47690
61 31 58 59 75552 58658
61 142 47 43 79012 42300
61 125 62 62 87786 61292
61 100 52 51 68913 50944
61 53 59 60 76523 59354
61 34 50 50 65468 49448
61 33 54 54 70694 53649
61 46 61 61 84578 60274
61 67 70 63 125325 63000
61 71 54 52 79341 51974
61 94 58 58 74029 57237
61 112 60 60 75434 59986
61 143 73 73 107342 72246
61 145 63 62 97857 61360
61 146 57 52 99907 51300
61 122 57 56 71164 55583
61 61 45 44 61357 43364
61 58 43 40 70257 39122
61 52 54 52 78315 51568
61 49 37 36 48560 35844
61 35 60 58 88169 57183
61 87 43 1 1000 51500
61 105 52 1 1000 62002
81 53 59 59 80740 58578
81 31 58 59 74313 58123
81 36 45 44 59222 43828
81 37 67 64 102611 63016
81 45 54 55 68537 54512
81 57 53 50 89879 49028
81 65 56 55 79964 54512
81 76 56 52 89629 51511
81 84 57 57 81185 56585
81 85 52 54 59565 53008
81 101 45 46 52095 45360
81 117 52 52 62258 51649
81 134 50 51 60699 50437
81 137 51 46 96795 45900
81 138 55 55 75364 54583
81 136 64 65 94516 64563
81 135 49 46 82568 45342
81 133 47 47 57879 46106
81 128 43 43 49212 42435
81 123 51 46 92418 45900
81 120 56 56 76608 55924
81 113 46 46 56421 45339
81 111 54 53 77240 52661
81 95 57 56 92652 55935
81 82 48 47 67852 46386
81 80 52 52 64870 51922
81 79 60 60 84119 59170
81 78 50 51 61313 50563
81 73 57 57 78774 56778
81 70 45 43 66683 42982
81 59 62 57 123340 56224
81 51 45 45 63580 44047
81 47 49 49 67673 48238
81 107 55 50 97617 49500
81 89 46 45 65202 44259
81 40 61 59 96123 58895
81 118 42 38 82993 37800
81 149 50 45 91127 45000
81 144 47 47 50765 46623
81 43 54 54 67509 53262
81 44 47 47 58329 46488
81 48 55 50 111865 49500
81 72 58 57 87757 56796
81 127 53 49 95439 48039
81 148 44 44 44000 44000
81 109 55 50 102970 49500
81 98 48 44 83770 43200
81 32 44 43 58909 42509
81 69 47 48 50776 47635
81 104 50 49 68751 48772
81 74 41 37 82000 36900
81 91 54 54 70139 53325
81 129 49 45 81391 44501
81 99 58 58 79950 57192
81 38 55 54 85750 53256
81 39 59 60 86251 59369
81 60 48 49 58419 48186
81 66 62 61 95070 60927
81 75 52 52 66558 51552
81 88 45 41 78263 40679
81 97 49 50 61984 49207
81 102 54 55 69346 54399
81 126 47 47 62237 46970
81 131 65 59 133079 58500
81 132 58 57 90353 56720
81 54 50 51 64516 50698
81 83 58 58 80189 57711
81 92 61 61 90322 60669
81 139 65 65 97329 64997
81 77 52 52 74687 51362
81 125 62 62 92143 61564
81 34 50 51 60173 50529
81 33 54 54 75492 53520
81 46 61 60 94989 59958
81 94 58 53 110491 52200
81 112 60 59 88044 58739
81 143 73 73 115045 72229
81 114 42 45 49499 44739
81 62 42 47 42000 46863
81 55 50 54 64053 53721
81 115 65 64 113157 63664
81 63 47 43 90917 42300
81 147 52 52 72758 51454
81 41 51 53 62315 52291
81 68 47 48 61696 47880
81 81 70 63 152160 63000
81 90 49 51 71977 50881
81 108 41 46 41000 45900
81 116 45 48 56941 47660
81 140 40 43 45309 42908
81 141 54 55 70891 54594
81 130 57 62 77421 61580
81 86 51 52 69417 51537
81 64 61 69 61000 68388
81 56 56 58 91767 57994
81 42 65 65 100394 64558
81 50 47 50 71485 49368
81 96 47 50 67824 49558
81 103 48 53 48000 52414
81 110 43 47 43000 46377
81 119 46 51 46000 50362
81 121 52 53 64113 52390
81 124 44 47 55929 46430
81 150 52 52 76328 51270
81 93 52 58 52000 57912
81 106 53 55 68258 54378
81 142 43 47 43000 46601
81 100 51 52 68439 51047
81 67 63 65 112255 64307
81 71 52 53 73237 52610
81 145 62 63 92158 62569
81 146 52 55 74031 54587
81 122 56 56 79295 55186
81 61 44 46 49627 45173
81 58 40 44 40000 43025
81 52 52 54 67772 53054
81 49 36 36 54927 35363
81 35 58 59 82846 58532
81 87 1 1 1000 1000
81 105 1 1 1000 1000
101 35 58 53 112513 52415
101 52 52 49 89979 48960
101 58 40 40 40000 40000
101 61 44 45 44000 44562
101 146 52 53 65532 52849
101 145 62 63 91773 62038
101 71 52 53 66378 52685
101 67 63 65 98171 64408
101 100 51 47 93869 46727
101 142 43 39 78310 38700
101 106 53 53 70982 52727
101 93 52 51 67089 50491
101 124 44 45 49958 44597
101 121 52 51 83376 50073
101 119 46 42 92000 41400
101 110 43 41 66730 40181
101 103 48 45 75332 44600
101 96 47 48 61516 47630
101 50 47 49 52651 48883
101 56 56 58 76285 57548
101 64 61 60 80263 59073
101 86 51 52 65384 51403
101 130 57 57 79036 56838
101 141 54 53 82127 52876
101 140 40 36 76463 36000
101 116 45 46 56163 45077
101 108 41 41 42783 40821
101 90 49 46 90786 45959
101 68 47 48 54595 47710
101 41 51 47 88965 46973
101 55 50 45 93156 45000
101 62 42 38 81898 37800
101 114 42 38 86766 37800
101 34 50 50 63763 49641
101 54 50 51 58884 50563
101 102 54 53 83415 52593
101 97 49 48 75294 47669
101 60 48 47 72296 46612
101 39 59 60 81992 59425
101 69 47 47 59034 46174
101 78 50 50 68738 49257
101 136 64 64 100304 63421
101 134 50 46 87666 45840
101 101 45 46 48586 45350
101 85 52 52 67682 51188
101 45 54 55 66721 54181
101 31 58 58 79529 57478
101 53 59 54 126096 53100
101 84 57 58 80307 57087
101 117 52 52 70144 51211
101 138 55 52 99761 51144
101 133 47 47 59756 46812
101 128 43 44 47744 43146
101 120 56 55 91096 54551
101 113 46 44 76467 43544
101 80 52 51 80027 50484
101 79 60 60 88851 59526
101 73 57 58 77706 57106
101 51 45 47 48144 46543
101 47 49 50 61041 49663
101 144 47 47 56048 46471
101 43 54 53 78320 52918
101 44 47 45 79051 44350
101 148 44 44 47391 43660
101 91 54 49 105362 48600
101 99 58 58 82798 57715
101 75 52 52 72465 51409
101 126 47 44 83778 43714
101 83 58 56 101620 55151
101 92 61 60 105455 59486
101 139 65 65 106651 64067
101 77 52 53 70466 52422
101 125 62 63 85290 62685
101 33 54 54 77543 53794
101 143 73 73 120177 72486
101 147 52 53 72475 52028
101 42 65 65 104080 64631
101 150 52 54 66285 53004
101 122 56 56 86816 55247
101 49 36 38 36000 37892
101 87 1 1 2000 900
101 105 1 1 2000 900
101 36 44 45 56642 44258
101 37 64 64 103261 63935
101 57 50 53 69038 52084
101 65 55 56 72041 55792
101 76 52 48 110957 47038
101 137 46 50 65445 49135
101 135 46 49 56607 48596
101 123 46 51 46000 50641
101 111 53 55 67062 54017
101 95 56 57 86791 56586
101 82 47 49 54857 48299
101 70 43 45 50689 44599
101 59 57 64 62529 63081
101 107 50 54 60035 53758
101 89 45 46 59876 45532
101 40 59 60 92169 59395
101 118 38 43 38000 42499
101 149 45 49 60725 48040
101 48 50 54 72206 53965
101 72 57 58 84232 57352
101 127 49 53 57902 52753
101 109 50 53 75501 52746
101 98 44 48 44000 47977
101 32 43 43 60963 42794
101 104 49 50 64533 49421
101 74 37 41 42732 40926
101 129 45 48 60901 47049
101 38 54 54 89435 53631
101 66 61 55 130387 54900
101 88 41 44 49808 43845
101 131 59 63 94190 62888
101 132 57 58 82000 57835
101 46 60 61 84980 61000
101 94 53 58 67182 57330
101 112 59 59 89319 58872
101 115 64 65 106235 64692
101 63 43 47 51161 46975
101 81 63 72 63000 71916
121 62 38 43 38000 42389
121 105 1 2 1000 1100
121 63 43 44 47395 43376
121 88 41 42 45960 41384
121 104 49 50 59574 49495
121 98 44 44 46452 43754
121 127 49 49 63981 48392
121 149 45 46 60405 45032
121 89 45 46 51815 45806
121 147 52 53 66426 52604
121 69 47 48 55734 47330
121 144 47 43 88404 42300
121 148 44 40 78568 39600
121 87 1 2 1000 1100
121 32 43 44 55548 43541
121 55 45 50 45000 49815
121 60 47 48 65209 47708
121 66 55 60 90241 59014
121 76 48 55 48000 54295
121 92 60 61 98617 60683
121 83 56 58 87416 57420
121 126 44 47 55195 46858
121 91 49 53 69550 52581
121 44 45 48 53227 47582
121 43 53 53 87454 52086
121 80 51 52 72367 51766
121 113 44 47 50658 46580
121 120 55 57 73223 56787
121 138 52 54 79936 53982
121 53 54 62 54000 61209
121 134 46 51 46000 50166
121 97 48 45 93637 44567
121 102 53 53 86352 52706
121 114 38 43 38000 42876
121 41 47 50 62231 49673
121 90 46 51 46000 50478
121 140 36 41 36000 40046
121 141 53 54 75636 53649
121 64 60 59 93847 58641
121 103 45 48 51434 47389
121 110 41 44 41000 43573
121 119 42 47 42000 47000
121 121 51 53 70783 52259
121 93 51 51 71238 50585
121 142 39 43 44593 42371
121 100 47 50 64187 49968
121 52 49 52 60297 51968
121 35 53 58 71161 57135
121 112 59 60 83824 59549
121 38 54 56 74981 55445
121 37 64 65 98878 64438
121 122 56 52 110478 51419
