IT_NO ID DIVIDENDS_PAID DIVIDENDS_TO_BE_PAID
1 31 0.000000 21.000000
1 32 0.000000 15.400000
1 33 0.000000 18.900000
1 34 0.000000 17.500000
1 35 0.000000 23.100000
1 36 0.000000 16.800000
1 37 0.000000 24.850000
1 38 0.000000 19.250000
1 39 0.000000 20.650000
1 40 0.000000 21.350000
1 41 0.000000 20.300000
1 42 0.000000 23.100000
1 43 0.000000 20.300000
1 44 0.000000 17.150000
1 45 0.000000 19.950000
1 46 0.000000 21.350000
1 47 0.000000 17.850000
1 48 0.000000 19.600000
1 49 0.000000 14.350000
1 50 0.000000 18.200000
1 51 0.000000 16.450000
1 52 0.000000 20.650000
1 53 0.000000 20.650000
1 54 0.000000 17.850000
1 55 0.000000 19.250000
1 56 0.000000 21.700000
1 57 0.000000 18.900000
1 58 0.000000 16.450000
1 59 0.000000 22.400000
1 60 0.000000 16.800000
1 61 0.000000 17.150000
1 62 0.000000 16.100000
1 63 0.000000 16.800000
1 64 0.000000 23.450000
1 65 0.000000 19.950000
1 66 0.000000 21.700000
1 67 0.000000 24.500000
1 68 0.000000 18.900000
1 69 0.000000 16.450000
1 70 0.000000 16.450000
1 71 0.000000 18.900000
1 72 0.000000 20.650000
1 73 0.000000 20.300000
1 74 0.000000 15.750000
1 75 0.000000 18.200000
1 76 0.000000 20.650000
1 77 0.000000 18.550000
1 78 0.000000 19.250000
1 79 0.000000 22.050000
1 80 0.000000 18.900000
1 81 0.000000 28.000000
1 82 0.000000 18.200000
1 83 0.000000 20.650000
1 84 0.000000 20.650000
1 85 0.000000 19.250000
1 86 0.000000 18.550000
1 87 0.000000 16.450000
1 88 0.000000 15.750000
1 89 0.000000 16.100000
1 90 0.000000 21.000000
1 91 0.000000 20.650000
1 92 0.000000 21.700000
1 93 0.000000 20.300000
1 94 0.000000 20.300000
1 95 0.000000 20.650000
1 96 0.000000 18.200000
1 97 0.000000 17.150000
1 98 0.000000 18.200000
1 99 0.000000 20.300000
1 100 0.000000 18.200000
1 101 0.000000 16.450000
1 102 0.000000 18.900000
1 103 0.000000 18.200000
1 104 0.000000 17.500000
1 105 0.000000 19.950000
1 106 0.000000 19.250000
1 107 0.000000 19.250000
1 108 0.000000 17.500000
1 109 0.000000 19.250000
1 110 0.000000 16.100000
1 111 0.000000 19.600000
1 112 0.000000 21.000000
1 113 0.000000 16.800000
1 114 0.000000 16.100000
1 115 0.000000 23.100000
1 116 0.000000 19.250000
1 117 0.000000 18.900000
1 118 0.000000 15.050000
1 119 0.000000 17.850000
1 120 0.000000 21.000000
1 121 0.000000 18.550000
1 122 0.000000 22.050000
1 123 0.000000 18.200000
1 124 0.000000 16.800000
1 125 0.000000 21.700000
1 126 0.000000 16.450000
1 127 0.000000 19.600000
1 128 0.000000 15.750000
1 129 0.000000 18.900000
1 130 0.000000 22.050000
1 131 0.000000 22.750000
1 132 0.000000 20.300000
1 133 0.000000 17.500000
1 134 0.000000 18.550000
1 135 0.000000 18.200000
1 136 0.000000 23.100000
1 137 0.000000 18.550000
1 138 0.000000 19.950000
1 139 0.000000 23.100000
1 140 0.000000 16.800000
1 141 0.000000 19.600000
1 142 0.000000 16.450000
1 143 0.000000 25.550000
1 144 0.000000 16.450000
1 145 0.000000 22.050000
1 146 0.000000 22.050000
1 147 0.000000 18.550000
1 148 0.000000 16.800000
1 149 0.000000 17.500000
1 150 0.000000 18.550000
61 148 16.800000 -74.996897
61 139 23.100000 -130.019338
61 138 19.950000 -110.169593
61 137 18.550000 -81.431262
61 136 23.100000 -227.391689
61 135 18.200000 -71.494374
61 134 18.550000 -101.761332
61 133 17.500000 -61.719942
61 128 15.750000 -23.189322
61 127 19.600000 -105.456904
61 123 18.200000 -39.096606
61 120 21.000000 -143.063336
61 118 15.050000 14.573640
61 117 18.900000 -42.108066
61 113 16.800000 -35.691142
61 111 19.600000 -74.700937
61 106 19.250000 -96.202869
61 101 16.450000 -75.410810
61 95 20.650000 -149.936104
61 93 20.300000 -240.785324
61 92 21.700000 -106.498573
61 85 19.250000 -118.074590
61 84 20.650000 -122.696576
61 83 20.650000 -65.642463
61 82 18.200000 -75.468883
61 80 18.900000 -67.150511
61 79 22.050000 -150.728392
61 78 19.250000 -130.799141
61 77 18.550000 -38.979282
61 76 20.650000 -66.030910
61 73 20.300000 -142.237710
61 72 20.650000 -69.548137
61 70 16.450000 -49.978503
61 65 19.950000 -18.423193
61 59 22.400000 -208.325920
61 57 18.900000 -28.941283
61 54 17.850000 -88.660303
61 51 16.450000 -66.551548
61 48 19.600000 -96.151934
61 47 17.850000 -83.937352
61 45 19.950000 -128.247358
61 44 17.150000 -58.310259
61 43 20.300000 -89.650306
61 37 24.850000 -167.502414
61 36 16.800000 -51.773590
61 31 21.000000 -74.547966
61 150 18.550000 -13.216556
61 149 17.500000 60.254630
61 147 18.550000 2.946704
61 144 16.450000 75.514858
61 142 16.450000 -91.354071
61 132 20.300000 -54.111127
61 131 22.750000 -128.356047
61 126 16.450000 -20.042771
61 125 21.700000 -117.103259
61 124 16.800000 -96.673921
61 121 18.550000 -3.585434
61 119 17.850000 -136.307680
61 114 16.100000 -87.293890
61 110 16.100000 -95.338076
61 109 19.250000 -25.623756
61 107 19.250000 24.310484
61 104 17.500000 34.878760
61 103 18.200000 -157.312608
61 102 18.900000 -44.361987
61 100 18.200000 -21.539787
61 97 17.150000 -21.288478
61 96 18.200000 -143.268398
61 89 16.100000 41.199799
61 88 15.750000 53.836922
61 75 18.200000 -7.710126
61 69 16.450000 9.731930
61 66 21.700000 -83.860321
61 63 16.800000 26.428473
61 62 16.100000 -171.148214
61 60 16.800000 4.990953
61 55 19.250000 -193.756295
61 53 20.650000 -95.926037
61 50 18.200000 -161.225854
61 39 20.650000 -152.473046
61 38 19.250000 -10.877638
61 34 17.500000 -48.330538
61 33 18.900000 -57.695682
61 32 15.400000 84.840250
61 40 21.350000 -83.671155
61 42 23.100000 -146.721706
61 46 21.350000 -128.720390
61 56 21.700000 -208.315947
61 64 23.450000 -321.213510
61 67 24.500000 -302.345802
61 71 18.900000 -75.207399
61 86 18.550000 -48.874231
61 94 20.300000 -59.312896
61 99 20.300000 -4.978124
61 112 21.000000 -70.837445
61 115 23.100000 -187.256645
61 130 22.050000 -276.997273
61 141 19.600000 -52.702623
61 143 25.550000 -197.540677
61 145 22.050000 -173.878179
61 146 22.050000 -384.248163
61 140 16.800000 -254.833263
61 129 18.900000 -103.831867
61 122 22.050000 -201.471672
61 116 19.250000 -295.747798
61 108 17.500000 -333.556234
61 105 19.950000 -337.288724
61 98 18.200000 -94.763258
61 91 20.650000 -179.620599
61 90 21.000000 -315.944294
61 87 16.450000 -121.620087
61 81 28.000000 -326.008426
61 74 15.750000 -73.174303
61 68 18.900000 -228.409439
