IT_NO ID REVENUES OPERATING_COSTS LABOUR_COSTS TOTAL_INTEREST_PAYMENTS EBIT NET_EARNINGS
1 31 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 32 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 33 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 34 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 35 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 36 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 37 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 38 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 39 380.800000 340.000000 340.000000 17.000000 40.800000 23.800000
1 40 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 41 408.800000 365.000000 365.000000 18.250000 43.800000 25.550000
1 42 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 43 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 44 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 45 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 46 347.200000 310.000000 310.000000 15.500000 37.200000 21.700000
1 47 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 48 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 49 347.200000 310.000000 310.000000 15.500000 37.200000 21.700000
1 50 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 51 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 52 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 53 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 54 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 55 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 56 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 57 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 58 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 59 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 60 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 61 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 62 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 63 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 64 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 65 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 66 403.200000 360.000000 360.000000 18.000000 43.200000 25.200000
1 67 246.400000 220.000000 220.000000 11.000000 26.400000 15.400000
1 68 364.000000 325.000000 325.000000 16.250000 39.000000 22.750000
1 69 364.000000 325.000000 325.000000 16.250000 39.000000 22.750000
1 70 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 71 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 72 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 73 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 74 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 75 375.200000 335.000000 335.000000 16.750000 40.200000 23.450000
1 76 380.800000 340.000000 340.000000 17.000000 40.800000 23.800000
