IT_NO ID NO_EMPLOYEES EMPLOYEES_NEEDED INVENTORY PRODUCTION_PLAN
301 12 2 25 2 18
301 21 5 27 9 19
301 6 7 7 11 5
301 3 8 20 13 14
301 30 8 12 12 9
301 16 4 22 8 16
301 26 1 27 2 19
301 14 11 18 14 13
301 28 8 22 11 16
301 1 1 20 7 14
301 9 5 21 14 15
301 27 1 28 0 20
301 24 4 24 8 17
301 19 7 14 12 10
301 25 2 15 12 11
301 22 5 22 9 16
301 4 7 25 14 18
301 20 2 5 11 4
301 11 14 20 15 14
301 13 4 10 12 7
301 2 7 14 12 10
301 7 2 21 11 15
301 10 2 11 12 8
301 18 5 21 8 15
301 29 5 4 9 3
301 17 4 5 7 4
301 8 8 18 16 13
301 15 5 15 12 11
301 23 14 20 15 14
301 5 7 28 11 20
321 29 4 15 9 11
321 6 7 27 11 19
321 12 2 25 2 18
321 21 5 17 9 12
321 3 8 28 14 20
321 30 8 17 13 12
321 16 4 5 8 4
321 26 1 28 2 20
321 14 11 25 14 18
321 28 8 7 11 5
321 1 1 28 7 20
321 9 5 28 15 20
321 27 1 24 0 17
321 24 4 24 9 17
321 19 7 7 13 5
321 25 2 8 12 6
321 22 5 15 10 11
321 4 7 21 15 15
321 20 2 22 11 16
321 11 14 24 16 17
321 13 4 8 12 6
321 2 7 11 13 8
321 7 2 24 11 17
321 10 2 21 12 15
321 18 5 17 9 12
321 17 4 20 7 14
321 8 8 24 17 17
321 15 5 18 12 13
321 23 14 22 15 16
321 5 7 20 11 14
341 28 7 11 12 8
341 19 7 12 13 9
341 29 4 21 10 15
341 6 7 15 12 11
341 12 2 12 2 9
341 21 5 14 10 10
341 3 8 22 14 16
341 30 8 10 13 7
341 16 4 4 9 3
341 26 1 28 2 20
341 14 11 14 14 10
341 1 1 15 7 11
341 9 5 7 15 5
341 27 1 18 0 13
341 24 4 21 9 15
341 25 2 18 12 13
341 22 5 17 10 12
341 4 7 10 15 7
341 20 2 8 11 6
341 11 14 21 17 15
341 13 4 22 12 16
341 2 7 25 13 18
341 7 2 10 11 7
341 10 2 20 12 14
341 18 5 4 9 3
341 17 4 8 7 6
341 8 8 21 17 15
341 15 5 5 12 4
341 23 14 28 16 20
341 5 7 5 12 4
361 23 14 18 16 13
361 8 8 8 18 6
361 17 4 10 8 7
361 10 2 27 12 19
361 7 2 11 11 8
361 2 7 14 14 10
361 13 4 10 12 7
361 11 14 24 17 17
361 20 2 20 11 14
361 4 7 17 15 12
361 22 5 2 11 2
361 25 2 27 13 19
361 24 4 8 9 6
361 27 1 27 0 19
361 9 5 12 15 9
361 1 1 24 7 17
361 14 11 24 15 17
361 26 1 27 2 19
361 30 8 11 13 8
361 3 8 7 14 5
361 21 5 12 10 9
361 12 2 15 2 11
361 6 7 25 12 18
361 29 4 15 10 11
361 19 7 14 14 10
361 28 7 24 12 17
361 16 4 21 9 15
361 15 5 12 12 9
361 18 4 8 9 6
361 5 5 8 12 6
381 3 7 12 14 9
381 22 2 12 11 9
381 8 8 24 18 17
381 23 14 12 17 9
381 17 4 18 8 13
381 10 2 11 12 8
381 7 2 7 11 5
381 2 7 20 14 14
381 13 4 24 13 17
381 11 14 21 18 15
381 20 2 10 11 7
381 4 7 8 15 6
381 25 2 10 13 7
381 24 4 1 10 1
381 27 1 12 0 9
381 9 5 18 15 13
381 1 1 24 7 17
381 14 11 10 15 7
381 26 1 28 2 20
381 30 8 20 14 14
381 21 5 8 10 6
381 12 2 21 3 15
381 6 7 4 13 3
381 29 4 4 10 3
381 19 7 25 14 18
381 28 7 8 13 6
381 16 4 8 9 6
381 15 5 10 13 7
381 18 4 21 9 15
381 5 5 14 12 10
401 6 4 15 13 11
401 14 10 10 15 7
401 24 1 11 10 8
401 23 12 22 18 16
401 29 4 22 10 16
401 3 7 17 15 12
401 22 2 18 11 13
401 8 8 11 19 8
401 17 4 28 8 20
401 10 2 17 12 12
401 7 2 25 11 18
401 2 7 17 14 12
401 13 4 5 13 4
401 11 14 17 19 12
401 20 2 24 11 17
401 4 7 25 16 18
401 25 2 28 13 20
401 27 1 14 0 10
401 9 5 15 16 11
401 1 1 27 7 19
401 26 1 28 2 20
401 30 8 28 14 20
401 21 5 7 10 5
401 12 2 5 3 4
401 19 7 12 14 9
401 28 7 5 13 4
401 16 4 2 9 2
401 15 5 17 13 12
401 18 4 20 9 14
401 5 5 22 12 16
421 5 5 14 12 10
421 18 4 7 9 5
421 15 5 10 13 7
421 19 7 12 14 9
421 12 2 10 3 7
421 21 5 7 11 5
421 30 8 10 15 7
421 26 1 20 2 14
421 1 1 27 7 19
421 9 5 21 16 15
421 27 1 12 0 9
421 25 2 20 13 14
421 4 7 22 16 16
421 20 2 11 11 8
421 11 14 22 20 16
421 13 4 10 13 7
421 2 7 12 15 9
421 7 2 25 12 18
421 10 2 25 13 18
421 17 4 25 8 18
421 8 8 10 19 7
421 22 2 8 11 6
421 3 7 10 15 7
421 29 4 5 10 4
421 23 12 22 19 16
421 24 1 11 10 8
421 6 4 25 14 18
421 14 10 15 16 11
421 28 5 22 14 16
421 16 2 12 9 9
441 5 5 8 13 6
441 18 4 4 10 3
441 15 5 25 13 18
441 19 7 5 15 4
441 12 2 5 3 4
441 21 5 22 11 16
441 30 8 22 15 16
441 26 1 18 2 13
441 1 1 24 7 17
441 9 5 12 16 9
441 27 1 17 0 12
441 25 2 12 13 9
441 4 7 21 16 15
441 20 2 25 11 18
441 11 14 17 20 12
441 13 4 8 13 6
441 2 7 8 15 6
441 7 2 10 12 7
441 10 2 22 13 16
441 17 4 5 8 4
441 8 8 17 19 12
441 22 2 10 12 7
441 3 7 4 16 3
441 29 4 18 11 13
441 23 12 15 20 11
441 24 1 14 10 10
441 6 4 4 14 3
441 14 10 8 17 6
441 28 5 15 14 11
441 16 2 15 9 11
461 14 8 8 18 6
461 3 4 24 16 17
461 19 5 5 15 4
461 6 4 28 14 20
461 18 4 21 10 15
461 5 5 4 14 3
461 15 5 21 13 15
461 12 2 24 3 17
461 21 5 17 11 12
461 30 8 25 15 18
461 26 1 27 2 19
461 1 1 21 7 15
461 9 5 22 17 16
461 27 1 15 0 11
461 25 2 25 14 18
461 4 7 25 17 18
461 20 2 28 11 20
461 11 14 24 21 17
461 13 4 5 13 4
461 2 7 22 15 16
461 7 2 7 12 5
461 10 2 27 13 19
461 17 4 14 8 10
461 8 8 18 20 13
461 22 2 21 12 15
461 29 4 4 11 3
461 23 12 14 21 10
461 24 1 28 10 20
461 28 5 8 14 6
461 16 2 8 10 6
481 16 2 24 10 17
481 28 5 5 15 4
481 24 1 20 10 14
481 23 12 25 22 18
481 22 2 18 12 13
481 8 8 11 20 8
481 10 2 12 13 9
481 7 2 27 12 19
481 2 7 22 16 16
481 13 4 4 14 3
481 11 14 11 22 8
481 20 2 21 12 15
481 4 7 10 17 7
481 25 2 10 14 7
481 27 1 17 0 12
481 9 5 17 17 12
481 1 1 28 7 20
481 30 8 15 15 11
481 21 5 18 11 13
481 12 2 14 3 10
481 15 5 8 13 6
481 18 4 22 10 16
481 6 4 8 14 6
481 3 4 27 16 19
481 14 8 25 19 18
481 29 4 15 11 11
481 5 4 24 14 17
481 17 4 15 8 11
481 26 1 24 2 17
481 19 5 10 15 7
501 11 11 21 23 15
501 13 4 21 14 15
501 28 5 14 15 10
501 16 2 14 10 10
501 24 1 10 10 7
501 23 12 18 23 13
501 22 2 2 12 2
501 8 8 18 20 13
501 10 2 10 13 7
501 7 2 12 12 9
501 2 7 8 16 6
501 20 2 12 12 9
501 4 7 28 18 20
501 25 2 12 14 9
501 27 1 18 0 13
501 9 5 18 17 13
501 1 1 20 7 14
501 30 8 25 16 18
501 21 5 10 12 7
501 12 2 17 3 12
501 15 5 28 14 20
501 18 4 11 11 8
501 6 4 12 14 9
501 3 4 24 17 17
501 14 8 7 20 5
501 29 4 2 11 2
501 5 4 2 14 2
501 17 4 14 9 10
501 26 1 24 2 17
501 19 5 2 16 2
521 19 2 10 16 7
521 5 2 15 15 11
521 29 2 7 11 5
521 14 7 20 20 14
521 22 2 10 12 7
521 11 11 27 24 19
521 13 4 11 14 8
521 28 5 8 15 6
521 16 2 28 10 20
521 24 1 8 10 6
521 23 12 27 23 19
521 8 8 18 21 13
521 10 2 15 13 11
521 7 2 10 12 7
521 2 7 11 16 8
521 20 2 17 12 12
521 4 7 10 18 7
521 25 2 11 14 8
521 27 1 22 0 16
521 9 5 24 18 17
521 1 1 27 7 19
521 30 8 21 16 15
521 21 5 20 12 14
521 12 2 8 3 6
521 15 5 8 14 6
521 18 4 18 11 13
521 6 4 22 15 16
521 3 4 5 17 4
521 17 4 17 9 12
521 26 1 27 2 19
541 6 4 21 15 15
541 18 4 28 11 20
541 15 5 14 15 10
541 12 2 28 4 20
541 21 5 8 12 6
541 30 8 27 17 19
541 9 5 24 18 17
541 25 2 15 14 11
541 4 7 8 18 6
541 20 2 22 12 16
541 2 7 22 16 16
541 7 2 12 12 9
541 10 2 11 13 8
541 8 8 24 21 17
541 23 12 21 24 15
541 24 1 5 10 4
541 16 2 21 10 15
541 28 5 8 15 6
541 13 4 24 14 17
541 11 11 12 24 9
541 22 2 12 12 9
541 14 7 15 21 11
541 29 2 4 11 3
541 19 2 18 17 13
541 17 4 21 9 15
541 26 1 15 2 11
541 3 4 17 18 12
541 1 1 21 7 15
541 27 1 25 0 18
541 5 2 24 15 17
561 6 4 11 15 8
561 18 4 14 11 10
561 15 5 12 15 9
561 12 2 27 4 19
561 21 5 18 12 13
561 30 8 14 18 10
561 9 5 5 18 4
561 25 2 12 14 9
561 4 7 10 19 7
561 20 2 17 12 12
561 2 7 12 17 9
561 7 2 24 12 17
561 10 2 28 13 20
561 8 8 25 22 18
561 23 12 28 24 20
561 24 1 27 10 19
561 16 2 25 10 18
561 28 5 2 16 2
561 13 4 24 14 17
561 11 11 22 25 16
561 22 2 5 12 4
561 14 7 7 21 5
561 29 2 11 12 8
561 19 2 28 17 20
561 17 4 27 9 19
561 26 1 21 2 15
561 3 4 12 18 9
561 1 1 17 7 12
561 27 1 11 0 8
561 5 2 12 15 9
581 28 2 2 16 2
581 14 7 24 21 17
581 9 5 27 18 19
581 6 4 5 15 4
581 18 4 28 11 20
581 15 5 4 15 3
581 12 2 27 4 19
581 21 5 25 13 18
581 30 8 18 18 13
581 25 2 25 14 18
581 4 7 20 19 14
581 20 2 2 12 2
581 2 7 5 17 4
581 7 2 24 12 17
581 10 2 21 14 15
581 8 8 8 22 6
581 23 12 11 25 8
581 24 1 27 10 19
581 16 2 4 10 3
581 13 4 22 15 16
581 11 11 11 26 8
581 22 2 20 12 14
581 29 2 22 12 16
581 19 2 12 17 9
581 17 4 10 10 7
581 26 1 17 2 12
581 3 4 4 18 3
581 1 1 27 7 19
581 27 1 27 0 19
581 5 2 25 15 18
601 17 4 27 10 19
601 19 2 4 17 3
601 29 2 10 12 7
601 16 2 2 10 2
601 24 1 4 10 3
601 10 2 22 14 16
601 7 2 5 13 4
601 4 7 28 19 20
601 25 2 12 14 9
601 30 8 21 18 15
601 21 5 4 13 3
601 12 2 28 4 20
601 18 4 12 11 9
601 6 4 11 15 8
601 14 7 11 22 8
601 28 2 14 16 10
601 20 2 22 12 16
601 8 8 28 23 20
601 11 11 12 26 9
601 15 4 18 15 13
601 2 5 7 18 5
601 23 11 11 25 8
601 3 4 18 18 13
601 1 1 21 7 15
601 27 1 17 0 12
601 5 2 7 15 5
601 26 1 18 2 13
601 22 2 2 12 2
601 13 4 4 15 3
601 9 5 25 18 18
621 21 4 22 13 16
621 13 4 2 15 2
621 22 2 21 13 15
621 23 11 20 25 14
621 16 2 4 11 3
621 17 4 17 10 12
621 19 2 18 17 13
621 29 2 28 12 20
621 24 1 11 10 8
621 10 2 21 14 15
621 7 2 14 13 10
621 4 7 11 19 8
621 25 2 12 15 9
621 30 8 12 19 9
621 12 2 11 4 8
621 18 4 11 11 8
621 6 4 11 16 8
621 14 7 18 22 13
621 28 2 14 16 10
621 20 2 28 12 20
621 8 8 8 23 6
621 11 11 8 27 6
621 15 4 18 16 13
621 2 5 17 18 12
621 3 4 27 18 19
621 1 1 15 7 11
621 27 1 15 0 11
621 5 2 17 15 12
621 26 1 27 2 19
621 9 5 10 19 7
641 11 8 8 28 6
641 13 2 10 15 7
641 8 8 18 24 13
641 21 4 15 13 11
641 22 2 15 13 11
641 23 11 28 26 20
641 16 2 7 11 5
641 17 4 17 10 12
641 19 2 8 18 6
641 29 2 11 12 8
641 24 1 20 10 14
641 10 2 10 14 7
641 7 2 24 13 17
641 4 7 15 20 11
641 25 2 11 15 8
641 30 8 8 19 6
641 12 2 18 4 13
641 18 4 12 11 9
641 6 4 15 16 11
641 14 7 8 22 6
641 28 2 8 17 6
641 20 2 28 12 20
641 15 4 12 16 9
641 2 5 24 18 17
641 3 4 20 18 14
641 1 1 27 7 19
641 27 1 11 0 8
641 5 2 12 15 9
641 26 1 28 2 20
641 9 5 4 19 3
661 2 5 27 19 19
661 15 4 18 16 13
661 20 2 1 12 1
661 28 2 17 17 12
661 6 4 24 16 17
661 18 4 17 12 12
661 12 2 8 4 6
661 25 2 8 15 6
661 4 7 28 20 20
661 10 2 20 14 14
661 24 1 4 10 3
661 29 2 2 12 2
661 19 2 27 18 19
661 17 4 10 10 7
661 16 2 10 11 7
661 23 11 20 27 14
661 21 4 2 14 2
661 8 8 24 24 17
661 11 8 20 29 14
661 30 8 24 20 17
661 9 4 4 19 3
661 13 2 24 15 17
661 22 2 28 13 20
661 26 1 22 2 16
661 5 2 11 15 8
661 27 1 18 0 13
661 1 1 20 7 14
661 3 4 1 19 1
661 14 7 20 22 14
661 7 2 1 13 1
681 7 1 24 13 17
681 3 1 5 19 4
681 21 2 24 14 17
681 20 1 22 12 16
681 9 4 20 19 14
681 29 2 14 12 10
681 2 5 18 19 13
681 15 4 12 16 9
681 28 2 11 17 8
681 6 4 24 16 17
681 18 4 8 12 6
681 12 2 25 4 18
681 25 2 20 15 14
681 4 7 17 20 12
681 10 2 11 14 8
681 24 1 5 10 4
681 19 2 1 18 1
681 17 4 4 10 3
681 16 2 2 11 2
681 23 11 18 28 13
681 8 8 27 24 19
681 11 8 28 29 20
681 30 8 15 20 11
681 13 2 15 15 11
681 22 2 7 13 5
681 26 1 14 2 10
681 5 2 5 15 4
681 27 1 27 0 19
681 1 1 20 7 14
681 14 7 18 23 13
701 19 1 27 18 19
701 16 2 28 11 20
701 17 4 28 10 20
701 7 1 18 13 13
701 3 1 20 19 14
701 21 2 4 14 3
701 20 1 5 12 4
701 9 4 20 20 14
701 29 2 2 12 2
701 2 5 18 19 13
701 15 4 5 16 4
701 28 2 21 17 15
701 6 4 18 16 13
701 18 4 8 12 6
701 12 2 25 4 18
701 25 2 25 15 18
701 4 7 17 21 12
701 10 2 14 14 10
701 24 1 20 10 14
701 23 11 25 29 18
701 8 8 24 25 17
701 11 8 21 29 15
701 30 8 11 20 8
701 13 2 17 16 12
701 22 2 20 13 14
701 26 1 15 2 11
701 5 2 7 16 5
701 27 1 12 0 9
701 1 1 24 7 17
701 14 7 22 23 16
721 30 8 15 20 11
721 11 8 22 30 16
721 23 11 25 30 18
721 24 1 21 10 15
721 10 2 22 14 16
721 4 7 25 21 18
721 25 2 22 15 16
721 12 2 4 5 3
721 18 4 5 12 4
721 6 4 22 16 16
721 28 2 4 17 3
721 15 4 18 16 13
721 2 5 24 20 17
721 20 1 5 12 4
721 21 2 17 14 12
721 16 2 20 11 14
721 29 2 24 12 17
721 7 1 7 13 5
721 3 1 20 19 14
721 5 2 10 16 7
721 27 1 21 0 15
721 1 1 17 7 12
721 14 7 21 24 15
721 26 1 25 2 18
721 22 2 18 13 13
721 13 2 24 16 17
721 8 8 15 25 11
721 9 4 8 20 6
721 17 4 21 10 15
721 19 1 2 18 2
741 30 8 20 21 14
741 11 8 27 30 19
741 23 11 27 31 19
741 24 1 4 10 3
741 10 2 14 14 10
741 4 7 28 22 20
741 25 2 21 15 15
741 12 2 4 5 3
741 18 4 10 13 7
741 6 4 27 16 19
741 28 2 2 17 2
741 15 4 1 17 1
741 2 5 4 20 3
741 20 1 21 12 15
741 21 2 15 15 11
741 16 2 2 11 2
741 29 2 22 13 16
741 7 1 12 13 9
741 3 1 22 19 16
741 5 2 8 16 6
741 27 1 15 0 11
741 1 1 15 7 11
741 14 7 28 24 20
741 26 1 20 2 14
741 22 2 12 13 9
741 13 2 20 16 14
741 8 8 24 25 17
741 9 4 5 20 4
741 17 4 15 11 11
741 19 1 25 18 18
761 2 4 7 20 5
761 15 1 14 17 10
761 16 2 18 11 13
761 28 2 11 17 8
761 30 8 8 21 6
761 11 8 17 31 12
761 23 11 27 31 19
761 24 1 18 10 13
761 10 2 17 15 12
761 4 7 28 22 20
761 25 2 4 15 3
761 12 2 14 5 10
761 18 4 24 13 17
761 6 4 18 17 13
761 20 1 20 12 14
761 21 2 14 15 10
761 29 2 4 13 3
761 7 1 24 13 17
