IT_NO TRANSACTION_QUANTITY AVG_GOODS_PRICE
5 2581656 0.002842
10 2588856 0.002842
15 2583025 0.002842
20 3172794 0.002842
25 1794461 0.003779
30 1788166 0.003795
35 1708513 0.003972
40 1808286 0.004555
45 1502189 0.004306
50 1483862 0.004314
55 1471191 0.004351
60 1493199 0.004387
65 1490741 0.004009
70 1494853 0.004003
75 1488883 0.004019
80 1475402 0.004056
85 1551744 0.003819
90 1564098 0.003793
95 1550400 0.003827
100 1546783 0.003836
105 1578972 0.003717
110 1576732 0.003727
115 1569575 0.003744
120 1553656 0.003782
125 1577930 0.003695
130 1581487 0.003691
135 1566935 0.003725
140 1534055 0.003805
145 1461142 0.003932
150 1462647 0.003933
155 1460197 0.003939
160 1438064 0.003999
165 1438360 0.003973
170 1433724 0.003992
175 1429536 0.004003
180 1421502 0.004026
185 1420079 0.004001
190 1429173 0.003982
195 1423489 0.003998
200 1415536 0.004020
205 1393103 0.004079
210 1381236 0.004121
215 1369947 0.004154
220 1353348 0.004205
225 1342318 0.004237
230 1354408 0.004206
235 1353761 0.004208
240 1343846 0.004239
245 1348155 0.004232
250 1360494 0.004202
255 1348057 0.004240
260 1331615 0.004293
265 1308429 0.004382
270 1313999 0.004371
275 1309359 0.004387
280 1294656 0.004436
285 1288465 0.004476
290 1302278 0.004436
295 1298617 0.004448
300 1279945 0.004513
305 1326076 0.004373
310 1332630 0.004359
315 1309040 0.004438
320 1269591 0.004575
325 1048960 0.005381
330 1061991 0.005329
335 1060022 0.005335
340 1060618 0.005336
345 1038617 0.005310
350 1052766 0.005252
355 1050372 0.005263
360 1054332 0.005243
365 1094646 0.004929
370 630706 0.004777
375 0 0.004777
380 0 0.004777
385 707871 0.006678
390 749129 0.005611
395 0 0.005611
400 0 0.005611
405 594287 0.006891
410 735726 0.005593
415 126987 0.005668
420 0 0.005668
425 214000 0.009397
430 0 0.009397
435 0 0.009397
440 0 0.009397
445 214000 0.010411
450 0 0.010411
455 0 0.010411
460 0 0.010411
465 214000 0.010411
470 0 0.010411
475 0 0.010411
480 0 0.010411
485 120000 0.013900
490 0 0.013900
495 0 0.013900
500 0 0.013900
505 120000 0.013986
510 0 0.013986
515 0 0.013986
520 0 0.013986
525 120000 0.013986
530 0 0.013986
535 0 0.013986
540 0 0.013986
545 120000 0.013986
550 0 0.013986
555 0 0.013986
560 0 0.013986
565 120000 0.013986
570 0 0.013986
575 0 0.013986
580 0 0.013986
585 120000 0.013986
590 0 0.013986
595 0 0.013986
600 0 0.013986
605 120000 0.013986
610 0 0.013986
615 0 0.013986
620 0 0.013986
625 120000 0.013986
630 0 0.013986
635 0 0.013986
640 0 0.013986
645 120000 0.013986
650 0 0.013986
655 0 0.013986
660 0 0.013986
665 120000 0.013986
670 0 0.013986
675 0 0.013986
680 0 0.013986
685 120000 0.013986
690 0 0.013986
695 0 0.013986
700 0 0.013986
705 120000 0.013986
710 0 0.013986
715 0 0.013986
720 0 0.013986
725 120000 0.009601
730 0 0.009601
735 0 0.009601
740 0 0.009601
745 120000 0.009601
750 0 0.009601
755 0 0.009601
760 0 0.009601
765 120000 0.009601
770 0 0.009601
775 0 0.009601
780 0 0.009601
785 120000 0.007622
790 0 0.007622
795 0 0.007622
800 0 0.007622
805 120000 0.007622
810 0 0.007622
815 0 0.007622
820 0 0.007622
825 120000 0.007622
830 0 0.007622
835 0 0.007622
840 0 0.007622
845 120000 0.007622
850 0 0.007622
855 0 0.007622
860 0 0.007622
865 120000 0.007622
870 0 0.007622
875 0 0.007622
880 0 0.007622
885 120000 0.007622
890 0 0.007622
895 0 0.007622
900 0 0.007622
905 120000 0.007622
910 0 0.007622
915 0 0.007622
920 0 0.007622
925 120000 0.007622
930 0 0.007622
935 0 0.007622
940 0 0.007622
945 120000 0.007622
950 0 0.007622
955 0 0.007622
960 0 0.007622
965 120000 0.007622
970 0 0.007622
975 0 0.007622
980 0 0.007622
985 120000 0.007622
990 0 0.007622
995 0 0.007622
1000 0 0.007622
1005 120000 0.007622
1010 0 0.007622
1015 0 0.007622
1020 0 0.007622
1025 120000 0.007622
1030 0 0.007622
1035 0 0.007622
1040 0 0.007622
1045 120000 0.007622
1050 0 0.007622
1055 0 0.007622
1060 0 0.007622
1065 120000 0.007622
1070 0 0.007622
1075 0 0.007622
1080 0 0.007622
1085 120000 0.007622
1090 0 0.007622
1095 0 0.007622
1100 0 0.007622
1105 120000 0.007622
1110 0 0.007622
1115 0 0.007622
1120 0 0.007622
1125 120000 0.007622
1130 0 0.007622
1135 0 0.007622
1140 0 0.007622
1145 120000 0.007622
1150 0 0.007622
1155 0 0.007622
1160 0 0.007622
