IT_NO ID DIVIDENDS_PAID DIVIDENDS_TO_BE_PAID
1 31 0.000000 18.550000
1 32 0.000000 18.200000
1 33 0.000000 21.350000
1 34 0.000000 17.850000
1 35 0.000000 21.350000
1 36 0.000000 20.300000
1 37 0.000000 17.850000
1 38 0.000000 17.500000
1 39 0.000000 23.800000
1 40 0.000000 16.450000
1 41 0.000000 25.550000
1 42 0.000000 16.450000
1 43 0.000000 19.600000
1 44 0.000000 19.600000
1 45 0.000000 21.350000
1 46 0.000000 21.700000
1 47 0.000000 17.500000
1 48 0.000000 19.250000
1 49 0.000000 21.700000
1 50 0.000000 17.150000
1 51 0.000000 17.850000
1 52 0.000000 19.250000
1 53 0.000000 21.350000
1 54 0.000000 20.650000
1 55 0.000000 20.650000
1 56 0.000000 19.250000
1 57 0.000000 16.800000
1 58 0.000000 17.850000
1 59 0.000000 18.200000
1 60 0.000000 17.500000
1 61 0.000000 18.900000
1 62 0.000000 17.850000
1 63 0.000000 19.950000
1 64 0.000000 19.250000
1 65 0.000000 21.350000
1 66 0.000000 25.200000
1 67 0.000000 15.400000
1 68 0.000000 22.750000
1 69 0.000000 22.750000
1 70 0.000000 16.450000
1 71 0.000000 19.600000
1 72 0.000000 19.250000
1 73 0.000000 21.000000
1 74 0.000000 21.000000
1 75 0.000000 23.450000
1 76 0.000000 23.800000
1 77 0.000000 19.600000
1 78 0.000000 17.500000
1 79 0.000000 20.650000
1 80 0.000000 16.800000
1 81 0.000000 18.550000
1 82 0.000000 15.750000
1 83 0.000000 21.350000
1 84 0.000000 18.550000
1 85 0.000000 14.000000
1 86 0.000000 17.500000
1 87 0.000000 24.850000
1 88 0.000000 20.300000
1 89 0.000000 25.550000
1 90 0.000000 15.750000
1 91 0.000000 15.050000
1 92 0.000000 21.000000
1 93 0.000000 16.100000
1 94 0.000000 21.350000
1 95 0.000000 15.400000
1 96 0.000000 22.750000
1 97 0.000000 20.300000
1 98 0.000000 16.450000
1 99 0.000000 18.550000
1 100 0.000000 19.250000
1 101 0.000000 18.200000
1 102 0.000000 13.300000
1 103 0.000000 19.600000
1 104 0.000000 16.450000
1 105 0.000000 21.350000
1 106 0.000000 19.250000
1 107 0.000000 21.350000
1 108 0.000000 16.800000
1 109 0.000000 20.650000
1 110 0.000000 14.700000
1 111 0.000000 13.300000
1 112 0.000000 15.750000
1 113 0.000000 22.050000
1 114 0.000000 17.850000
1 115 0.000000 24.150000
1 116 0.000000 19.250000
1 117 0.000000 17.500000
1 118 0.000000 20.300000
1 119 0.000000 22.400000
1 120 0.000000 18.200000
1 121 0.000000 15.750000
1 122 0.000000 17.500000
1 123 0.000000 20.300000
1 124 0.000000 19.250000
1 125 0.000000 20.650000
1 126 0.000000 23.450000
1 127 0.000000 23.100000
1 128 0.000000 17.150000
1 129 0.000000 20.650000
1 130 0.000000 20.300000
1 131 0.000000 18.200000
1 132 0.000000 17.150000
1 133 0.000000 21.700000
1 134 0.000000 19.950000
1 135 0.000000 22.750000
1 136 0.000000 21.000000
1 137 0.000000 20.300000
1 138 0.000000 19.250000
1 139 0.000000 15.750000
1 140 0.000000 15.750000
1 141 0.000000 17.500000
1 142 0.000000 17.500000
1 143 0.000000 18.900000
1 144 0.000000 15.400000
1 145 0.000000 16.800000
1 146 0.000000 21.350000
1 147 0.000000 17.850000
1 148 0.000000 23.800000
1 149 0.000000 20.650000
1 150 0.000000 15.050000
61 150 15.050000 -21.456041
61 147 17.850000 -46.032951
61 143 18.900000 -213.942051
61 141 17.500000 -47.057554
61 138 19.250000 -165.327086
61 130 20.300000 -47.622956
61 122 17.500000 -45.723561
61 121 15.750000 -44.038647
61 120 18.200000 -26.205121
61 115 24.150000 -119.948970
61 114 17.850000 -88.815974
61 110 14.700000 -66.777553
61 108 16.800000 -49.208517
61 101 18.200000 -73.150927
61 96 22.750000 -232.825264
61 95 15.400000 -59.607990
61 94 21.350000 -94.750300
61 88 20.300000 -93.613030
61 86 17.500000 -90.184682
61 81 18.550000 -123.133818
61 80 16.800000 -60.486575
61 79 20.650000 -167.463382
61 77 19.600000 -87.895961
61 73 21.000000 -124.406491
61 69 22.750000 -211.649850
61 62 17.850000 -59.519907
61 61 18.900000 -176.914148
61 60 17.500000 -58.208754
61 59 18.200000 -98.022246
61 54 20.650000 -111.171005
61 52 19.250000 -94.246048
61 51 17.850000 -62.770562
61 49 21.700000 -44.161849
61 44 19.600000 -171.742955
61 43 19.600000 -140.056809
61 36 20.300000 -102.793149
61 34 17.850000 -100.890936
61 149 20.650000 -142.550767
61 144 15.400000 44.660731
61 140 15.750000 41.853578
61 139 15.750000 -0.060047
61 134 19.950000 -3.337107
61 133 21.700000 -122.002023
61 132 17.150000 -88.868524
61 131 18.200000 -143.364548
61 128 17.150000 -0.893708
61 119 22.400000 -94.055268
61 117 17.500000 29.520243
61 116 19.250000 -27.732705
61 113 22.050000 -105.271960
61 112 15.750000 23.781711
61 111 13.300000 41.141154
61 107 21.350000 -188.894056
61 104 16.450000 35.476454
61 103 19.600000 -52.223077
61 102 13.300000 -37.438570
61 99 18.550000 -19.290841
61 98 16.450000 -84.022086
61 93 16.100000 25.334319
61 90 15.750000 -81.800219
61 89 25.550000 -282.406668
61 85 14.000000 -46.230671
61 83 21.350000 -159.625803
61 82 15.750000 34.445993
61 78 17.500000 -135.679971
61 76 23.800000 -155.510216
61 67 15.400000 58.281293
61 64 19.250000 -50.711853
61 58 17.850000 -31.967159
61 57 16.800000 61.287104
61 53 21.350000 -105.783415
61 50 17.150000 9.535732
61 48 19.250000 -37.531689
61 47 17.500000 -132.702864
61 46 21.700000 -243.949370
61 45 21.350000 -66.357376
61 41 25.550000 -360.961331
61 40 16.450000 16.956677
61 38 17.500000 -129.762593
61 37 17.850000 -37.001906
61 35 21.350000 -92.534121
61 33 21.350000 -118.554063
61 31 18.550000 12.476081
61 39 23.800000 -155.700668
61 63 19.950000 -60.534521
61 65 21.350000 -67.032117
61 66 25.200000 -183.609629
61 68 22.750000 -262.759431
61 72 19.250000 -32.571448
61 74 21.000000 -52.796415
61 87 24.850000 -210.497429
61 97 20.300000 -96.160764
61 105 21.350000 -247.581321
61 123 20.300000 -146.633910
61 125 20.650000 -41.266116
61 126 23.450000 -127.421820
61 127 23.100000 -146.439237
61 135 22.750000 -183.060451
61 146 21.350000 -77.174368
61 148 23.800000 -204.947604
61 145 16.800000 -103.816584
61 142 17.500000 -99.811658
61 137 20.300000 -202.894484
61 136 21.000000 -139.707920
61 129 20.650000 -144.705062
