IT_NO ID REVENUES INTERESTS_ACCRUED TOTAL_COSTS TOTAL_WRITEOFFS INTERESTS_PAID NET_EARNINGS RETAINED_EARNINGS TOTAL_DIVIDENDS
1441 156 181.955830 181.955830 2078.265606 0.000000 2078.265606 -1896.309776 0.000000 0.000000
1501 157 180.315974 180.315974 1883.467648 0.000000 1883.467648 -1703.151674 0.000000 0.000000
1501 156 180.524806 180.524806 1859.734168 0.000000 1859.734168 -1679.209361 0.000000 0.000000
1561 157 180.016395 180.016395 1650.115504 0.000000 1650.115504 -1470.099109 0.000000 0.000000
1561 156 180.084174 180.084174 1639.994619 0.000000 1639.994619 -1459.910445 0.000000 0.000000
1621 157 178.273732 178.273732 1413.508436 0.000000 1413.508436 -1235.234704 0.000000 0.000000
1621 156 180.572769 180.572769 1422.680283 0.000000 1422.680283 -1242.107514 0.000000 0.000000
1681 157 177.819709 177.819709 1176.527875 0.000000 1176.527875 -998.708166 0.000000 0.000000
1681 156 179.478637 179.478637 1202.089026 0.000000 1202.089026 -1022.610389 0.000000 0.000000
1741 157 177.386542 177.386542 938.948976 0.000000 938.948976 -761.562434 0.000000 0.000000
1741 156 178.694072 178.694072 980.639314 0.000000 980.639314 -801.945242 0.000000 0.000000
1801 157 176.615080 176.615080 700.273259 0.000000 700.273259 -523.658179 0.000000 0.000000
1801 156 177.608752 177.608752 757.339607 0.000000 757.339607 -579.730855 0.000000 0.000000
1861 157 176.181314 176.181314 459.622515 0.000000 459.622515 -283.441201 0.000000 0.000000
1861 156 176.516331 176.516331 534.426939 0.000000 534.426939 -357.910608 0.000000 0.000000
1921 157 175.744837 175.744837 217.451450 0.000000 217.451450 -41.706613 0.000000 0.000000
1921 156 175.760009 175.760009 309.274734 0.000000 309.274734 -133.514726 0.000000 0.000000
1981 157 175.301354 175.301354 0.000000 0.000000 0.000000 175.301354 0.000000 0.000000
1981 156 172.918868 172.918868 83.304968 0.000000 83.304968 89.613900 0.000000 0.000000
2041 157 172.657108 172.657108 0.000000 0.000000 0.000000 172.657108 175.301354 0.000000
2041 156 167.080058 167.080058 0.000000 0.000000 0.000000 167.080058 89.613900 0.000000
2101 157 170.662409 170.662409 0.000000 0.000000 0.000000 170.662409 172.657108 0.000000
2101 156 161.739656 161.739656 0.000000 0.000000 0.000000 161.739656 167.080058 0.000000
2161 157 168.994426 168.994426 0.000000 0.000000 0.000000 168.994426 170.662409 0.000000
2161 156 158.163075 158.163075 0.000000 0.000000 0.000000 158.163075 161.739656 0.000000
2221 157 167.027091 167.027091 0.000000 0.000000 0.000000 167.027091 168.994426 0.000000
2221 156 156.376123 156.376123 0.000000 0.000000 0.000000 156.376123 158.163075 0.000000
2281 157 163.069278 163.069278 0.000000 0.000000 0.000000 163.069278 167.027091 0.000000
2281 156 151.954768 151.954768 0.000000 0.000000 0.000000 151.954768 156.376123 0.000000
2341 157 155.236876 155.236876 0.000000 0.000000 0.000000 155.236876 163.069278 0.000000
2341 156 150.081210 150.081210 0.000000 0.000000 0.000000 150.081210 151.954768 0.000000
2401 157 150.001259 150.001259 0.000000 0.000000 0.000000 150.001259 155.236876 0.000000
2401 156 143.723256 143.723256 0.000000 0.000000 0.000000 143.723256 150.081210 0.000000
2461 157 141.026975 141.026975 0.000000 0.000000 0.000000 141.026975 150.001259 0.000000
2461 156 140.616204 140.616204 0.000000 0.000000 0.000000 140.616204 143.723256 0.000000
2521 157 135.716972 135.716972 0.000000 0.000000 0.000000 135.716972 141.026975 0.000000
2521 156 135.352364 135.352364 0.000000 0.000000 0.000000 135.352364 140.616204 0.000000
2581 157 130.912997 130.912997 0.000000 0.000000 0.000000 130.912997 135.716972 0.000000
2581 156 129.644007 129.644007 0.000000 0.000000 0.000000 129.644007 135.352364 0.000000
2641 157 127.949153 127.949153 0.000000 0.000000 0.000000 127.949153 130.912997 0.000000
2641 156 126.258141 126.258141 0.000000 0.000000 0.000000 126.258141 129.644007 0.000000
2701 157 125.510244 125.510244 0.000000 0.000000 0.000000 125.510244 127.949153 0.000000
2701 156 123.451206 123.451206 0.000000 0.000000 0.000000 123.451206 126.258141 0.000000
2761 157 123.464021 123.464021 0.000000 0.000000 0.000000 123.464021 125.510244 0.000000
2761 156 118.537472 118.537472 0.000000 0.000000 0.000000 118.537472 123.451206 0.000000
2821 157 119.608644 119.608644 0.000000 0.000000 0.000000 119.608644 123.464021 0.000000
2821 156 112.873384 112.873384 0.000000 0.000000 0.000000 112.873384 118.537472 0.000000
2881 157 117.615159 117.615159 0.000000 0.000000 0.000000 117.615159 119.608644 0.000000
2881 156 107.614622 107.614622 0.000000 0.000000 0.000000 107.614622 112.873384 0.000000
2941 157 115.643875 115.643875 0.000000 0.000000 0.000000 115.643875 117.615159 0.000000
2941 156 103.455924 103.455924 0.000000 0.000000 0.000000 103.455924 107.614622 0.000000
3001 157 111.297822 111.297822 0.000000 0.000000 0.000000 111.297822 115.643875 0.000000
3001 156 100.376350 100.376350 0.000000 0.000000 0.000000 100.376350 103.455924 0.000000
3061 157 103.432199 103.432199 0.000000 0.000000 0.000000 103.432199 111.297822 0.000000
3061 156 97.333936 97.333936 0.000000 0.000000 0.000000 97.333936 100.376350 0.000000
3121 157 98.622986 98.622986 0.000000 0.000000 0.000000 98.622986 103.432199 0.000000
3121 156 96.694961 96.694961 0.000000 0.000000 0.000000 96.694961 97.333936 0.000000
3181 157 96.224835 96.224835 0.000000 0.000000 0.000000 96.224835 98.622986 0.000000
3181 156 96.650854 96.650854 0.000000 0.000000 0.000000 96.650854 96.694961 0.000000
3241 157 95.607955 95.607955 0.000000 0.000000 0.000000 95.607955 96.224835 0.000000
3241 156 95.859436 95.859436 0.000000 0.000000 0.000000 95.859436 96.650854 0.000000
3301 157 95.578182 95.578182 0.000000 0.000000 0.000000 95.578182 95.607955 0.000000
3301 156 92.109371 92.109371 0.000000 0.000000 0.000000 92.109371 95.859436 0.000000
3361 157 95.548222 95.548222 0.000000 0.000000 0.000000 95.548222 95.578182 0.000000
3361 156 92.094391 92.094391 0.000000 0.000000 0.000000 92.094391 92.109371 0.000000
3421 157 95.518075 95.518075 0.000000 0.000000 0.000000 95.518075 95.548222 0.000000
3421 156 92.079318 92.079318 0.000000 0.000000 0.000000 92.079318 92.094391 0.000000
3481 157 95.487740 95.487740 0.000000 0.000000 0.000000 95.487740 95.518075 0.000000
3481 156 92.064150 92.064150 0.000000 0.000000 0.000000 92.064150 92.079318 0.000000
3541 157 95.457215 95.457215 0.000000 0.000000 0.000000 95.457215 95.487740 0.000000
3541 156 92.048888 92.048888 0.000000 0.000000 0.000000 92.048888 92.064150 0.000000
