IT_NO TRANSACTION_QUANTITY AVG_GOODS_PRICE
1160 0 0.006478
1165 283000 0.006478
1170 0 0.006478
1175 0 0.006478
1180 0 0.006478
1185 283000 0.006478
1190 0 0.006478
1195 0 0.006478
1200 0 0.006478
1205 283000 0.006478
1210 0 0.006478
1215 0 0.006478
1220 0 0.006478
1225 283000 0.006478
1230 0 0.006478
1235 0 0.006478
1240 0 0.006478
1245 283000 0.006478
1250 0 0.006478
1255 0 0.006478
1260 0 0.006478
1265 283000 0.006478
1270 0 0.006478
1275 0 0.006478
1280 0 0.006478
1285 283000 0.006478
1290 0 0.006478
1295 0 0.006478
1300 0 0.006478
1305 283000 0.006478
1310 0 0.006478
1315 0 0.006478
1320 0 0.006478
1325 283000 0.006478
1330 0 0.006478
1335 0 0.006478
1340 0 0.006478
1345 283000 0.006478
1350 0 0.006478
1355 0 0.006478
1360 0 0.006478
1365 283000 0.006478
1370 0 0.006478
1375 0 0.006478
1380 0 0.006478
1385 283000 0.006478
1390 0 0.006478
1395 0 0.006478
1400 0 0.006478
1405 283000 0.006478
1410 0 0.006478
1415 0 0.006478
1420 0 0.006478
1425 283000 0.006478
1430 0 0.006478
1435 0 0.006478
1440 0 0.006478
1445 283000 0.006478
1450 0 0.006478
1455 0 0.006478
1460 0 0.006478
1465 283000 0.006478
1470 0 0.006478
1475 0 0.006478
1480 0 0.006478
1485 283000 0.006478
1490 0 0.006478
1495 0 0.006478
1500 0 0.006478
1505 283000 0.006478
1510 0 0.006478
1515 0 0.006478
1520 0 0.006478
1525 283000 0.006478
1530 0 0.006478
1535 0 0.006478
1540 0 0.006478
1545 283000 0.006478
1550 0 0.006478
1555 0 0.006478
1560 0 0.006478
1565 283000 0.006478
1570 0 0.006478
1575 0 0.006478
1580 0 0.006478
1585 283000 0.006478
1590 0 0.006478
1595 0 0.006478
1600 0 0.006478
1605 283000 0.006478
1610 0 0.006478
1615 0 0.006478
1620 0 0.006478
1625 283000 0.006478
1630 0 0.006478
1635 0 0.006478
1640 0 0.006478
1645 283000 0.006478
1650 0 0.006478
1655 0 0.006478
1660 0 0.006478
1665 283000 0.006478
1670 0 0.006478
1675 0 0.006478
1680 0 0.006478
1685 283000 0.006478
1690 0 0.006478
1695 0 0.006478
1700 0 0.006478
1705 283000 0.006478
1710 0 0.006478
1715 0 0.006478
1720 0 0.006478
1725 283000 0.006478
1730 0 0.006478
1735 0 0.006478
1740 0 0.006478
1745 283000 0.006478
1750 0 0.006478
1755 0 0.006478
1760 0 0.006478
1765 283000 0.006478
1770 0 0.006478
1775 0 0.006478
1780 0 0.006478
1785 283000 0.006478
1790 0 0.006478
1795 0 0.006478
1800 0 0.006478
1805 283000 0.006478
1810 0 0.006478
1815 0 0.006478
1820 0 0.006478
1825 283000 0.006478
1830 0 0.006478
1835 0 0.006478
1840 0 0.006478
1845 283000 0.006478
1850 0 0.006478
1855 0 0.006478
1860 0 0.006478
1865 283000 0.006478
1870 0 0.006478
1875 0 0.006478
1880 0 0.006478
1885 283000 0.006478
1890 0 0.006478
1895 0 0.006478
1900 0 0.006478
1905 283000 0.006478
1910 0 0.006478
1915 0 0.006478
1920 0 0.006478
1925 283000 0.006478
1930 0 0.006478
1935 0 0.006478
1940 0 0.006478
1945 283000 0.006478
1950 0 0.006478
1955 0 0.006478
1960 0 0.006478
1965 283000 0.006478
1970 0 0.006478
1975 0 0.006478
1980 0 0.006478
1985 283000 0.006478
1990 0 0.006478
1995 0 0.006478
2000 0 0.006478
2005 283000 0.006478
2010 0 0.006478
2015 0 0.006478
2020 0 0.006478
2025 283000 0.006478
2030 0 0.006478
2035 0 0.006478
2040 0 0.006478
2045 283000 0.006478
2050 0 0.006478
2055 0 0.006478
2060 0 0.006478
2065 283000 0.006478
2070 0 0.006478
2075 0 0.006478
2080 0 0.006478
2085 283000 0.006478
2090 0 0.006478
2095 0 0.006478
2100 0 0.006478
2105 283000 0.006478
2110 0 0.006478
2115 0 0.006478
2120 0 0.006478
2125 283000 0.006478
2130 0 0.006478
2135 0 0.006478
2140 0 0.006478
2145 283000 0.006478
2150 0 0.006478
2155 0 0.006478
2160 0 0.006478
2165 283000 0.006478
2170 0 0.006478
2175 0 0.006478
2180 0 0.006478
2185 283000 0.006478
2190 0 0.006478
2195 0 0.006478
2200 0 0.006478
2205 283000 0.006478
2210 0 0.006478
2215 0 0.006478
2220 0 0.006478
2225 283000 0.006478
2230 0 0.006478
2235 0 0.006478
2240 0 0.006478
2245 283000 0.006478
2250 0 0.006478
2255 0 0.006478
2260 0 0.006478
2265 283000 0.006478
2270 0 0.006478
2275 0 0.006478
2280 0 0.006478
2285 283000 0.006478
2290 0 0.006478
2295 0 0.006478
2300 0 0.006478
2305 283000 0.006478
2310 0 0.006478
2315 0 0.006478
2320 0 0.006478
2325 283000 0.006478
2330 0 0.006478
2335 0 0.006478
2340 0 0.006478
2345 283000 0.006478
2350 0 0.006478
2355 0 0.006478
2360 0 0.006478
2365 283000 0.006478
2370 0 0.006478
2375 0 0.006478
2380 0 0.006478
2385 283000 0.006478
2390 0 0.006478
2395 0 0.006478
2400 0 0.006478
2405 283000 0.006478
2410 0 0.006478
2415 0 0.006478
2420 0 0.006478
2425 283000 0.006478
2430 0 0.006478
2435 0 0.006478
2440 0 0.006478
2445 283000 0.006478
2450 0 0.006478
2455 0 0.006478
2460 0 0.006478
2465 283000 0.006478
2470 0 0.006478
2475 0 0.006478
2480 0 0.006478
2485 283000 0.006478
2490 0 0.006478
2495 0 0.006478
2500 0 0.006478
2505 283000 0.006478
2510 0 0.006478
2515 0 0.006478
2520 0 0.006478
2525 283000 0.006478
2530 0 0.006478
2535 0 0.006478
2540 0 0.006478
2545 283000 0.006478
2550 0 0.006478
2555 0 0.006478
2560 0 0.006478
2565 283000 0.006478
2570 0 0.006478
2575 0 0.006478
2580 0 0.006478
2585 283000 0.006478
2590 0 0.006478
2595 0 0.006478
2600 0 0.006478
2605 283000 0.006478
2610 0 0.006478
2615 0 0.006478
2620 0 0.006478
2625 283000 0.006478
2630 0 0.006478
2635 0 0.006478
2640 0 0.006478
2645 283000 0.006478
2650 0 0.006478
2655 0 0.006478
2660 0 0.006478
2665 283000 0.006478
2670 0 0.006478
2675 0 0.006478
2680 0 0.006478
2685 283000 0.006478
2690 0 0.006478
2695 0 0.006478
2700 0 0.006478
2705 283000 0.006478
2710 0 0.006478
2715 0 0.006478
2720 0 0.006478
2725 283000 0.006478
2730 0 0.006478
2735 0 0.006478
2740 0 0.006478
2745 283000 0.006478
2750 0 0.006478
2755 0 0.006478
2760 0 0.006478
2765 283000 0.006478
2770 0 0.006478
2775 0 0.006478
2780 0 0.006478
2785 283000 0.006478
2790 0 0.006478
2795 0 0.006478
2800 0 0.006478
2805 283000 0.006478
2810 0 0.006478
2815 0 0.006478
2820 0 0.006478
2825 283000 0.006478
2830 0 0.006478
2835 0 0.006478
2840 0 0.006478
2845 283000 0.006478
2850 0 0.006478
2855 0 0.006478
2860 0 0.006478
2865 283000 0.006478
2870 0 0.006478
2875 0 0.006478
2880 0 0.006478
2885 283000 0.006478
2890 0 0.006478
2895 0 0.006478
2900 0 0.006478
2905 283000 0.006478
2910 0 0.006478
2915 0 0.006478
2920 0 0.006478
2925 283000 0.006478
2930 0 0.006478
2935 0 0.006478
2940 0 0.006478
2945 283000 0.006478
2950 0 0.006478
2955 0 0.006478
2960 0 0.006478
2965 283000 0.006478
2970 0 0.006478
2975 0 0.006478
2980 0 0.006478
2985 283000 0.006478
2990 0 0.006478
2995 0 0.006478
3000 0 0.006478
3005 283000 0.006478
3010 0 0.006478
3015 0 0.006478
3020 0 0.006478
3025 283000 0.006478
3030 0 0.006478
3035 0 0.006478
3040 0 0.006478
3045 283000 0.006478
3050 0 0.006478
3055 0 0.006478
3060 0 0.006478
3065 283000 0.006478
3070 0 0.006478
3075 0 0.006478
3080 0 0.006478
3085 283000 0.006478
3090 0 0.006478
3095 0 0.006478
3100 0 0.006478
3105 283000 0.006478
3110 0 0.006478
3115 0 0.006478
3120 0 0.006478
3125 283000 0.006478
3130 0 0.006478
3135 0 0.006478
3140 0 0.006478
3145 283000 0.006478
3150 0 0.006478
3155 0 0.006478
3160 0 0.006478
3165 283000 0.006478
3170 0 0.006478
3175 0 0.006478
3180 0 0.006478
3185 283000 0.006478
3190 0 0.006478
3195 0 0.006478
3200 0 0.006478
3205 283000 0.006478
3210 0 0.006478
3215 0 0.006478
3220 0 0.006478
3225 283000 0.006478
3230 0 0.006478
3235 0 0.006478
3240 0 0.006478
3245 283000 0.006478
3250 0 0.006478
3255 0 0.006478
3260 0 0.006478
3265 283000 0.006478
3270 0 0.006478
3275 0 0.006478
3280 0 0.006478
3285 283000 0.006478
3290 0 0.006478
3295 0 0.006478
3300 0 0.006478
3305 283000 0.006478
3310 0 0.006478
3315 0 0.006478
3320 0 0.006478
3325 283000 0.006478
3330 0 0.006478
3335 0 0.006478
3340 0 0.006478
3345 283000 0.006478
3350 0 0.006478
3355 0 0.006478
3360 0 0.006478
3365 283000 0.006478
3370 0 0.006478
3375 0 0.006478
3380 0 0.006478
3385 283000 0.006478
3390 0 0.006478
3395 0 0.006478
3400 0 0.006478
3405 283000 0.006478
3410 0 0.006478
3415 0 0.006478
3420 0 0.006478
3425 283000 0.006478
3430 0 0.006478
3435 0 0.006478
3440 0 0.006478
3445 283000 0.006478
3450 0 0.006478
3455 0 0.006478
3460 0 0.006478
3465 283000 0.006478
3470 0 0.006478
3475 0 0.006478
3480 0 0.006478
3485 283000 0.006478
3490 0 0.006478
3495 0 0.006478
3500 0 0.006478
3505 283000 0.006478
3510 0 0.006478
3515 0 0.006478
3520 0 0.006478
3525 283000 0.006478
3530 0 0.006478
3535 0 0.006478
3540 0 0.006478
3545 283000 0.006478
3550 0 0.006478
3555 0 0.006478
3560 0 0.006478
3565 283000 0.006478
3570 0 0.006478
3575 0 0.006478
3580 0 0.006478
3585 283000 0.006478
3590 0 0.006478
3595 0 0.006478
3600 0 0.006478
