IT_NO ID NO_EMPLOYEES EMPLOYEES_NEEDED INVENTORY PRODUCTION_PLAN
1 1 20 25 2 18
1 2 20 28 2 20
1 3 20 24 2 17
1 4 20 25 2 18
1 5 20 14 2 10
1 6 20 25 2 18
1 7 20 15 2 11
1 8 20 22 2 16
1 9 20 22 2 16
1 10 20 22 2 16
1 11 20 27 2 19
1 12 20 12 2 9
1 13 20 17 2 12
1 14 20 25 2 18
1 15 20 14 2 10
1 16 20 24 2 17
1 17 20 18 2 13
1 18 20 20 2 14
1 19 20 22 2 16
1 20 20 25 2 18
1 21 20 28 2 20
1 22 20 20 2 14
1 23 20 27 2 19
1 24 20 20 2 14
1 25 20 28 2 20
1 26 20 15 2 11
1 27 20 25 2 18
1 28 20 18 2 13
1 29 20 27 2 19
1 30 20 17 2 12
21 30 17 27 4 19
21 28 18 22 3 16
21 26 15 22 3 16
21 17 18 28 3 20
21 15 14 15 4 11
21 13 17 27 3 19
21 12 12 11 3 8
21 7 15 17 4 12
21 5 14 11 3 8
21 24 20 24 3 17
21 22 20 22 3 16
21 18 20 25 2 18
21 1 20 22 3 16
21 2 20 21 4 15
21 3 20 14 4 10
21 4 20 25 3 18
21 6 20 20 2 14
21 8 20 21 4 15
21 9 20 24 4 17
21 10 20 22 4 16
21 11 20 27 0 19
21 14 20 11 2 8
21 16 20 12 2 9
21 19 20 21 1 15
21 20 20 20 2 14
21 21 20 18 2 13
21 23 20 17 2 12
21 25 20 18 2 13
21 27 20 15 1 11
21 29 20 27 1 19
41 27 15 12 2 9
41 25 18 11 4 8
41 23 17 4 2 3
41 21 18 14 4 10
41 16 12 11 3 8
41 14 11 5 3 4
41 3 14 2 4 2
41 5 11 7 4 5
41 12 11 7 3 5
41 20 20 4 4 3
41 6 20 4 4 3
41 30 17 11 4 8
41 28 18 8 4 6
41 26 15 5 4 4
41 17 18 1 5 1
41 15 14 4 4 3
41 13 17 8 5 6
41 7 15 10 6 7
41 24 20 10 4 7
41 22 20 4 5 3
41 18 20 11 4 8
41 1 20 17 5 12
41 2 20 7 4 5
41 4 20 12 3 9
41 8 20 7 2 5
41 9 20 8 2 6
41 10 20 5 2 4
41 11 20 15 2 11
41 19 20 11 2 8
41 29 20 8 2 6
61 3 2 4 5 3
61 5 7 8 5 6
61 12 7 1 4 1
61 28 8 7 4 5
61 17 1 12 5 9
61 15 4 11 5 8
61 13 8 7 5 5
61 22 4 1 5 1
61 18 11 2 5 2
61 1 17 7 6 5
61 2 7 2 4 2
61 4 12 5 4 4
61 11 15 14 3 10
61 10 5 10 3 7
61 9 8 8 3 6
61 8 7 4 3 3
61 16 11 2 1 2
61 21 14 14 1 10
61 23 4 7 1 5
61 25 11 1 1 1
61 27 12 10 0 7
61 14 5 2 3 2
61 20 4 7 5 5
61 6 4 8 5 6
61 30 11 7 4 5
61 26 5 4 5 3
61 7 10 11 6 8
61 24 10 2 5 2
61 29 8 1 0 6
61 19 11 1 0 8
81 19 1 24 0 17
81 29 1 22 0 16
81 24 2 11 5 8
81 26 4 27 5 19
81 30 7 21 5 15
81 14 2 22 4 16
81 27 10 22 1 16
81 25 1 24 1 17
81 16 2 8 2 6
81 8 4 28 4 20
81 11 14 27 4 19
81 4 5 17 5 12
81 2 2 24 5 17
81 1 7 21 7 15
81 18 2 20 6 14
81 22 1 14 5 10
81 13 7 14 6 10
81 28 7 12 5 9
81 12 1 21 4 15
81 21 14 25 2 18
81 9 8 24 4 17
81 3 2 27 5 19
81 5 7 10 5 7
81 17 1 21 5 15
81 15 4 15 6 11
81 10 5 22 4 16
81 23 4 15 2 11
81 20 4 8 6 6
81 6 4 11 6 8
81 7 10 20 7 14
101 19 1 28 0 20
101 29 1 28 0 20
101 24 2 14 6 10
101 26 4 14 5 10
101 30 7 24 5 17
101 14 2 24 4 17
101 27 10 21 2 15
101 25 1 22 1 16
101 16 2 12 3 9
101 8 4 25 5 18
101 11 14 28 4 20
101 4 5 17 6 12
101 2 2 17 5 12
101 1 7 15 8 11
101 18 2 17 6 12
101 22 1 14 5 10
101 13 7 28 7 20
101 28 7 18 6 13
101 12 1 25 4 18
101 21 14 18 3 13
101 9 8 14 5 10
101 3 2 20 5 14
101 5 7 7 6 5
101 17 1 28 5 20
101 15 4 18 6 13
101 10 5 25 5 18
101 23 4 14 2 10
101 20 4 12 7 9
101 6 4 18 6 13
101 7 10 22 7 16
121 15 4 17 7 12
121 17 1 14 5 10
121 3 2 25 6 18
121 12 1 5 4 4
121 28 7 17 7 12
121 13 7 25 8 18
121 22 1 18 5 13
121 18 2 27 6 19
121 1 7 17 9 12
121 2 2 27 6 19
121 4 5 18 7 13
121 11 14 17 5 12
121 5 7 21 7 15
121 19 1 27 0 19
121 29 1 20 0 14
121 24 2 21 6 15
121 26 4 22 6 16
121 30 7 18 6 13
121 27 10 12 3 9
121 25 1 17 1 12
121 16 2 17 3 12
121 8 4 18 6 13
121 21 14 18 4 13
121 9 8 27 6 19
121 10 5 24 6 17
121 23 4 17 2 12
121 20 4 14 7 10
121 6 4 25 6 18
121 7 10 25 7 18
121 14 2 25 5 18
141 15 4 20 7 14
141 17 1 18 5 13
141 3 2 24 6 17
141 12 1 17 4 12
141 28 7 22 7 16
141 13 7 17 9 12
141 22 1 14 5 10
141 18 2 15 7 11
141 1 7 17 10 12
141 2 2 14 6 10
141 4 5 12 8 9
141 11 14 28 6 20
141 5 7 10 8 7
141 19 1 21 0 15
141 29 1 17 0 12
141 24 2 11 6 8
141 26 4 18 7 13
141 30 7 17 7 12
141 27 10 17 4 12
141 25 1 28 1 20
