IT_NO ID DIVIDENDS_PAID DIVIDENDS_TO_BE_PAID
1 31 0.000000 20.300000
1 32 0.000000 22.050000
1 33 0.000000 21.000000
1 34 0.000000 19.250000
1 35 0.000000 17.500000
1 36 0.000000 22.050000
1 37 0.000000 17.150000
1 38 0.000000 21.350000
1 39 0.000000 16.450000
1 40 0.000000 19.600000
1 41 0.000000 16.450000
1 42 0.000000 21.350000
1 43 0.000000 16.450000
1 44 0.000000 18.200000
1 45 0.000000 19.250000
1 46 0.000000 18.200000
1 47 0.000000 17.850000
1 48 0.000000 26.600000
1 49 0.000000 20.650000
1 50 0.000000 15.400000
1 51 0.000000 20.300000
1 52 0.000000 21.000000
1 53 0.000000 18.200000
1 54 0.000000 18.550000
1 55 0.000000 23.450000
1 56 0.000000 21.000000
1 57 0.000000 16.800000
1 58 0.000000 18.550000
1 59 0.000000 19.950000
1 60 0.000000 17.500000
1 61 0.000000 17.850000
1 62 0.000000 23.800000
1 63 0.000000 14.700000
1 64 0.000000 21.000000
1 65 0.000000 18.200000
1 66 0.000000 17.850000
1 67 0.000000 22.400000
1 68 0.000000 16.100000
1 69 0.000000 22.400000
1 70 0.000000 21.350000
1 71 0.000000 22.750000
1 72 0.000000 24.500000
1 73 0.000000 17.500000
1 74 0.000000 18.200000
1 75 0.000000 20.300000
1 76 0.000000 17.150000
1 77 0.000000 22.400000
1 78 0.000000 18.550000
1 79 0.000000 15.750000
1 80 0.000000 17.500000
1 81 0.000000 20.650000
1 82 0.000000 18.900000
1 83 0.000000 18.550000
1 84 0.000000 17.850000
1 85 0.000000 16.100000
1 86 0.000000 19.600000
1 87 0.000000 19.600000
1 88 0.000000 19.600000
1 89 0.000000 19.250000
1 90 0.000000 21.700000
1 91 0.000000 15.400000
1 92 0.000000 18.900000
1 93 0.000000 17.850000
1 94 0.000000 25.200000
1 95 0.000000 18.200000
1 96 0.000000 17.150000
1 97 0.000000 20.300000
1 98 0.000000 19.600000
1 99 0.000000 17.500000
1 100 0.000000 18.200000
1 101 0.000000 20.300000
1 102 0.000000 19.950000
1 103 0.000000 24.500000
1 104 0.000000 19.250000
1 105 0.000000 18.900000
1 106 0.000000 18.550000
1 107 0.000000 20.650000
1 108 0.000000 12.600000
1 109 0.000000 18.200000
1 110 0.000000 16.450000
1 111 0.000000 18.200000
1 112 0.000000 17.500000
1 113 0.000000 20.650000
1 114 0.000000 24.850000
1 115 0.000000 15.050000
1 116 0.000000 20.650000
1 117 0.000000 17.500000
1 118 0.000000 19.250000
1 119 0.000000 18.200000
1 120 0.000000 17.150000
1 121 0.000000 17.150000
1 122 0.000000 24.150000
1 123 0.000000 18.900000
1 124 0.000000 21.350000
1 125 0.000000 18.550000
1 126 0.000000 22.750000
1 127 0.000000 21.700000
1 128 0.000000 23.450000
1 129 0.000000 24.150000
1 130 0.000000 18.200000
1 131 0.000000 19.250000
1 132 0.000000 17.150000
1 133 0.000000 19.950000
1 134 0.000000 19.250000
1 135 0.000000 18.900000
1 136 0.000000 17.850000
1 137 0.000000 17.500000
1 138 0.000000 16.100000
1 139 0.000000 22.750000
1 140 0.000000 16.100000
1 141 0.000000 20.650000
1 142 0.000000 16.450000
1 143 0.000000 17.150000
1 144 0.000000 18.200000
1 145 0.000000 17.500000
1 146 0.000000 18.900000
1 147 0.000000 13.650000
1 148 0.000000 19.950000
1 149 0.000000 20.650000
1 150 0.000000 21.000000
61 146 18.900000 -45.350971
61 143 17.150000 -89.173489
61 142 16.450000 -1.060392
61 138 16.100000 -56.464348
61 133 19.950000 -150.910592
61 124 21.350000 -219.706271
61 123 18.900000 -87.718002
61 119 18.200000 -63.401492
61 117 17.500000 -74.212808
61 115 15.050000 -89.441413
61 113 20.650000 -112.434135
61 111 18.200000 -67.068128
61 109 18.200000 -109.782805
61 108 12.600000 -29.979234
61 101 20.300000 -50.057918
61 98 19.600000 7.811941
61 97 20.300000 -129.116060
61 95 18.200000 -118.416595
61 93 17.850000 -75.759283
61 92 18.900000 -22.975035
61 91 15.400000 -31.326167
61 89 19.250000 -100.316431
61 79 15.750000 -75.079697
61 76 17.150000 -84.159576
61 74 18.200000 -84.700787
61 73 17.500000 -57.599547
61 66 17.850000 -68.419390
61 62 23.800000 -162.717385
61 56 21.000000 -169.384728
61 49 20.650000 -167.832980
61 46 18.200000 -29.230176
61 45 19.250000 -129.356646
61 44 18.200000 -181.659050
61 39 16.450000 -70.218687
61 37 17.150000 -23.646982
61 34 19.250000 -96.457559
61 33 21.000000 -204.237059
61 32 22.050000 -153.713975
61 31 20.300000 -14.894515
61 145 17.500000 -110.510268
