IT_NO ID REVENUES OPERATING_COSTS LABOUR_COSTS TOTAL_INTEREST_PAYMENTS EBIT NET_EARNINGS
1 31 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 32 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 33 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 34 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 35 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 36 352.800000 315.000000 315.000000 15.750000 37.800000 22.050000
1 37 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 38 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 39 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 40 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 41 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 42 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 43 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 44 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 45 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 46 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 47 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 48 425.600000 380.000000 380.000000 19.000000 45.600000 26.600000
1 49 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 50 246.400000 220.000000 220.000000 11.000000 26.400000 15.400000
1 51 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 52 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 53 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 54 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 55 375.200000 335.000000 335.000000 16.750000 40.200000 23.450000
1 56 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 57 268.800000 240.000000 240.000000 12.000000 28.800000 16.800000
1 58 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 59 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 60 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 61 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 62 380.800000 340.000000 340.000000 17.000000 40.800000 23.800000
1 63 235.200000 210.000000 210.000000 10.500000 25.200000 14.700000
1 64 336.000000 300.000000 300.000000 15.000000 36.000000 21.000000
1 65 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 66 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 67 358.400000 320.000000 320.000000 16.000000 38.400000 22.400000
1 68 257.600000 230.000000 230.000000 11.500000 27.600000 16.100000
1 69 358.400000 320.000000 320.000000 16.000000 38.400000 22.400000
1 70 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 71 364.000000 325.000000 325.000000 16.250000 39.000000 22.750000
1 72 392.000000 350.000000 350.000000 17.500000 42.000000 24.500000
1 73 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 74 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 75 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 76 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 77 358.400000 320.000000 320.000000 16.000000 38.400000 22.400000
1 78 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 79 252.000000 225.000000 225.000000 11.250000 27.000000 15.750000
1 80 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 81 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 82 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 83 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 84 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 85 257.600000 230.000000 230.000000 11.500000 27.600000 16.100000
1 86 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 87 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 88 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 89 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 90 347.200000 310.000000 310.000000 15.500000 37.200000 21.700000
1 91 246.400000 220.000000 220.000000 11.000000 26.400000 15.400000
1 92 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 93 285.600000 255.000000 255.000000 12.750000 30.600000 17.850000
1 94 403.200000 360.000000 360.000000 18.000000 43.200000 25.200000
1 95 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 96 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 97 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 98 313.600000 280.000000 280.000000 14.000000 33.600000 19.600000
1 99 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 100 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 101 324.800000 290.000000 290.000000 14.500000 34.800000 20.300000
1 102 319.200000 285.000000 285.000000 14.250000 34.200000 19.950000
1 103 392.000000 350.000000 350.000000 17.500000 42.000000 24.500000
1 104 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 105 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 106 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 107 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 108 201.600000 180.000000 180.000000 9.000000 21.600000 12.600000
1 109 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 110 263.200000 235.000000 235.000000 11.750000 28.200000 16.450000
1 111 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 112 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 113 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 114 397.600000 355.000000 355.000000 17.750000 42.600000 24.850000
1 115 240.800000 215.000000 215.000000 10.750000 25.800000 15.050000
1 116 330.400000 295.000000 295.000000 14.750000 35.400000 20.650000
1 117 280.000000 250.000000 250.000000 12.500000 30.000000 17.500000
1 118 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 119 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 120 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 121 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
1 122 386.400000 345.000000 345.000000 17.250000 41.400000 24.150000
1 123 302.400000 270.000000 270.000000 13.500000 32.400000 18.900000
1 124 341.600000 305.000000 305.000000 15.250000 36.600000 21.350000
1 125 296.800000 265.000000 265.000000 13.250000 31.800000 18.550000
1 126 364.000000 325.000000 325.000000 16.250000 39.000000 22.750000
1 127 347.200000 310.000000 310.000000 15.500000 37.200000 21.700000
1 128 375.200000 335.000000 335.000000 16.750000 40.200000 23.450000
1 129 386.400000 345.000000 345.000000 17.250000 41.400000 24.150000
1 130 291.200000 260.000000 260.000000 13.000000 31.200000 18.200000
1 131 308.000000 275.000000 275.000000 13.750000 33.000000 19.250000
1 132 274.400000 245.000000 245.000000 12.250000 29.400000 17.150000
